 time            time            v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         v(N006)         @dled12_1[id]  
 2.61086084e-04  2.61086084e-04  7.99695973e-01  9.56363287e-01  9.00000000e+00  4.89984445e+00  8.52024890e+00  7.08287270e-01  7.81196163e-03 
 2.66086084e-04  2.66086084e-04  8.20171081e-01  9.71260984e-01  9.00000000e+00  4.91008219e+00  8.52025098e+00  7.08287277e-01  7.81196370e-03 
 2.71086084e-04  2.71086084e-04  8.40595066e-01  9.86101787e-01  9.00000000e+00  4.92029402e+00  8.52024890e+00  7.08287270e-01  7.81196163e-03 
 2.76086084e-04  2.76086084e-04  8.60968055e-01  1.00088599e+00  9.00000000e+00  4.93048070e+00  8.52025098e+00  7.08287277e-01  7.81196370e-03 
 2.81086084e-04  2.81086084e-04  8.81290176e-01  1.01561387e+00  9.00000000e+00  4.94064160e+00  8.52024890e+00  7.08287270e-01  7.81196163e-03 
 2.86086084e-04  2.86086084e-04  9.01561555e-01  1.03028574e+00  9.00000000e+00  4.95077747e+00  8.52025098e+00  7.08287277e-01  7.81196370e-03 
 2.91086084e-04  2.91086084e-04  9.21782319e-01  1.04490186e+00  9.00000000e+00  4.96088769e+00  8.52024890e+00  7.08287270e-01  7.81196163e-03 
 2.96086084e-04  2.96086084e-04  9.41952596e-01  1.05946253e+00  9.00000000e+00  4.97097301e+00  8.52025097e+00  7.08287277e-01  7.81196370e-03 
 3.01086084e-04  3.01086084e-04  9.62072509e-01  1.07396802e+00  9.00000000e+00  4.98103281e+00  8.52024890e+00  7.08287270e-01  7.81196163e-03 
 3.06086084e-04  3.06086084e-04  9.82142186e-01  1.08841863e+00  9.00000000e+00  4.99106783e+00  8.52025097e+00  7.08287277e-01  7.81196370e-03 
 3.11086084e-04  3.11086084e-04  1.00216175e+00  1.10281461e+00  9.00000000e+00  5.00107745e+00  8.52024890e+00  7.08287270e-01  7.81196163e-03 
 3.16086084e-04  3.16086084e-04  1.02213133e+00  1.11715626e+00  9.00000000e+00  5.01106242e+00  8.52025097e+00  7.08287277e-01  7.81196370e-03 
 3.21086084e-04  3.21086084e-04  1.04205105e+00  1.13144385e+00  9.00000000e+00  5.02102212e+00  8.52024891e+00  7.08287270e-01  7.81196163e-03 
 3.26086084e-04  3.26086084e-04  1.06192103e+00  1.14567765e+00  9.00000000e+00  5.03095729e+00  8.52025097e+00  7.08287277e-01  7.81196369e-03 
 3.31086084e-04  3.31086084e-04  1.08174140e+00  1.15985792e+00  9.00000000e+00  5.04086731e+00  8.52024891e+00  7.08287270e-01  7.81196163e-03 
 3.36086084e-04  3.36086084e-04  1.10151228e+00  1.17398495e+00  9.00000000e+00  5.05075293e+00  8.52025097e+00  7.08287277e-01  7.81196369e-03 
 3.41086084e-04  3.41086084e-04  1.12123379e+00  1.18805900e+00  9.00000000e+00  5.06061353e+00  8.52024891e+00  7.08287270e-01  7.81196164e-03 
 3.46086084e-04  3.46086084e-04  1.14090606e+00  1.20208033e+00  9.00000000e+00  5.07044984e+00  8.52025097e+00  7.08287277e-01  7.81196369e-03 
