time,v(N001),v(N002),v(N003),v(N004),v(N005),v(N006),v(N007),v(N008)
0.0,0.0,3.66400021,3.02445816,6.76332305,0.0,0.0,12.0,0.0
1e-06,1.80058241e-05,3.66401821,3.02445816,6.7612804,-0.00204262646,3.14159245e-05,12.0,0.0
2e-06,4.14332085e-05,3.66404161,3.02445817,6.7586144,-0.0047085802,6.28318365e-05,12.0,0.0
4e-06,9.15389178e-05,3.66409166,3.02445821,6.75289018,-0.0104326469,0.000125663574,12.0,0.0
8e-06,0.000195302203,3.66419525,3.02445838,6.74098709,-0.022335079,0.000251326354,12.0,0.0
1.6e-05,0.000401055509,3.66440037,3.02445906,6.71734934,-0.0459701,0.000502646358,12.0,0.0
3.2e-05,0.000813511566,3.66481048,3.02446183,6.66973974,-0.0935685404,0.00100524192,12.0,0.0
6.4e-05,0.00163607057,3.66562399,3.02447309,6.57397585,-0.189287173,0.00201007747,12.0,0.0
0.000128,0.00327631747,3.66722856,3.02451866,6.38005729,-0.383022592,0.00401690501,12.0,0.0
0.000228,0.00581954715,3.66966882,3.02465205,6.07327186,-0.689271873,0.00713835656,12.0,0.0
0.000328,0.00833548021,3.67202401,3.02486177,5.76536614,-0.996334789,0.0102316363,12.0,0.0
0.000428,0.0108177454,3.67428813,3.02514747,5.46090033,-1.29965261,0.0132845364,12.0,0.0
0.000528,0.0132625701,3.67645849,3.02550773,5.16405975,-1.59504584,0.0162850085,12.0,0.0
0.000628,0.015663964,3.6785309,3.02594006,4.87923265,-1.87813635,0.0192212112,12.0,0.0
0.000728,0.0180179928,3.68050389,3.02644097,4.61012071,-2.1452366,0.0220815565,12.0,0.0
0.000828,0.020318377,3.68237428,3.02700605,4.36039691,-2.39269144,0.024854756,12.0,0.0
0.000928,0.0225604778,3.68414109,3.02763009,4.13286396,-2.61771918,0.0275298651,12.0,0.0
0.001028,0.0247422127,3.68580665,3.02830695,3.93221669,-2.81564977,0.0300963264,12.0,0.0
0.001128,0.0268464246,3.68735827,3.02903028,3.75542038,-2.98954348,0.0325440113,12.0,0.0
0.001228,0.0288732707,3.68880074,3.0297936,3.60681475,-3.13508679,0.0348632598,12.0,0.0
0.001328,0.0308146095,3.69013107,3.03058973,3.48743611,-3.25127226,0.0370449189,12.0,0.0
0.001428,0.0326637599,3.69134787,3.03141136,3.39752204,-3.33789175,0.0390803787,12.0,0.0
0.001528,0.0344117935,3.69244758,3.0322511,3.33736043,-3.39468706,0.0409616061,12.0,0.0
0.001628,0.0360497155,3.69342644,3.03310156,3.30692516,-3.42171414,0.0426811768,12.0,0.0
0.001728,0.0375716966,3.69428382,3.03395548,3.30496227,-3.42025604,0.0442323043,12.0,0.0
0.001828,0.0389770855,3.69502459,3.03480614,3.32858026,-3.3932313,0.0456088672,12.0,0.0
0.001928,0.0402488566,3.69563694,3.03564702,3.37906966,-3.3393756,0.0468054326,12.0,0.0
0.002028,0.0413773846,3.69611565,3.03647155,3.45565318,-3.25949265,0.0478172785,12.0,0.0
0.002128,0.0423609061,3.6964632,3.03727361,3.55538539,-3.15655242,0.0486404113,12.0,0.0
0.002228,0.043193073,3.69667746,3.03804767,3.67654186,-3.03230152,0.0492715827,12.0,0.0
0.002328,0.0438673779,3.6967558,3.03878864,3.81745087,-2.88843214,0.0497083017,12.0,0.0
0.002428,0.0443788735,3.69669675,3.03949188,3.97612108,-2.72695424,0.0499488447,12.0,0.0
