time,v(N001),v(N002),v(N003),v(N004),v(N005),v(N006),v(N007),v(N008),v(N009),v(N010),v(N011),v(N012),v(N013),v(N014),v(N015),v(N016),v(N017),@ddiode7_1[id],@ddiode7_2[id],@ddiode7_3[id],@ddiode7_4[id],@ddiode7_5[id],@ddiode7_6[id],@ddiode7_7[id],@dled12_1[id],@dled12_2[id],@dled12_3[id]
0.00328,0.0,9.0,1.16481634,7.47253762,5.63245027e-08,8.99984188,8.99992095,8.99985246,8.99999991,8.9999262,7.39560011,1.16481032,0.82792439,0.141229878,8.07671051e-08,7.40674936,8.99999986,-6.00630378e-09,-9.66118193e-12,9.65938348e-12,9.66118193e-12,-9.00985246e-12,9.00811047e-12,9.00985246e-12,0.00725437023,6.57942708e-05,6.01413932e-09
0.00428,0.0,9.0,1.16481634,7.47253762,5.63245028e-08,8.99984189,8.99992095,8.99985244,8.99999991,8.99992618,7.39560011,1.16481032,0.82792439,0.141229878,8.07671052e-08,7.40674936,8.99999986,-6.00630403e-09,-9.66118197e-12,9.65888292e-12,9.66118197e-12,-9.00985244e-12,9.00849993e-12,9.00985244e-12,0.00725437023,6.57942708e-05,6.01413941e-09
0.00528,0.0,9.0,1.16481634,7.47253762,5.6324503e-08,8.99984189,8.99992096,8.99985244,8.99999991,8.99992618,7.39560011,1.16481032,0.82792439,0.141229878,8.07671054e-08,7.40674936,8.99999986,-6.00630379e-09,-9.66118202e-12,9.65867278e-12,9.66118202e-12,-9.00985244e-12,9.00936429e-12,9.00985244e-12,0.00725437023,6.57942708e-05,6.01413931e-09
0.00628,0.0,9.0,1.16481634,7.47253762,5.63245023e-08,8.99984188,8.99992094,8.99985244,8.99999991,8.99992618,7.39560011,1.16481032,0.82792439,0.141229878,8.07671047e-08,7.40674936,8.99999986,-6.00630402e-09,-9.66118181e-12,9.66017504e-12,9.66118181e-12,-9.00985244e-12,9.00876912e-12,9.00985244e-12,0.00725437023,6.57942708e-05,6.01413943e-09
0.00728,0.0,9.0,1.16481634,7.47253762,5.63245028e-08,8.99984188,8.99992095,8.99985244,8.99999991,8.99992618,7.39560011,1.16481032,0.82792439,0.141229878,8.07671051e-08,7.40674936,8.99999986,-6.0063038e-09,-9.66118194e-12,9.65908742e-12,9.66118194e-12,-9.00985244e-12,9.00926111e-12,9.00985244e-12,0.00725437023,6.57942708e-05,6.01413923e-09
0.00828,0.0,9.0,1.16481634,7.47253762,5.63245027e-08,8.99984188,8.99992095,8.99985243,8.99999991,8.99992617,7.39560011,1.16481032,0.82792439,0.141229878,8.0767105e-08,7.40674936,8.99999986,-6.00630401e-09,-9.66118191e-12,9.6594829e-12,9.66118191e-12,-9.00985243e-12,9.00958633e-12,9.00985243e-12,0.00725437023,6.57942708e-05,6.01413937e-09
0.00928,0.0,9.0,1.16481634,7.47253762,5.6324503e-08,8.99984189,8.99992095,8.99985245,8.99999991,8.99992619,7.39560011,1.16481032,0.82792439,0.141229878,8.07671053e-08,7.40674936,8.99999986,-6.0063038e-09,-9.66118201e-12,9.65848679e-12,9.66118201e-12,-9.00985245e-12,9.00800663e-12,9.00985245e-12,0.00725437023,6.57942708e-05,6.01413928e-09
0.01028,0.0,9.0,1.16481634,7.47253762,5.63245016e-08,8.99984186,8.99992093,8.99985244,8.99999991,8.99992618,7.39560011,1.16481032,0.82792439,0.141229878,8.0767104e-08,7.40674936,8.99999986,-6.00630401e-09,-9.6611816e-12,9.66217103e-12,9.6611816e-12,-9.00985244e-12,9.00855709e-12,9.00985244e-12,0.00725437023,6.57942708e-05,6.01413955e-09
0.01128,0.0,9.0,1.16481634,7.47253762,5.63245029e-08,8.99984189,8.99992095,8.99985244,8.99999991,8.99992618,7.39560011,1.16481032,0.82792439,0.141229878,8.07671053e-08,7.40674936,8.99999986,-6.00630381e-09,-9.66118199e-12,9.65827547e-12,9.66118199e-12,-9.00985244e-12,9.00949656e-12,9.00985244e-12,0.00725437023,6.57942708e-05,6.01413931e-09
0.01228,0.0,9.0,1.16481634,7.47253762,5.63245031e-08,8.99984189,8.99992096,8.99985245,8.99999991,8.99992619,7.39560011,1.16481032,0.82792439,0.141229878,8.07671055e-08,7.40674936,8.99999986,-6.006304e-09,-9.66118205e-12,9.65887417e-12,9.66118205e-12,-9.00985245e-12,9.00787656e-12,9.00985245e-12,0.00725437023,6.57942708e-05,6.01413946e-09
0.01328,0.0,9.0,1.16481634,7.47253762,5.63245016e-08,8.99984186,8.99992093,8.99985245,8.99999991,8.99992619,7.39560011,1.16481032,0.82792439,0.141229878,8.07671039e-08,7.40674936,8.99999986,-6.00630382e-09,-9.66118158e-12,9.66163949e-12,9.66118158e-12,-9.00985245e-12,9.00823767e-12,9.00985245e-12,0.00725437023,6.57942708e-05,6.01413925e-09
0.01428,0.0,9.0,1.16481634,7.47253762,5.63245025e-08,8.99984188,8.99992095,8.99985244,8.99999991,8.99992618,7.39560011,1.16481032,0.82792439,0.141229878,8.07671048e-08,7.40674936,8.99999986,-6.00630399e-09,-9.66118186e-12,9.65996181e-12,9.66118186e-12,-9.00985244e-12,9.00841597e-12,9.00985244e-12,0.00725437023,6.57942708e-05,6.01413933e-09
0.01528,0.0,9.0,1.16481634,7.47253762,5.63245025e-08,8.99984188,8.99992094,8.99985244,8.99999991,8.99992618,7.39560011,1.16481032,0.82792439,0.141229878,8.07671048e-08,7.40674936,8.99999986,-6.00630383e-09,-9.66118185e-12,9.65973635e-12,9.66118185e-12,-9.00985244e-12,9.00921307e-12,9.00985244e-12,0.00725437023,6.57942708e-05,6.01413932e-09
0.01628,0.0,9.0,1.16481634,7.47253762,5.63245019e-08,8.99984187,8.99992093,8.99985245,8.99999991,8.99992619,7.39560011,1.16481032,0.82792439,0.141229878,8.07671042e-08,7.40674936,8.99999986,-6.00630399e-09,-9.66118167e-12,9.66146273e-12,9.66118167e-12,-9.00985245e-12,9.00774463e-12,9.00985245e-12,0.00725437023,6.57942708e-05,6.01413937e-09
0.01728,0.0,9.0,1.16481634,7.47253762,5.63245024e-08,8.99984188,8.99992094,8.99985245,8.99999991,8.99992619,7.39560011,1.16481032,0.82792439,0.141229878,8.07671048e-08,7.40674936,8.99999986,-6.00630383e-09,-9.66118184e-12,9.65964504e-12,9.66118184e-12,-9.00985245e-12,9.00881056e-12,9.00985245e-12,0.00725437023,6.57942708e-05,6.01413934e-09
0.01828,0.0,9.0,1.16481634,7.47253762,5.6324503e-08,8.99984189,8.99992096,8.99985244,8.99999991,8.99992618,7.39560011,1.16481032,0.82792439,0.141229878,8.07671054e-08,7.40674936,8.99999986,-6.00630398e-09,-9.66118203e-12,9.65876241e-12,9.66118203e-12,-9.00985244e-12,9.00863595e-12,9.00985244e-12,0.00725437023,6.57942708e-05,6.01413941e-09
0.01928,0.0,9.0,1.16481634,7.47253762,5.63245026e-08,8.99984188,8.99992095,8.99985245,8.99999991,8.99992619,7.39560011,1.16481032,0.82792439,0.141229878,8.07671049e-08,7.40674936,8.99999986,-6.00630384e-09,-9.66118188e-12,9.65949432e-12,9.66118188e-12,-9.00985245e-12,9.00861255e-12,9.00985245e-12,0.00725437023,6.57942708e-05,6.01413915e-09
0.02028,0.0,9.0,1.16481634,7.47253762,5.63245038e-08,8.9998419,8.99992097,8.99985244,8.99999991,8.99992618,7.39560011,1.16481032,0.82792439,0.141229878,8.07671061e-08,7.40674936,8.99999986,-6.00630397e-09,-9.66118226e-12,9.65674967e-12,9.66118226e-12,-9.00985244e-12,9.00944993e-12,9.00985244e-12,0.00725437023,6.57942708e-05,6.01413944e-09
0.02128,0.0,9.0,1.16481634,7.47253762,5.63245028e-08,8.99984188,8.99992095,8.99985245,8.99999991,8.99992619,7.39560011,1.16481032,0.82792439,0.141229878,8.07671051e-08,7.40674936,8.99999986,-6.00630385e-09,-9.66118194e-12,9.65935769e-12,9.66118194e-12,-9.00985245e-12,9.00846751e-12,9.00985245e-12,0.00725437023,6.57942708e-05,6.01413933e-09
0.02228,0.0,9.0,1.16481634,7.47253762,5.63245029e-08,8.99984189,8.99992095,8.99985244,8.99999991,8.99992618,7.39560011,1.16481032,0.82792439,0.141229878,8.07671052e-08,7.40674936,8.99999986,-6.00630397e-09,-9.66118198e-12,9.65871269e-12,9.66118198e-12,-9.00985244e-12,9.00884035e-12,9.00985244e-12,0.00725437023,6.57942708e-05,6.01413928e-09
0.02328,0.0,9.0,1.16481634,7.47253762,5.63245019e-08,8.99984187,8.99992093,8.99985245,8.99999991,8.99992619,7.39560011,1.16481032,0.82792439,0.141229878,8.07671042e-08,7.40674936,8.99999986,-6.00630385e-09,-9.66118168e-12,9.66153743e-12,9.66118168e-12,-9.00985245e-12,9.00853606e-12,9.00985245e-12,0.00725437023,6.57942708e-05,6.01413925e-09
0.02428,0.0,9.0,1.16481634,7.47253762,5.63245019e-08,8.99984187,8.99992093,8.99985245,8.99999991,8.99992619,7.39560011,1.16481032,0.82792439,0.141229878,8.07671043e-08,7.40674936,8.99999986,-6.00630396e-09,-9.6611817e-12,9.66068214e-12,9.6611817e-12,-9.00985245e-12,9.00846254e-12,9.00985245e-12,0.00725437023,6.57942708e-05,6.01413953e-09
0.02528,0.0,9.0,1.16481634,7.47253762,5.63245028e-08,8.99984189,8.99992095,8.99985244,8.99999991,8.99992618,7.39560011,1.16481032,0.82792439,0.141229878,8.07671052e-08,7.40674936,8.99999986,-6.00630386e-09,-9.66118196e-12,9.65928803e-12,9.66118196e-12,-9.00985244e-12,9.00920519e-12,9.00985244e-12,0.00725437023,6.57942708e-05,6.01413929e-09
0.02628,0.0,9.0,1.16481634,7.47253762,5.63245026e-08,8.99984188,8.99992095,8.99985244,8.99999991,8.99992618,7.39560011,1.16481032,0.82792439,0.141229878,8.0767105e-08,7.40674936,8.99999986,-6.00630395e-09,-9.66118191e-12,9.65924005e-12,9.66118191e-12,-9.00985244e-12,9.00876871e-12,9.00985244e-12,0.00725437023,6.57942708e-05,6.01413944e-09
0.02728,0.0,9.0,1.16481634,7.47253762,5.6324503e-08,8.99984189,8.99992096,8.99985245,8.99999991,8.99992619,7.39560011,1.16481032,0.82792439,0.141229878,8.07671054e-08,7.40674936,8.99999986,-6.00630387e-09,-9.66118203e-12,9.65867823e-12,9.66118203e-12,-9.00985245e-12,9.00863978e-12,9.00985245e-12,0.00725437023,6.57942708e-05,6.01413934e-09
0.02828,0.0,9.0,1.16481634,7.47253762,5.63245026e-08,8.99984188,8.99992095,8.99985245,8.99999991,8.99992619,7.39560011,1.16481032,0.82792439,0.141229878,8.0767105e-08,7.40674936,8.99999986,-6.00630395e-09,-9.6611819e-12,9.65938815e-12,9.6611819e-12,-9.00985245e-12,9.00782657e-12,9.00985245e-12,0.00725437023,6.57942708e-05,6.01413932e-09
0.02928,0.0,9.0,1.16481634,7.47253762,5.63245017e-08,8.99984186,8.99992093,8.99985245,8.99999991,8.99992619,7.39560011,1.16481032,0.82792439,0.141229878,8.0767104e-08,7.40674936,8.99999986,-6.00630387e-09,-9.66118162e-12,9.6618783e-12,9.66118162e-12,-9.00985245e-12,9.00799968e-12,9.00985245e-12,0.00725437023,6.57942708e-05,6.01413921e-09
0.03028,0.0,9.0,1.16481634,7.47253762,5.63245028e-08,8.99984188,8.99992095,8.99985245,8.99999991,8.99992619,7.39560011,1.16481032,0.82792439,0.141229878,8.07671051e-08,7.40674936,8.99999986,-6.00630394e-09,-9.66118194e-12,9.65876058e-12,9.66118194e-12,-9.00985245e-12,9.0078965e-12,9.00985245e-12,0.00725437023,6.57942708e-05,6.01413946e-09
0.03128,0.0,9.0,1.16481634,7.47253762,5.6324503e-08,8.99984189,8.99992095,8.99985244,8.99999991,8.99992618,7.39560011,1.16481032,0.82792439,0.141229878,8.07671053e-08,7.40674936,8.99999986,-6.00630388e-09,-9.66118201e-12,9.65898651e-12,9.66118201e-12,-9.00985244e-12,9.00941027e-12,9.00985244e-12,0.00725437023,6.57942708e-05,6.01413922e-09
0.03228,0.0,9.0,1.16481634,7.47253762,5.63245026e-08,8.99984188,8.99992095,8.99985245,8.99999991,8.99992619,7.39560011,1.16481032,0.82792439,0.141229878,8.07671049e-08,7.40674936,8.99999986,-6.00630393e-09,-9.66118189e-12,9.65924244e-12,9.66118189e-12,-9.00985245e-12,9.00808387e-12,9.00985245e-12,0.00725437023,6.57942708e-05,6.01413935e-09
