 time            time            v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         @dled12_1[id]  
 0.00000000e+00  0.00000000e+00  5.50921150e-28  0.00000000e+00  6.23797914e-20  1.10184230e-27 -2.34205604e-29 -6.23797914e-32 
 5.00000000e-06  5.00000000e-06  1.25550149e-06  2.50000000e-02  1.12703717e-04  1.12540726e-04  1.24968840e-02  4.10618556e-14 
 5.42125447e-06  5.42125447e-06  1.37015291e-06  2.71062724e-02  1.13304213e-04  1.13135184e-04  1.35500068e-02  4.53875477e-14 
 6.26376341e-06  6.26376341e-06  1.61720050e-06  3.13188171e-02  1.13620378e-04  1.13439114e-04  1.56562775e-02  5.46218096e-14 
 7.94878129e-06  7.94878129e-06  2.21776112e-06  3.97439065e-02  1.14123282e-04  1.13910967e-04  1.98688258e-02  7.59124710e-14 
 1.13188171e-05  1.13188171e-05  3.84473337e-06  5.65940853e-02  1.15721138e-04  1.15414048e-04  2.82939187e-02  1.35259546e-13 
 1.80588886e-05  1.80588886e-05  8.80201058e-06  9.02944429e-02  1.20697904e-04  1.20004083e-04  4.51441079e-02  4.06833558e-13 
 3.15390316e-05  3.15390316e-05  2.55292455e-05  1.57695158e-01  1.44687355e-04  1.34983483e-04  7.88445156e-02  4.56742167e-12 
 5.84993177e-05  5.84993177e-05  8.62308402e-05  2.92496589e-01  2.92724332e-03  2.00577074e-04  1.46245297e-01  7.28262993e-10 
 8.62555314e-05  8.62555314e-05  1.86690210e-04  4.31277657e-01  6.36094489e-02  4.40426680e-04  2.15635898e-01  1.49100751e-08 
 1.13022902e-04  1.13022902e-04  3.20048717e-04  5.65114510e-01  1.92070577e-01  6.06781874e-04  2.82554359e-01  1.83544390e-08 
 1.53456561e-04  1.53456561e-04  5.89342680e-04  7.67282804e-01  3.98869699e-01  8.43356304e-04  3.83638585e-01  1.53457114e-08 
 1.94408797e-04  1.94408797e-04  9.45279375e-04  9.72043983e-01  6.03025565e-01  1.20074753e-03  4.86019233e-01  1.57090725e-08 
 2.76313268e-04  2.76313268e-04  1.90816559e-03  1.38156634e+00  1.01624489e+00  2.13793755e-03  6.90780537e-01  1.36168522e-08 
 4.40122211e-04  4.40122211e-04  4.83696856e-03  2.20061106e+00  1.83700072e+00  5.05170337e-03  1.10030306e+00  1.27451894e-08 
 7.20061106e-04  7.20061106e-04  1.29321671e-02  3.60030553e+00  3.24154873e+00  1.31168561e-02  1.80015052e+00  1.05646097e-08 
 1.00000000e-03  1.00000000e-03  2.49174951e-02  5.00000000e+00  4.64090751e+00  2.50942019e-02  2.49999788e+00  1.07026113e-08 
 1.05000000e-03  1.05000000e-03  2.74038010e-02  5.00000000e+00  4.68596706e+00  2.74193675e-02  2.50000004e+00  1.87480901e-09 
 1.15000000e-03  1.15000000e-03  3.23739199e-02  5.00000000e+00  4.73747306e+00  3.23738391e-02  2.50000004e+00  2.56144099e-10 
 1.35000000e-03  1.35000000e-03  4.22992458e-02  5.00000000e+00  4.75735532e+00  4.22983815e-02  2.50000004e+00  1.18868374e-10 
 1.75000000e-03  1.75000000e-03  6.20904615e-02  5.00000000e+00  4.78188443e+00  6.20888882e-02  2.50000004e+00  4.61649842e-11 
 2.25000000e-03  2.25000000e-03  8.67184318e-02  5.00000000e+00  4.80544279e+00  8.67170251e-02  2.50000004e+00  1.86680930e-11 
 2.75000000e-03  2.75000000e-03  1.11223569e-01  5.00000000e+00  4.82835759e+00  1.11221964e-01  2.50000004e+00  7.78288064e-12 
 3.25000000e-03  3.25000000e-03  1.35606487e-01  5.00000000e+00  4.85074957e+00  1.35605057e-01  2.50000004e+00  3.34585019e-12 
 3.75000000e-03  3.75000000e-03  1.59867793e-01  5.00000000e+00  4.87280159e+00  1.59866179e-01  2.50000004e+00  1.48420951e-12 
 4.25000000e-03  4.25000000e-03  1.84008096e-01  5.00000000e+00  4.89462006e+00  1.84006666e-01  2.50000004e+00  6.83438989e-13 
 4.75000000e-03  4.75000000e-03  2.08027998e-01  5.00000000e+00  4.91625988e+00  2.08026388e-01  2.50000004e+00  3.28463960e-13 
 5.25000000e-03  5.25000000e-03  2.31928100e-01  5.00000000e+00  4.93774868e+00  2.31926676e-01  2.50000004e+00  1.63233650e-13 
 5.75000000e-03  5.75000000e-03  2.55709000e-01  5.00000000e+00  4.95909821e+00  2.55707397e-01  2.50000004e+00  7.95175134e-14 
 6.25000000e-03  6.25000000e-03  2.79371292e-01  5.00000000e+00  4.98031518e+00  2.79369874e-01  2.50000004e+00  3.10903237e-14 
 6.75000000e-03  6.75000000e-03  3.02915567e-01  5.00000000e+00  5.00140214e+00  3.02913971e-01  2.50000004e+00 -1.92980279e-15 
 7.25000000e-03  7.25000000e-03  3.26342414e-01  5.00000000e+00  5.02236161e+00  3.26341004e-01  2.50000004e+00 -2.81492151e-14 
 7.75000000e-03  7.75000000e-03  3.49652420e-01  5.00000000e+00  5.04319390e+00  3.49650831e-01  2.50000004e+00 -5.13113877e-14 
 8.25000000e-03  8.25000000e-03  3.72846166e-01  5.00000000e+00  5.06390061e+00  3.72844763e-01  2.50000004e+00 -7.30552229e-14 
 8.75000000e-03  8.75000000e-03  3.95924233e-01  5.00000000e+00  5.08448159e+00  3.95922651e-01  2.50000004e+00 -9.40958224e-14 
 9.25000000e-03  9.25000000e-03  4.18887196e-01  5.00000000e+00  5.10493831e+00  4.18885801e-01  2.50000004e+00 -1.14737021e-13 
 9.75000000e-03  9.75000000e-03  4.41735632e-01  5.00000000e+00  5.12527077e+00  4.41734058e-01  2.50000004e+00 -1.35152450e-13 
 1.02500000e-02  1.02500000e-02  4.64470110e-01  5.00000000e+00  5.14548045e+00  4.64468721e-01  2.50000004e+00 -1.55404903e-13 
 1.07500000e-02  1.07500000e-02  4.87091200e-01  5.00000000e+00  5.16556719e+00  4.87089633e-01  2.50000004e+00 -1.75515941e-13 
 1.12500000e-02  1.12500000e-02  5.09599466e-01  5.00000000e+00  5.18553217e+00  5.09598084e-01  2.50000004e+00 -1.95495749e-13 
 1.17500000e-02  1.17500000e-02  5.31995471e-01  5.00000000e+00  5.20537556e+00  5.31993911e-01  2.50000004e+00 -2.15348709e-13 
 1.22500000e-02  1.22500000e-02  5.54279775e-01  5.00000000e+00  5.22509875e+00  5.54278401e-01  2.50000004e+00 -2.35078353e-13 
 1.27500000e-02  1.27500000e-02  5.76452936e-01  5.00000000e+00  5.24470140e+00  5.76451383e-01  2.50000004e+00 -2.54685526e-13 
 1.32500000e-02  1.32500000e-02  5.98515508e-01  5.00000000e+00  5.26418505e+00  5.98514140e-01  2.50000004e+00 -2.74172431e-13 
 1.37500000e-02  1.37500000e-02  6.20468042e-01  5.00000000e+00  5.28354955e+00  6.20466496e-01  2.50000004e+00 -2.93539352e-13 
 1.42500000e-02  1.42500000e-02  6.42311087e-01  5.00000000e+00  5.30279616e+00  6.42309726e-01  2.50000004e+00 -3.12787778e-13 
 1.47500000e-02  1.47500000e-02  6.64045189e-01  5.00000000e+00  5.32192477e+00  6.64043650e-01  2.50000004e+00 -3.31917798e-13 
 1.52500000e-02  1.52500000e-02  6.85670891e-01  5.00000000e+00  5.34093661e+00  6.85669537e-01  2.50000004e+00 -3.50930737e-13 
 1.57500000e-02  1.57500000e-02  7.07188735e-01  5.00000000e+00  5.35983171e+00  7.07187203e-01  2.50000004e+00 -3.69826720e-13 
 1.62500000e-02  1.62500000e-02  7.28599258e-01  5.00000000e+00  5.37861139e+00  7.28597910e-01  2.50000004e+00 -3.88607106e-13 
 1.67500000e-02  1.67500000e-02  7.49902995e-01  5.00000000e+00  5.39727542e+00  7.49901470e-01  2.50000004e+00 -4.07271710e-13 
 1.72500000e-02  1.72500000e-02  7.71100479e-01  5.00000000e+00  5.41582518e+00  7.71099138e-01  2.50000004e+00 -4.25821941e-13 
 1.77500000e-02  1.77500000e-02  7.92192240e-01  5.00000000e+00  5.43426058e+00  7.92190721e-01  2.50000004e+00 -4.44257735e-13 
 1.82500000e-02  1.82500000e-02  8.13178805e-01  5.00000000e+00  5.45258307e+00  8.13177471e-01  2.50000004e+00 -4.62580557e-13 
 1.87500000e-02  1.87500000e-02  8.34060700e-01  5.00000000e+00  5.47079241e+00  8.34059187e-01  2.50000004e+00 -4.80790182e-13 
 1.92500000e-02  1.92500000e-02  8.54838445e-01  5.00000000e+00  5.48888978e+00  8.54837117e-01  2.50000004e+00 -4.98887787e-13 
 1.97500000e-02  1.97500000e-02  8.75512560e-01  5.00000000e+00  5.50687508e+00  8.75511054e-01  2.50000004e+00 -5.16873296e-13 
 2.02500000e-02  2.02500000e-02  8.96083563e-01  5.00000000e+00  5.52474969e+00  8.96082241e-01  2.50000004e+00 -5.34748076e-13 
 2.07500000e-02  2.07500000e-02  9.16551967e-01  5.00000000e+00  5.54251343e+00  9.16550468e-01  2.50000004e+00 -5.52511976e-13 
 2.12500000e-02  2.12500000e-02  9.36918284e-01  5.00000000e+00  5.56016757e+00  9.36916969e-01  2.50000004e+00 -5.70166244e-13 
 2.17500000e-02  2.17500000e-02  9.57183024e-01  5.00000000e+00  5.57771203e+00  9.57181531e-01  2.50000004e+00 -5.87710826e-13 
 2.22500000e-02  2.22500000e-02  9.77346692e-01  5.00000000e+00  5.59514817e+00  9.77345383e-01  2.50000003e+00 -6.05147068e-13 
 2.27500000e-02  2.27500000e-02  9.97409794e-01  5.00000000e+00  5.61247565e+00  9.97408308e-01  2.50000004e+00 -6.22474636e-13 
 2.32500000e-02  2.32500000e-02  1.01737283e+00  5.00000000e+00  5.62969574e+00  1.01737153e+00  2.50000003e+00 -6.39694804e-13 
 2.37500000e-02  2.37500000e-02  1.03723630e+00  5.00000000e+00  5.64680845e+00  1.03723482e+00  2.50000004e+00 -6.56807593e-13 
 2.42500000e-02  2.42500000e-02  1.05700070e+00  5.00000000e+00  5.66381502e+00  1.05699940e+00  2.50000003e+00 -6.73814222e-13 
 2.47500000e-02  2.47500000e-02  1.07666653e+00  5.00000000e+00  5.68071513e+00  1.07666505e+00  2.50000004e+00 -6.90714396e-13 
 2.52500000e-02  2.52500000e-02  1.09623427e+00  5.00000000e+00  5.69751014e+00  1.09623298e+00  2.50000003e+00 -7.07509455e-13 
 2.57500000e-02  2.57500000e-02  1.11570441e+00  5.00000000e+00  5.71419992e+00  1.11570295e+00  2.50000004e+00 -7.24199281e-13 
 2.62500000e-02  2.62500000e-02  1.13507745e+00  5.00000000e+00  5.73078573e+00  1.13507617e+00  2.50000003e+00 -7.40785134e-13 
 2.67500000e-02  2.67500000e-02  1.15435387e+00  5.00000000e+00  5.74726734e+00  1.15435241e+00  2.50000004e+00 -7.57266781e-13 
 2.72500000e-02  2.72500000e-02  1.17353414e+00  5.00000000e+00  5.76364611e+00  1.17353286e+00  2.50000003e+00 -7.73645586e-13 
 2.77500000e-02  2.77500000e-02  1.19261875e+00  5.00000000e+00  5.77992191e+00  1.19261730e+00  2.50000004e+00 -7.89921423e-13 
