time,v(N001),v(N002),v(N003),v(N004),v(N005),@dled12_1[id]
0.130053675,1.98527424,5.0,5.6441891,1.98527319,2.50000003,-6.54188229e-13
0.130553675,2.00031027,5.0,5.6568559,2.00030885,2.50000004,-6.66855081e-13
0.131053675,2.01527131,5.0,5.66944341,2.01527027,2.50000003,-6.79442639e-13
0.131553675,2.03015773,5.0,5.68195048,2.03015631,2.50000004,-6.91949746e-13
0.132053675,2.04496991,5.0,5.69437915,2.04496887,2.50000003,-7.04378454e-13
0.132553675,2.05970821,5.0,5.70672824,2.05970679,2.50000004,-7.16727583e-13
0.133053675,2.074373,5.0,5.71899972,2.07437196,2.50000003,-7.2899909e-13
0.133553675,2.08896465,5.0,5.73119249,2.08896323,2.50000004,-7.41191894e-13
0.134053675,2.10348352,5.0,5.74330846,2.10348249,2.50000003,-7.53307897e-13
0.134553675,2.11792998,5.0,5.75534663,2.11792857,2.50000004,-7.65346093e-13
0.135053675,2.13230439,5.0,5.76730866,2.13230336,2.50000003,-7.77308144e-13
0.135553675,2.1466071,5.0,5.77919351,2.1466057,2.50000004,-7.89193021e-13
0.136053675,2.16083848,5.0,5.79100324,2.16083746,2.50000003,-8.01002766e-13
0.136553675,2.17499888,5.0,5.80273658,2.17499748,2.50000004,-8.12736133e-13
0.137053675,2.18908866,5.0,5.81439546,2.18908763,2.50000003,-8.24395024e-13
0.137553675,2.20310816,5.0,5.82597876,2.20310676,2.50000004,-8.35978351e-13
0.138053675,2.21705774,5.0,5.83748841,2.21705672,2.50000003,-8.4748801e-13
0.138553675,2.23093775,5.0,5.84892337,2.23093635,2.50000004,-8.58922994e-13
0.139053675,2.24474852,5.0,5.86028561,2.2447475,2.50000003,-8.70285249e-13
0.139553675,2.25849042,5.0,5.8715738,2.25848903,2.50000004,-8.81573452e-13
0.140053675,2.27216378,5.0,5.88278983,2.27216276,2.50000003,-8.9278949e-13
0.140553675,2.28576894,5.0,5.89393262,2.28576755,2.50000004,-9.03932293e-13
0.141053675,2.29930625,5.0,5.90500407,2.29930523,2.50000003,-9.1500376e-13
0.141553675,2.31277604,5.0,5.91600302,2.31277465,2.50000004,-9.26002721e-13
0.142053675,2.32617864,5.0,5.9269313,2.32617763,2.50000003,-9.36931009e-13
0.142553675,2.3395144,5.0,5.93778789,2.33951302,2.50000004,-9.47787609e-13
0.143053675,2.35278365,5.0,5.94857474,2.35278264,2.50000003,-9.58574468e-13
0.143553675,2.36598672,5.0,5.95929052,2.36598534,2.50000004,-9.69290261e-13
0.144053675,2.37912394,5.0,5.96993711,2.37912293,2.50000003,-9.79936855e-13
0.144553675,2.39219563,5.0,5.98051357,2.39219425,2.50000004,-9.90513322e-13
