time,v(N001),v(N002),v(N003),v(N004),v(N005),v(N006)
0.0,5.0,0.0,1.5201957,0.876891599,3.08437585,0.0
1e-06,5.0,6.28318489e-06,1.52020197,0.87689162,3.08395718,-0.00041866157
2e-06,5.0,1.25663673e-05,1.52020825,0.876891661,3.08353938,-0.000836436065
4e-06,5.0,2.51327148e-05,1.5202208,0.876891784,3.08270664,-0.0016690965
8e-06,5.0,5.02652708e-05,1.52024587,0.876892271,3.08105835,-0.00331708965
1.6e-05,5.0,0.000100529272,1.5202959,0.876894197,3.07782943,-0.00654481248
3.2e-05,5.0,0.000201048383,1.52039554,0.876901721,3.07163412,-0.0127354492
6.4e-05,5.0,0.000402015494,1.52059318,0.876930476,3.0601988,-0.0241528849
0.000128,5.0,0.000803381001,1.52098203,0.877035625,3.04084736,-0.0434387749
0.000228,5.0,0.00142767131,1.52157305,0.877300191,3.01833297,-0.065787673
0.000328,5.0,0.00204632726,1.52214405,0.877653414,3.0032227,-0.0806760267
0.000428,5.0,0.00265690728,1.52269488,0.878063739,2.99333591,-0.090303757
0.000528,5.0,0.00325700171,1.52322486,0.878508512,2.98731829,-0.0960390418
0.000628,5.0,0.00384424223,1.52373299,0.878971196,2.98410003,-0.0989618406
0.000728,5.0,0.00441631129,1.52421805,0.879439833,2.98293206,-0.0998286149
0.000828,5.0,0.00497095119,1.52467868,0.879905675,2.98329332,-0.0991658522
0.000928,5.0,0.00550597301,1.52511349,0.880362205,2.98482051,-0.0973409243
0.001028,5.0,0.00601926528,1.52552107,0.880804471,2.98726027,-0.09461033
0.001128,5.0,0.00650880225,1.52590009,0.881228622,2.99043334,-0.0911557965
0.001228,5.0,0.00697265196,1.52624922,0.88163159,2.99421196,-0.0871070767
0.001328,5.0,0.00740898379,1.52656727,0.882010878,2.99850208,-0.0825598876
0.001428,5.0,0.00781607575,1.52685313,0.882364412,3.00323337,-0.0775859561
0.001528,5.0,0.00819232123,1.52710579,0.882690446,3.00835022,-0.0722420938
0.001628,5.0,0.00853623536,1.52732438,0.882987496,3.01380785,-0.066574132
0.001728,5.0,0.00884646086,1.52750814,0.883254293,3.01956747,-0.0606217962
0.001828,5.0,0.00912177343,1.52765644,0.88348976,3.02559518,-0.0544197718
0.001928,5.0,0.00936108653,1.5277688,0.88369299,3.03185916,-0.0480006144
0.002028,5.0,0.00956345569,1.52784487,0.883863235,3.03832985,-0.0413944814
0.002128,5.0,0.00972808227,1.52788445,0.883999895,3.04497801,-0.0346311287
0.002228,5.0,0.00985431655,1.52788746,0.884102517,3.05177561,-0.0277390261
0.002328,5.0,0.00994166034,1.52785399,0.88417079,3.05869424,-0.0207469296
0.002428,5.0,0.00998976894,1.52778424,0.884204541,3.06570629,-0.0136827142
0.002528,5.0,0.00999845249,1.52767858,0.884203763,3.07277218,-0.00658611975
0.002628,5.0,0.00996767671,1.52753752,0.884168547,3.07989036,0.000541225243
0.002728,5.0,0.00989756307,1.52736168,0.884099094,3.08701737,0.00765580965
0.002828,5.0,0.00978838826,1.52715186,0.883995747,3.09413782,0.014742322
