 time            time            v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         v(N006)        
 0.00000000e+00  0.00000000e+00  5.00000000e+00  0.00000000e+00  1.52019570e+00  8.76891599e-01  3.08437585e+00  0.00000000e+00 
 1.00000000e-06  1.00000000e-06  5.00000000e+00  6.28318489e-06  1.52020197e+00  8.76891620e-01  3.08395718e+00 -4.18661570e-04 
 2.00000000e-06  2.00000000e-06  5.00000000e+00  1.25663673e-05  1.52020825e+00  8.76891661e-01  3.08353938e+00 -8.36436065e-04 
 4.00000000e-06  4.00000000e-06  5.00000000e+00  2.51327148e-05  1.52022080e+00  8.76891784e-01  3.08270664e+00 -1.66909650e-03 
 8.00000000e-06  8.00000000e-06  5.00000000e+00  5.02652708e-05  1.52024587e+00  8.76892271e-01  3.08105835e+00 -3.31708965e-03 
 1.60000000e-05  1.60000000e-05  5.00000000e+00  1.00529272e-04  1.52029590e+00  8.76894197e-01  3.07782943e+00 -6.54481248e-03 
 3.20000000e-05  3.20000000e-05  5.00000000e+00  2.01048383e-04  1.52039554e+00  8.76901721e-01  3.07163412e+00 -1.27354492e-02 
 6.40000000e-05  6.40000000e-05  5.00000000e+00  4.02015494e-04  1.52059318e+00  8.76930476e-01  3.06019880e+00 -2.41528849e-02 
 1.28000000e-04  1.28000000e-04  5.00000000e+00  8.03381001e-04  1.52098203e+00  8.77035625e-01  3.04084736e+00 -4.34387749e-02 
 2.28000000e-04  2.28000000e-04  5.00000000e+00  1.42767131e-03  1.52157305e+00  8.77300191e-01  3.01833297e+00 -6.57876730e-02 
 3.28000000e-04  3.28000000e-04  5.00000000e+00  2.04632726e-03  1.52214405e+00  8.77653414e-01  3.00322270e+00 -8.06760267e-02 
 4.28000000e-04  4.28000000e-04  5.00000000e+00  2.65690728e-03  1.52269488e+00  8.78063739e-01  2.99333591e+00 -9.03037570e-02 
 5.28000000e-04  5.28000000e-04  5.00000000e+00  3.25700171e-03  1.52322486e+00  8.78508512e-01  2.98731829e+00 -9.60390418e-02 
 6.28000000e-04  6.28000000e-04  5.00000000e+00  3.84424223e-03  1.52373299e+00  8.78971196e-01  2.98410003e+00 -9.89618406e-02 
 7.28000000e-04  7.28000000e-04  5.00000000e+00  4.41631129e-03  1.52421805e+00  8.79439833e-01  2.98293206e+00 -9.98286149e-02 
 8.28000000e-04  8.28000000e-04  5.00000000e+00  4.97095119e-03  1.52467868e+00  8.79905675e-01  2.98329332e+00 -9.91658522e-02 
 9.28000000e-04  9.28000000e-04  5.00000000e+00  5.50597301e-03  1.52511349e+00  8.80362205e-01  2.98482051e+00 -9.73409243e-02 
 1.02800000e-03  1.02800000e-03  5.00000000e+00  6.01926528e-03  1.52552107e+00  8.80804471e-01  2.98726027e+00 -9.46103300e-02 
 1.12800000e-03  1.12800000e-03  5.00000000e+00  6.50880225e-03  1.52590009e+00  8.81228622e-01  2.99043334e+00 -9.11557965e-02 
 1.22800000e-03  1.22800000e-03  5.00000000e+00  6.97265196e-03  1.52624922e+00  8.81631590e-01  2.99421196e+00 -8.71070767e-02 
 1.32800000e-03  1.32800000e-03  5.00000000e+00  7.40898379e-03  1.52656727e+00  8.82010878e-01  2.99850208e+00 -8.25598876e-02 
 1.42800000e-03  1.42800000e-03  5.00000000e+00  7.81607575e-03  1.52685313e+00  8.82364412e-01  3.00323337e+00 -7.75859561e-02 
 1.52800000e-03  1.52800000e-03  5.00000000e+00  8.19232123e-03  1.52710579e+00  8.82690446e-01  3.00835022e+00 -7.22420938e-02 
 1.62800000e-03  1.62800000e-03  5.00000000e+00  8.53623536e-03  1.52732438e+00  8.82987496e-01  3.01380785e+00 -6.65741320e-02 
 1.72800000e-03  1.72800000e-03  5.00000000e+00  8.84646086e-03  1.52750814e+00  8.83254293e-01  3.01956747e+00 -6.06217962e-02 
 1.82800000e-03  1.82800000e-03  5.00000000e+00  9.12177343e-03  1.52765644e+00  8.83489760e-01  3.02559518e+00 -5.44197718e-02 
