 time            time            v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         @dled12_1[id]  
 2.24312763e-03  2.24312763e-03  4.96962805e+00  5.00000000e+00  4.32317310e+00  3.84250425e+00  3.15278453e+00  2.31479809e-03 
 2.74312763e-03  2.74312763e-03  4.96895296e+00  5.00000000e+00  4.32318504e+00  3.84219096e+00  3.15248391e+00  2.31372989e-03 
 3.24312763e-03  3.24312763e-03  4.96828154e+00  5.00000000e+00  4.32319351e+00  3.84196797e+00  3.15226994e+00  2.31297220e-03 
 3.74312763e-03  3.74312763e-03  4.96761376e+00  5.00000000e+00  4.32320534e+00  3.84165768e+00  3.15197221e+00  2.31191424e-03 
 4.24312763e-03  4.24312763e-03  4.96694961e+00  5.00000000e+00  4.32321371e+00  3.84143750e+00  3.15176094e+00  2.31116613e-03 
 4.74312763e-03  4.74312763e-03  4.96628906e+00  5.00000000e+00  4.32322544e+00  3.84113017e+00  3.15146606e+00  2.31011830e-03 
 5.24312763e-03  5.24312763e-03  4.96563209e+00  5.00000000e+00  4.32323371e+00  3.84091277e+00  3.15125747e+00  2.30937967e-03 
 5.74312763e-03  5.74312763e-03  4.96497870e+00  5.00000000e+00  4.32324534e+00  3.84060838e+00  3.15096541e+00  2.30834186e-03 
 6.24312763e-03  6.24312763e-03  4.96432884e+00  5.00000000e+00  4.32325351e+00  3.84039371e+00  3.15075946e+00  2.30761259e-03 
 6.74312763e-03  6.74312763e-03  4.96368252e+00  5.00000000e+00  4.32326504e+00  3.84009223e+00  3.15047020e+00  2.30658470e-03 
 7.24312763e-03  7.24312763e-03  4.96303970e+00  5.00000000e+00  4.32327311e+00  3.83988028e+00  3.15026685e+00  2.30586469e-03 
 7.74312763e-03  7.74312763e-03  4.96240038e+00  5.00000000e+00  4.32328453e+00  3.83958167e+00  3.14998036e+00  2.30484660e-03 
 8.24312763e-03  8.24312763e-03  4.96176452e+00  5.00000000e+00  4.32329251e+00  3.83937240e+00  3.14977959e+00  2.30413575e-03 
 8.74312763e-03  8.74312763e-03  4.96113211e+00  5.00000000e+00  4.32330383e+00  3.83907663e+00  3.14949583e+00  2.30312738e-03 
 9.24312763e-03  9.24312763e-03  4.96050314e+00  5.00000000e+00  4.32331172e+00  3.83887002e+00  3.14929762e+00  2.30242558e-03 
 9.74312763e-03  9.74312763e-03  4.95987758e+00  5.00000000e+00  4.32332294e+00  3.83857706e+00  3.14901656e+00  2.30142681e-03 
 1.02431276e-02  1.02431276e-02  4.95925541e+00  5.00000000e+00  4.32333073e+00  3.83837308e+00  3.14882088e+00  2.30073396e-03 
 1.07431276e-02  1.07431276e-02  4.95863663e+00  5.00000000e+00  4.32334185e+00  3.83808290e+00  3.14854250e+00  2.29974470e-03 
 1.12431276e-02  1.12431276e-02  4.95802120e+00  5.00000000e+00  4.32334954e+00  3.83788152e+00  3.14834931e+00  2.29906071e-03 
 1.17431276e-02  1.17431276e-02  4.95740911e+00  5.00000000e+00  4.32336057e+00  3.83759409e+00  3.14807358e+00  2.29808084e-03 
 1.22431276e-02  1.22431276e-02  4.95680034e+00  5.00000000e+00  4.32336817e+00  3.83739527e+00  3.14788286e+00  2.29740561e-03 
 1.27431276e-02  1.27431276e-02  4.95619488e+00  5.00000000e+00  4.32337910e+00  3.83711057e+00  3.14760975e+00  2.29643504e-03 
 1.32431276e-02  1.32431276e-02  4.95559271e+00  5.00000000e+00  4.32338661e+00  3.83691429e+00  3.14742146e+00  2.29576846e-03 
 1.37431276e-02  1.37431276e-02  4.95499380e+00  5.00000000e+00  4.32339744e+00  3.83663229e+00  3.14715095e+00  2.29480710e-03 
 1.42431276e-02  1.42431276e-02  4.95439814e+00  5.00000000e+00  4.32340486e+00  3.83643852e+00  3.14696508e+00  2.29414909e-03 
 1.47431276e-02  1.47431276e-02  4.95380572e+00  5.00000000e+00  4.32341560e+00  3.83615918e+00  3.14669713e+00  2.29319683e-03 
 1.52431276e-02  1.52431276e-02  4.95321651e+00  5.00000000e+00  4.32342293e+00  3.83596789e+00  3.14651365e+00  2.29254728e-03 
 1.57431276e-02  1.57431276e-02  4.95263050e+00  5.00000000e+00  4.32343357e+00  3.83569119e+00  3.14624824e+00  2.29160404e-03 
 1.62431276e-02  1.62431276e-02  4.95204767e+00  5.00000000e+00  4.32344081e+00  3.83550236e+00  3.14606711e+00  2.29096285e-03 
 1.67431276e-02  1.67431276e-02  4.95146800e+00  5.00000000e+00  4.32345136e+00  3.83522827e+00  3.14580421e+00  2.29002852e-03 
 1.72431276e-02  1.72431276e-02  4.95089148e+00  5.00000000e+00  4.32345851e+00  3.83504187e+00  3.14562542e+00  2.28939562e-03 
 1.77431276e-02  1.77431276e-02  4.95031809e+00  5.00000000e+00  4.32346897e+00  3.83477036e+00  3.14536501e+00  2.28847011e-03 
 1.82431276e-02  1.82431276e-02  4.94974781e+00  5.00000000e+00  4.32347603e+00  3.83458636e+00  3.14518852e+00  2.28784539e-03 
 1.87431276e-02  1.87431276e-02  4.94918063e+00  5.00000000e+00  4.32348639e+00  3.83431741e+00  3.14493057e+00  2.28692860e-03 
 1.92431276e-02  1.92431276e-02  4.94861653e+00  5.00000000e+00  4.32349337e+00  3.83413578e+00  3.14475637e+00  2.28631197e-03 
 1.97431276e-02  1.97431276e-02  4.94805548e+00  5.00000000e+00  4.32350365e+00  3.83386936e+00  3.14450084e+00  2.28540382e-03 
 2.02431276e-02  2.02431276e-02  4.94749749e+00  5.00000000e+00  4.32351053e+00  3.83369008e+00  3.14432890e+00  2.28479520e-03 
 2.07431276e-02  2.07431276e-02  4.94694252e+00  5.00000000e+00  4.32352072e+00  3.83342616e+00  3.14407578e+00  2.28389559e-03 
 2.12431276e-02  2.12431276e-02  4.94639056e+00  5.00000000e+00  4.32352752e+00  3.83324920e+00  3.14390607e+00  2.28329488e-03 
 2.17431276e-02  2.17431276e-02  4.94584160e+00  5.00000000e+00  4.32353762e+00  3.83298776e+00  3.14365533e+00  2.28240372e-03 
 2.22431276e-02  2.22431276e-02  4.94529562e+00  5.00000000e+00  4.32354434e+00  3.83281310e+00  3.14348782e+00  2.28181083e-03 
 2.27431276e-02  2.27431276e-02  4.94475260e+00  5.00000000e+00  4.32355435e+00  3.83255411e+00  3.14323944e+00  2.28092804e-03 
 2.32431276e-02  2.32431276e-02  4.94421253e+00  5.00000000e+00  4.32356099e+00  3.83238171e+00  3.14307411e+00  2.28034289e-03 
 2.37431276e-02  2.37431276e-02  4.94367539e+00  5.00000000e+00  4.32357091e+00  3.83212515e+00  3.14282807e+00  2.27946838e-03 
 2.42431276e-02  2.42431276e-02  4.94314117e+00  5.00000000e+00  4.32357746e+00  3.83195499e+00  3.14266489e+00  2.27889087e-03 
 2.47431276e-02  2.47431276e-02  4.94260984e+00  5.00000000e+00  4.32358729e+00  3.83170083e+00  3.14242116e+00  2.27802454e-03 
 2.52431276e-02  2.52431276e-02  4.94208140e+00  5.00000000e+00  4.32359377e+00  3.83153290e+00  3.14226011e+00  2.27745460e-03 
 2.57431276e-02  2.57431276e-02  4.94155583e+00  5.00000000e+00  4.32360352e+00  3.83128111e+00  3.14201866e+00  2.27659638e-03 
 2.62431276e-02  2.62431276e-02  4.94103311e+00  5.00000000e+00  4.32360991e+00  3.83111537e+00  3.14185973e+00  2.27603392e-03 
 2.67431276e-02  2.67431276e-02  4.94051323e+00  5.00000000e+00  4.32361957e+00  3.83086593e+00  3.14162053e+00  2.27518371e-03 
 2.72431276e-02  2.72431276e-02  4.93999617e+00  5.00000000e+00  4.32362588e+00  3.83070236e+00  3.14146368e+00  2.27462864e-03 
 2.77431276e-02  2.77431276e-02  4.93948191e+00  5.00000000e+00  4.32363546e+00  3.83045524e+00  3.14122672e+00  2.27378636e-03 
 2.82431276e-02  2.82431276e-02  4.93897045e+00  5.00000000e+00  4.32364169e+00  3.83029382e+00  3.14107193e+00  2.27323861e-03 
 2.87431276e-02  2.87431276e-02  4.93846176e+00  5.00000000e+00  4.32365119e+00  3.83004900e+00  3.14083718e+00  2.27240418e-03 
 2.92431276e-02  2.92431276e-02  4.93795584e+00  5.00000000e+00  4.32365734e+00  3.82988970e+00  3.14068443e+00  2.27186366e-03 
 2.97431276e-02  2.97431276e-02  4.93745266e+00  5.00000000e+00  4.32366675e+00  3.82964716e+00  3.14045187e+00  2.27103699e-03 
 3.02431276e-02  3.02431276e-02  4.93695221e+00  5.00000000e+00  4.32367283e+00  3.82948996e+00  3.14030113e+00  2.27050362e-03 
 3.07431276e-02  3.07431276e-02  4.93645448e+00  5.00000000e+00  4.32368216e+00  3.82924967e+00  3.14007073e+00  2.26968463e-03 
 3.12431276e-02  3.12431276e-02  4.93595944e+00  5.00000000e+00  4.32368816e+00  3.82909454e+00  3.13992199e+00  2.26915833e-03 
 3.17431276e-02  3.17431276e-02  4.93546710e+00  5.00000000e+00  4.32369741e+00  3.82885648e+00  3.13969374e+00  2.26834695e-03 
 3.22431276e-02  3.22431276e-02  4.93497743e+00  5.00000000e+00  4.32370333e+00  3.82870341e+00  3.13954697e+00  2.26782763e-03 
 3.27431276e-02  3.27431276e-02  4.93449041e+00  5.00000000e+00  4.32371250e+00  3.82846755e+00  3.13932083e+00  2.26702378e-03 
 3.32431276e-02  3.32431276e-02  4.93400604e+00  5.00000000e+00  4.32371835e+00  3.82831650e+00  3.13917601e+00  2.26651137e-03 
 3.37431276e-02  3.37431276e-02  4.93352430e+00  5.00000000e+00  4.32372744e+00  3.82808283e+00  3.13895197e+00  2.26571496e-03 
 3.42431276e-02  3.42431276e-02  4.93304518e+00  5.00000000e+00  4.32373321e+00  3.82793379e+00  3.13880907e+00  2.26520939e-03 
 3.47431276e-02  3.47431276e-02  4.93256865e+00  5.00000000e+00  4.32374222e+00  3.82770228e+00  3.13858710e+00  2.26442034e-03 
 3.52431276e-02  3.52431276e-02  4.93209471e+00  5.00000000e+00  4.32374792e+00  3.82755522e+00  3.13844611e+00  2.26392152e-03 
 3.57431276e-02  3.57431276e-02  4.93162334e+00  5.00000000e+00  4.32375685e+00  3.82732584e+00  3.13822620e+00  2.26313976e-03 
 3.62431276e-02  3.62431276e-02  4.93115453e+00  5.00000000e+00  4.32376248e+00  3.82718074e+00  3.13808709e+00  2.26264763e-03 
 3.67431276e-02  3.67431276e-02  4.93068827e+00  5.00000000e+00  4.32377133e+00  3.82695348e+00  3.13786921e+00  2.26187307e-03 
 3.72431276e-02  3.72431276e-02  4.93022453e+00  5.00000000e+00  4.32377689e+00  3.82681032e+00  3.13773197e+00  2.26138755e-03 
 3.77431276e-02  3.77431276e-02  4.92976332e+00  5.00000000e+00  4.32378566e+00  3.82658515e+00  3.13751610e+00  2.26062013e-03 
 3.82431276e-02  3.82431276e-02  4.92930460e+00  5.00000000e+00  4.32379115e+00  3.82644391e+00  3.13738069e+00  2.26014113e-03 
 3.87431276e-02  3.87431276e-02  4.92884838e+00  5.00000000e+00  4.32379985e+00  3.82622081e+00  3.13716681e+00  2.25938077e-03 
 3.92431276e-02  3.92431276e-02  4.92839463e+00  5.00000000e+00  4.32380526e+00  3.82608146e+00  3.13703323e+00  2.25890824e-03 
 3.97431276e-02  3.97431276e-02  4.92794335e+00  5.00000000e+00  4.32381389e+00  3.82586041e+00  3.13682131e+00  2.25815486e-03 
 4.02431276e-02  4.02431276e-02  4.92749451e+00  5.00000000e+00  4.32381923e+00  3.82572294e+00  3.13668953e+00  2.25768871e-03 
 4.07431276e-02  4.07431276e-02  4.92704811e+00  5.00000000e+00  4.32382778e+00  3.82550391e+00  3.13647956e+00  2.25694225e-03 
 4.12431276e-02  4.12431276e-02  4.92660414e+00  5.00000000e+00  4.32383305e+00  3.82536830e+00  3.13634956e+00  2.25648241e-03 
 4.17431276e-02  4.17431276e-02  4.92616257e+00  5.00000000e+00  4.32384153e+00  3.82515127e+00  3.13614152e+00  2.25574279e-03 
 4.22431276e-02  4.22431276e-02  4.92572340e+00  5.00000000e+00  4.32384673e+00  3.82501749e+00  3.13601328e+00  2.25528919e-03 
 4.27431276e-02  4.27431276e-02  4.92528661e+00  5.00000000e+00  4.32385514e+00  3.82480246e+00  3.13580715e+00  2.25455634e-03 
 4.32431276e-02  4.32431276e-02  4.92485220e+00  5.00000000e+00  4.32386027e+00  3.82467049e+00  3.13568064e+00  2.25410891e-03 
 4.37431276e-02  4.37431276e-02  4.92442014e+00  5.00000000e+00  4.32386860e+00  3.82445741e+00  3.13547640e+00  2.25338276e-03 
 4.42431276e-02  4.42431276e-02  4.92399043e+00  5.00000000e+00  4.32387367e+00  3.82432723e+00  3.13535161e+00  2.25294144e-03 
 4.47431276e-02  4.47431276e-02  4.92356305e+00  5.00000000e+00  4.32388193e+00  3.82411610e+00  3.13514923e+00  2.25222190e-03 
 4.52431276e-02  4.52431276e-02  4.92313799e+00  5.00000000e+00  4.32388693e+00  3.82398770e+00  3.13502615e+00  2.25178662e-03 
 4.57431276e-02  4.57431276e-02  4.92271524e+00  5.00000000e+00  4.32389512e+00  3.82377849e+00  3.13482562e+00  2.25107364e-03 
 4.62431276e-02  4.62431276e-02  4.92229478e+00  5.00000000e+00  4.32390006e+00  3.82365184e+00  3.13470422e+00  2.25064432e-03 
 4.67431276e-02  4.67431276e-02  4.92187660e+00  5.00000000e+00  4.32390818e+00  3.82344453e+00  3.13450552e+00  2.24993783e-03 
 4.72431276e-02  4.72431276e-02  4.92146069e+00  5.00000000e+00  4.32391304e+00  3.82331961e+00  3.13438578e+00  2.24951441e-03 
 4.77431276e-02  4.77431276e-02  4.92104704e+00  5.00000000e+00  4.32392109e+00  3.82311419e+00  3.13418888e+00  2.24881434e-03 
 4.82431276e-02  4.82431276e-02  4.92063564e+00  5.00000000e+00  4.32392590e+00  3.82299098e+00  3.13407079e+00  2.24839676e-03 
 4.87431276e-02  4.87431276e-02  4.92022647e+00  5.00000000e+00  4.32393388e+00  3.82278743e+00  3.13387569e+00  2.24770304e-03 
 4.92431276e-02  4.92431276e-02  4.91981952e+00  5.00000000e+00  4.32393862e+00  3.82266591e+00  3.13375922e+00  2.24729122e-03 
 4.97431276e-02  4.97431276e-02  4.91941478e+00  5.00000000e+00  4.32394653e+00  3.82246420e+00  3.13356589e+00  2.24660379e-03 
 5.02431276e-02  5.02431276e-02  4.91901223e+00  5.00000000e+00  4.32395121e+00  3.82234436e+00  3.13345103e+00  2.24619767e-03 
 5.06215638e-02  5.06215638e-02  4.91870901e+00  5.00000000e+00  4.32395754e+00  3.82218316e+00  3.13329653e+00  2.24564801e-03 
 5.10000000e-02  5.10000000e-02  4.91840703e+00  5.00000000e+00  4.32396065e+00  3.82210328e+00  3.13321997e+00  2.24537778e-03 
 5.10179334e-02  5.10179334e-02  4.91837595e+00  4.91033307e+00  4.23359801e+00  3.79454895e+00  3.10491131e+00  2.30659295e-03 
 5.10538002e-02  5.10538002e-02  4.91828021e+00  4.73099921e+00  4.05295277e+00  3.74001029e+00  3.04894249e+00  2.42655539e-03 
 5.11255337e-02  5.11255337e-02  4.91788733e+00  4.37233149e+00  3.69177035e+00  3.63077828e+00  2.93695870e+00  2.67432478e-03 
 5.12690008e-02  5.12690008e-02  4.91629605e+00  3.65499605e+00  2.97044810e+00  3.40542351e+00  2.70715243e+00  3.12001161e-03 
 5.15559350e-02  5.15559350e-02  4.90972239e+00  2.22032517e+00  1.56071395e+00  2.12776032e+00  1.45408858e+00  1.18972558e-03 
 5.17779675e-02  5.17779675e-02  4.90146574e+00  1.11016258e+00  5.95960851e-01  1.17831424e+00  5.71616842e-01  4.30422483e-06 
 5.20000000e-02  5.20000000e-02  4.89052355e+00  0.00000000e+00  4.06655972e-02  6.26642262e-01  1.75571582e-02 -4.85897796e-14 
 5.20359538e-02  5.20359538e-02  4.88854059e+00  0.00000000e+00  4.06565817e-02  6.26622758e-01  1.75490734e-02 -4.85800404e-14 
 5.21078614e-02  5.21078614e-02  4.88457630e+00  0.00000000e+00  4.06403487e-02  6.26582084e-01  1.75329174e-02 -4.85625037e-14 
 5.22516767e-02  5.22516767e-02  4.87665752e+00  0.00000000e+00  4.06079541e-02  6.26500765e-01  1.75006455e-02 -4.85275051e-14 
 5.25393072e-02  5.25393072e-02  4.86085904e+00  0.00000000e+00  4.05432951e-02  6.26338353e-01  1.74362616e-02 -4.84576387e-14 
 5.30393072e-02  5.30393072e-02  4.83351942e+00  0.00000000e+00  4.04314305e-02  6.26056574e-01  1.73248470e-02 -4.83367341e-14 
 5.35393072e-02  5.35393072e-02  4.80633595e+00  0.00000000e+00  4.03201882e-02  6.25775015e-01  1.72140744e-02 -4.82164634e-14 
 5.40393072e-02  5.40393072e-02  4.77930774e+00  0.00000000e+00  4.02096045e-02  6.25493991e-01  1.71039389e-02 -4.80968661e-14 
 5.45393072e-02  5.45393072e-02  4.75243388e+00  0.00000000e+00  4.00996345e-02  6.25213529e-01  1.69944367e-02 -4.79778942e-14 
 5.50393072e-02  5.50393072e-02  4.72571351e+00  0.00000000e+00  3.99903159e-02  6.24933596e-01  1.68855643e-02 -4.78595891e-14 
 5.55393072e-02  5.55393072e-02  4.69914575e+00  0.00000000e+00  3.98816037e-02  6.24654215e-01  1.67773181e-02 -4.77419024e-14 
 5.60393072e-02  5.60393072e-02  4.67272972e+00  0.00000000e+00  3.97735359e-02  6.24375355e-01  1.66696944e-02 -4.76248759e-14 
 5.65393072e-02  5.65393072e-02  4.64646456e+00  0.00000000e+00  3.96660670e-02  6.24097038e-01  1.65626898e-02 -4.75084608e-14 
 5.70393072e-02  5.70393072e-02  4.62034940e+00  0.00000000e+00  3.95592358e-02  6.23819233e-01  1.64563007e-02 -4.73926994e-14 
 5.75393072e-02  5.75393072e-02  4.59438339e+00  0.00000000e+00  3.94529962e-02  6.23541963e-01  1.63505235e-02 -4.72775426e-14 
 5.80393072e-02  5.80393072e-02  4.56856567e+00  0.00000000e+00  3.93473874e-02  6.23265194e-01  1.62453549e-02 -4.71630330e-14 
 5.85393072e-02  5.85393072e-02  4.54289540e+00  0.00000000e+00  3.92423631e-02  6.22988953e-01  1.61407912e-02 -4.70491211e-14 
 5.90393072e-02  5.90393072e-02  4.51737173e+00  0.00000000e+00  3.91379629e-02  6.22713204e-01  1.60368292e-02 -4.69358503e-14 
 5.95393072e-02  5.95393072e-02  4.49199382e+00  0.00000000e+00  3.90341400e-02  6.22437974e-01  1.59334652e-02 -4.68231702e-14 
 6.00393072e-02  6.00393072e-02  4.46676085e+00  0.00000000e+00  3.89309345e-02  6.22163228e-01  1.58306961e-02 -4.67111250e-14 
 6.05393072e-02  6.05393072e-02  4.44167198e+00  0.00000000e+00  3.88282993e-02  6.21888991e-01  1.57285182e-02 -4.65996638e-14 
 6.10393072e-02  6.10393072e-02  4.41672639e+00  0.00000000e+00  3.87262750e-02  6.21615230e-01  1.56269283e-02 -4.64888313e-14 
 6.15393072e-02  6.15393072e-02  4.39192326e+00  0.00000000e+00  3.86248140e-02  6.21341970e-01  1.55259229e-02 -4.63785762e-14 
 6.20393072e-02  6.20393072e-02  4.36726178e+00  0.00000000e+00  3.85239574e-02  6.21069177e-01  1.54254989e-02 -4.62689436e-14 
 6.25393072e-02  6.25393072e-02  4.34274113e+00  0.00000000e+00  3.84236573e-02  6.20796877e-01  1.53256528e-02 -4.61598819e-14 
 6.30393072e-02  6.30393072e-02  4.31836052e+00  0.00000000e+00  3.83239552e-02  6.20525035e-01  1.52263814e-02 -4.60514367e-14 
 6.35393072e-02  6.35393072e-02  4.29411914e+00  0.00000000e+00  3.82248026e-02  6.20253677e-01  1.51276813e-02 -4.59435558e-14 
 6.40393072e-02  6.40393072e-02  4.27001619e+00  0.00000000e+00  3.81262418e-02  6.19982768e-01  1.50295494e-02 -4.58362855e-14 
 6.45393072e-02  6.45393072e-02  4.24605088e+00  0.00000000e+00  3.80282238e-02  6.19712336e-01  1.49319822e-02 -4.57295730e-14 
 6.50393072e-02  6.50393072e-02  4.22222244e+00  0.00000000e+00  3.79307912e-02  6.19442345e-01  1.48349768e-02 -4.56234651e-14 
 6.55393072e-02  6.55393072e-02  4.19853006e+00  0.00000000e+00  3.78338949e-02  6.19172821e-01  1.47385298e-02 -4.55179088e-14 
 6.60393072e-02  6.60393072e-02  4.17497299e+00  0.00000000e+00  3.77375778e-02  6.18903730e-01  1.46426381e-02 -4.54129512e-14 
 6.65393072e-02  6.65393072e-02  4.15155043e+00  0.00000000e+00  3.76417903e-02  6.18635099e-01  1.45472984e-02 -4.53085387e-14 
 6.70393072e-02  6.70393072e-02  4.12826164e+00  0.00000000e+00  3.75465759e-02  6.18366891e-01  1.44525077e-02 -4.52047193e-14 
 6.75393072e-02  6.75393072e-02  4.10510583e+00  0.00000000e+00  3.74518846e-02  6.18099135e-01  1.43582628e-02 -4.51014388e-14 
 6.80393072e-02  6.80393072e-02  4.08208225e+00  0.00000000e+00  3.73577605e-02  6.17831795e-01  1.42645607e-02 -4.49987457e-14 
 6.85393072e-02  6.85393072e-02  4.05919014e+00  0.00000000e+00  3.72641529e-02  6.17564898e-01  1.41713980e-02 -4.48965852e-14 
 6.90393072e-02  6.90393072e-02  4.03642876e+00  0.00000000e+00  3.71711066e-02  6.17298408e-01  1.40787720e-02 -4.47950064e-14 
 6.95393072e-02  6.95393072e-02  4.01379735e+00  0.00000000e+00  3.70785704e-02  6.17032353e-01  1.39866794e-02 -4.46939541e-14 
 7.00393072e-02  7.00393072e-02  3.99129517e+00  0.00000000e+00  3.69865896e-02  6.16766697e-01  1.38951172e-02 -4.45934780e-14 
 7.05393072e-02  7.05393072e-02  3.96892149e+00  0.00000000e+00  3.68951126e-02  6.16501469e-01  1.38040824e-02 -4.44935223e-14 
 7.10393072e-02  7.10393072e-02  3.94667556e+00  0.00000000e+00  3.68041852e-02  6.16236631e-01  1.37135720e-02 -4.43941373e-14 
 7.15393072e-02  7.15393072e-02  3.92455666e+00  0.00000000e+00  3.67137554e-02  6.15972213e-01  1.36235830e-02 -4.42952666e-14 
 7.20393072e-02  7.20393072e-02  3.90256407e+00  0.00000000e+00  3.66238694e-02  6.15708176e-01  1.35341125e-02 -4.41969613e-14 
 7.25393072e-02  7.25393072e-02  3.88069705e+00  0.00000000e+00  3.65344748e-02  6.15444551e-01  1.34451573e-02 -4.40991642e-14 
 7.30393072e-02  7.30393072e-02  3.85895490e+00  0.00000000e+00  3.64456183e-02  6.15181300e-01  1.33567148e-02 -4.40019271e-14 
 7.35393072e-02  7.35393072e-02  3.83733689e+00  0.00000000e+00  3.63572472e-02  6.14918453e-01  1.32687818e-02 -4.39051925e-14 
 7.40393072e-02  7.40393072e-02  3.81584232e+00  0.00000000e+00  3.62694086e-02  6.14655971e-01  1.31813555e-02 -4.38090124e-14 
 7.45393072e-02  7.45393072e-02  3.79447049e+00  0.00000000e+00  3.61820492e-02  6.14393885e-01  1.30944331e-02 -4.37133289e-14 
 7.50393072e-02  7.50393072e-02  3.77322069e+00  0.00000000e+00  3.60952168e-02  6.14132156e-01  1.30080116e-02 -4.36181948e-14 
 7.55393072e-02  7.55393072e-02  3.75209222e+00  0.00000000e+00  3.60088577e-02  6.13870816e-01  1.29220881e-02 -4.35235514e-14 
 7.60393072e-02  7.60393072e-02  3.73108439e+00  0.00000000e+00  3.59230201e-02  6.13609825e-01  1.28366599e-02 -4.34294522e-14 
 7.65393072e-02  7.65393072e-02  3.71019651e+00  0.00000000e+00  3.58376499e-02  6.13349214e-01  1.27517241e-02 -4.33358380e-14 
 7.70393072e-02  7.70393072e-02  3.68942789e+00  0.00000000e+00  3.57527958e-02  6.13088945e-01  1.26672780e-02 -4.32427629e-14 
 7.75393072e-02  7.75393072e-02  3.66877786e+00  0.00000000e+00  3.56684032e-02  6.12829048e-01  1.25833186e-02 -4.31501671e-14 
 7.80393072e-02  7.80393072e-02  3.64824573e+00  0.00000000e+00  3.55845214e-02  6.12569484e-01  1.24998434e-02 -4.30581053e-14 
