 time            time            v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         v(N006)         v(N007)         v(N008)         v(N009)         v(N010)         v(N011)         v(N012)         v(N013)         v(N014)         v(N015)         v(N016)         v(N017)         @ddiode7_1[id]  @ddiode7_2[id]  @ddiode7_3[id]  @ddiode7_4[id]  @ddiode7_5[id]  @ddiode7_6[id]  @ddiode7_7[id]  @dled12_1[id]   @dled12_2[id]   @dled12_3[id]  
 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.20000000e+01  1.16486489e+00  1.01142021e+01  1.02972622e+00  1.09153099e+01  1.14576549e+01  1.15523832e+01  1.19981728e+01  1.17752780e+01  1.14818982e+01  1.16485887e+00  1.72627569e-01  1.14818982e+01  8.36539063e-01  1.72626456e-01  1.19981727e+01 -6.00894800e-09 -3.70579814e-04  3.70579814e-04  3.70579814e-04 -5.53675541e-07  5.53675542e-07  5.53675541e-07  2.28883446e-11  9.94158165e-03  6.01978515e-09 
 1.00000000e-05  1.00000000e-05  0.00000000e+00  1.20000251e+01  1.16487770e+00  1.01142267e+01  1.02974662e+00  1.09153317e+01  1.14576784e+01  1.15523918e+01  1.19981976e+01  1.17752947e+01  1.14819233e+01  1.16487168e+00  1.72616846e-01  1.14819233e+01  8.36539201e-01  1.72615732e-01  1.19981975e+01 -6.01044211e-09 -3.70592131e-04  3.70592131e-04  3.70592131e-04 -5.53771888e-07  5.53771887e-07  5.53771887e-07  2.28883660e-11  9.94161697e-03  6.02127603e-09 
 2.00000000e-05  2.00000000e-05  0.00000000e+00  1.20000503e+01  1.16488439e+00  1.01142513e+01  1.02976700e+00  1.09153536e+01  1.14577019e+01  1.15524001e+01  1.19982224e+01  1.17753113e+01  1.14819484e+01  1.16487836e+00  1.72606130e-01  1.14819484e+01  8.36539339e-01  1.72605016e-01  1.19982224e+01 -6.01121978e-09 -3.70604446e-04  3.70604446e-04  3.70604446e-04 -5.53865836e-07  5.53865837e-07  5.53865836e-07  2.28883873e-11  9.94165228e-03  6.02205358e-09 
 4.00000000e-05  4.00000000e-05  0.00000000e+00  1.20001005e+01  1.16489135e+00  1.01143005e+01  1.02980778e+00  1.09153973e+01  1.14577489e+01  1.15524168e+01  1.19982721e+01  1.17753444e+01  1.14819985e+01  1.16488533e+00  1.72584704e-01  1.14819985e+01  8.36539614e-01  1.72583591e-01  1.19982720e+01 -6.01203089e-09 -3.70629078e-04  3.70629078e-04  3.70629078e-04 -5.54053718e-07  5.54053714e-07  5.54053718e-07  2.28884286e-11  9.94172290e-03  6.02286452e-09 
 8.00000000e-05  8.00000000e-05  0.00000000e+00  1.20002011e+01  1.16489176e+00  1.01143989e+01  1.02988934e+00  1.09154847e+01  1.14578429e+01  1.15524501e+01  1.19983714e+01  1.17754108e+01  1.14820989e+01  1.16488574e+00  1.72541893e-01  1.14820989e+01  8.36540166e-01  1.72540779e-01  1.19983713e+01 -6.01207779e-09 -3.70678343e-04  3.70678343e-04  3.70678343e-04 -5.54429663e-07  5.54429663e-07  5.54429662e-07  2.28885123e-11  9.94186410e-03  6.02291173e-09 
 1.60000000e-04  1.60000000e-04  0.00000000e+00  1.20004021e+01  1.16489162e+00  1.01145956e+01  1.03005247e+00  1.09156595e+01  1.14580308e+01  1.15525168e+01  1.19985699e+01  1.17755434e+01  1.14822996e+01  1.16488560e+00  1.72456429e-01  1.14822995e+01  8.36541268e-01  1.72455315e-01  1.19985699e+01 -6.01206138e-09 -3.70776881e-04  3.70776881e-04  3.70776881e-04 -5.55182315e-07  5.55182306e-07  5.55182310e-07  2.28886808e-11  9.94214634e-03  6.02289542e-09 
 3.20000000e-04  3.20000000e-04  0.00000000e+00  1.20008042e+01  1.16489172e+00  1.01149892e+01  1.03037873e+00  1.09160091e+01  1.14584067e+01  1.15526501e+01  1.19989671e+01  1.17758086e+01  1.14827009e+01  1.16488569e+00  1.72286132e-01  1.14827009e+01  8.36543471e-01  1.72285018e-01  1.19989670e+01 -6.01207244e-09 -3.70973988e-04  3.70973988e-04  3.70973988e-04 -5.56690633e-07  5.56690611e-07  5.56690612e-07  2.28890209e-11  9.94271020e-03  6.02290683e-09 
 6.40000000e-04  6.40000000e-04  0.00000000e+00  1.20016085e+01  1.16489166e+00  1.01157763e+01  1.03103133e+00  1.09167084e+01  1.14591585e+01  1.15529168e+01  1.19997614e+01  1.17763391e+01  1.14835035e+01  1.16488563e+00  1.71948037e-01  1.14835035e+01  8.36547868e-01  1.71946923e-01  1.19997613e+01 -6.01206471e-09 -3.71368328e-04  3.71368328e-04  3.71368328e-04 -5.59719398e-07  5.59719313e-07  5.59719311e-07  2.28897163e-11  9.94383548e-03  6.02289977e-09 
 1.28000000e-03  1.28000000e-03  0.00000000e+00  1.20032170e+01  1.16489175e+00  1.01173508e+01  1.03233682e+00  1.09181073e+01  1.14606621e+01  1.15534500e+01  1.20013498e+01  1.17773999e+01  1.14851087e+01  1.16488573e+00  1.71281669e-01  1.14851087e+01  8.36556627e-01  1.71280555e-01  1.20013497e+01 -6.01207416e-09 -3.72157507e-04  3.72157507e-04  3.72157507e-04 -5.65825722e-07  5.65825373e-07  5.65825372e-07  2.28911661e-11  9.94607647e-03  6.02291097e-09 
 2.28000000e-03  2.28000000e-03  0.00000000e+00  1.20057303e+01  1.16489174e+00  1.01198113e+01  1.03437760e+00  1.09202936e+01  1.14630119e+01  1.15542830e+01  1.20038313e+01  1.17790572e+01  1.14876163e+01  1.16488571e+00  1.70271909e-01  1.14876163e+01  8.36570207e-01  1.70270794e-01  1.20038312e+01 -6.01206973e-09 -3.73391434e-04  3.73391434e-04  3.73391434e-04 -5.75498015e-07  5.75497156e-07  5.75497160e-07  2.28936306e-11  9.94954710e-03  6.02290919e-09 
 3.28000000e-03  3.28000000e-03  0.00000000e+00  1.20082435e+01  1.16489185e+00  1.01222725e+01  1.03642000e+00  1.09224810e+01  1.14653623e+01  1.15551156e+01  1.20063121e+01  1.17807139e+01  1.14901232e+01  1.16488582e+00  1.69311701e-01  1.14901232e+01  8.36583617e-01  1.69310586e-01  1.20063120e+01 -6.01207988e-09 -3.74625178e-04  3.74625178e-04  3.74625178e-04 -5.85331352e-07  5.85330505e-07  5.85330507e-07  2.28963883e-11  9.95296855e-03  6.02292176e-09 
 4.28000000e-03  4.28000000e-03  0.00000000e+00  1.20107568e+01  1.16489183e+00  1.01247343e+01  1.03846362e+00  1.09246693e+01  1.14677130e+01  1.15559480e+01  1.20087924e+01  1.17823702e+01  1.14926296e+01  1.16488581e+00  1.68385265e-01  1.14926296e+01  8.36596912e-01  1.68384149e-01  1.20087923e+01 -6.01207546e-09 -3.75859707e-04  3.75859707e-04  3.75859707e-04 -5.95329306e-07  5.95328460e-07  5.95328461e-07  2.28993338e-11  9.95635673e-03  6.02291993e-09 
 5.28000000e-03  5.28000000e-03  0.00000000e+00  1.20132700e+01  1.16489193e+00  1.01271965e+01  1.04050847e+00  1.09268585e+01  1.14700642e+01  1.15567800e+01  1.20112721e+01  1.17840260e+01  1.14951357e+01  1.16488591e+00  1.67490771e-01  1.14951356e+01  8.36610097e-01  1.67489655e-01  1.20112720e+01 -6.01208492e-09 -3.77095011e-04  3.77095011e-04  3.77095011e-04 -6.05494529e-07  6.05493686e-07  6.05493684e-07  2.29024498e-11  9.95971344e-03  6.02293174e-09 
 6.28000000e-03  6.28000000e-03  0.00000000e+00  1.20157832e+01  1.16489192e+00  1.01296592e+01  1.04255454e+00  1.09290484e+01  1.14724158e+01  1.15576118e+01  1.20137512e+01  1.17856815e+01  1.14976414e+01  1.16488590e+00  1.66626096e-01  1.14976413e+01  8.36623179e-01  1.66624980e-01  1.20137511e+01 -6.01208099e-09 -3.78331083e-04  3.78331083e-04  3.78331083e-04 -6.15829731e-07  6.15828884e-07  6.15828886e-07  2.29057145e-11  9.96304076e-03  6.02293057e-09 
 7.28000000e-03  7.28000000e-03  0.00000000e+00  1.20182964e+01  1.16489202e+00  1.01321222e+01  1.04460182e+00  1.09312392e+01  1.14747678e+01  1.15584433e+01  1.20162297e+01  1.17873365e+01  1.15001467e+01  1.16488599e+00  1.65789335e-01  1.15001467e+01  8.36636166e-01  1.65788218e-01  1.20162296e+01 -6.01208982e-09 -3.79567916e-04  3.79567916e-04  3.79567916e-04 -6.26337647e-07  6.26336804e-07  6.26336803e-07  2.29091198e-11  9.96634056e-03  6.02294150e-09 
 8.28000000e-03  8.28000000e-03  0.00000000e+00  1.20208095e+01  1.16489201e+00  1.01345856e+01  1.04665029e+00  1.09334308e+01  1.14771202e+01  1.15592745e+01  1.20187076e+01  1.17889910e+01  1.15026517e+01  1.16488599e+00  1.64978760e-01  1.15026517e+01  8.36649062e-01  1.64977642e-01  1.20187075e+01 -6.01208634e-09 -3.80805503e-04  3.80805503e-04  3.80805503e-04 -6.37021072e-07  6.37020228e-07  6.37020229e-07  2.29126469e-11  9.96961455e-03  6.02294079e-09 
 9.28000000e-03  9.28000000e-03  0.00000000e+00  1.20233227e+01  1.16489210e+00  1.01370494e+01  1.04869995e+00  1.09356232e+01  1.14794729e+01  1.15601053e+01  1.20211849e+01  1.17906451e+01  1.15051564e+01  1.16488608e+00  1.64192796e-01  1.15051564e+01  8.36661873e-01  1.64191678e-01  1.20211848e+01 -6.01209460e-09 -3.82043837e-04  3.82043837e-04  3.82043837e-04 -6.47882827e-07  6.47881982e-07  6.47881984e-07  2.29162887e-11  9.97286427e-03  6.02295150e-09 
 1.02800000e-02  1.02800000e-02  0.00000000e+00  1.20258357e+01  1.16489210e+00  1.01395135e+01  1.05075080e+00  1.09378165e+01  1.14818261e+01  1.15609359e+01  1.20236615e+01  1.17922987e+01  1.15076609e+01  1.16488607e+00  1.63430009e-01  1.15076609e+01  8.36674604e-01  1.63428891e-01  1.20236614e+01 -6.01209154e-09 -3.83282912e-04  3.83282912e-04  3.83282912e-04 -6.58925784e-07  6.58924938e-07  6.58924941e-07  2.29200281e-11  9.97609113e-03  6.02295110e-09 
 1.12800000e-02  1.12800000e-02  0.00000000e+00  1.20283488e+01  1.16489218e+00  1.01419779e+01  1.05280282e+00  1.09400105e+01  1.14841796e+01  1.15617662e+01  1.20261375e+01  1.17939519e+01  1.15101651e+01  1.16488616e+00  1.62689084e-01  1.15101651e+01  8.36687259e-01  1.62687965e-01  1.20261374e+01 -6.01209928e-09 -3.84522721e-04  3.84522721e-04  3.84522721e-04 -6.70152849e-07  6.70152008e-07  6.70152007e-07  2.29238610e-11  9.97929643e-03  6.02296073e-09 
 1.22800000e-02  1.22800000e-02  0.00000000e+00  1.20308618e+01  1.16489218e+00  1.01444425e+01  1.05485600e+00  1.09422053e+01  1.14865335e+01  1.15625962e+01  1.20286129e+01  1.17956045e+01  1.15126691e+01  1.16488616e+00  1.61968815e-01  1.15126691e+01  8.36699842e-01  1.61967696e-01  1.20286128e+01 -6.01209659e-09 -3.85763257e-04  3.85763257e-04  3.85763257e-04 -6.81566986e-07  6.81566142e-07  6.81566145e-07  2.29277794e-11  9.98248133e-03  6.02296062e-09 
 1.32800000e-02  1.32800000e-02  0.00000000e+00  1.20333747e+01  1.16489227e+00  1.01469074e+01  1.05691034e+00  1.09444009e+01  1.14888878e+01  1.15634259e+01  1.20310875e+01  1.17972567e+01  1.15151729e+01  1.16488625e+00  1.61268094e-01  1.15151728e+01  8.36712358e-01  1.61266975e-01  1.20310874e+01 -6.01210384e-09 -3.87004515e-04  3.87004515e-04  3.87004515e-04 -6.93171183e-07  6.93170345e-07  6.93170342e-07  2.29317703e-11  9.98564694e-03  6.02297092e-09 
