time,v(N001),v(N002),v(N003),v(N004),v(N005)
0.159631853,2.37437807,0.0,0.0450209893,0.636884398,0.0218967562
0.160131853,2.35865257,0.0,0.044827651,0.636454626,0.0217039919
0.160631853,2.34303971,0.0,0.0446354526,0.63602614,0.0215126309
0.161131853,2.32753868,0.0,0.0444449215,0.635598564,0.0213226678
0.161631853,2.31214868,0.0,0.0442555063,0.635172249,0.021134088
0.162131853,2.29686891,0.0,0.0440677425,0.634746813,0.0209468863
0.162631853,2.28169857,0.0,0.0438810706,0.634322614,0.0207610481
0.163131853,2.26663687,0.0,0.0436960347,0.633899263,0.0205765684
0.163631853,2.25168304,0.0,0.0435120671,0.633477125,0.0203934328
0.164131853,2.23683628,0.0,0.0433297203,0.633055805,0.0202116363
0.164631853,2.22209585,0.0,0.0431484182,0.632635672,0.0200311647
0.165131853,2.20746096,0.0,0.0429687222,0.632216328,0.0198520134
0.165631853,2.19293085,0.0,0.0427900477,0.631798147,0.019674168
0.166131853,2.17850478,0.0,0.0426129649,0.631380724,0.019497624
0.166631853,2.164182,0.0,0.0424368805,0.630964441,0.0193223674
0.167131853,2.14996175,0.0,0.0422623736,0.630548885,0.0191483938
0.167631853,2.1358433,0.0,0.0420888423,0.630134445,0.0189756891
0.168131853,2.12182592,0.0,0.0419168748,0.629720702,0.0188042493
0.168631853,2.10790887,0.0,0.0417458601,0.629308051,0.0186340603
0.169131853,2.09409145,0.0,0.041576396,0.628896068,0.0184651182
0.169631853,2.08037292,0.0,0.0414078621,0.628485152,0.0182974091
