 time            time            v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         v(N006)        
 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.19998951e+01  1.25849669e+00  0.00000000e+00  0.00000000e+00  1.20000000e+01 
 2.00000000e-05  2.00000000e-05 -5.95054228e-10  1.19998951e+01  1.25849669e+00 -5.95054006e-10 -5.94935212e-10  1.20000000e+01 
 4.00000000e-05  4.00000000e-05 -7.14759807e-10  1.19998951e+01  1.25849669e+00 -7.14759585e-10 -7.14497794e-10  1.20000000e+01 
 8.00000000e-05  8.00000000e-05 -7.63124897e-10  1.19998951e+01  1.25849669e+00 -7.63124675e-10 -7.62567787e-10  1.20000000e+01 
 1.60000000e-04  1.60000000e-04 -7.02285341e-10  1.19998951e+01  1.25849669e+00 -7.02284675e-10 -7.01143810e-10  1.20000000e+01 
 3.20000000e-04  3.20000000e-04 -9.99491601e-10  1.19998951e+01  1.25849669e+00 -9.99488936e-10 -9.96994931e-10  1.20000000e+01 
 6.40000000e-04  6.40000000e-04 -1.35792044e-10  1.19998951e+01  1.25849669e+00 -1.35779610e-10 -1.31501032e-10  1.20000000e+01 
 1.28000000e-03  1.28000000e-03 -7.53499485e-10  1.19998951e+01  1.25849669e+00 -7.53451745e-10 -7.46435358e-10  1.20000000e+01 
 2.56000000e-03  2.56000000e-03 -8.20042034e-10  1.19998951e+01  1.25849669e+00 -8.19845747e-10 -8.03212830e-10  1.20000000e+01 
 4.56000000e-03  4.56000000e-03 -4.51860993e-10  1.19998951e+01  1.25849669e+00 -4.51229942e-10 -4.23219237e-10  1.20000000e+01 
 6.56000000e-03  6.56000000e-03 -5.35792077e-10  1.19998951e+01  1.25849669e+00 -5.34545963e-10 -4.98584063e-10  1.20000000e+01 
 8.56000000e-03  8.56000000e-03 -4.48313164e-10  1.19998951e+01  1.25849669e+00 -4.46316317e-10 -4.02905265e-10  1.20000000e+01 
 1.05600000e-02  1.05600000e-02 -5.27822008e-10  1.19998951e+01  1.25849669e+00 -5.24952970e-10 -4.74608575e-10  1.20000000e+01 
 1.25600000e-02  1.25600000e-02 -4.38980186e-10  1.19998951e+01  1.25849669e+00 -4.35129932e-10 -3.78352905e-10  1.20000000e+01 
 1.45600000e-02  1.45600000e-02 -5.13376452e-10  1.19998951e+01  1.25849669e+00 -5.08448839e-10 -4.45761206e-10  1.20000000e+01 
