time,v(N001),v(N002),v(N003),v(N004),v(N005),v(N006)
0.0,0.0,11.9998951,1.25849669,0.0,0.0,12.0
2e-05,-5.95054228e-10,11.9998951,1.25849669,-5.95054006e-10,-5.94935212e-10,12.0
4e-05,-7.14759807e-10,11.9998951,1.25849669,-7.14759585e-10,-7.14497794e-10,12.0
8e-05,-7.63124897e-10,11.9998951,1.25849669,-7.63124675e-10,-7.62567787e-10,12.0
0.00016,-7.02285341e-10,11.9998951,1.25849669,-7.02284675e-10,-7.0114381e-10,12.0
0.00032,-9.99491601e-10,11.9998951,1.25849669,-9.99488936e-10,-9.96994931e-10,12.0
0.00064,-1.35792044e-10,11.9998951,1.25849669,-1.3577961e-10,-1.31501032e-10,12.0
0.00128,-7.53499485e-10,11.9998951,1.25849669,-7.53451745e-10,-7.46435358e-10,12.0
0.00256,-8.20042034e-10,11.9998951,1.25849669,-8.19845747e-10,-8.0321283e-10,12.0
0.00456,-4.51860993e-10,11.9998951,1.25849669,-4.51229942e-10,-4.23219237e-10,12.0
0.00656,-5.35792077e-10,11.9998951,1.25849669,-5.34545963e-10,-4.98584063e-10,12.0
0.00856,-4.48313164e-10,11.9998951,1.25849669,-4.46316317e-10,-4.02905265e-10,12.0
0.01056,-5.27822008e-10,11.9998951,1.25849669,-5.2495297e-10,-4.74608575e-10,12.0
0.01256,-4.38980186e-10,11.9998951,1.25849669,-4.35129932e-10,-3.78352905e-10,12.0
0.01456,-5.13376452e-10,11.9998951,1.25849669,-5.08448839e-10,-4.45761206e-10,12.0
0.01656,-4.22458291e-10,11.9998951,1.25849669,-4.1637005e-10,-3.48284068e-10,12.0
0.01856,-4.91160668e-10,11.9998951,1.25849669,-4.83840967e-10,-4.10893986e-10,12.0
0.02056,-3.97540223e-10,11.9998951,1.25849669,-3.88930887e-10,-3.11656256e-10,12.0
0.02256,-4.60075755e-10,11.9998951,1.25849669,-4.50130599e-10,-3.69091202e-10,12.0
0.02456,-3.63320263e-10,11.9998951,1.25849669,-3.5200598e-10,-2.67761813e-10,12.0
0.02656,-4.19494217e-10,11.9998951,1.25849669,-4.06789269e-10,-3.19930304e-10,12.0
0.02856,-3.19451354e-10,11.9998951,1.25849669,-3.05346859e-10,-2.16460183e-10,12.0
0.03056,-3.69064557e-10,11.9998951,1.25849669,-3.53563179e-10,-2.63265854e-10,12.0
0.03256,-2.65668376e-10,11.9998951,1.25849669,-2.48784993e-10,-1.57690083e-10,12.0
0.03456,-3.09012149e-10,11.9998951,1.25849669,-2.90773849e-10,-1.99519512e-10,12.0
0.03656,-2.02348138e-10,11.9998951,1.25849669,-1.82794002e-10,-9.20126197e-11,12.0
0.03856,-2.39461784e-10,11.9998951,1.25849669,-2.18642437e-10,-1.28990152e-10,12.0
0.04056,-1.29843691e-10,11.9998951,1.25849669,-1.07820863e-10,-1.99440464e-11,12.0
0.04256,-1.61370695e-10,11.9998951,1.25849669,-1.38217215e-10,-5.27784483e-11,12.0
0.04456,-4.92239582e-11,11.9998951,1.25849669,-2.50242049e-11,5.73294745e-11,12.0
0.04656,-7.56175123e-11,11.9998951,1.25849669,-5.04662978e-11,2.81425994e-11,12.0
0.04856,3.84785537e-11,11.9998951,1.25849669,6.44759801e-11,1.38700829e-10,12.0
0.05056,1.64015468e-11,11.9998951,1.25849669,4.3129722e-11,1.12327925e-10,12.0
0.05256,1.31692657e-10,11.9998951,1.25849669,1.59027014e-10,2.22581731e-10,12.0
0.05456,1.13127729e-10,11.9998951,1.25849669,1.40935263e-10,1.98232764e-10,12.0
0.05656,2.28737473e-10,11.9998951,1.25849669,2.5687652e-10,3.07336157e-10,12.0
0.05856,2.12729834e-10,11.9998951,1.25849669,2.41051179e-10,2.84102075e-10,12.0
0.06056,3.27589511e-10,11.9998951,1.25849669,3.55937058e-10,3.91050525e-10,12.0
0.06256,3.12990522e-10,11.9998951,1.25849669,3.41201511e-10,3.67867292e-10,12.0
0.06456,4.26107372e-10,11.9998951,1.25849669,4.5401416e-10,4.71769068e-10,12.0
0.06656,4.11776613e-10,11.9998951,1.25849669,4.39207115e-10,4.47613502e-10,12.0
0.06856,5.21866106e-10,11.9998951,1.25849669,5.48644463e-10,5.47321077e-10,12.0
0.07056,5.06447329e-10,11.9998951,1.25849669,5.32395239e-10,5.20994581e-10,12.0
0.07256,6.12472073e-10,11.9998951,1.25849669,6.37409903e-10,6.15645535e-10,12.0
0.07456,5.94659877e-10,11.9998951,1.25849669,6.18407547e-10,5.86033666e-10,12.0
0.07656,6.95148383e-10,11.9998951,1.25849669,7.17526039e-10,6.74366341e-10,12.0
0.07856,6.73757494e-10,11.9998951,1.25849669,6.94586388e-10,6.405112e-10,12.0
0.08056,7.67659714e-10,11.9998951,1.25849669,7.86764875e-10,7.21716242e-10,12.0
0.08256,7.41497308e-10,11.9998951,1.25849669,7.58707319e-10,6.82678802e-10,12.0
0.08456,8.27456104e-10,11.9998951,1.25849669,8.42604653e-10,7.55667973e-10,12.0
0.08656,7.95154165e-10,11.9998951,1.25849669,8.08081602e-10,7.10364434e-10,12.0
0.08856,8.72224515e-10,11.9998951,1.25849669,8.82778517e-10,7.74489139e-10,12.0
0.09056,8.32612868e-10,11.9998951,1.25849669,8.40650216e-10,7.22056637e-10,12.0
0.09256,8.99829766e-10,11.9998951,1.25849669,9.05216346e-10,7.76668285e-10,12.0
0.09456,8.52033333e-10,11.9998951,1.25849669,8.54646576e-10,7.16552595e-10,12.0
0.09656,9.08426445e-10,11.9998951,1.25849669,9.08155329e-10,7.61006369e-10,12.0
0.09856,8.51627657e-10,11.9998951,1.25849669,8.4837537e-10,6.92721214e-10,12.0
0.10056,8.96369423e-10,11.9998951,1.25849669,8.90052698e-10,7.26525951e-10,12.0
0.10256,8.29956104e-10,11.9998951,1.25849669,8.20506774e-10,6.49796661e-10,12.0
0.10456,8.62627081e-10,11.9998951,1.25849669,8.49993187e-10,6.72866429e-10,12.0
0.10656,7.86000154e-10,11.9998951,1.25849669,7.70147279e-10,5.8742522e-10,12.0
0.10856,8.06259948e-10,11.9998951,1.25849669,7.87171661e-10,5.99747807e-10,12.0
0.11056,7.19381665e-10,11.9998951,1.25849669,6.97059743e-10,5.05875786e-10,12.0
0.11256,7.27206073e-10,11.9998951,1.25849669,7.01671388e-10,5.07734965e-10,12.0
0.11456,6.29950536e-10,11.9998951,1.25849669,6.01243499e-10,4.05603773e-10,12.0
0.11656,6.25588248e-10,11.9998951,1.25849669,5.93769922e-10,3.97532895e-10,12.0
0.11856,5.18393106e-10,11.9998951,1.25849669,4.83544316e-10,2.87847968e-10,12.0
0.12056,5.02422326e-10,11.9998951,1.25849669,4.64645211e-10,2.70672817e-10,12.0
0.12256,3.85963927e-10,11.9998951,1.25849669,3.45381501e-10,1.54336988e-10,12.0
0.12456,3.59276831e-10,11.9998951,1.25849669,3.16032756e-10,1.29153133e-10,12.0
