time,v(N001),v(N002),v(N003),v(N004),v(N005),v(N006),v(N007),v(N008)
0.0,0.0,-9.0,-1.55293991,-8.99999431,-4.63477436e-14,-0.791174098,-0.120767576,-0.808234107
1e-08,1.25663706e-05,-9.0,-1.55293991,-8.99999431,-1.84297022e-14,-0.791174098,-0.120767576,-0.808234107
1.084e-08,1.36219457e-05,-9.0,-1.55293991,-8.99999431,-3.15858451e-13,-0.791174098,-0.120767576,-0.808234107
1.252e-08,1.5733096e-05,-9.0,-1.55293991,-8.99999431,-4.86943819e-13,-0.791174098,-0.120767576,-0.808234107
1.588e-08,1.99553965e-05,-9.0,-1.55293991,-8.99999431,1.03361764e-13,-0.791174098,-0.120767576,-0.808234107
2.26e-08,2.83999975e-05,-9.0,-1.55293991,-8.99999431,-4.03010958e-14,-0.791174098,-0.120767576,-0.808234107
3.60400001e-08,4.52891994e-05,-9.0,-1.55293991,-8.99999431,-1.24344979e-14,-0.791174098,-0.120767576,-0.808234107
6.29200001e-08,7.9067602e-05,-9.0,-1.55293991,-8.99999431,-4.50750548e-14,-0.791174098,-0.120767576,-0.808234107
1.1668e-07,0.0001466244,-9.0,-1.55293991,-8.99999431,-3.60822483e-14,-0.791174098,-0.120767576,-0.808234107
2.24200001e-07,0.000281737937,-9.0,-1.55293991,-8.99999431,-2.43138842e-14,-0.791174098,-0.120767576,-0.808234107
4.39240001e-07,0.000551964564,-9.0,-1.55293991,-8.99999431,5.21804822e-15,-0.791174098,-0.120767576,-0.808234107
8.69320002e-07,0.0010924143,-9.0,-1.55293991,-8.99999431,6.78346268e-14,-0.791174098,-0.120767576,-0.808234107
1.72948e-06,0.0021732859,-9.0,-1.55293991,-8.99999431,2.37587727e-13,-0.791174098,-0.120767576,-0.808234107
2.72948e-06,0.0034297976,-9.0,-1.55293991,-8.99999431,5.10369524e-13,-0.791174098,-0.120767576,-0.808234107
3.72948e-06,0.0046861739,-9.0,-1.55293991,-8.99999431,8.62421246e-13,-0.791174098,-0.120767576,-0.808234107
4.72948e-06,0.00594236519,-9.0,-1.55293991,-8.99999431,1.29884992e-12,-0.791174098,-0.120767576,-0.808234107
5.72948e-06,0.0071983219,-9.0,-1.55293991,-8.99999431,1.82032167e-12,-0.791174098,-0.120767576,-0.808234107
6.72948e-06,0.00845399442,-9.0,-1.55293991,-8.99999431,2.4262814e-12,-0.791174098,-0.120767576,-0.808234107
7.72948e-06,0.0097093332,-9.0,-1.55293991,-8.99999431,3.12005977e-12,-0.791174098,-0.120767576,-0.808234107
8.72948e-06,0.0109642887,-9.0,-1.55293991,-8.99999431,3.90221189e-12,-0.791174098,-0.120767576,-0.808234107
9.72948e-06,0.0122188113,-9.0,-1.55293991,-8.99999431,4.7754023e-12,-0.791174098,-0.120767576,-0.808234107
1.072948e-05,0.0134728515,-9.0,-1.55293991,-8.99999431,5.74174042e-12,-0.791174098,-0.120767576,-0.808234107
1.172948e-05,0.0147263599,-9.0,-1.55293991,-8.99999431,6.80167034e-12,-0.791174098,-0.120767576,-0.808234107
1.272948e-05,0.0159792869,-9.0,-1.55293991,-8.99999431,7.95852273e-12,-0.791174098,-0.120767576,-0.808234107
1.372948e-05,0.017231583,-9.0,-1.55293991,-8.99999431,9.21440702e-12,-0.791174098,-0.120767576,-0.808234107
1.472948e-05,0.0184831989,-9.0,-1.5529399,-8.99999431,1.05701004e-11,-0.791174098,-0.120767576,-0.808234107
1.572948e-05,0.0197340851,-9.0,-1.5529399,-8.99999431,1.20284893e-11,-0.791174098,-0.120767576,-0.808234107
1.672948e-05,0.0209841922,-9.0,-1.5529399,-8.99999431,1.35922384e-11,-0.791174098,-0.120767576,-0.808234107
1.772948e-05,0.0222334709,-9.0,-1.5529399,-8.99999431,1.52631241e-11,-0.791174098,-0.120767576,-0.808234107
1.872948e-05,0.0234818718,-9.0,-1.5529399,-8.99999431,1.70435888e-11,-0.791174098,-0.120767576,-0.808234107
1.972948e-05,0.0247293458,-9.0,-1.5529399,-8.99999431,1.89368521e-11,-0.791174098,-0.120767576,-0.808234107
2.072948e-05,0.0259758434,-9.0,-1.5529399,-8.99999431,2.09450235e-11,-0.791174098,-0.120767576,-0.808234107
2.172948e-05,0.0272213156,-9.0,-1.5529399,-8.99999431,2.3073099e-11,-0.791174098,-0.120767576,-0.808234107
2.272948e-05,0.0284657132,-9.0,-1.5529399,-8.99999431,2.53207455e-11,-0.791174098,-0.120767576,-0.808234107
2.372948e-05,0.0297089869,-9.0,-1.5529399,-8.99999431,2.76925149e-11,-0.791174098,-0.120767576,-0.808234107
2.472948e-05,0.0309510878,-9.0,-1.5529399,-8.99999431,3.01920711e-11,-0.791174098,-0.120767576,-0.808234107
2.572948e-05,0.0321919668,-9.0,-1.5529399,-8.99999431,3.28237437e-11,-0.791174098,-0.120767576,-0.808234107
2.672948e-05,0.0334315749,-9.0,-1.5529399,-8.99999431,3.55896423e-11,-0.791174098,-0.120767576,-0.808234107
2.772948e-05,0.0346698632,-9.0,-1.5529399,-8.99999431,3.84927645e-11,-0.791174098,-0.120767576,-0.808234107
2.872948e-05,0.0359067828,-9.0,-1.5529399,-8.99999431,4.15405488e-11,-0.791174098,-0.120767576,-0.808234107
2.972948e-05,0.0371422849,-9.0,-1.5529399,-8.99999431,4.47333282e-11,-0.791174098,-0.120767576,-0.808234107
3.072948e-05,0.0383763206,-9.0,-1.5529399,-8.99999431,4.80765427e-11,-0.791174098,-0.120767576,-0.808234107
3.172948e-05,0.0396088413,-9.0,-1.5529399,-8.99999431,5.15749665e-11,-0.791174098,-0.120767576,-0.808234107
3.272948e-05,0.0408397983,-9.0,-1.5529399,-8.99999431,5.52335955e-11,-0.791174098,-0.120767576,-0.808234107
3.372948e-05,0.042069143,-9.0,-1.5529399,-8.99999431,5.90565374e-11,-0.791174098,-0.120767576,-0.808234107
3.472948e-05,0.043296827,-9.0,-1.5529399,-8.99999431,6.30492325e-11,-0.791174098,-0.120767576,-0.808234107
3.572948e-05,0.0445228016,-9.0,-1.5529399,-8.99999431,6.72177869e-11,-0.791174098,-0.120767576,-0.808234107
3.672948e-05,0.0457470185,-9.0,-1.5529399,-8.99999431,7.15658643e-11,-0.791174098,-0.120767576,-0.808234107
3.772948e-05,0.0469694294,-9.0,-1.5529399,-8.99999431,7.61006813e-11,-0.791174098,-0.120767576,-0.808234107
3.872948e-05,0.0481899861,-9.0,-1.5529399,-8.99999431,8.0828344e-11,-0.791174098,-0.120767576,-0.808234107
3.972948e-05,0.0494086403,-9.0,-1.55293989,-8.99999431,8.57541815e-11,-0.791174098,-0.120767576,-0.808234107
4.072948e-05,0.0506253439,-9.0,-1.55293989,-8.99999431,9.08861875e-11,-0.791174098,-0.120767576,-0.808234107
4.172948e-05,0.051840049,-9.0,-1.55293989,-8.99999431,9.62306901e-11,-0.791174098,-0.120767576,-0.808234107
