time,v(N001),v(N002),v(N003),v(N004),v(N005),v(N006),v(N007),v(N008),v(N009),v(N010),v(N011),v(N012),v(N013),v(N014),v(N015),v(N016),v(N017),@ddiode7_1[id],@ddiode7_2[id],@ddiode7_3[id],@ddiode7_4[id],@ddiode7_5[id],@ddiode7_6[id],@ddiode7_7[id],@dled12_1[id],@dled12_2[id],@dled12_3[id]
0.0,0.0,10.0,1.1648347,8.46526125,0.00131294873,9.58628177,9.79314089,9.99983607,9.9999999,9.99991799,8.37918518,1.16482868,0.831458903,0.141123231,0.00131297641,8.38967903,9.99999984,-6.00729797e-09,-3.97854864e-07,3.97854866e-07,3.97854864e-07,-1.00098361e-11,1.00093712e-11,1.00098361e-11,0.00823806194,7.55882254e-05,6.0162734e-09
1e-05,0.0,10.0,1.16483415,8.46526125,0.00131294873,9.58628177,9.79314089,9.99983607,9.9999999,9.99991798,8.37918518,1.16482813,0.831458903,0.141123231,0.00131297641,8.38967903,9.99999984,-6.00737397e-09,-3.97854864e-07,3.97854866e-07,3.97854864e-07,-1.00098361e-11,1.00134684e-11,1.00098361e-11,0.00823806194,7.55882254e-05,6.01620974e-09
2e-05,0.0,10.0,1.16483385,8.46526125,0.00131294873,9.58628178,9.79314089,9.99983606,9.9999999,9.99991798,8.37918518,1.16482783,0.831458903,0.141123231,0.00131297641,8.38967903,9.99999984,-6.00733948e-09,-3.97854865e-07,3.97854864e-07,3.97854865e-07,-1.00098361e-11,1.00134501e-11,1.00098361e-11,0.00823806194,7.55882254e-05,6.01617497e-09
4e-05,0.0,10.0,1.16483352,8.46526125,0.00131294873,9.58628178,9.79314089,9.99983605,9.9999999,9.99991797,8.37918518,1.16482751,0.831458903,0.141123231,0.00131297641,8.38967903,9.99999984,-6.00730152e-09,-3.97854865e-07,3.97854865e-07,3.97854865e-07,-1.00098361e-11,1.00126938e-11,1.00098361e-11,0.00823806194,7.55882254e-05,6.01613723e-09
8e-05,0.0,10.0,1.16483349,8.46526125,0.00131294873,9.58628177,9.79314089,9.99983604,9.9999999,9.99991796,8.37918518,1.16482747,0.831458903,0.141123231,0.00131297641,8.38967903,9.99999984,-6.00729712e-09,-3.97854864e-07,3.97854865e-07,3.97854864e-07,-1.0009836e-11,1.00140206e-11,1.0009836e-11,0.00823806194,7.55882254e-05,6.01613271e-09
0.00016,0.0,10.0,1.1648335,8.46526125,0.00131294873,9.58628178,9.79314089,9.99983604,9.9999999,9.99991796,8.37918518,1.16482748,0.831458903,0.141123231,0.00131297641,8.38967903,9.99999984,-6.00729848e-09,-3.97854865e-07,3.97854864e-07,3.97854865e-07,-1.0009836e-11,1.00125376e-11,1.0009836e-11,0.00823806194,7.55882254e-05,6.01613385e-09
0.00032,0.0,10.0,1.16483349,8.46526125,0.00131294873,9.58628178,9.79314089,9.99983605,9.9999999,9.99991796,8.37918518,1.16482747,0.831458903,0.141123231,0.00131297641,8.38967903,9.99999984,-6.00729755e-09,-3.97854866e-07,3.97854862e-07,3.97854866e-07,-1.0009836e-11,1.00133162e-11,1.0009836e-11,0.00823806194,7.55882254e-05,6.01613321e-09
0.00064,0.0,10.0,1.16483349,8.46526125,0.00131294873,9.58628177,9.79314089,9.99983604,9.9999999,9.99991796,8.37918518,1.16482748,0.831458903,0.141123231,0.00131297641,8.38967903,9.99999984,-6.00729836e-09,-3.97854864e-07,3.97854866e-07,3.97854864e-07,-1.0009836e-11,1.00128094e-11,1.0009836e-11,0.00823806194,7.55882254e-05,6.01613353e-09
0.00128,0.0,10.0,1.16483349,8.46526125,0.00131294873,9.58628178,9.79314089,9.99983605,9.9999999,9.99991797,8.37918518,1.16482747,0.831458903,0.141123231,0.00131297641,8.38967903,9.99999984,-6.00729761e-09,-3.97854865e-07,3.97854864e-07,3.97854865e-07,-1.00098361e-11,1.00122366e-11,1.00098361e-11,0.00823806194,7.55882254e-05,6.01613272e-09
0.00228,0.0,10.0,1.16483349,8.46526125,0.00131294873,9.58628178,9.79314089,9.99983607,9.9999999,9.99991799,8.37918518,1.16482748,0.831458903,0.141123231,0.00131297641,8.38967903,9.99999984,-6.0072983e-09,-3.97854865e-07,3.97854864e-07,3.97854865e-07,-1.00098361e-11,1.00088568e-11,1.00098361e-11,0.00823806194,7.55882254e-05,6.01613382e-09
