 time            time            v(N001)         v(N002)         v(N003)         v(N004)         v(N005)        
 4.22500000e-02  4.22500000e-02  1.70003532e+00  5.00000000e+00  4.35326113e+00  1.30939084e+00  6.51668425e-01 
 4.27500000e-02  4.27500000e-02  1.71620480e+00  5.00000000e+00  4.35271168e+00  1.31824777e+00  6.59962658e-01 
 4.32500000e-02  4.32500000e-02  1.73228827e+00  5.00000000e+00  4.35217678e+00  1.32704246e+00  6.68209266e-01 
 4.37500000e-02  4.37500000e-02  1.74828620e+00  5.00000000e+00  4.35165352e+00  1.33581139e+00  6.76441847e-01 
 4.42500000e-02  4.42500000e-02  1.76419905e+00  5.00000000e+00  4.35114367e+00  1.34451845e+00  6.84626045e-01 
 4.47500000e-02  4.47500000e-02  1.78002726e+00  5.00000000e+00  4.35064449e+00  1.35320008e+00  6.92795565e-01 
 4.52500000e-02  4.52500000e-02  1.79577131e+00  5.00000000e+00  4.35015772e+00  1.36182020e+00  7.00916064e-01 
 4.57500000e-02  4.57500000e-02  1.81143162e+00  5.00000000e+00  4.34968077e+00  1.37041521e+00  7.09021339e-01 
 4.62500000e-02  4.62500000e-02  1.82700865e+00  5.00000000e+00  4.34921533e+00  1.37894906e+00  7.17077062e-01 
 4.67500000e-02  4.67500000e-02  1.84250285e+00  5.00000000e+00  4.34875895e+00  1.38745812e+00  7.25117105e-01 
 4.72500000e-02  4.72500000e-02  1.85791465e+00  5.00000000e+00  4.34831328e+00  1.39590638e+00  7.33107158e-01 
 4.77500000e-02  4.77500000e-02  1.87324451e+00  5.00000000e+00  4.34787598e+00  1.40433016e+00  7.41081155e-01 
 4.82500000e-02  4.82500000e-02  1.88849284e+00  5.00000000e+00  4.34744869e+00  1.41269350e+00  7.49004802e-01 
 4.87500000e-02  4.87500000e-02  1.90366010e+00  5.00000000e+00  4.34702914e+00  1.42103266e+00  7.56912088e-01 
 4.92500000e-02  4.92500000e-02  1.91874670e+00  5.00000000e+00  4.34661896e+00  1.42931174e+00  7.64768734e-01 
 4.97500000e-02  4.97500000e-02  1.93375309e+00  5.00000000e+00  4.34621597e+00  1.43756696e+00  7.72608774e-01 
 5.02500000e-02  5.02500000e-02  1.94867969e+00  5.00000000e+00  4.34582176e+00  1.44576245e+00  7.80397947e-01 
 5.06250000e-02  5.06250000e-02  1.95982253e+00  5.00000000e+00  4.34553152e+00  1.45189798e+00  7.86234195e-01 
 5.10000000e-02  5.10000000e-02  1.97092090e+00  5.00000000e+00  4.34524509e+00  1.45799176e+00  7.92032548e-01 
 5.10500000e-02  5.10500000e-02  1.97227148e+00  4.75000000e+00  4.09493023e+00  1.45160293e+00  7.85232740e-01 
 5.11500000e-02  5.11500000e-02  1.97472034e+00  4.25000000e+00  3.59427825e+00  1.43942838e+00  7.72213024e-01 
 5.13500000e-02  5.13500000e-02  1.97810584e+00  3.25000000e+00  2.59305539e+00  1.41406702e+00  7.45240830e-01 
 5.16750000e-02  5.16750000e-02  1.97931584e+00  1.62500000e+00  9.66464657e-01  1.36720581e+00  6.96146179e-01 
 5.20000000e-02  5.20000000e-02  1.97505341e+00  0.00000000e+00  3.38581788e-02  5.90230536e-01  1.07996436e-02 
 5.20500000e-02  5.20500000e-02  1.97396468e+00  0.00000000e+00  3.38322190e-02  5.90186442e-01  1.07914969e-02 
 5.21500000e-02  5.21500000e-02  1.97178846e+00  0.00000000e+00  3.38155857e-02  5.90129741e-01  1.07749677e-02 
 5.23500000e-02  5.23500000e-02  1.96744348e+00  0.00000000e+00  3.37824379e-02  5.90016430e-01  1.07419667e-02 
 5.27500000e-02  5.27500000e-02  1.95878326e+00  0.00000000e+00  3.37163482e-02  5.89790050e-01  1.06761948e-02 
 5.32500000e-02  5.32500000e-02  1.94801351e+00  0.00000000e+00  3.36341874e-02  5.89507011e-01  1.05944134e-02 
 5.37500000e-02  5.37500000e-02  1.93730514e+00  0.00000000e+00  3.35524899e-02  5.89223823e-01  1.05131119e-02 
 5.42500000e-02  5.42500000e-02  1.92665781e+00  0.00000000e+00  3.34712837e-02  5.88940745e-01  1.04322855e-02 
 5.47500000e-02  5.47500000e-02  1.91607116e+00  0.00000000e+00  3.33905334e-02  5.88657774e-01  1.03519315e-02 
 5.52500000e-02  5.52500000e-02  1.90554485e+00  0.00000000e+00  3.33102693e-02  5.88374902e-01  1.02720472e-02 
 5.57500000e-02  5.57500000e-02  1.89507853e+00  0.00000000e+00  3.32304554e-02  5.88092126e-01  1.01926301e-02 
 5.62500000e-02  5.62500000e-02  1.88467185e+00  0.00000000e+00  3.31511227e-02  5.87809437e-01  1.01136774e-02 
 5.67500000e-02  5.67500000e-02  1.87432449e+00  0.00000000e+00  3.30722348e-02  5.87526831e-01  1.00351867e-02 
 5.72500000e-02  5.72500000e-02  1.86403609e+00  0.00000000e+00  3.29938230e-02  5.87244300e-01  9.95715518e-03 
 5.77500000e-02  5.77500000e-02  1.85380632e+00  0.00000000e+00  3.29158506e-02  5.86961839e-01  9.87958038e-03 
 5.82500000e-02  5.82500000e-02  1.84363485e+00  0.00000000e+00  3.28383495e-02  5.86679442e-01  9.80245971e-03 
 5.87500000e-02  5.87500000e-02  1.83352134e+00  0.00000000e+00  3.27612823e-02  5.86397102e-01  9.72579062e-03 
 5.92500000e-02  5.92500000e-02  1.82346547e+00  0.00000000e+00  3.26846815e-02  5.86114812e-01  9.64957058e-03 
 5.97500000e-02  5.97500000e-02  1.81346689e+00  0.00000000e+00  3.26085094e-02  5.85832568e-01  9.57379705e-03 
 6.02500000e-02  6.02500000e-02  1.80352529e+00  0.00000000e+00  3.25327989e-02  5.85550362e-01  9.49846754e-03 
 6.07500000e-02  6.07500000e-02  1.79364034e+00  0.00000000e+00  3.24575117e-02  5.85268188e-01  9.42357956e-03 
 6.12500000e-02  6.12500000e-02  1.78381171e+00  0.00000000e+00  3.23826815e-02  5.84986039e-01  9.34913062e-03 
 6.17500000e-02  6.17500000e-02  1.77403908e+00  0.00000000e+00  3.23082694e-02  5.84703910e-01  9.27511827e-03 
 6.22500000e-02  6.22500000e-02  1.76432213e+00  0.00000000e+00  3.22343095e-02  5.84421792e-01  9.20154007e-03 
 6.27500000e-02  6.27500000e-02  1.75466055e+00  0.00000000e+00  3.21607626e-02  5.84139682e-01  9.12839356e-03 
 6.32500000e-02  6.32500000e-02  1.74505402e+00  0.00000000e+00  3.20876633e-02  5.83857571e-01  9.05567635e-03 
 6.37500000e-02  6.37500000e-02  1.73550221e+00  0.00000000e+00  3.20149719e-02  5.83575453e-01  8.98338602e-03 
 6.42500000e-02  6.42500000e-02  1.72600483e+00  0.00000000e+00  3.19427236e-02  5.83293321e-01  8.91152019e-03 
 6.47500000e-02  6.47500000e-02  1.71656155e+00  0.00000000e+00  3.18708782e-02  5.83011170e-01  8.84007647e-03 
 6.52500000e-02  6.52500000e-02  1.70717207e+00  0.00000000e+00  3.17994713e-02  5.82728991e-01  8.76905252e-03 
 6.57500000e-02  6.57500000e-02  1.69783609e+00  0.00000000e+00  3.17284623e-02  5.82446779e-01  8.69844598e-03 
 6.62500000e-02  6.62500000e-02  1.68855328e+00  0.00000000e+00  3.16578874e-02  5.82164527e-01  8.62825451e-03 
 6.67500000e-02  6.67500000e-02  1.67932336e+00  0.00000000e+00  3.15877054e-02  5.81882228e-01  8.55847581e-03 
 6.72500000e-02  6.72500000e-02  1.67014601e+00  0.00000000e+00  3.15179533e-02  5.81599874e-01  8.48910756e-03 
