time,v(N001),v(N002),v(N003),v(N004),v(N005),@dled12_1[id]
0.0,1.15434695e-27,0.0,-3.35201886e-19,4.96369188e-27,5.60083124e-29,3.35201886e-31
5e-06,1.25538983e-06,0.025,0.000361286846,0.000361126993,0.0124969466,4.05629184e-14
5.42120508e-06,1.37002398e-06,0.0271060254,0.000368174485,0.00036800712,0.0135499019,4.48537388e-14
6.26361524e-06,1.617037e-06,0.0313180762,0.000371867879,0.000371687494,0.0156558981,5.40298866e-14
7.94843556e-06,2.21750748e-06,0.0397421778,0.000370373345,0.000370162861,0.019867967,7.51951597e-14
1.13180762e-05,3.84419734e-06,0.056590381,0.00037294767,0.000372643101,0.0282920613,1.34107474e-13
1.80573575e-05,8.80049218e-06,0.0902867874,0.000374140287,0.000373341845,0.0451403008,4.03291525e-13
3.15359201e-05,2.5524162e-05,0.1576796,0.00039713446,0.000387192885,0.0788367327,4.52159265e-12
5.84930452e-05,8.62123066e-05,0.292465226,0.00316160427,0.000462789692,0.14622962,7.20822064e-10
8.63311586e-05,0.000187016103,0.431655793,0.0640869624,0.00101985263,0.215824988,1.48528991e-08
0.000113131391,0.000320661466,0.565656953,0.192598758,0.00126902119,0.282825565,1.83645616e-08
0.000153654956,0.000590864563,0.768274781,0.399984141,0.00142489768,0.38413459,1.52732257e-08
0.000194731148,0.000948412156,0.973655739,0.604700376,0.00179137715,0.486825101,1.56708232e-08
0.000276883531,0.00191604157,1.38441766,1.01905065,0.00267401864,0.692206204,1.36408538e-08
0.000441188298,0.00486040525,2.20594149,1.84239832,0.00556891011,1.10296827,1.27121349e-08
0.000720594149,0.0129513,3.60297075,3.24415523,0.0135605383,1.80148313,1.05886193e-08
0.001,0.0249175028,5.0,4.64097516,0.025500892,2.49999787,1.06746553e-08
0.00105,0.0274038089,5.0,4.68588536,0.0274562183,2.50000003,1.88073896e-09
0.00115,0.0323739278,5.0,4.73753197,0.0323729302,2.50000005,2.55561913e-10
0.00135,0.0422992537,5.0,4.75735179,0.0422970924,2.50000003,1.18884564e-10
0.00175,0.0620904693,5.0,4.78191226,0.0620845992,2.50000005,4.61155356e-11
0.00225,0.0867184396,5.0,4.8054568,0.086714471,2.50000003,1.86580661e-11
0.00275,0.111223577,5.0,4.82837213,0.111217608,2.50000005,7.7785819e-12
0.00325,0.135606494,5.0,4.85076546,0.135602447,2.50000003,3.34386404e-12
0.00375,0.159867801,5.0,4.87281558,0.159861805,2.50000005,1.48345648e-12
0.00425,0.184008104,5.0,4.89463581,0.184004053,2.50000003,6.83065325e-13
0.00475,0.208028006,5.0,4.91627387,0.208022023,2.50000005,3.28312171e-13
0.00525,0.231928108,5.0,4.93776442,0.231924075,2.50000003,1.63150423e-13
0.00575,0.255709007,5.0,4.95911225,0.255703049,2.50000005,7.94770815e-14
0.00625,0.279371299,5.0,4.98033108,0.279367288,2.50000003,3.10612564e-14
0.00675,0.302915574,5.0,5.00141641,0.302909641,2.50000005,-1.94931036e-15
0.00725,0.326342422,5.0,5.02237765,0.326338433,2.50000003,-2.81678705e-14
