time,v(N001),v(N002),v(N003),v(N004),v(N005),v(N006)
0.0,5.0,0.0,1.5201957,0.876891599,3.08437585,0.0
1e-06,5.0,6.28318489e-06,1.52020193,0.87689162,3.08394251,-0.000433333063
2e-06,5.0,1.25663673e-05,1.52020815,0.87689166,3.08351124,-0.000864596107
4e-06,5.0,2.51327148e-05,1.52022053,0.876891782,3.08265439,-0.00172142011
8e-06,5.0,5.02652708e-05,1.52024504,0.876892262,3.08097461,-0.0034011032
1.6e-05,5.0,0.000100529272,1.52029304,0.876894138,3.07774689,-0.00662842321
3.2e-05,5.0,0.000201048383,1.52038519,0.87690132,3.07178972,-0.0125840555
6.4e-05,5.0,0.000402015494,1.52055555,0.876927684,3.06163268,-0.0227354438
0.000128,5.0,0.000803381001,1.52085027,0.877017028,3.0470687,-0.0372802135
0.000228,5.0,0.00142767131,1.52121971,0.877217355,3.0350347,-0.0492709412
0.000328,5.0,0.00204632726,1.5215114,0.877453073,3.03099469,-0.0532596836
0.000428,5.0,0.00265690728,1.52175078,0.877695351,3.0312034,-0.0529978436
0.000528,5.0,0.00325700171,1.52195169,0.877929216,3.03357248,-0.0505769842
0.000628,5.0,0.00384424223,1.52212167,0.878147224,3.03701682,-0.0470838098
0.000728,5.0,0.00441631129,1.522265,0.87834584,3.04097361,-0.0430819344
0.000828,5.0,0.00497095119,1.52238419,0.878523553,3.04515123,-0.0388633484
0.000928,5.0,0.00550597301,1.5224809,0.878679893,3.04939874,-0.0345791112
0.001028,5.0,0.00601926528,1.52255628,0.878814932,3.05363799,-0.0303074191
0.001128,5.0,0.00650880225,1.52261126,0.878929014,3.05782832,-0.0260888952
0.001228,5.0,0.00697265196,1.52264664,0.879022627,3.06194815,-0.0219450459
0.001328,5.0,0.00740898379,1.52266315,0.879096329,3.06598554,-0.0178877361
0.001428,5.0,0.00781607575,1.5226615,0.87915072,3.06993317,-0.0139242013
0.001528,5.0,0.00819232123,1.52264239,0.879186423,3.07378586,-0.0100595162
0.001628,5.0,0.00853623536,1.52260654,0.879204075,3.07753925,-0.00629794932
0.001728,5.0,0.00884646086,1.52255466,0.879204328,3.08118921,-0.00264352412
0.001828,5.0,0.00912177343,1.52248748,0.879187853,3.08472892,0.000897065401
0.001928,5.0,0.00936108653,1.52240576,0.87915532,3.08816268,0.0043282076
0.002028,5.0,0.00956345569,1.52231026,0.879107415,3.09147564,0.00763518972
0.002128,5.0,0.00972808227,1.52220177,0.879044856,3.09466723,0.0108175564
0.002228,5.0,0.00985431655,1.52208109,0.878968365,3.09773236,0.0138703342
0.002328,5.0,0.00994166034,1.52194905,0.878878682,3.10066587,0.0167885169
0.002428,5.0,0.00998976894,1.52180648,0.878776562,3.10346262,0.0195670863
0.002528,5.0,0.00999845249,1.52165424,0.878662778,3.10611749,0.0222010738
0.002628,5.0,0.00996767671,1.52149319,0.878538118,3.10862546,0.0246855987
0.002728,5.0,0.00989756307,1.52132423,0.878403385,3.11098164,0.0270159334
0.002828,5.0,0.00978838826,1.52114824,0.878259397,3.11318135,0.0291875414
0.002928,5.0,0.00964058316,1.52096613,0.878106984,3.11522014,0.0311961381
0.003028,5.0,0.00945473108,1.5207788,0.877946989,3.11709384,0.0330377237
0.003128,5.0,0.0092315655,1.52058719,0.877780265,3.11879863,0.0347086386
0.003228,5.0,0.00897196715,1.52039219,0.877607672,3.12033104,0.0362055894
0.003328,5.0,0.00867696054,1.52019474,0.877430078,3.12168801,0.0375256982
0.003428,5.0,0.00834770994,1.51999574,0.877248356,3.12286693,0.0386665219
0.003528,5.0,0.00798551473,1.51979611,0.87706338,3.12386565,0.0396260954
0.003628,5.0,0.00759180435,1.51959676,0.876876024,3.12468251,0.040402944
0.003728,5.0,0.00716813258,1.51939857,0.876687162,3.12531639,0.0409961203
0.003828,5.0,0.00671617147,1.51920242,0.876497661,3.12576668,0.0414052104
0.003928,5.0,0.0062377047,1.51900919,0.876308382,3.12603335,0.0416303638
0.004028,5.0,0.00573462056,1.5188197,0.876120175,3.12611693,0.0416722938
0.004128,5.0,0.00520890449,1.51863479,0.87593388,3.12601854,0.0415323008
0.004228,5.0,0.00466263125,1.51845525,0.87575032,3.12573988,0.0412122668
0.004328,5.0,0.00409795674,1.51828186,0.875570301,3.12528325,0.0407146719
0.004428,5.0,0.00351710946,1.51811536,0.875394609,3.12465154,0.0400425828
0.004528,5.0,0.00292238177,1.51795645,0.875224007,3.12384824,0.0391996635
0.004628,5.0,0.00231612076,1.51780582,0.875059234,3.12287743,0.0381901576
0.004728,5.0,0.00170071909,1.5176641,0.874901,3.12174377,0.0370188928
0.004828,5.0,0.00107860545,1.51753189,0.874749986,3.12045249,0.0356912575
0.004928,5.0,0.000452235051,1.51740975,0.874606839,3.11900938,0.0342132001
0.005028,5.0,-0.000175920113,1.5172982,0.874472172,3.11742079,0.0325911989
