 time            time            v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         v(N006)        
 0.00000000e+00  0.00000000e+00  5.00000000e+00  0.00000000e+00  1.52019570e+00  8.76891599e-01  3.08437585e+00  0.00000000e+00 
 1.00000000e-06  1.00000000e-06  5.00000000e+00  6.28318489e-06  1.52020193e+00  8.76891620e-01  3.08394251e+00 -4.33333063e-04 
 2.00000000e-06  2.00000000e-06  5.00000000e+00  1.25663673e-05  1.52020815e+00  8.76891660e-01  3.08351124e+00 -8.64596107e-04 
 4.00000000e-06  4.00000000e-06  5.00000000e+00  2.51327148e-05  1.52022053e+00  8.76891782e-01  3.08265439e+00 -1.72142011e-03 
 8.00000000e-06  8.00000000e-06  5.00000000e+00  5.02652708e-05  1.52024504e+00  8.76892262e-01  3.08097461e+00 -3.40110320e-03 
 1.60000000e-05  1.60000000e-05  5.00000000e+00  1.00529272e-04  1.52029304e+00  8.76894138e-01  3.07774689e+00 -6.62842321e-03 
 3.20000000e-05  3.20000000e-05  5.00000000e+00  2.01048383e-04  1.52038519e+00  8.76901320e-01  3.07178972e+00 -1.25840555e-02 
 6.40000000e-05  6.40000000e-05  5.00000000e+00  4.02015494e-04  1.52055555e+00  8.76927684e-01  3.06163268e+00 -2.27354438e-02 
 1.28000000e-04  1.28000000e-04  5.00000000e+00  8.03381001e-04  1.52085027e+00  8.77017028e-01  3.04706870e+00 -3.72802135e-02 
 2.28000000e-04  2.28000000e-04  5.00000000e+00  1.42767131e-03  1.52121971e+00  8.77217355e-01  3.03503470e+00 -4.92709412e-02 
 3.28000000e-04  3.28000000e-04  5.00000000e+00  2.04632726e-03  1.52151140e+00  8.77453073e-01  3.03099469e+00 -5.32596836e-02 
 4.28000000e-04  4.28000000e-04  5.00000000e+00  2.65690728e-03  1.52175078e+00  8.77695351e-01  3.03120340e+00 -5.29978436e-02 
 5.28000000e-04  5.28000000e-04  5.00000000e+00  3.25700171e-03  1.52195169e+00  8.77929216e-01  3.03357248e+00 -5.05769842e-02 
