 time            time            v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         v(N006)         v(N007)         v(N008)         v(N009)         v(N010)         v(N011)        
 1.91167267e-04  1.91167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  2.21368954e-02  2.18831331e-02  1.78977061e-01  1.78249366e-02  4.17417143e-03  1.78873274e-01  1.86490268e-02 
 2.01167267e-04  2.01167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  2.25275160e-02  2.22757216e-02  1.83286647e-01  1.82237085e-02  4.17498529e-03  1.83200056e-01  1.90659459e-02 
 2.11167267e-04  2.11167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  2.28460785e-02  2.25963940e-02  1.86805054e-01  1.85505835e-02  4.17581532e-03  1.86736061e-01  1.94076205e-02 
 2.21167267e-04  2.21167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  2.30913255e-02  2.28437463e-02  1.89516723e-01  1.88042711e-02  4.17665822e-03  1.89465616e-01  1.96727021e-02 
 2.31167267e-04  2.31167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  2.32622898e-02  2.30169230e-02  1.91412437e-01  1.89837705e-02  4.17751064e-03  1.91379341e-01  1.98601445e-02 
 2.41167267e-04  2.41167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  2.33582965e-02  2.31151368e-02  1.92483411e-01  1.90883728e-02  4.17836919e-03  1.92468580e-01  1.99692080e-02 
 2.51167267e-04  2.51167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  2.33789673e-02  2.31380897e-02  1.92726567e-01  1.91176658e-02  4.17923046e-03  1.92729900e-01  1.99994621e-02 
 2.61167267e-04  2.61167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  2.33242204e-02  2.30856153e-02  1.92139947e-01  1.90715332e-02  4.18009101e-03  1.92161619e-01  1.99507875e-02 
 2.71167267e-04  2.71167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  2.31942727e-02  2.29579848e-02  1.90726741e-01  1.89501577e-02  4.18094743e-03  1.90766456e-01  1.98233763e-02 
 2.81167267e-04  2.81167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  2.29896366e-02  2.27556492e-02  1.88491772e-01  1.87540178e-02  4.18179632e-03  1.88549599e-01  1.96177312e-02 
 2.91167267e-04  2.91167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  2.27111205e-02  2.24794504e-02  1.85444517e-01  1.84838880e-02  4.18263429e-03  1.85519993e-01  1.93346639e-02 
 3.01167267e-04  3.01167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  2.23598233e-02  2.21304442e-02  1.81596444e-01  1.81408338e-02  4.18345801e-03  1.81689509e-01  1.89752916e-02 
 3.11167267e-04  3.11167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  2.19371321e-02  2.17100349e-02  1.76963218e-01  1.77262097e-02  4.18426421e-03  1.77073268e-01  1.85410324e-02 
 3.21167267e-04  3.21167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  2.14447149e-02  2.12198620e-02  1.71562728e-01  1.72416515e-02  4.18504968e-03  1.71689561e-01  1.80336003e-02 
 3.31167267e-04  3.31167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  2.08845157e-02  2.06618741e-02  1.65416622e-01  1.66890720e-02  4.18581129e-03  1.65559510e-01  1.74549977e-02 
 3.41167267e-04  3.41167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  2.02587450e-02  2.00382651e-02  1.58548885e-01  1.60706514e-02  4.18654601e-03  1.58707485e-01  1.68075083e-02 
 3.51167267e-04  3.51167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  1.95698732e-02  1.93514998e-02  1.50986844e-01  1.53888309e-02  4.18725092e-03  1.51160319e-01  1.60936873e-02 
 3.61167267e-04  3.61167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  1.88206188e-02  1.86042896e-02  1.42760174e-01  1.46463008e-02  4.18792320e-03  1.42948039e-01  1.53163519e-02 
 3.71167267e-04  3.71167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  1.80139393e-02  1.77995791e-02  1.33901473e-01  1.38459920e-02  4.18856019e-03  1.34102798e-01  1.44785698e-02 
 3.81167267e-04  3.81167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  1.71530182e-02  1.69405523e-02  1.24445614e-01  1.29910625e-02  4.18915934e-03  1.24659782e-01  1.35836475e-02 
 3.91167267e-04  3.91167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  1.62412537e-02  1.60305885e-02  1.14429977e-01  1.20848868e-02  4.18971825e-03  1.14655976e-01  1.26351167e-02 
 4.01167267e-04  4.01167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  1.52822440e-02  1.50732929e-02  1.03894060e-01  1.11310406e-02  4.19023470e-03  1.04131152e-01  1.16367208e-02 
 4.11167267e-04  4.11167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  1.42797746e-02  1.40724277e-02  9.28794520e-02  1.01332887e-02  4.19070663e-03  9.31265615e-02  1.05924001e-02 
 4.21167267e-04  4.21167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  1.32378014e-02  1.30319612e-02  8.14296432e-02  9.09556847e-03  4.19113214e-03  8.16859218e-02  9.50627611e-03 
 4.31167267e-04  4.31167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  1.21604373e-02  1.19559799e-02  6.95897856e-02  8.02197565e-03  4.19150954e-03  6.98541069e-02  8.38263515e-03 
 4.41167267e-04  4.41167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  1.10519340e-02  1.08487519e-02  5.74066636e-02  6.91674679e-03  4.19183730e-03  5.76780872e-02  7.22591175e-03 
 4.51167267e-04  4.51167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  9.91666692e-03  9.71462445e-03  4.49282907e-02  5.78424416e-03  4.19211410e-03  4.52056542e-02  6.04067099e-03 
 4.61167267e-04  4.61167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  8.75911619e-03  8.55809738e-03  3.22039996e-02  4.62893677e-03  4.19233883e-03  3.24862882e-02  4.83159045e-03 
 4.71167267e-04  4.71167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  7.58385081e-03  7.38371060e-03  1.92839151e-02  3.45538453e-03  4.19251058e-03  1.95699455e-02  3.60344184e-03 
 4.81167267e-04  4.81167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  6.39550880e-03  6.19612445e-03  6.21913415e-03  2.26821845e-03  4.19262864e-03  6.50783652e-03  2.36107209e-03 
 4.91167267e-04  4.91167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  5.19878066e-03  5.00000002e-03 -6.93889273e-03  1.07212418e-03  4.19269253e-03 -6.64870718e-03  1.10938426e-03 
 5.01167267e-04  5.01167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  3.99838911e-03  3.80008462e-03 -2.01381141e-02 -1.28178307e-04  4.19270195e-03 -1.98475506e-02 -1.46681800e-04 
 5.11167267e-04  5.11167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  2.79907222e-03  2.60108701e-03 -3.33265620e-02 -1.32795153e-03  4.19265686e-03 -3.30367987e-02 -1.40216897e-03 
 5.21167267e-04  5.21167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  1.60556291e-03  1.40776665e-03 -4.64520539e-02 -2.52246098e-03  4.19255739e-03 -4.61642111e-02 -2.65212242e-03 
 5.31167267e-04  5.31167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  4.22572089e-04  2.24805631e-04 -5.94629220e-02 -3.70699205e-03  4.19240393e-03 -5.91781514e-02 -3.89160916e-03 
 5.41167267e-04  5.41167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -7.45231734e-04 -9.43099404e-04 -7.23076771e-02 -4.87687037e-03  4.19219705e-03 -7.20270942e-02 -5.11573750e-03 
 5.51167267e-04  5.51167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -1.89323912e-03 -2.09136699e-03 -8.49357653e-02 -6.02747856e-03  4.19193753e-03 -8.46604793e-02 -6.31967635e-03 
 5.61167267e-04  5.61167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -3.01691961e-03 -3.21543719e-03 -9.72972033e-02 -7.15427612e-03  4.19162639e-03 -9.70283050e-02 -7.49867433e-03 
 5.71167267e-04  5.71167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -4.11183792e-03 -4.31090165e-03 -1.09343349e-01 -8.25281570e-03  4.19126481e-03 -1.09081889e-01 -8.64807847e-03 
 5.81167267e-04  5.81167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -5.17367309e-03 -5.37340880e-03 -1.21026511e-01 -9.31876227e-03  4.19085421e-03 -1.20773538e-01 -9.76335259e-03 
 5.91167267e-04  5.91167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -6.19823390e-03 -6.39879321e-03 -1.32300728e-01 -1.03479086e-02  4.19039618e-03 -1.32057219e-01 -1.08400952e-02 
 6.01167267e-04  6.01167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -7.18147709e-03 -7.38297998e-03 -1.43121354e-01 -1.13361937e-02  4.18989250e-03 -1.42888296e-01 -1.18740569e-02 
 6.11167267e-04  6.11167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -8.11952159e-03 -8.32211260e-03 -1.53445831e-01 -1.22797166e-02  4.18934513e-03 -1.53224113e-01 -1.28611572e-02 
 6.21167267e-04  6.21167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -9.00866558e-03 -9.21245681e-03 -1.63233262e-01 -1.31747542e-02  4.18875620e-03 -1.63023793e-01 -1.37975003e-02 
 6.31167267e-04  6.31167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -9.84539937e-03 -1.00505262e-02 -1.72445164e-01 -1.40177739e-02  4.18812802e-03 -1.72248735e-01 -1.46793910e-02 
 6.41167267e-04  6.41167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -1.06264210e-02 -1.08329856e-02 -1.81045035e-01 -1.48054489e-02  4.18746304e-03 -1.80862460e-01 -1.55033489e-02 
 6.51167267e-04  6.51167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -1.13486474e-02 -1.15567740e-02 -1.88999077e-01 -1.55346704e-02  4.18676386e-03 -1.88831034e-01 -1.62661221e-02 
 6.61167267e-04  6.61167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -1.20092285e-02 -1.22190078e-02 -1.96275751e-01 -1.62025608e-02  4.18603321e-03 -1.96122949e-01 -1.69647004e-02 
 6.71167267e-04  6.71167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -1.26055566e-02 -1.28171000e-02 -2.02846481e-01 -1.68064838e-02  4.18527395e-03 -2.02709476e-01 -1.75963267e-02 
 6.81167267e-04  6.81167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -1.31352787e-02 -1.33486634e-02 -2.08685190e-01 -1.73440566e-02  4.18448905e-03 -2.08564572e-01 -1.81585084e-02 
 6.91167267e-04  6.91167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -1.35963033e-02 -1.38116263e-02 -2.13768975e-01 -1.78131570e-02  4.18368159e-03 -2.13665168e-01 -1.86490268e-02 
 7.01167267e-04  7.01167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -1.39868113e-02 -1.42041351e-02 -2.18077628e-01 -1.82119343e-02  4.18285472e-03 -2.17991094e-01 -1.90659459e-02 
 7.11167267e-04  7.11167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -1.43052608e-02 -1.45246667e-02 -2.21594282e-01 -1.85388142e-02  4.18201168e-03 -2.21525310e-01 -1.94076205e-02 
 7.21167267e-04  7.21167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -1.45503954e-02 -1.47719300e-02 -2.24304917e-01 -1.87925071e-02  4.18115578e-03 -2.24253834e-01 -1.96727021e-02 
 7.31167267e-04  7.31167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -1.47212469e-02 -1.49449746e-02 -2.26198971e-01 -1.89720114e-02  4.18029036e-03 -2.26165922e-01 -1.98601445e-02 
 7.41167267e-04  7.41167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -1.48171412e-02 -1.50430918e-02 -2.27268829e-01 -1.90766191e-02  4.17941882e-03 -2.27254003e-01 -1.99692080e-02 
 7.51167267e-04  7.51167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -1.48376993e-02 -1.50659195e-02 -2.27510402e-01 -1.91059169e-02  4.17854457e-03 -2.27513798e-01 -1.99994621e-02 
 7.61167267e-04  7.61167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -1.47828402e-02 -1.50133424e-02 -2.26922600e-01 -1.90597897e-02  4.17767104e-03 -2.26944264e-01 -1.99507875e-02 
 7.71167267e-04  7.71167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -1.46527798e-02 -1.48855925e-02 -2.25507872e-01 -1.89384191e-02  4.17680164e-03 -2.25547659e-01 -1.98233763e-02 
 7.81167267e-04  7.81167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -1.44480315e-02 -1.46831492e-02 -2.23271668e-01 -1.87422845e-02  4.17593979e-03 -2.23329481e-01 -1.96177312e-02 
 7.91167267e-04  7.91167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -1.41694029e-02 -1.44068356e-02 -2.20222941e-01 -1.84721595e-02  4.17508886e-03 -2.20298491e-01 -1.93346639e-02 
 8.01167267e-04  8.01167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -1.38179937e-02 -1.40577178e-02 -2.16373590e-01 -1.81291107e-02  4.17425218e-03 -2.16466641e-01 -1.89752916e-02 
 8.11167267e-04  8.11167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -1.33951900e-02 -1.36371973e-02 -2.11738933e-01 -1.77144915e-02  4.17343303e-03 -2.11849056e-01 -1.85410324e-02 
 8.21167267e-04  8.21167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -1.29026609e-02 -1.31469099e-02 -2.06337131e-01 -1.72299386e-02  4.17263461e-03 -2.06463953e-01 -1.80336003e-02 
 8.31167267e-04  8.31167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -1.23423492e-02 -1.25888136e-02 -2.00189626e-01 -1.66773639e-02  4.17186006e-03 -2.00332584e-01 -1.74549977e-02 
 8.41167267e-04  8.41167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -1.17164667e-02 -1.19650876e-02 -1.93320551e-01 -1.60589486e-02  4.17111241e-03 -1.93479144e-01 -1.68075083e-02 
 8.51167267e-04  8.51167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -1.10274827e-02 -1.12782163e-02 -1.85757137e-01 -1.53771330e-02  4.17039457e-03 -1.85930677e-01 -1.60936873e-02 
 8.61167267e-04  8.61167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -1.02781165e-02 -1.05308874e-02 -1.77529108e-01 -1.46346082e-02  4.16970936e-03 -1.77716971e-01 -1.53163519e-02 
 8.71167267e-04  8.71167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -9.47132487e-03 -9.72607259e-03 -1.68669055e-01 -1.38343043e-02  4.16905946e-03 -1.68870439e-01 -1.44785698e-02 
 8.81167267e-04  8.81167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -8.61029206e-03 -8.86692555e-03 -1.59211821e-01 -1.29793801e-02  4.16844740e-03 -1.59425993e-01 -1.35836475e-02 
 8.91167267e-04  8.91167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -7.69841556e-03 -7.95685895e-03 -1.49194846e-01 -1.20732092e-02  4.16787558e-03 -1.49420899e-01 -1.26351167e-02 
 9.01167267e-04  9.01167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -6.73929429e-03 -6.99944211e-03 -1.38657544e-01 -1.11193683e-02  4.16734623e-03 -1.38894646e-01 -1.16367208e-02 
 9.11167267e-04  9.11167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -5.73671287e-03 -5.99847520e-03 -1.27641611e-01 -1.01216213e-02  4.16686141e-03 -1.27888768e-01 -1.05924001e-02 
 9.21167267e-04  9.21167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -4.69462818e-03 -4.95788664e-03 -1.16190408e-01 -9.08390635e-03  4.16642301e-03 -1.16446702e-01 -9.50627611e-03 
 9.31167267e-04  9.31167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -3.61715226e-03 -3.88180446e-03 -1.04349236e-01 -8.01031839e-03  4.16603273e-03 -1.04613598e-01 -8.38263515e-03 
 9.41167267e-04  9.41167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -2.50853759e-03 -2.77445393e-03 -9.21647123e-02 -6.90509480e-03  4.16569209e-03 -9.24361577e-02 -7.22591175e-03 
 9.51167267e-04  9.51167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -1.37315875e-03 -1.64022617e-03 -7.96850327e-02 -5.77259703e-03  4.16540242e-03 -7.99624312e-02 -6.04067099e-03 
 9.61167267e-04  9.61167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -2.15496726e-04 -4.83576280e-04 -6.69593358e-02 -4.61729491e-03  4.16516482e-03 -6.72416516e-02 -4.83159045e-03 
 9.71167267e-04  9.71167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  9.59880307e-04  6.90910393e-04 -5.40379505e-02 -3.44374752e-03  4.16498021e-03 -5.43240109e-02 -3.60344184e-03 
 9.81167267e-04  9.81167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  2.14833352e-03  1.87861953e-03 -4.09717609e-02 -2.25658671e-03  4.16484929e-03 -4.12604952e-02 -2.36107209e-03 
 9.91167267e-04  9.91167267e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  3.34517321e-03  3.07484355e-03 -2.78124378e-02 -1.06049729e-03  4.16477256e-03 -2.81026487e-02 -1.10938426e-03 
 1.00116727e-03  1.00116727e-03 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  4.54567586e-03  4.27488200e-03 -1.46118062e-02  1.39799941e-04  4.16475029e-03 -1.49024059e-02  1.46681800e-04 
 1.01116727e-03  1.01116727e-03 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  5.74510422e-03  5.47397899e-03 -1.42206545e-03  1.33956831e-03  4.16478255e-03 -1.71185020e-03  1.40216897e-03 
 1.02116727e-03  1.02116727e-03 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  6.93872453e-03  6.66742238e-03  1.17048373e-02  2.53407251e-03  4.16486918e-03  1.14169546e-02  2.65212242e-03 
 1.03116727e-03  1.03116727e-03 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01  8.12182671e-03  7.85048264e-03  2.47169956e-02  3.71859873e-03  4.16500982e-03  2.44322072e-02  3.89160916e-03 
