time,v(N001),v(N002),v(N003),v(N004),v(N005),v(N006),v(N007),v(N009),v(N010),@ddiode7_1[id]
0.0,0.0,9.0,0.0,-1.22428978e-16,0.66010638,1.28178949,8.99999914,0.0,0.0,1.69058345e-28
1e-08,3.64099387e-22,9.0,3.86656205e-06,9.59610169e-12,0.66010638,1.2817898,8.99999914,3.86658402e-06,3.14159265e-07,-1.33061862e-23
1.0840002e-08,3.97297877e-22,9.0,4.19135393e-06,1.04163345e-11,0.66010638,1.28178983,8.99999914,4.1913779e-06,3.40548705e-07,-1.44435408e-23
1.25200059e-08,4.68949601e-22,9.0,4.84093748e-06,1.20654597e-11,0.66010638,1.28178988,8.99999914,4.84096576e-06,3.93327585e-07,-1.67302572e-23
1.58800137e-08,6.43959024e-22,9.0,6.14010345e-06,1.53926316e-11,0.66010638,1.28178999,8.99999914,6.14014222e-06,4.98885344e-07,-2.13437934e-23
2.26000294e-08,1.12239025e-21,9.0,8.7384308e-06,2.21510033e-11,0.66010638,1.2817902,8.99999914,8.73849797e-06,7.10000861e-07,-3.07151149e-23
3.60400608e-08,2.60514979e-21,9.0,1.39350671e-05,3.60941832e-11,0.66010638,1.28179062,8.99999914,1.39352209e-05,1.13223189e-06,-5.00490638e-23
6.29201235e-08,7.76556162e-21,9.0,2.43282662e-05,6.56780186e-11,0.66010638,1.28179146,8.99999914,2.43287121e-05,1.97669393e-06,-9.10707232e-23
1.16680249e-07,2.74793601e-20,9.0,4.51143689e-05,1.31639422e-10,0.66010638,1.28179315,8.99999914,4.51158754e-05,3.6656178e-06,-1.82534393e-22
2.242005e-07,1.0738025e-19,9.0,8.66853844e-05,2.90721947e-10,0.66010638,1.28179653,8.99999914,8.66909168e-05,7.0434641e-06,-4.03122055e-22
4.39241002e-07,4.20728808e-19,9.0,0.000169822589,7.17453263e-10,0.660106381,1.28180328,8.99999914,0.000169843792,1.37991455e-05,-9.94837974e-22
8.69322005e-07,1.30285802e-18,9.0,0.000336077166,2.00451922e-09,0.660106384,1.28181678,8.99999914,0.00033616018,2.73104205e-05,-2.7795146e-21
1.72948401e-06,2.18398585e-18,9.0,0.00066850275,6.30780583e-09,0.660106393,1.28184376,8.99999914,0.000668831248,5.43322734e-05,-8.74655522e-21
2.72948401e-06,2.48724326e-18,9.0,0.00105482045,1.41970768e-08,0.660106408,1.28187508,8.99999914,0.00105563853,8.57450659e-05,-1.96860072e-20
