time,v(N001),v(N002),v(N003),v(N004),v(N005)
0.0,1.0,0.99899999,0.0,0.99999999,0.99999999
1e-08,1.0,0.99899999,0.0,0.99999999,0.99999999
2e-08,1.0,0.99899999,0.0,0.99999999,0.99999999
4e-08,1.0,0.99899999,0.0,0.99999999,0.99999999
8e-08,1.0,0.99899999,0.0,0.99999999,0.99999999
1.6e-07,1.0,0.99899999,0.0,0.99999999,0.99999999
3.2e-07,1.0,0.99899999,0.0,0.99999999,0.99999999
6.4e-07,1.0,0.99899999,0.0,0.99999999,0.99999999
1.28e-06,1.0,0.99899999,0.0,0.99999999,0.99999999
2.28e-06,1.0,0.99899999,0.0,0.99999999,0.99999999
3.28e-06,1.0,0.99899999,0.0,0.99999999,0.99999999
4.28e-06,1.0,0.99899999,0.0,0.99999999,0.99999999
5.28e-06,1.0,0.99899999,0.0,0.99999999,0.99999999
6.28e-06,1.0,0.99899999,0.0,0.99999999,0.99999999
7.28e-06,1.0,0.99899999,0.0,0.99999999,0.99999999
8.28e-06,1.0,0.99899999,0.0,0.99999999,0.99999999
9.28e-06,1.0,0.99899999,0.0,0.99999999,0.99999999
1.028e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
1.128e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
1.228e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
1.328e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
1.428e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
1.528e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
1.628e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
1.728e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
1.828e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
1.928e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
2.028e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
2.128e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
2.228e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
2.328e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
2.428e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
2.528e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
2.628e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
2.728e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
2.828e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
2.928e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
3.028e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
3.128e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
3.228e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
3.328e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
3.428e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
3.528e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
3.628e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
3.728e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
3.828e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
3.928e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
4.028e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
4.128e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
4.228e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
4.328e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
4.428e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
4.528e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
4.628e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
4.728e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
4.828e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
4.928e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
5.028e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
5.128e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
5.228e-05,1.0,0.99899999,0.0,0.99999999,0.99999999
