 time            time            v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         v(N006)         @dled12_1[id]  
 6.07032384e-08  6.07032384e-08  9.99949626e-01  2.99018398e-05  9.00000000e+00  7.02194411e-02  4.32016050e-08  4.32016049e-08  5.99044001e-20 
 6.29538632e-08  6.29538632e-08  9.99947486e-01  3.07422880e-05  9.00000000e+00  7.02193793e-02 -3.99823049e-09 -3.99823048e-09 -5.54404258e-21 
 6.67973554e-08  6.67973554e-08  9.99943847e-01  3.21771383e-05  9.00000000e+00  7.02193593e-02  1.57359911e-09  1.57359911e-09  2.18199045e-21 
 6.71022076e-08  6.71022076e-08  9.99943560e-01  3.22909074e-05  9.00000000e+00  7.02193568e-02  1.20885004e-09  1.20885004e-09  1.67622060e-21 
 6.77119119e-08  6.77119119e-08  9.99942986e-01  3.25184199e-05  9.00000000e+00  7.02193522e-02  6.74215328e-10  6.74215328e-10  9.34883219e-22 
 6.89313205e-08  6.89313205e-08  9.99941841e-01  3.29732641e-05  9.00000000e+00  7.02193437e-02  2.42675252e-10  2.42675252e-10  3.36499349e-22 
 6.91260540e-08  6.91260540e-08  9.99941659e-01  3.30458703e-05  9.00000000e+00  7.02193424e-02  2.22836140e-10  2.22836139e-10  3.08989959e-22 
 6.95155209e-08  6.95155209e-08  9.99941295e-01  3.31910595e-05  9.00000000e+00  7.02193398e-02  1.90285692e-10  1.90285692e-10  2.63854725e-22 
 7.02944547e-08  7.02944547e-08  9.99940569e-01  3.34813060e-05  9.00000000e+00  7.02193347e-02  1.54307567e-10  1.54307567e-10  2.13966589e-22 
 7.08254158e-08  7.08254158e-08  9.99940075e-01  3.36790599e-05  9.00000000e+00  7.02193312e-02  1.43097557e-10  1.43097557e-10  1.98422520e-22 
 7.11833881e-08  7.11833881e-08  9.99939743e-01  3.38123528e-05  9.00000000e+00  7.02193288e-02  1.38514387e-10  1.38514387e-10  1.92067387e-22 
 7.17406202e-08  7.17406202e-08  9.99939226e-01  3.40198448e-05  9.00000000e+00  7.02193252e-02  1.34009601e-10  1.34009601e-10  1.85820940e-22 
 7.21846787e-08  7.21846787e-08  9.99938813e-01  3.41852355e-05  9.00000000e+00  7.02193223e-02  1.31965482e-10  1.31965482e-10  1.82986516e-22 
 7.26780253e-08  7.26780253e-08  9.99938356e-01  3.43690496e-05  9.00000000e+00  7.02193190e-02  1.30587268e-10  1.30587268e-10  1.81075450e-22 
 7.33951382e-08  7.33951382e-08  9.99937690e-01  3.46363654e-05  9.00000000e+00  7.02193143e-02  1.29514361e-10  1.29514360e-10  1.79587733e-22 
 7.46514675e-08  7.46514675e-08  9.99936525e-01  3.51050272e-05  9.00000000e+00  7.02193061e-02  1.28816039e-10  1.28816039e-10  1.78619423e-22 
 7.59098412e-08  7.59098412e-08  9.99935357e-01  3.55748244e-05  9.00000000e+00  7.02192979e-02  1.28677929e-10  1.28677929e-10  1.78427915e-22 
 7.84265884e-08  7.84265884e-08  9.99933022e-01  3.65151541e-05  9.00000000e+00  7.02192814e-02  1.28632966e-10  1.28632966e-10  1.78365568e-22 
 8.30057735e-08  8.30057735e-08  9.99928774e-01  3.82274513e-05  9.00000000e+00  7.02192515e-02  1.28644234e-10  1.28644234e-10  1.78381193e-22 
 8.73747620e-08  8.73747620e-08  9.99924720e-01  3.98620168e-05  9.00000000e+00  7.02192229e-02  1.28635797e-10  1.28635797e-10  1.78369494e-22 
 9.18658085e-08  9.18658085e-08  9.99920553e-01  4.15426920e-05  9.00000000e+00  7.02191935e-02  1.28641070e-10  1.28641070e-10  1.78376805e-22 
 9.61887606e-08  9.61887606e-08  9.99916542e-01  4.31606938e-05  9.00000000e+00  7.02191652e-02  1.28636851e-10  1.28636851e-10  1.78370957e-22 
 9.83049741e-08  9.83049741e-08  9.99914578e-01  4.39527959e-05  9.00000000e+00  7.02191514e-02  1.28638960e-10  1.28638960e-10  1.78373881e-22 
 9.91028709e-08  9.91028709e-08  9.99913835e-01  4.42514514e-05  9.00000000e+00  7.02191461e-02  1.28172327e-10  1.28172327e-10  1.77726836e-22 
 9.99147340e-08  9.99147340e-08  9.99913074e-01  4.45553330e-05  9.00000000e+00  7.02191408e-02  1.27786425e-10  1.27786425e-10  1.77191736e-22 
 1.00580381e-07  1.00580381e-07  9.99912448e-01  4.48044868e-05  9.00000000e+00  7.02191363e-02  1.28089963e-10  1.28089963e-10  1.77612629e-22 
 1.01277628e-07  1.01277628e-07  9.99911792e-01  4.50654699e-05  9.00000000e+00  7.02191317e-02  1.28317774e-10  1.28317774e-10  1.77928516e-22 
 1.02655800e-07  1.02655800e-07  9.99910495e-01  4.55813290e-05  9.00000000e+00  7.02191226e-02  1.28502739e-10  1.28502739e-10  1.78184993e-22 
 1.04395797e-07  1.04395797e-07  9.99908856e-01  4.62326216e-05  9.00000000e+00  7.02191110e-02  1.28611980e-10  1.28611980e-10  1.78336469e-22 
 1.07179819e-07  1.07179819e-07  9.99906233e-01  4.72746935e-05  9.00000000e+00  7.02190925e-02  1.28631524e-10  1.28631524e-10  1.78363569e-22 
 1.12747865e-07  1.12747865e-07  9.99900989e-01  4.93588087e-05  9.00000000e+00  7.02190555e-02  1.28672820e-10  1.28672820e-10  1.78420833e-22 
 1.19953573e-07  1.19953573e-07  9.99894208e-01  5.20558740e-05  9.00000000e+00  7.02190077e-02  1.28651730e-10  1.28651730e-10  1.78391589e-22 
 1.27549763e-07  1.27549763e-07  9.99887068e-01  5.48991356e-05  9.00000000e+00  7.02189574e-02  1.28670794e-10  1.28670794e-10  1.78418023e-22 
 1.37895988e-07  1.37895988e-07  9.99877357e-01  5.87718979e-05  9.00000000e+00  7.02188889e-02  1.28646734e-10  1.28646734e-10  1.78384661e-22 
 1.51230428e-07  1.51230428e-07  9.99864860e-01  6.37633919e-05  9.00000000e+00  7.02188008e-02  1.28664855e-10  1.28664855e-10  1.78409787e-22 
 1.66393581e-07  1.66393581e-07  9.99850670e-01  6.94393559e-05  9.00000000e+00  7.02187007e-02  1.28642418e-10  1.28642418e-10  1.78378675e-22 
 1.75562531e-07  1.75562531e-07  9.99842102e-01  7.28706992e-05  9.00000000e+00  7.02186403e-02  1.28672404e-10  1.28672404e-10  1.78420254e-22 
 1.87043837e-07  1.87043837e-07  9.99831391e-01  7.71663105e-05  9.00000000e+00  7.02185647e-02  1.28654477e-10  1.28654477e-10  1.78395398e-22 
 1.93385034e-07  1.93385034e-07  9.99825485e-01  7.95389431e-05  9.00000000e+00  7.02185231e-02  1.28670573e-10  1.28670572e-10  1.78417714e-22 
 2.02425003e-07  2.02425003e-07  9.99817073e-01  8.29218056e-05  9.00000000e+00  7.02184638e-02  1.28641294e-10  1.28641293e-10  1.78377115e-22 
 2.12979836e-07  2.12979836e-07  9.99807259e-01  8.68718501e-05  9.00000000e+00  7.02183946e-02  1.28653281e-10  1.28653281e-10  1.78393739e-22 
 2.26221135e-07  2.26221135e-07  9.99794952e-01  9.18274030e-05  9.00000000e+00  7.02183078e-02  1.28631815e-10  1.28631815e-10  1.78363973e-22 
 2.40500667e-07  2.40500667e-07  9.99781681e-01  9.71714550e-05  9.00000000e+00  7.02182142e-02  1.28649548e-10  1.28649548e-10  1.78388563e-22 
 2.61736229e-07  2.61736229e-07  9.99761946e-01  1.05118756e-04  9.00000000e+00  7.02180750e-02  1.28631010e-10  1.28631010e-10  1.78362857e-22 
 2.96679473e-07  2.96679473e-07  9.99729473e-01  1.18196637e-04  9.00000000e+00  7.02178460e-02  1.28649367e-10  1.28649367e-10  1.78388311e-22 
 3.22064033e-07  3.22064033e-07  9.99705882e-01  1.27698200e-04  9.00000000e+00  7.02176797e-02  1.28630989e-10  1.28630989e-10  1.78362828e-22 
 3.51178850e-07  3.51178850e-07  9.99678825e-01  1.38598940e-04  9.00000000e+00  7.02174889e-02  1.28649361e-10  1.28649360e-10  1.78388302e-22 
 3.77618169e-07  3.77618169e-07  9.99654254e-01  1.48502031e-04  9.00000000e+00  7.02173156e-02  1.28631038e-10  1.28631038e-10  1.78362896e-22 
 3.94111668e-07  3.94111668e-07  9.99638926e-01  1.54681634e-04  9.00000000e+00  7.02172075e-02  1.28649298e-10  1.28649298e-10  1.78388215e-22 
 4.17040267e-07  4.17040267e-07  9.99617617e-01  1.63274115e-04  9.00000000e+00  7.02170572e-02  1.28631232e-10  1.28631232e-10  1.78363164e-22 
 4.62897465e-07  4.62897465e-07  9.99575001e-01  1.80463873e-04  9.00000000e+00  7.02167567e-02  1.28649215e-10  1.28649215e-10  1.78388101e-22 
 5.34899103e-07  5.34899103e-07  9.99508090e-01  2.07461243e-04  9.00000000e+00  7.02162849e-02  1.28631388e-10  1.28631388e-10  1.78363382e-22 
 6.12113843e-07  6.12113843e-07  9.99436339e-01  2.36417001e-04  9.00000000e+00  7.02157789e-02  1.28649215e-10  1.28649215e-10  1.78388101e-22 
 6.99719360e-07  6.99719360e-07  9.99354938e-01  2.69269372e-04  9.00000000e+00  7.02152049e-02  1.28631458e-10  1.28631457e-10  1.78363478e-22 
 8.03647227e-07  8.03647227e-07  9.99258380e-01  3.08241342e-04  9.00000000e+00  7.02145239e-02  1.28649191e-10  1.28649190e-10  1.78388066e-22 
 9.12740433e-07  9.12740433e-07  9.99157034e-01  3.49148997e-04  9.00000000e+00  7.02138093e-02  1.28631487e-10  1.28631487e-10  1.78363519e-22 
 1.03966067e-06  1.03966067e-06  9.99039140e-01  3.96740472e-04  9.00000000e+00  7.02129779e-02  1.28649156e-10  1.28649156e-10  1.78388018e-22 
 1.20477969e-06  1.20477969e-06  9.98885786e-01  4.58654355e-04  9.00000000e+00  7.02118965e-02  1.28631515e-10  1.28631515e-10  1.78363558e-22 
 1.42958162e-06  1.42958162e-06  9.98677042e-01  5.42945771e-04  9.00000000e+00  7.02104244e-02  1.28649141e-10  1.28649141e-10  1.78387998e-22 
 1.77901455e-06  1.77901455e-06  9.98352663e-01  6.73965454e-04  9.00000000e+00  7.02081370e-02  1.28631527e-10  1.28631527e-10  1.78363574e-22 
 2.46169839e-06  2.46169839e-06  9.97719251e-01  9.29926344e-04  9.00000000e+00  7.02036702e-02  1.28649129e-10  1.28649129e-10  1.78387982e-22 
 3.73084920e-06  3.73084920e-06  9.96542840e-01  1.40573432e-03  9.00000000e+00  7.01953744e-02  1.28631531e-10  1.28631531e-10  1.78363581e-22 
 5.00000000e-06  5.00000000e-06  9.95367910e-01  1.88149176e-03  9.00000000e+00  7.01870890e-02  1.28649128e-10  1.28649127e-10  1.78387978e-22 
 5.25383016e-06  5.25383016e-06  9.95133131e-01  1.97663616e-03  9.00000000e+00  7.01854334e-02  1.28640331e-10  1.28640331e-10  1.78375783e-22 
 5.76149048e-06  5.76149048e-06  9.94663692e-01  2.16692094e-03  9.00000000e+00  7.01821229e-02  1.28640324e-10  1.28640324e-10  1.78375773e-22 
 6.77681112e-06  6.77681112e-06  9.93725523e-01  2.54746623e-03  9.00000000e+00  7.01755072e-02  1.28640336e-10  1.28640336e-10  1.78375790e-22 
 8.80745241e-06  8.80745241e-06  9.91852021e-01  3.30845977e-03  9.00000000e+00  7.01622956e-02  1.28640322e-10  1.28640321e-10  1.78375768e-22 
 1.28687350e-05  1.28687350e-05  9.88116325e-01  4.83005886e-03  9.00000000e+00  7.01359522e-02  1.28640337e-10  1.28640337e-10  1.78375790e-22 
 1.78687350e-05  1.78687350e-05  9.83537806e-01  6.70264734e-03  9.00000000e+00  7.01036655e-02  1.28640320e-10  1.28640320e-10  1.78375767e-22 
 2.28687350e-05  2.28687350e-05  9.78981962e-01  8.57445247e-03  9.00000000e+00  7.00715388e-02  1.28640336e-10  1.28640336e-10  1.78375789e-22 
 2.78687350e-05  2.78687350e-05  9.74448681e-01  1.04454747e-02  9.00000000e+00  7.00395714e-02  1.28640318e-10  1.28640318e-10  1.78375765e-22 
 3.28687350e-05  3.28687350e-05  9.69937850e-01  1.23157146e-02  9.00000000e+00  7.00077625e-02  1.28640335e-10  1.28640335e-10  1.78375789e-22 
 3.78687350e-05  3.78687350e-05  9.65449359e-01  1.41851726e-02  9.00000000e+00  6.99761112e-02  1.28640316e-10  1.28640316e-10  1.78375761e-22 
 4.28687350e-05  4.28687350e-05  9.60983097e-01  1.60538492e-02  9.00000000e+00  6.99446167e-02  1.28640334e-10  1.28640334e-10  1.78375786e-22 
 4.78687350e-05  4.78687350e-05  9.56538954e-01  1.79217449e-02  9.00000000e+00  6.99132784e-02  1.28640315e-10  1.28640315e-10  1.78375759e-22 
 5.28687350e-05  5.28687350e-05  9.52116820e-01  1.97888601e-02  9.00000000e+00  6.98820953e-02  1.28640334e-10  1.28640333e-10  1.78375785e-22 
 5.78687350e-05  5.78687350e-05  9.47716586e-01  2.16551953e-02  9.00000000e+00  6.98510669e-02  1.28640313e-10  1.28640313e-10  1.78375757e-22 
 6.28687350e-05  6.28687350e-05  9.43338144e-01  2.35207511e-02  9.00000000e+00  6.98201922e-02  1.28640333e-10  1.28640333e-10  1.78375784e-22 
 6.78687350e-05  6.78687350e-05  9.38981386e-01  2.53855278e-02  9.00000000e+00  6.97894705e-02  1.28640311e-10  1.28640311e-10  1.78375754e-22 
 7.28687350e-05  7.28687350e-05  9.34646205e-01  2.72495260e-02  9.00000000e+00  6.97589011e-02  1.28640332e-10  1.28640332e-10  1.78375783e-22 
 7.78687350e-05  7.78687350e-05  9.30332493e-01  2.91127462e-02  9.00000000e+00  6.97284831e-02  1.28640310e-10  1.28640310e-10  1.78375752e-22 
 8.28687350e-05  8.28687350e-05  9.26040145e-01  3.09751888e-02  9.00000000e+00  6.96982160e-02  1.28640331e-10  1.28640331e-10  1.78375782e-22 
 8.78687350e-05  8.78687350e-05  9.21769054e-01  3.28368543e-02  9.00000000e+00  6.96680988e-02  1.28640308e-10  1.28640308e-10  1.78375751e-22 
 9.28687350e-05  9.28687350e-05  9.17519116e-01  3.46977431e-02  9.00000000e+00  6.96381309e-02  1.28640330e-10  1.28640330e-10  1.78375782e-22 
 9.78687350e-05  9.78687350e-05  9.13290225e-01  3.65578559e-02  9.00000000e+00  6.96083116e-02  1.28640307e-10  1.28640307e-10  1.78375749e-22 
 1.02868735e-04  1.02868735e-04  9.09082277e-01  3.84171930e-02  9.00000000e+00  6.95786400e-02  1.28640330e-10  1.28640330e-10  1.78375781e-22 
 1.07868735e-04  1.07868735e-04  9.04895169e-01  4.02757548e-02  9.00000000e+00  6.95491155e-02  1.28640305e-10  1.28640305e-10  1.78375745e-22 
 1.12868735e-04  1.12868735e-04  9.00728797e-01  4.21335420e-02  9.00000000e+00  6.95197373e-02  1.28640329e-10  1.28640329e-10  1.78375778e-22 
 1.17868735e-04  1.17868735e-04  8.96583059e-01  4.39905550e-02  9.00000000e+00  6.94905046e-02  1.28640303e-10  1.28640303e-10  1.78375743e-22 
 1.22868735e-04  1.22868735e-04  8.92457852e-01  4.58467942e-02  9.00000000e+00  6.94614169e-02  1.28640328e-10  1.28640328e-10  1.78375777e-22 
 1.27868735e-04  1.27868735e-04  8.88353076e-01  4.77022601e-02  9.00000000e+00  6.94324733e-02  1.28640302e-10  1.28640302e-10  1.78375742e-22 
 1.32868735e-04  1.32868735e-04  8.84268627e-01  4.95569532e-02  9.00000000e+00  6.94036732e-02  1.28640327e-10  1.28640327e-10  1.78375776e-22 
 1.37868735e-04  1.37868735e-04  8.80204407e-01  5.14108739e-02  9.00000000e+00  6.93750158e-02  1.28640301e-10  1.28640301e-10  1.78375741e-22 
 1.42868735e-04  1.42868735e-04  8.76160315e-01  5.32640229e-02  9.00000000e+00  6.93465004e-02  1.28640327e-10  1.28640327e-10  1.78375776e-22 
 1.47868735e-04  1.47868735e-04  8.72136250e-01  5.51164004e-02  9.00000000e+00  6.93181263e-02  1.28640298e-10  1.28640298e-10  1.78375736e-22 
 1.52868735e-04  1.52868735e-04  8.68132115e-01  5.69680070e-02  9.00000000e+00  6.92898929e-02  1.28640327e-10  1.28640327e-10  1.78375776e-22 
 1.57868735e-04  1.57868735e-04  8.64147810e-01  5.88188431e-02  9.00000000e+00  6.92617994e-02  1.28640296e-10  1.28640295e-10  1.78375733e-22 
 1.62868735e-04  1.62868735e-04  8.60183236e-01  6.06689092e-02  9.00000000e+00  6.92338450e-02  1.28640328e-10  1.28640328e-10  1.78375777e-22 
 1.67868735e-04  1.67868735e-04  8.56238297e-01  6.25182059e-02  9.00000000e+00  6.92060293e-02  1.28640293e-10  1.28640293e-10  1.78375729e-22 
 1.72868735e-04  1.72868735e-04  8.52312895e-01  6.43667335e-02  9.00000000e+00  6.91783514e-02  1.28640328e-10  1.28640328e-10  1.78375777e-22 
 1.77868735e-04  1.77868735e-04  8.48406934e-01  6.62144926e-02  9.00000000e+00  6.91508106e-02  1.28640290e-10  1.28640290e-10  1.78375726e-22 
 1.82868735e-04  1.82868735e-04  8.44520316e-01  6.80614836e-02  9.00000000e+00  6.91234063e-02  1.28640329e-10  1.28640329e-10  1.78375778e-22 
 1.87868735e-04  1.87868735e-04  8.40652947e-01  6.99077070e-02  9.00000000e+00  6.90961379e-02  1.28640288e-10  1.28640288e-10  1.78375721e-22 
 1.92868735e-04  1.92868735e-04  8.36804730e-01  7.17531632e-02  9.00000000e+00  6.90690046e-02  1.28640329e-10  1.28640329e-10  1.78375781e-22 
 1.97868735e-04  1.97868735e-04  8.32975572e-01  7.35978528e-02  9.00000000e+00  6.90420057e-02  1.28640285e-10  1.28640285e-10  1.78375718e-22 
 2.02868735e-04  2.02868735e-04  8.29165377e-01  7.54417761e-02  9.00000000e+00  6.90151406e-02  1.28640330e-10  1.28640330e-10  1.78375781e-22 
 2.07868735e-04  2.07868735e-04  8.25374052e-01  7.72849338e-02  9.00000000e+00  6.89884087e-02  1.28640282e-10  1.28640282e-10  1.78375713e-22 
 2.12868735e-04  2.12868735e-04  8.21601503e-01  7.91273261e-02  9.00000000e+00  6.89618093e-02  1.28640331e-10  1.28640330e-10  1.78375782e-22 
 2.17868735e-04  2.17868735e-04  8.17847637e-01  8.09689537e-02  9.00000000e+00  6.89353416e-02  1.28640280e-10  1.28640279e-10  1.78375711e-22 
 2.22868735e-04  2.22868735e-04  8.14112363e-01  8.28098169e-02  9.00000000e+00  6.89090051e-02  1.28640331e-10  1.28640331e-10  1.78375782e-22 
 2.27868735e-04  2.27868735e-04  8.10395587e-01  8.46499163e-02  9.00000000e+00  6.88827992e-02  1.28640277e-10  1.28640277e-10  1.78375706e-22 
 2.32868735e-04  2.32868735e-04  8.06697218e-01  8.64892523e-02  9.00000000e+00  6.88567231e-02  1.28640332e-10  1.28640332e-10  1.78375783e-22 
 2.37868735e-04  2.37868735e-04  8.03017164e-01  8.83278253e-02  9.00000000e+00  6.88307762e-02  1.28640274e-10  1.28640274e-10  1.78375703e-22 
 2.42868735e-04  2.42868735e-04  7.99355337e-01  9.01656359e-02  9.00000000e+00  6.88049579e-02  1.28640332e-10  1.28640332e-10  1.78375784e-22 
 2.47868735e-04  2.47868735e-04  7.95711644e-01  9.20026845e-02  9.00000000e+00  6.87792676e-02  1.28640271e-10  1.28640271e-10  1.78375698e-22 
 2.52868735e-04  2.52868735e-04  7.92085996e-01  9.38389716e-02  9.00000000e+00  6.87537045e-02  1.28640333e-10  1.28640333e-10  1.78375784e-22 
 2.57868735e-04  2.57868735e-04  7.88478304e-01  9.56744976e-02  9.00000000e+00  6.87282682e-02  1.28640269e-10  1.28640269e-10  1.78375695e-22 
 2.62868735e-04  2.62868735e-04  7.84888479e-01  9.75092630e-02  9.00000000e+00  6.87029579e-02  1.28640334e-10  1.28640334e-10  1.78375785e-22 
 2.67868735e-04  2.67868735e-04  7.81316432e-01  9.93432682e-02  9.00000000e+00  6.86777730e-02  1.28640266e-10  1.28640266e-10  1.78375691e-22 
 2.72868735e-04  2.72868735e-04  7.77762076e-01  1.01176514e-01  9.00000000e+00  6.86527129e-02  1.28640335e-10  1.28640334e-10  1.78375786e-22 
 2.77868735e-04  2.77868735e-04  7.74225322e-01  1.03009000e-01  9.00000000e+00  6.86277770e-02  1.28640263e-10  1.28640263e-10  1.78375688e-22 
 2.82868735e-04  2.82868735e-04  7.70706084e-01  1.04840728e-01  9.00000000e+00  6.86029647e-02  1.28640335e-10  1.28640335e-10  1.78375789e-22 
 2.87868735e-04  2.87868735e-04  7.67204275e-01  1.06671697e-01  9.00000000e+00  6.85782753e-02  1.28640260e-10  1.28640260e-10  1.78375685e-22 
 2.92868735e-04  2.92868735e-04  7.63719808e-01  1.08501909e-01  9.00000000e+00  6.85537082e-02  1.28640336e-10  1.28640336e-10  1.78375789e-22 
 2.97868735e-04  2.97868735e-04  7.60252598e-01  1.10331363e-01  9.00000000e+00  6.85292630e-02  1.28640258e-10  1.28640258e-10  1.78375680e-22 
 3.02868735e-04  3.02868735e-04  7.56802558e-01  1.12160060e-01  9.00000000e+00  6.85049388e-02  1.28640337e-10  1.28640337e-10  1.78375790e-22 
 3.07868735e-04  3.07868735e-04  7.53369605e-01  1.13988001e-01  9.00000000e+00  6.84807352e-02  1.28640255e-10  1.28640255e-10  1.78375678e-22 
 3.12868735e-04  3.12868735e-04  7.49953654e-01  1.15815186e-01  9.00000000e+00  6.84566515e-02  1.28640337e-10  1.28640337e-10  1.78375791e-22 
 3.17868735e-04  3.17868735e-04  7.46554619e-01  1.17641615e-01  9.00000000e+00  6.84326872e-02  1.28640253e-10  1.28640253e-10  1.78375673e-22 
 3.22868735e-04  3.22868735e-04  7.43172418e-01  1.19467290e-01  9.00000000e+00  6.84088416e-02  1.28640338e-10  1.28640338e-10  1.78375791e-22 
 3.27868735e-04  3.27868735e-04  7.39806967e-01  1.21292209e-01  9.00000000e+00  6.83851141e-02  1.28640250e-10  1.28640250e-10  1.78375670e-22 
 3.32868735e-04  3.32868735e-04  7.36458184e-01  1.23116375e-01  9.00000000e+00  6.83615043e-02  1.28640339e-10  1.28640339e-10  1.78375792e-22 
 3.37868735e-04  3.37868735e-04  7.33125985e-01  1.24939787e-01  9.00000000e+00  6.83380114e-02  1.28640247e-10  1.28640247e-10  1.78375665e-22 
 3.42868735e-04  3.42868735e-04  7.29810288e-01  1.26762445e-01  9.00000000e+00  6.83146350e-02  1.28640340e-10  1.28640340e-10  1.78375793e-22 
 3.47868735e-04  3.47868735e-04  7.26511012e-01  1.28584351e-01  9.00000000e+00  6.82913744e-02  1.28640245e-10  1.28640245e-10  1.78375663e-22 
 3.52868735e-04  3.52868735e-04  7.23228075e-01  1.30405505e-01  9.00000000e+00  6.82682290e-02  1.28640341e-10  1.28640341e-10  1.78375794e-22 
 3.57868735e-04  3.57868735e-04  7.19961397e-01  1.32225907e-01  9.00000000e+00  6.82451983e-02  1.28640242e-10  1.28640242e-10  1.78375658e-22 
 3.62868735e-04  3.62868735e-04  7.16710897e-01  1.34045557e-01  9.00000000e+00  6.82222818e-02  1.28640341e-10  1.28640341e-10  1.78375797e-22 
 3.67868735e-04  3.67868735e-04  7.13476495e-01  1.35864457e-01  9.00000000e+00  6.81994789e-02  1.28640240e-10  1.28640240e-10  1.78375655e-22 
 3.72868735e-04  3.72868735e-04  7.10258111e-01  1.37682606e-01  9.00000000e+00  6.81767889e-02  1.28640342e-10  1.28640341e-10  1.78375797e-22 
 3.77868735e-04  3.77868735e-04  7.07055665e-01  1.39500005e-01  9.00000000e+00  6.81542113e-02  1.28640238e-10  1.28640238e-10  1.78375653e-22 
 3.82868735e-04  3.82868735e-04  7.03869080e-01  1.41316654e-01  9.00000000e+00  6.81317456e-02  1.28640342e-10  1.28640342e-10  1.78375798e-22 
 3.87868735e-04  3.87868735e-04  7.00698276e-01  1.43132555e-01  9.00000000e+00  6.81093912e-02  1.28640235e-10  1.28640235e-10  1.78375649e-22 
 3.92868735e-04  3.92868735e-04  6.97543175e-01  1.44947706e-01  9.00000000e+00  6.80871476e-02  1.28640343e-10  1.28640343e-10  1.78375799e-22 
 3.97868735e-04  3.97868735e-04  6.94403699e-01  1.46762110e-01  9.00000000e+00  6.80650143e-02  1.28640233e-10  1.28640233e-10  1.78375646e-22 
