time,v(N001),v(N002),v(N003),v(N004),v(N005),@dled12_1[id]
5e-06,9.32809973e-06,0.025,-0.0137424178,1.09869432,0.00797597674,7.34641828e-14
5.14493906e-06,9.59702164e-06,0.0257246953,-0.0100960701,1.08682821,0.00838711999,6.57657121e-14
5.43481719e-06,1.01264146e-05,0.027174086,0.000527215723,1.03732829,0.00931573244,4.46640333e-14
5.56910667e-06,1.03664081e-05,0.0278455334,0.00314763704,1.01920198,0.00972610006,4.06814883e-14
5.61675365e-06,1.04509348e-05,0.0280837683,0.00400842955,1.01330847,0.00986948543,3.94409833e-14
5.69936329e-06,1.05967564e-05,0.0284968164,0.00510829063,1.00276448,0.0101194239,3.80894792e-14
5.82678114e-06,1.08196906e-05,0.0291339057,0.00692635276,0.985011559,0.0105110704,3.58060396e-14
5.95950223e-06,1.10492288e-05,0.0297975111,0.00818593455,0.966515487,0.0109190328,3.46725265e-14
6.05806232e-06,1.12179894e-05,0.0302903116,0.00923563646,0.953735643,0.0112180554,3.36244035e-14
6.17908058e-06,1.14231476e-05,0.0308954029,0.00983479703,0.935940935,0.011593874,3.363551e-14
6.29183812e-06,1.16121627e-05,0.0314591906,0.0110404191,0.919990816,0.0119414458,3.24403759e-14
6.39494396e-06,1.17831662e-05,0.0319747198,0.0109713988,0.90443314,0.012263272,3.35282822e-14
6.52205005e-06,1.19915976e-05,0.0326102502,0.0125486373,0.886733415,0.0126539192,3.17812195e-14
6.63769686e-06,1.2178863e-05,0.0331884843,0.0116922661,0.868254791,0.0130191255,3.44545444e-14
6.7604001e-06,1.2375152e-05,0.0338020005,0.0142328,0.852000248,0.0133928149,3.08792236e-14
6.87709177e-06,1.25593789e-05,0.0343854589,0.0116320027,0.831617679,0.0137684731,3.68553043e-14
6.99563634e-06,1.27443101e-05,0.0349781817,0.0166416777,0.818526431,0.0141187404,2.86547341e-14
7.11129524e-06,1.29222226e-05,0.0355564762,0.0097912173,0.794060231,0.0145086315,4.28435426e-14
7.23053356e-06,1.31036163e-05,0.0361526678,0.021405655,0.787447979,0.014833955,2.2432425e-14
7.34741572e-06,1.32782132e-05,0.0367370786,0.000450685388,0.748656498,0.0152858908,6.69569523e-14
7.46633629e-06,1.34543761e-05,0.0373316815,0.0325340745,0.762519571,0.0155261097,6.83565304e-15
7.58297938e-06,1.35702642e-05,0.0379148969,-0.633321608,0.0772115668,0.54061292,0.00186485677
7.70193423e-06,1.36878621e-05,0.0385096712,0.0540057884,0.74779987,0.016175716,-2.00031539e-14
7.83412146e-06,1.38122926e-05,0.0391706073,-0.663383964,0.00438420555,1.77207783,0.00625897314
7.99102991e-06,1.39603413e-05,0.0399551496,0.0943692028,0.740986033,0.0169265133,-6.31941071e-14
8.19189692e-06,1.41427544e-05,0.0409594846,-0.66580032,-0.0559318303,2.08181461,0.0073639805
8.54666973e-06,1.44685808e-05,0.0427333487,10.5894259,0.736079481,0.0183358125,-1.05566925e-11
8.98791262e-06,1.41583056e-05,0.0449395631,-0.661819452,-2.2883629,2.08665098,0.00736375573
9.8703984e-06,1.35670282e-05,0.049351992,18.5464684,0.736178197,0.0216447195,-1.85071164e-11
1.09177375e-05,1.19692808e-05,0.0545886877,-0.651692806,-3.51749657,2.06590784,0.00722905242
1.30124158e-05,8.95089818e-06,0.0650620791,16.7909653,0.744306194,0.0294662768,-1.67359032e-11
1.50392534e-05,6.45252937e-06,0.0751962668,-0.630929699,-3.37433843,2.06349237,0.00718571385
1.90929284e-05,2.11587635e-06,0.095464642,17.8460966,0.758972532,0.0446071387,-1.77606319e-11
2.72002785e-05,-4.26395924e-06,0.136001392,-0.570061049,-3.40316946,2.08907817,0.00716808728
4.34149787e-05,-6.44663145e-06,0.217074893,19.1194477,0.81909662,0.105164659,-1.89123729e-11
7.58443791e-05,2.81627964e-05,0.379221895,-0.326824072,-3.42232103,2.20947218,0.0071635233
0.00014070318,0.000266461726,0.703515899,27.5214766,1.05880347,0.347399253,-2.68279607e-11
0.000270420781,0.00136993262,1.35210391,0.646063989,-3.45511953,2.69560204,0.00716184815
0.0005,0.0055270176,2.5,84.3604635,1.94068645,1.24203165,-8.18704635e-11
0.00052594352,0.00620873606,2.6297176,82.4467615,0.0347236732,1.31474134,-7.98270439e-11
0.00056451053,0.00725757934,2.82255265,82.3814995,-0.019449807,1.41138625,-7.95689469e-11
0.000587845494,0.00792806323,2.93922747,82.4289524,0.0346940904,1.46950348,-7.9499725e-11
0.000609722331,0.00858126789,3.04861166,82.3720033,-0.0159707273,1.52440688,-7.93333917e-11
0.000653476005,0.00995897036,3.26738003,82.410548,0.0351102855,1.6335864,-7.91531679e-11
0.00072584085,0.0124462889,3.62920425,82.3434018,-0.0113128869,1.81469991,-7.87241976e-11
0.000861964569,0.0178292236,4.30982285,82.3583533,0.0425000424,2.15480979,-7.80585305e-11
0.001,0.0242257452,5.0,82.2773024,0.00073693172,2.50009667,-7.72873024e-11
0.00102722474,0.0255800103,5.0,82.2942152,0.0253794756,2.50000078,-7.73042152e-11
0.00108167423,0.0282878175,5.0,82.2818147,0.0284436009,2.49999931,-7.72918147e-11
0.00119057321,0.0336990115,5.0,82.2559538,0.0335024209,2.50000076,-7.72659538e-11
0.00139239633,0.0437120445,5.0,82.2090473,0.0438657712,2.49999932,-7.72190473e-11
0.00179604257,0.063677607,5.0,82.1142478,0.0634821778,2.50000076,-7.71242478e-11
0.00229604257,0.0882976533,5.0,81.9977339,0.0884508156,2.49999932,-7.70077339e-11
0.00279604257,0.112794907,5.0,81.8806911,0.112600161,2.50000076,-7.68906911e-11
0.00329604257,0.137169979,5.0,81.7645159,0.137322642,2.49999933,-7.67745159e-11
0.00379604257,0.16142348,5.0,81.6478167,0.161229413,2.50000075,-7.66578167e-11
0.00429604257,0.185556016,5.0,81.5319783,0.185708178,2.49999933,-7.65419783e-11
0.00479604257,0.20956819,5.0,81.4156199,0.209374801,2.50000075,-7.64256199e-11
0.00529604257,0.233460603,5.0,81.3001274,0.233612265,2.49999933,-7.63101274e-11
