 time            time            v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         v(N006)        
 0.00000000e+00  0.00000000e+00  5.00000000e+00  0.00000000e+00  2.24451376e+00  1.58112638e+00  1.63393590e+00  0.00000000e+00 
 1.00000000e-06  1.00000000e-06  5.00000000e+00  6.28318489e-06  2.24451940e+00  1.58112639e+00  1.63391047e+00 -2.54254088e-05 
 2.00000000e-06  2.00000000e-06  5.00000000e+00  1.25663673e-05  2.24452455e+00  1.58112640e+00  1.63388454e+00 -5.13544558e-05 
 4.00000000e-06  4.00000000e-06  5.00000000e+00  2.51327148e-05  2.24453398e+00  1.58112644e+00  1.63383689e+00 -9.89979928e-05 
 8.00000000e-06  8.00000000e-06  5.00000000e+00  5.02652708e-05  2.24454840e+00  1.58112657e+00  1.63376451e+00 -1.71364004e-04 
 1.60000000e-05  1.60000000e-05  5.00000000e+00  1.00529272e-04  2.24456562e+00  1.58112698e+00  1.63367997e+00 -2.55854715e-04 
 3.20000000e-05  3.20000000e-05  5.00000000e+00  2.01048383e-04  2.24457857e+00  1.58112806e+00  1.63362127e+00 -3.14410068e-04 
 6.40000000e-05  6.40000000e-05  5.00000000e+00  4.02015494e-04  2.24458319e+00  1.58113046e+00  1.63361257e+00 -3.22806451e-04 
 1.28000000e-04  1.28000000e-04  5.00000000e+00  8.03381001e-04  2.24458717e+00  1.58113529e+00  1.63362141e+00 -3.13347483e-04 
 2.28000000e-04  2.28000000e-04  5.00000000e+00  1.42767131e-03  2.24459429e+00  1.58114269e+00  1.63362989e+00 -3.03935740e-04 
 3.28000000e-04  3.28000000e-04  5.00000000e+00  2.04632726e-03  2.24460041e+00  1.58114990e+00  1.63364223e+00 -2.90696620e-04 
 4.28000000e-04  4.28000000e-04  5.00000000e+00  2.65690728e-03  2.24460643e+00  1.58115689e+00  1.63365378e+00 -2.78282100e-04 
 5.28000000e-04  5.28000000e-04  5.00000000e+00  3.25700171e-03  2.24461173e+00  1.58116364e+00  1.63366747e+00 -2.63768928e-04 
 6.28000000e-04  6.28000000e-04  5.00000000e+00  3.84424223e-03  2.24461668e+00  1.58117013e+00  1.63368135e+00 -2.49114538e-04 
 7.28000000e-04  7.28000000e-04  5.00000000e+00  4.41631129e-03  2.24462101e+00  1.58117632e+00  1.63369657e+00 -2.33161421e-04 
 8.28000000e-04  8.28000000e-04  5.00000000e+00  4.97095119e-03  2.24462487e+00  1.58118220e+00  1.63371232e+00 -2.16728511e-04 
 9.28000000e-04  9.28000000e-04  5.00000000e+00  5.50597301e-03  2.24462814e+00  1.58118775e+00  1.63372901e+00 -1.99409843e-04 
 1.02800000e-03  1.02800000e-03  5.00000000e+00  6.01926528e-03  2.24463087e+00  1.58119294e+00  1.63374630e+00 -1.81544776e-04 
 1.12800000e-03  1.12800000e-03  5.00000000e+00  6.50880225e-03  2.24463302e+00  1.58119776e+00  1.63376427e+00 -1.63048497e-04 
 1.22800000e-03  1.22800000e-03  5.00000000e+00  6.97265196e-03  2.24463460e+00  1.58120219e+00  1.63378279e+00 -1.44059566e-04 
 1.32800000e-03  1.32800000e-03  5.00000000e+00  7.40898379e-03  2.24463560e+00  1.58120622e+00  1.63380182e+00 -1.24631292e-04 
 1.42800000e-03  1.42800000e-03  5.00000000e+00  7.81607575e-03  2.24463602e+00  1.58120983e+00  1.63382128e+00 -1.04819054e-04 
 1.52800000e-03  1.52800000e-03  5.00000000e+00  8.19232123e-03  2.24463585e+00  1.58121300e+00  1.63384108e+00 -8.47360723e-05 
 1.62800000e-03  1.62800000e-03  5.00000000e+00  8.53623536e-03  2.24463510e+00  1.58121573e+00  1.63386118e+00 -6.44038058e-05 
 1.72800000e-03  1.72800000e-03  5.00000000e+00  8.84646086e-03  2.24463378e+00  1.58121801e+00  1.63388146e+00 -4.39616006e-05 
 1.82800000e-03  1.82800000e-03  5.00000000e+00  9.12177343e-03  2.24463189e+00  1.58121983e+00  1.63390190e+00 -2.34172418e-05 
 1.92800000e-03  1.92800000e-03  5.00000000e+00  9.36108653e-03  2.24462943e+00  1.58122119e+00  1.63392236e+00 -2.92122321e-06 
 2.02800000e-03  2.02800000e-03  5.00000000e+00  9.56345569e-03  2.24462643e+00  1.58122207e+00  1.63394283e+00  1.75244167e-05 
 2.12800000e-03  2.12800000e-03  5.00000000e+00  9.72808227e-03  2.24462289e+00  1.58122249e+00  1.63396315e+00  3.77650521e-05 
 2.22800000e-03  2.22800000e-03  5.00000000e+00  9.85431655e-03  2.24461883e+00  1.58122243e+00  1.63398333e+00  5.78017044e-05 
 2.32800000e-03  2.32800000e-03  5.00000000e+00  9.94166034e-03  2.24461427e+00  1.58122190e+00  1.63400321e+00  7.74792632e-05 
 2.42800000e-03  2.42800000e-03  5.00000000e+00  9.98976894e-03  2.24460922e+00  1.58122091e+00  1.63402280e+00  9.68013503e-05 
 2.52800000e-03  2.52800000e-03  5.00000000e+00  9.99845249e-03  2.24460371e+00  1.58121946e+00  1.63404194e+00  1.15614591e-04 
 2.62800000e-03  2.62800000e-03  5.00000000e+00  9.96767671e-03  2.24459776e+00  1.58121755e+00  1.63406063e+00  1.33925686e-04 
 2.72800000e-03  2.72800000e-03  5.00000000e+00  9.89756307e-03  2.24459139e+00  1.58121520e+00  1.63407872e+00  1.51584604e-04 
 2.82800000e-03  2.82800000e-03  5.00000000e+00  9.78838826e-03  2.24458464e+00  1.58121242e+00  1.63409622e+00  1.68601989e-04 
