time,v(N001),v(N002),v(N003),v(N004),v(N005),v(N006)
0.0,5.0,0.0,2.24451376,1.58112638,1.6339359,0.0
1e-06,5.0,6.28318489e-06,2.2445194,1.58112639,1.63391047,-2.54254088e-05
2e-06,5.0,1.25663673e-05,2.24452455,1.5811264,1.63388454,-5.13544558e-05
4e-06,5.0,2.51327148e-05,2.24453398,1.58112644,1.63383689,-9.89979928e-05
8e-06,5.0,5.02652708e-05,2.2445484,1.58112657,1.63376451,-0.000171364004
1.6e-05,5.0,0.000100529272,2.24456562,1.58112698,1.63367997,-0.000255854715
3.2e-05,5.0,0.000201048383,2.24457857,1.58112806,1.63362127,-0.000314410068
6.4e-05,5.0,0.000402015494,2.24458319,1.58113046,1.63361257,-0.000322806451
0.000128,5.0,0.000803381001,2.24458717,1.58113529,1.63362141,-0.000313347483
0.000228,5.0,0.00142767131,2.24459429,1.58114269,1.63362989,-0.00030393574
0.000328,5.0,0.00204632726,2.24460041,1.5811499,1.63364223,-0.00029069662
0.000428,5.0,0.00265690728,2.24460643,1.58115689,1.63365378,-0.0002782821
0.000528,5.0,0.00325700171,2.24461173,1.58116364,1.63366747,-0.000263768928
0.000628,5.0,0.00384424223,2.24461668,1.58117013,1.63368135,-0.000249114538
0.000728,5.0,0.00441631129,2.24462101,1.58117632,1.63369657,-0.000233161421
0.000828,5.0,0.00497095119,2.24462487,1.5811822,1.63371232,-0.000216728511
0.000928,5.0,0.00550597301,2.24462814,1.58118775,1.63372901,-0.000199409843
0.001028,5.0,0.00601926528,2.24463087,1.58119294,1.6337463,-0.000181544776
0.001128,5.0,0.00650880225,2.24463302,1.58119776,1.63376427,-0.000163048497
0.001228,5.0,0.00697265196,2.2446346,1.58120219,1.63378279,-0.000144059566
0.001328,5.0,0.00740898379,2.2446356,1.58120622,1.63380182,-0.000124631292
0.001428,5.0,0.00781607575,2.24463602,1.58120983,1.63382128,-0.000104819054
0.001528,5.0,0.00819232123,2.24463585,1.581213,1.63384108,-8.47360723e-05
0.001628,5.0,0.00853623536,2.2446351,1.58121573,1.63386118,-6.44038058e-05
0.001728,5.0,0.00884646086,2.24463378,1.58121801,1.63388146,-4.39616006e-05
0.001828,5.0,0.00912177343,2.24463189,1.58121983,1.6339019,-2.34172418e-05
0.001928,5.0,0.00936108653,2.24462943,1.58122119,1.63392236,-2.92122321e-06
0.002028,5.0,0.00956345569,2.24462643,1.58122207,1.63394283,1.75244167e-05
0.002128,5.0,0.00972808227,2.24462289,1.58122249,1.63396315,3.77650521e-05
0.002228,5.0,0.00985431655,2.24461883,1.58122243,1.63398333,5.78017044e-05
0.002328,5.0,0.00994166034,2.24461427,1.5812219,1.63400321,7.74792632e-05
0.002428,5.0,0.00998976894,2.24460922,1.58122091,1.6340228,9.68013503e-05
0.002528,5.0,0.00999845249,2.24460371,1.58121946,1.63404194,0.000115614591
0.002628,5.0,0.00996767671,2.24459776,1.58121755,1.63406063,0.000133925686
0.002728,5.0,0.00989756307,2.24459139,1.5812152,1.63407872,0.000151584604
0.002828,5.0,0.00978838826,2.24458464,1.58121242,1.63409622,0.000168601989
0.002928,5.0,0.00964058316,2.24457753,1.58120921,1.63411299,0.000184832478
0.003028,5.0,0.00945473108,2.24457008,1.5812056,1.63412903,0.000200291656
0.003128,5.0,0.0092315655,2.24456234,1.58120159,1.63414421,0.000214840012
0.003228,5.0,0.00897196715,2.24455433,1.58119721,1.63415854,0.000228499087
0.003328,5.0,0.00867696054,2.24454608,1.58119247,1.63417188,0.000241136295
0.003428,5.0,0.00834770994,2.24453763,1.5811874,1.63418428,0.000252780108
0.003528,5.0,0.00798551473,2.24452901,1.58118201,1.63419558,0.000263305842
0.003628,5.0,0.00759180435,2.24452026,1.58117632,1.63420584,0.000272749787
0.003728,5.0,0.00716813258,2.24451141,1.58117037,1.63421493,0.000280996029
0.003828,5.0,0.00671617147,2.2445025,1.58116417,1.63422288,0.000288089459
0.003928,5.0,0.0062377047,2.24449357,1.58115775,1.6342296,0.000293923666
0.004028,5.0,0.00573462056,2.24448465,1.58115114,1.63423512,0.000298552792
0.004128,5.0,0.00520890449,2.24447578,1.58114437,1.63423936,0.000301880525
0.004228,5.0,0.00466263125,2.244467,1.58113745,1.63424237,0.000303970745
0.004328,5.0,0.00409795674,2.24445833,1.58113043,1.63424406,0.000304737674
0.004428,5.0,0.00351710946,2.24444982,1.58112333,1.6342445,0.000304255251
0.004528,5.0,0.00292238177,2.24444151,1.58111617,1.63424361,0.000302448488
0.004628,5.0,0.00231612076,2.24443342,1.581109,1.63424148,0.000299401519
0.004728,5.0,0.00170071909,2.24442558,1.58110183,1.63423803,0.000295050214
0.004828,5.0,0.00107860545,2.24441804,1.5810947,1.63423335,0.000289488845
0.004928,5.0,0.000452235051,2.24441081,1.58108763,1.63422739,0.000282664012
0.005028,5.0,-0.000175920113,2.24440394,1.58108066,1.63422025,0.000274679875
0.005128,5.0,-0.000803381001,2.24439744,1.58107381,1.63421189,0.000265493442
0.005228,5.0,-0.00142767131,2.24439135,1.58106712,1.6342024,0.000255218306
0.005328,5.0,-0.00204632726,2.24438569,1.5810606,1.63419176,0.000243821373
0.005428,5.0,-0.00265690728,2.24438048,1.58105429,1.63418008,0.00023142503
0.005528,5.0,-0.00325700171,2.24437575,1.58104821,1.63416734,0.000218005378
0.005628,5.0,-0.00384424223,2.24437151,1.58104238,1.63415367,0.000203692785
0.005728,5.0,-0.00441631129,2.24436778,1.58103684,1.63413904,0.00018847168
0.005828,5.0,-0.00497095119,2.24436458,1.5810316,1.6341236,0.000172479434
0.005928,5.0,-0.00550597301,2.24436192,1.58102668,1.63410732,0.000155707786
0.006028,5.0,-0.00601926528,2.24435981,1.58102211,1.63409036,0.000138299994
0.006128,5.0,-0.00650880225,2.24435826,1.58101791,1.63407271,0.000120253959
0.006228,5.0,-0.00697265196,2.24435728,1.58101408,1.63405451,0.0001017176
0.006328,5.0,-0.00740898379,2.24435688,1.58101065,1.63403576,8.26937299e-05
0.006428,5.0,-0.00781607575,2.24435704,1.58100763,1.63401662,6.3333616e-05
0.006528,5.0,-0.00819232123,2.24435778,1.58100503,1.6339971,4.36436559e-05
0.006628,5.0,-0.00853623536,2.2443591,1.58100287,1.63397733,2.37770976e-05
0.006728,5.0,-0.00884646086,2.24436098,1.58100116,1.63395734,3.7425568e-06
0.006828,5.0,-0.00912177343,2.24436342,1.58099989,1.63393727,-1.63061348e-05
0.006928,5.0,-0.00936108653,2.24436641,1.58099908,1.63391714,-3.63595262e-05
0.007028,5.0,-0.00956345569,2.24436994,1.58099873,1.63389709,-5.62645937e-05
0.007128,5.0,-0.00972808227,2.244374,1.58099885,1.63387714,-7.60124202e-05
0.007228,5.0,-0.00985431655,2.24437857,1.58099942,1.63385744,-9.54521499e-05
0.007328,5.0,-0.00994166034,2.24438364,1.58100046,1.633838,-0.000114576727
0.007428,5.0,-0.00998976894,2.24438918,1.58100196,1.63381896,-0.000133238767
0.007528,5.0,-0.00999845249,2.24439517,1.58100391,1.63380034,-0.000151434338
0.007628,5.0,-0.00996767671,2.24440159,1.5810063,1.63378226,-0.000169020745
0.007728,5.0,-0.00989756307,2.24440842,1.58100913,1.63376475,-0.000185998357
0.007828,5.0,-0.00978838826,2.24441563,1.58101238,1.63374793,-0.000202230291
0.007928,5.0,-0.00964058316,2.24442318,1.58101605,1.6337318,-0.000217722284
0.008028,5.0,-0.00945473108,2.24443106,1.58102012,1.6337165,-0.000232344271
0.008128,5.0,-0.0092315655,2.24443923,1.58102457,1.63370201,-0.000246108307
0.008228,5.0,-0.00897196715,2.24444766,1.58102938,1.63368846,-0.000258892017
0.008328,5.0,-0.00867696054,2.24445632,1.58103455,1.63367583,-0.000270714595
0.008428,5.0,-0.00834770994,2.24446516,1.58104004,1.63366425,-0.000281462094
0.008528,5.0,-0.00798551473,2.24447417,1.58104584,1.63365368,-0.000291161529
0.008628,5.0,-0.00759180435,2.2444833,1.58105193,1.63364424,-0.000299707972
0.008728,5.0,-0.00716813258,2.24449252,1.58105827,1.63363589,-0.000307136801
0.008828,5.0,-0.00671617147,2.24450179,1.58106485,1.63362874,-0.000313352556
0.008928,5.0,-0.0062377047,2.24451108,1.58107165,1.63362273,-0.000318399372
0.009028,5.0,-0.00573462056,2.24452035,1.58107863,1.63361797,-0.000322191561
0.009128,5.0,-0.00520890449,2.24452956,1.58108576,1.6336144,-0.000324782272
0.009228,5.0,-0.00466263125,2.24453868,1.58109303,1.6336121,-0.000326095747
0.009328,5.0,-0.00409795674,2.24454767,1.5811004,1.63361101,-0.000326194269
0.009428,5.0,-0.00351710946,2.2445565,1.58110784,1.63361121,-0.000325012031
0.009528,5.0,-0.00292238177,2.24456513,1.58111532,1.63361262,-0.000322620435
0.009628,5.0,-0.00231612076,2.24457354,1.58112282,1.6336153,-0.000318963512
0.009728,5.0,-0.00170071909,2.24458168,1.58113031,1.63361919,-0.000314121642
0.009828,5.0,-0.00107860545,2.24458953,1.58113776,1.63362432,-0.000308048462
0.009928,5.0,-0.000452235051,2.24459705,1.58114513,1.63363061,-0.00030083306
0.010028,5.0,0.000175920113,2.24460422,1.5811524,1.63363811,-0.000292438327
0.010128,5.0,0.000803381001,2.244611,1.58115955,1.63364671,-0.000282961685
0.010228,5.0,0.00142767131,2.24461738,1.58116653,1.63365646,-0.000272374812
0.010328,5.0,0.00204632726,2.24462333,1.58117334,1.63366724,-0.000260782978
0.010428,5.0,0.00265690728,2.24462882,1.58117993,1.63367909,-0.000248166081
0.010528,5.0,0.00325700171,2.24463383,1.58118629,1.63369188,-0.000234636656
0.010628,5.0,0.00384424223,2.24463835,1.58119239,1.63370565,-0.000220182159
0.010728,5.0,0.00441631129,2.24464235,1.58119821,1.63372026,-0.000204921711
0.010828,5.0,0.00497095119,2.24464582,1.58120372,1.63373574,-0.000188849574
0.010928,5.0,0.00550597301,2.24464875,1.5812089,1.63375195,-0.000172090694
0.011028,5.0,0.00601926528,2.24465112,1.58121374,1.6337689,-0.000154645304
0.011128,5.0,0.00650880225,2.24465293,1.5812182,1.63378646,-0.000136643333
0.011228,5.0,0.00697265196,2.24465418,1.58122229,1.63380463,-0.000118090078
0.011328,5.0,0.00740898379,2.24465484,1.58122597,1.63382327,-9.91195383e-05
0.011428,5.0,0.00781607575,2.24465493,1.58122924,1.63384238,-7.97411012e-05
0.011528,5.0,0.00819232123,2.24465444,1.58123209,1.63386182,-6.00918535e-05
0.011628,5.0,0.00853623536,2.24465338,1.5812345,1.63388157,-4.01842428e-05
0.011728,5.0,0.00884646086,2.24465175,1.58123646,1.63390151,-2.01574078e-05
0.011828,5.0,0.00912177343,2.24464955,1.58123796,1.63392161,-2.57728003e-08
0.011928,5.0,0.00936108653,2.2446468,1.58123901,1.63394174,2.00705554e-05
0.012028,5.0,0.00956345569,2.2446435,1.58123959,1.63396187,4.01162983e-05
0.012128,5.0,0.00972808227,2.24463967,1.58123971,1.63398188,5.9971503e-05
0.012228,5.0,0.00985431655,2.24463532,1.58123936,1.63400174,7.9621188e-05
0.012328,5.0,0.00994166034,2.24463048,1.58123855,1.63402132,9.89267025e-05
0.012428,5.0,0.00998976894,2.24462516,1.58123728,1.63404059,0.00011787453
0.012528,5.0,0.00999845249,2.24461938,1.58123555,1.63405943,0.000136328481
0.012628,5.0,0.00996767671,2.24461316,1.58123337,1.63407782,0.000154277675
0.012728,5.0,0.00989756307,2.24460654,1.58123075,1.63409563,0.000171589541
0.012828,5.0,0.00978838826,2.24459953,1.5812277,1.63411284,0.000188256988
