time,v(N001),v(N002),v(N003),v(N004),v(N005),v(N006),v(N007),v(N008)
0.0,0.0,2.0,1.38239653,9.60693773,0.0,0.0,12.0,0.0
1e-06,6.27690799e-07,2.0,1.38239653,9.60591531,-0.00102241709,0.000628318489,12.0,0.0
2e-06,1.88244508e-06,2.0,1.38239653,9.60590086,-0.00103685762,0.00125663673,12.0,0.0
4e-06,5.64482602e-06,2.0,1.38239654,9.60590071,-0.00103698616,0.00251327148,12.0,0.0
8e-06,2.06717899e-05,2.0,1.38239655,9.60590165,-0.00103599719,0.00502652708,12.0,0.0
1.6e-05,8.05845814e-05,2.0,1.38239657,9.60590233,-0.00103524399,0.0100529272,12.0,0.0
3.2e-05,0.000318652806,2.0,1.38239661,9.60590488,-0.00103252854,0.0201048383,12.0,0.0
6.4e-05,0.00125832339,2.0,1.38239669,9.60590875,-0.00102832005,0.0402015494,12.0,0.0
0.000128,0.00491795138,2.0,1.38239685,9.60591766,-0.0010187588,0.0803381001,12.0,0.0
0.000228,0.0150736337,2.0,1.38239711,9.6059304,-0.00100500633,0.142767131,12.0,0.0
0.000328,0.0301808998,2.0,1.38239735,9.60594376,-0.00099064467,0.204632726,12.0,0.0
0.000428,0.0497028834,2.0,1.3823976,9.60595615,-0.000977273543,0.265690728,12.0,0.0
0.000528,0.0731307468,2.0,1.38239784,9.60596917,-0.000963288932,0.325700171,12.0,0.0
0.000628,0.0999813611,2.0,1.38239808,9.60598121,-0.000950288811,0.384424223,12.0,0.0
0.000728,0.129795296,2.0,1.38239831,9.60599388,-0.000936671097,0.441631129,12.0,0.0
0.000828,0.162135089,2.0,1.38239855,9.60600559,-0.000924031953,0.497095119,12.0,0.0
0.000928,0.196583767,2.0,1.38239877,9.60601794,-0.000910771246,0.550597301,12.0,0.0
0.001028,0.232743591,2.0,1.382399,9.60602932,-0.000898483336,0.601926528,12.0,0.0
0.001128,0.270234999,2.0,1.38239922,9.60604134,-0.000885570022,0.650880225,12.0,0.0
0.001228,0.308695733,2.0,1.38239944,9.60605241,-0.000873623861,0.697265196,12.0,0.0
0.001328,0.347780119,2.0,1.38239966,9.60606411,-0.000861048566,0.740898379,12.0,0.0
0.001428,0.387158487,2.0,1.38239987,9.60607487,-0.000849434922,0.781607575,12.0,0.0
0.001528,0.426516712,2.0,1.38240008,9.60608628,-0.000837188556,0.819232123,12.0,0.0
