time,v(N001),v(N002),v(N004),@dled12_1[id]
0.011628,-0.489443332,5.0,0.702803114,0.00631940719
0.011728,-0.516593106,5.0,0.702803114,0.00631940719
0.011828,-0.543233065,5.0,0.702803114,0.00631940719
0.011928,-0.569336919,5.0,0.702803114,0.00631940719
0.012028,-0.594878905,5.0,0.702803114,0.00631940719
0.012128,-0.619833818,5.0,0.702803114,0.00631940719
0.012228,-0.64417703,5.0,0.702803114,0.00631940719
0.012328,-0.667884517,5.0,0.702803114,0.00631940719
0.012428,-0.690932882,5.0,0.702803114,0.00631940719
0.012528,-0.71329938,5.0,0.702803114,0.00631940719
0.012628,-0.734961938,5.0,0.702803114,0.00631940719
0.012728,-0.755899177,5.0,0.702803114,0.00631940719
0.012828,-0.776090435,5.0,0.702803114,0.00631940719
0.012928,-0.795515785,5.0,0.702803114,0.00631940719
0.013028,-0.814156057,5.0,0.702803114,0.00631940719
0.013128,-0.831992856,5.0,0.702803114,0.00631940719
0.013228,-0.849008578,5.0,0.702803114,0.00631940719
0.013328,-0.865186431,5.0,0.702803114,0.00631940719
0.013428,-0.880510449,5.0,0.702803114,0.00631940719
0.013528,-0.89496551,5.0,0.702803114,0.00631940719
0.013628,-0.908537348,5.0,0.702803114,0.00631940719
0.013728,-0.921212569,5.0,0.702803114,0.00631940719
0.013828,-0.932978665,5.0,0.702803114,0.00631940719
0.013928,-0.943824024,5.0,0.702803114,0.00631940719
0.014028,-0.953737942,5.0,0.702803114,0.00631940719
0.014128,-0.962710636,5.0,0.702803114,0.00631940719
0.014228,-0.97073325,5.0,0.702803114,0.00631940719
0.014328,-0.977797869,5.0,0.702803114,0.00631940719
0.014428,-0.983897518,5.0,0.702803114,0.00631940719
0.014528,-0.98902618,5.0,0.702803114,0.00631940719
0.014628,-0.993178792,5.0,0.702803114,0.00631940719
0.014728,-0.996351257,5.0,0.702803114,0.00631940719
0.014828,-0.998540443,5.0,0.702803114,0.00631940719
0.014928,-0.999744191,5.0,0.702803114,0.00631940719
0.015028,-0.999961311,5.0,0.702803114,0.00631940719
0.015128,-0.999191591,5.0,0.702803114,0.00631940719
0.015228,-0.997435789,5.0,0.702803114,0.00631940719
0.015328,-0.994695638,5.0,0.702803114,0.00631940719
0.015428,-0.990973843,5.0,0.702803114,0.00631940719
0.015528,-0.986274077,5.0,0.702803114,0.00631940719
0.015628,-0.980600977,5.0,0.702803114,0.00631940719
0.015728,-0.973960142,5.0,0.702803114,0.00631940719
0.015828,-0.966358126,5.0,0.702803114,0.00631940719
0.015928,-0.957802431,5.0,0.702803114,0.00631940719
0.016028,-0.948301501,5.0,0.702803114,0.00631940719
0.016128,-0.937864712,5.0,0.702803114,0.00631940719
0.016228,-0.926502363,5.0,0.702803114,0.00631940719
0.016328,-0.914225669,5.0,0.702803114,0.00631940719
0.016428,-0.901046744,5.0,0.702803114,0.00631940719
0.016528,-0.886978595,5.0,0.702803114,0.00631940719
0.016628,-0.872035105,5.0,0.702803114,0.00631940719
0.016728,-0.856231022,5.0,0.702803114,0.00631940719
0.016828,-0.839581942,5.0,0.702803114,0.00631940719
0.016928,-0.822104296,5.0,0.702803114,0.00631940719
0.017028,-0.803815332,5.0,0.702803114,0.00631940719
0.017128,-0.7847331,5.0,0.702803114,0.00631940719
0.017228,-0.764876431,5.0,0.702803114,0.00631940719
0.017328,-0.744264921,5.0,0.702803114,0.00631940719
0.017428,-0.722918911,5.0,0.702803114,0.00631940719
0.017528,-0.700859468,5.0,0.702803114,0.00631940719
0.017628,-0.678108361,5.0,0.702803114,0.00631940719
0.017728,-0.654688044,5.0,0.702803114,0.00631940719
0.017828,-0.630621628,5.0,0.702803114,0.00631940719
0.017928,-0.605932864,5.0,0.702803114,0.00631940719
0.018028,-0.580646118,5.0,0.702803114,0.00631940719
0.018128,-0.554786345,5.0,0.702803114,0.00631940719
0.018228,-0.528379064,5.0,0.702803114,0.00631940719
0.018328,-0.501450337,5.0,0.702803114,0.00631940719
0.018428,-0.474026739,5.0,0.702803114,0.00631940719
0.018528,-0.446135334,5.0,0.702803114,0.00631940719
0.018628,-0.417803647,5.0,0.702803114,0.00631940719
0.018728,-0.389059638,5.0,0.702803114,0.00631940719
0.018828,-0.359931675,5.0,0.702803114,0.00631940719
0.018928,-0.330448502,5.0,0.702803114,0.00631940719
0.019028,-0.300639217,5.0,0.702803114,0.00631940719
0.019128,-0.270533237,5.0,0.702803114,0.00631940719
0.019228,-0.240160273,5.0,0.702803114,0.00631940719
0.019328,-0.2095503,5.0,0.702803114,0.00631940719
0.019428,-0.178733527,5.0,0.702803114,0.00631940719
0.019528,-0.147740364,5.0,0.702803114,0.00631940719
0.019628,-0.1166014,5.0,0.702803114,0.00631940719
0.019728,-0.0853473649,5.0,0.702803114,0.00631940719
0.019828,-0.0540091018,5.0,0.702803114,0.00631940719
0.019928,-0.0226175383,5.0,0.702803114,0.00631940719
0.020028,0.00879634599,5.0,0.702803114,0.00631940719
0.020128,0.0402015494,5.0,0.702803114,0.00631940719
0.020228,0.0715670787,5.0,0.702803114,0.00631940719
0.020328,0.10286198,5.0,0.702803114,0.00631940719
0.020428,0.134055369,5.0,0.702803114,0.00631940719
0.020528,0.165116461,5.0,0.702803114,0.00631940719
0.020628,0.196014604,5.0,0.702803114,0.00631940719
0.020728,0.226719303,5.0,0.702803114,0.00631940719
0.020828,0.257200258,5.0,0.702803114,0.00631940719
0.020928,0.287427388,5.0,0.702803114,0.00631940719
0.021028,0.317370861,5.0,0.702803114,0.00631940719
0.021128,0.347001128,5.0,0.702803114,0.00631940719
0.021228,0.376288946,5.0,0.702803114,0.00631940719
0.021328,0.405205413,5.0,0.702803114,0.00631940719
0.021428,0.433721991,5.0,0.702803114,0.00631940719
0.021528,0.461810537,5.0,0.702803114,0.00631940719
0.021628,0.489443332,5.0,0.702803114,0.00631940719
0.021728,0.516593106,5.0,0.702803114,0.00631940719
0.021828,0.543233065,5.0,0.702803114,0.00631940719
0.021928,0.569336919,5.0,0.702803114,0.00631940719
0.022028,0.594878905,5.0,0.702803114,0.00631940719
0.022128,0.619833818,5.0,0.702803114,0.00631940719
0.022228,0.64417703,5.0,0.702803114,0.00631940719
0.022328,0.667884517,5.0,0.702803114,0.00631940719
0.022428,0.690932882,5.0,0.702803114,0.00631940719
0.022528,0.71329938,5.0,0.702803114,0.00631940719
0.022628,0.734961938,5.0,0.702803114,0.00631940719
0.022728,0.755899177,5.0,0.702803114,0.00631940719
0.022828,0.776090435,5.0,0.702803114,0.00631940719
0.022928,0.795515785,5.0,0.702803114,0.00631940719
0.023028,0.814156057,5.0,0.702803114,0.00631940719
0.023128,0.831992856,5.0,0.702803114,0.00631940719
0.023228,0.849008578,5.0,0.702803114,0.00631940719
0.023328,0.865186431,5.0,0.702803114,0.00631940719
0.023428,0.880510449,5.0,0.702803114,0.00631940719
0.023528,0.89496551,5.0,0.702803114,0.00631940719
0.023628,0.908537348,5.0,0.702803114,0.00631940719
0.023728,0.921212569,5.0,0.702803114,0.00631940719
0.023828,0.932978665,5.0,0.702803114,0.00631940719
0.023928,0.943824024,5.0,0.702803114,0.00631940719
0.024028,0.953737942,5.0,0.702803114,0.00631940719
0.024128,0.962710636,5.0,0.702803114,0.00631940719
0.024228,0.97073325,5.0,0.702803114,0.00631940719
0.024328,0.977797869,5.0,0.702803114,0.00631940719
0.024428,0.983897518,5.0,0.702803114,0.00631940719
0.024528,0.98902618,5.0,0.702803114,0.00631940719
0.024628,0.993178792,5.0,0.702803114,0.00631940719
0.024728,0.996351257,5.0,0.702803114,0.00631940719
0.024828,0.998540443,5.0,0.702803114,0.00631940719
0.024928,0.999744191,5.0,0.702803114,0.00631940719
0.025028,0.999961311,5.0,0.702803114,0.00631940719
0.025128,0.999191591,5.0,0.702803114,0.00631940719
0.025228,0.997435789,5.0,0.702803114,0.00631940719
0.025328,0.994695638,5.0,0.702803114,0.00631940719
0.025428,0.990973843,5.0,0.702803114,0.00631940719
0.025528,0.986274077,5.0,0.702803114,0.00631940719
0.025628,0.980600977,5.0,0.702803114,0.00631940719
0.025728,0.973960142,5.0,0.702803114,0.00631940719
0.025828,0.966358126,5.0,0.702803114,0.00631940719
0.025928,0.957802431,5.0,0.702803114,0.00631940719
0.026028,0.948301501,5.0,0.702803114,0.00631940719
0.026128,0.937864712,5.0,0.702803114,0.00631940719
0.026228,0.926502363,5.0,0.702803114,0.00631940719
0.026328,0.914225669,5.0,0.702803114,0.00631940719
0.026428,0.901046744,5.0,0.702803114,0.00631940719
0.026528,0.886978595,5.0,0.702803114,0.00631940719
0.026628,0.872035105,5.0,0.702803114,0.00631940719
0.026728,0.856231022,5.0,0.702803114,0.00631940719
0.026828,0.839581942,5.0,0.702803114,0.00631940719
0.026928,0.822104296,5.0,0.702803114,0.00631940719
0.027028,0.803815332,5.0,0.702803114,0.00631940719
0.027128,0.7847331,5.0,0.702803114,0.00631940719
0.027228,0.764876431,5.0,0.702803114,0.00631940719
0.027328,0.744264921,5.0,0.702803114,0.00631940719
0.027428,0.722918911,5.0,0.702803114,0.00631940719
