time,v(N001),v(N002),v(N003),v(N004),v(N005),v(N006),v(N007),v(N008),@ddiode7_1[id]
0.0,0.0,-9.0,-1.55293991,-8.99999431,-4.63477436e-14,-0.791174098,-0.120767576,-0.808234107,6.42667432e-26
1e-08,3.14159265e-07,-9.0,-1.55293991,-8.99999431,-1.84297022e-14,-0.791174098,-0.120767576,-0.808234107,4.35621568e-19
1.08912677e-08,3.42159265e-07,-9.0,-1.55293991,-8.99999431,-3.42281758e-13,-0.791174098,-0.120767576,-0.808234107,4.74447629e-19
1.26738031e-08,3.98159265e-07,-9.0,-1.55293991,-8.99999431,-2.71782596e-13,-0.791174098,-0.120767576,-0.808234107,5.52098791e-19
1.62388738e-08,5.10159265e-07,-9.0,-1.55293991,-8.99999431,-6.43929354e-14,-0.791174098,-0.120767576,-0.808234107,7.07401162e-19
2.33690153e-08,7.34159265e-07,-9.0,-1.55293991,-8.99999431,-3.97459843e-14,-0.791174098,-0.120767576,-0.808234107,1.01800701e-18
3.76292982e-08,1.18215926e-06,-9.0,-1.55293991,-8.99999431,-6.22835117e-14,-0.791174098,-0.120767576,-0.808234107,1.63922104e-18
6.61498642e-08,2.07815921e-06,-9.0,-1.55293991,-8.99999431,-3.86357613e-14,-0.791174098,-0.120767576,-0.808234107,2.88165796e-18
1.23190996e-07,3.8701589e-06,-9.0,-1.55293991,-8.99999431,-4.82947016e-14,-0.791174098,-0.120767576,-0.808234107,5.36656757e-18
2.3727326e-07,7.45415654e-06,-9.0,-1.55293991,-8.99999431,-4.72955008e-14,-0.791174098,-0.120767576,-0.808234107,1.03365284e-17
4.65437787e-07,1.46221385e-05,-9.0,-1.55293991,-8.99999431,-4.49640325e-14,-0.791174098,-0.120767576,-0.808234107,2.02770078e-17
9.21766842e-07,2.89579975e-05,-9.0,-1.55293991,-8.99999431,-4.1855408e-14,-0.791174098,-0.120767576,-0.808234107,4.01601267e-17
1.83442495e-06,5.76288835e-05,-9.0,-1.55293991,-8.99999431,-3.78586051e-14,-0.791174098,-0.120767576,-0.808234107,7.99344382e-17
2.83442495e-06,8.9041379e-05,-9.0,-1.55293991,-8.99999431,-3.16413562e-14,-0.791174098,-0.120767576,-0.808234107,1.23526245e-16
3.83442495e-06,0.000120450359,-9.0,-1.55293991,-8.99999431,-2.36477504e-14,-0.791174098,-0.120767576,-0.808234107,1.67127972e-16
4.83442495e-06,0.000151854585,-9.0,-1.55293991,-8.99999431,-1.29896094e-14,-0.791174098,-0.120767576,-0.808234107,2.1073791e-16
