 time            time            v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         v(N006)         v(N007)         v(N008)         @ddiode7_1[id] 
 0.00000000e+00  0.00000000e+00  0.00000000e+00 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00 -4.63477436e-14 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  6.42667432e-26 
 1.00000000e-08  1.00000000e-08  3.14159265e-07 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00 -1.84297022e-14 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  4.35621568e-19 
 1.08912677e-08  1.08912677e-08  3.42159265e-07 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00 -3.42281758e-13 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  4.74447629e-19 
 1.26738031e-08  1.26738031e-08  3.98159265e-07 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00 -2.71782596e-13 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  5.52098791e-19 
 1.62388738e-08  1.62388738e-08  5.10159265e-07 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00 -6.43929354e-14 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  7.07401162e-19 
 2.33690153e-08  2.33690153e-08  7.34159265e-07 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00 -3.97459843e-14 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  1.01800701e-18 
 3.76292982e-08  3.76292982e-08  1.18215926e-06 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00 -6.22835117e-14 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  1.63922104e-18 
 6.61498642e-08  6.61498642e-08  2.07815921e-06 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00 -3.86357613e-14 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  2.88165796e-18 
 1.23190996e-07  1.23190996e-07  3.87015890e-06 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00 -4.82947016e-14 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  5.36656757e-18 
 2.37273260e-07  2.37273260e-07  7.45415654e-06 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00 -4.72955008e-14 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  1.03365284e-17 
 4.65437787e-07  4.65437787e-07  1.46221385e-05 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00 -4.49640325e-14 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  2.02770078e-17 
 9.21766842e-07  9.21766842e-07  2.89579975e-05 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00 -4.18554080e-14 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  4.01601267e-17 
 1.83442495e-06  1.83442495e-06  5.76288835e-05 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00 -3.78586051e-14 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  7.99344382e-17 
 2.83442495e-06  2.83442495e-06  8.90413790e-05 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00 -3.16413562e-14 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  1.23526245e-16 
 3.83442495e-06  3.83442495e-06  1.20450359e-04 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00 -2.36477504e-14 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  1.67127972e-16 
 4.83442495e-06  4.83442495e-06  1.51854585e-04 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00 -1.29896094e-14 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  2.10737910e-16 
 5.83442495e-06  5.83442495e-06  1.83252815e-04 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00 -1.11022302e-16 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  2.54354347e-16 
 6.83442495e-06  6.83442495e-06  2.14643810e-04 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  1.50990331e-14 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  2.97975570e-16 
 7.83442495e-06  7.83442495e-06  2.46026332e-04 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  3.09752224e-14 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  3.41599865e-16 
 8.83442495e-06  8.83442495e-06  2.77399142e-04 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  4.91828800e-14 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  3.85225513e-16 
 9.83442495e-06  9.83442495e-06  3.08760999e-04 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  6.99440506e-14 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  4.28850796e-16 
 1.08344250e-05  1.08344250e-05  3.40110668e-04 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  9.22595333e-14 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  4.72473994e-16 
 1.18344250e-05  1.18344250e-05  3.71446910e-04 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  1.16906484e-13 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  5.16093383e-16 
 1.28344250e-05  1.28344250e-05  4.02768487e-04 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  1.42774681e-13 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  5.59707241e-16 
 1.38344250e-05  1.38344250e-05  4.34074164e-04 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  1.70641279e-13 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  6.03313841e-16 
 1.48344250e-05  1.48344250e-05  4.65362705e-04 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  2.01283434e-13 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  6.46911456e-16 
 1.58344250e-05  1.58344250e-05  4.96632873e-04 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  2.34257058e-13 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  6.90498357e-16 
 1.68344250e-05  1.68344250e-05  5.27883436e-04 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  2.67341704e-13 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  7.34072816e-16 
 1.78344250e-05  1.78344250e-05  5.59113158e-04 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  3.02757819e-13 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  7.77633101e-16 
 1.88344250e-05  1.88344250e-05  5.90320808e-04 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  3.41948692e-13 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  8.21177479e-16 
 1.98344250e-05  1.98344250e-05  6.21505153e-04 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  3.82027743e-13 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  8.64704216e-16 
 2.08344250e-05  2.08344250e-05  6.52664962e-04 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  4.23217017e-13 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  9.08211579e-16 
 2.18344250e-05  2.18344250e-05  6.83799005e-04 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  4.67625938e-13 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  9.51697832e-16 
 2.28344250e-05  2.28344250e-05  7.14906052e-04 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  5.13478149e-13 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  9.95161237e-16 
 2.38344250e-05  2.38344250e-05  7.45984877e-04 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  5.61106717e-13 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  1.03860006e-15 
 2.48344250e-05  2.48344250e-05  7.77034251e-04 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  6.11177775e-13 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  1.08201255e-15 
 2.58344250e-05  2.58344250e-05  8.08052949e-04 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  6.61692923e-13 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  1.12539699e-15 
 2.68344250e-05  2.68344250e-05  8.39039747e-04 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  7.16315895e-13 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  1.16875162e-15 
 2.78344250e-05  2.78344250e-05  8.69993420e-04 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  7.71160913e-13 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  1.21207471e-15 
 2.88344250e-05  2.88344250e-05  9.00912748e-04 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  8.27893309e-13 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  1.25536452e-15 
 2.98344250e-05  2.98344250e-05  9.31796510e-04 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  8.88289442e-13 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  1.29861930e-15 
 3.08344250e-05  3.08344250e-05  9.62643485e-04 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  9.49795798e-13 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  1.34183732e-15 
 3.18344250e-05  3.18344250e-05  9.93452457e-04 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  1.01274544e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  1.38501682e-15 
 3.28344250e-05  3.28344250e-05  1.02422221e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  1.07869269e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  1.42815607e-15 
 3.38344250e-05  3.38344250e-05  1.05495153e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  1.14552812e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  1.47125333e-15 
 3.48344250e-05  3.48344250e-05  1.08563920e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  1.21458399e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  1.51430686e-15 
 3.58344250e-05  3.58344250e-05  1.11628401e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  1.28674849e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  1.55731490e-15 
 3.68344250e-05  3.68344250e-05  1.14688475e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  1.36002321e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  1.60027572e-15 
 3.78344250e-05  3.78344250e-05  1.17744022e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  1.43518530e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  1.64318757e-15 
 3.88344250e-05  3.88344250e-05  1.20794920e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  1.51212376e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  1.68604871e-15 
 3.98344250e-05  3.98344250e-05  1.23841049e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  1.59150471e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  1.72885741e-15 
 4.08344250e-05  4.08344250e-05  1.26882289e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  1.67221792e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  1.77161191e-15 
 4.18344250e-05  4.18344250e-05  1.29918521e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  1.75393033e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  1.81431048e-15 
 4.28344250e-05  4.28344250e-05  1.32949623e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  1.83841831e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  1.85695137e-15 
 4.38344250e-05  4.38344250e-05  1.35975477e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  1.92557081e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  1.89953284e-15 
 4.48344250e-05  4.48344250e-05  1.38995962e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  2.01505479e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  1.94205316e-15 
 4.58344250e-05  4.58344250e-05  1.42010961e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  2.10598206e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  1.98451059e-15 
 4.68344250e-05  4.68344250e-05  1.45020352e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  2.19768648e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  2.02690338e-15 
 4.78344250e-05  4.78344250e-05  1.48024019e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  2.29261055e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  2.06922979e-15 
 4.88344250e-05  4.88344250e-05  1.51021842e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  2.38931097e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  2.11148810e-15 
 4.98344250e-05  4.98344250e-05  1.54013703e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  2.48623344e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  2.15367657e-15 
 5.08344250e-05  5.08344250e-05  1.56999484e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  2.58659760e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  2.19579345e-15 
 5.18344250e-05  5.18344250e-05  1.59979067e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  2.68840505e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  2.23783702e-15 
 5.28344250e-05  5.28344250e-05  1.62952334e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  2.79176682e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  2.27980555e-15 
 5.38344250e-05  5.38344250e-05  1.65919168e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  2.89868129e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  2.32169729e-15 
 5.48344250e-05  5.48344250e-05  1.68879451e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  3.00592884e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  2.36351054e-15 
 5.58344250e-05  5.58344250e-05  1.71833068e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  3.11606296e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  2.40524354e-15 
 5.68344250e-05  5.68344250e-05  1.74779901e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  3.22653015e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  2.44689459e-15 
 5.78344250e-05  5.78344250e-05  1.77719834e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  3.34077210e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  2.48846195e-15 
 5.88344250e-05  5.88344250e-05  1.80652751e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  3.45523610e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  2.52994389e-15 
 5.98344250e-05  5.98344250e-05  1.83578536e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  3.57269769e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  2.57133871e-15 
 6.08344250e-05  6.08344250e-05  1.86497073e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  3.69193565e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  2.61264467e-15 
 6.18344250e-05  6.18344250e-05  1.89408248e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  3.81283893e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  2.65386007e-15 
 6.28344250e-05  6.28344250e-05  1.92311946e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  3.93540756e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  2.69498318e-15 
 6.38344250e-05  6.38344250e-05  1.95208051e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  4.05986356e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  2.73601229e-15 
 6.48344250e-05  6.48344250e-05  1.98096450e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  4.18598489e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  2.77694568e-15 
 6.58344250e-05  6.58344250e-05  2.00977029e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  4.31521485e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  2.81778166e-15 
 6.68344250e-05  6.68344250e-05  2.03849673e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  4.44455583e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  2.85851851e-15 
 6.78344250e-05  6.78344250e-05  2.06714269e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  4.57733851e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  2.89915453e-15 
 6.88344250e-05  6.88344250e-05  2.09570705e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  4.71089834e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  2.93968801e-15 
 6.98344250e-05  6.98344250e-05  2.12418867e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  4.84623452e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  2.98011725e-15 
 7.08344250e-05  7.08344250e-05  2.15258644e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  4.98345809e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  3.02044057e-15 
 7.18344250e-05  7.18344250e-05  2.18089922e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  5.12301312e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  3.06065626e-15 
 7.28344250e-05  7.28344250e-05  2.20912591e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  5.26456656e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  3.10076263e-15 
 7.38344250e-05  7.38344250e-05  2.23726538e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  5.40767431e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  3.14075799e-15 
 7.48344250e-05  7.48344250e-05  2.26531653e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  5.55133717e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  3.18064067e-15 
 7.58344250e-05  7.58344250e-05  2.29327825e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  5.69810865e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  3.22040897e-15 
 7.68344250e-05  7.68344250e-05  2.32114943e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  5.84632343e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  3.26006122e-15 
 7.78344250e-05  7.78344250e-05  2.34892898e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  5.99742478e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  3.29959573e-15 
 7.88344250e-05  7.88344250e-05  2.37661580e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  6.14919227e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  3.33901085e-15 
 7.98344250e-05  7.98344250e-05  2.40420879e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  6.30395736e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  3.37830489e-15 
 8.08344250e-05  8.08344250e-05  2.43170687e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  6.45905551e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  3.41747619e-15 
 8.18344250e-05  8.18344250e-05  2.45910895e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  6.61604105e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  3.45652310e-15 
 8.28344250e-05  8.28344250e-05  2.48641394e-03 -9.00000000e+00 -1.55293991e+00 -8.99999431e+00  6.77491396e-12 -7.91174098e-01 -1.20767576e-01 -8.08234107e-01  3.49544394e-15 
