 time            time            v(N001)         v(N002)         v(N004)        
 2.82280000e-02  2.82280000e-02  2.64189532e+00  1.21821378e-178  1.21821378e-178 
 2.83280000e-02  2.83280000e-02  2.50725168e+00  3.39667249e-179  3.39667249e-179 
 2.84280000e-02  2.84280000e-02  2.37013369e+00  9.47073837e-180  9.47073837e-180 
 2.85280000e-02  2.85280000e-02  2.23067667e+00  2.64066923e-180  2.64066923e-180 
 2.86280000e-02  2.86280000e-02  2.08901823e+00  7.36281976e-181  7.36281976e-181 
 2.87280000e-02  2.87280000e-02  1.94529819e+00  2.05293091e-181  2.05293091e-181 
 2.88280000e-02  2.88280000e-02  1.79965837e+00  5.72406424e-182  5.72406424e-182 
 2.89280000e-02  2.89280000e-02  1.65224251e+00  1.59600653e-182  1.59600653e-182 
 2.90280000e-02  2.90280000e-02  1.50319608e+00  4.45004937e-183  4.45004937e-183 
 2.91280000e-02  2.91280000e-02  1.35266618e+00  1.24078060e-183  1.24078060e-183 
 2.92280000e-02  2.92280000e-02  1.20080137e+00  3.45959419e-184  3.45959419e-184 
 2.93280000e-02  2.93280000e-02  1.04775150e+00  9.64617916e-185  9.64617916e-185 
 2.94280000e-02  2.94280000e-02  8.93667633e-01  2.68958633e-185  2.68958633e-185 
 2.95280000e-02  2.95280000e-02  7.38701822e-01  7.49921239e-186  7.49921239e-186 
 2.96280000e-02  2.96280000e-02  5.83007002e-01  2.09096045e-186  2.09096045e-186 
 2.97280000e-02  2.97280000e-02  4.26736825e-01  5.83009972e-187  5.83009972e-187 
 2.98280000e-02  2.98280000e-02  2.70045509e-01  1.62557177e-187  1.62557177e-187 
 2.99280000e-02  2.99280000e-02  1.13087692e-01  4.53248435e-188  4.53248435e-188 
 3.00280000e-02  3.00280000e-02 -4.39817299e-02  1.26376545e-188  1.26376545e-188 
 3.01280000e-02  3.01280000e-02 -2.01007747e-01  3.52368148e-189  3.52368148e-189 
 3.02280000e-02  3.02280000e-02 -3.57835393e-01  9.82486990e-190  9.82486990e-190 
 3.03280000e-02  3.03280000e-02 -5.14309899e-01  2.73940960e-190  2.73940960e-190 
 3.04280000e-02  3.04280000e-02 -6.70276844e-01  7.63813163e-191  7.63813163e-191 
 3.05280000e-02  3.05280000e-02 -8.25582306e-01  2.12969447e-191  2.12969447e-191 
 3.06280000e-02  3.06280000e-02 -9.80073018e-01  5.93809947e-192  5.93809947e-192 
 3.07280000e-02  3.07280000e-02 -1.13359652e+00  1.65568469e-192  1.65568469e-192 
 3.08280000e-02  3.08280000e-02 -1.28600129e+00  4.61644640e-193  4.61644640e-193 
 3.09280000e-02  3.09280000e-02 -1.43713694e+00  1.28717609e-193  1.28717609e-193 
 3.10280000e-02  3.10280000e-02 -1.58685431e+00  3.58895595e-194  3.58895595e-194 
 3.11280000e-02  3.11280000e-02 -1.73500564e+00  1.00068708e-194  1.00068708e-194 
 3.12280000e-02  3.12280000e-02 -1.88144473e+00  2.79015582e-195  2.79015582e-195 
 3.13280000e-02  3.13280000e-02 -2.02602706e+00  7.77962427e-196  7.77962427e-196 
 3.14280000e-02  3.14280000e-02 -2.16860995e+00  2.16914602e-196  2.16914602e-196 
 3.15280000e-02  3.15280000e-02 -2.30905269e+00  6.04809985e-197  6.04809985e-197 
 3.16280000e-02  3.16280000e-02 -2.44721666e+00  1.68635544e-197  1.68635544e-197 
 3.17280000e-02  3.17280000e-02 -2.58296553e+00  4.70196381e-198  4.70196381e-198 
 3.18280000e-02  3.18280000e-02 -2.71616533e+00  1.31102039e-198  1.31102039e-198 
 3.19280000e-02  3.19280000e-02 -2.84668459e+00  3.65543960e-199  3.65543960e-199 
 3.20280000e-02  3.20280000e-02 -2.97439453e+00  1.01922432e-199  1.01922432e-199 
 3.21280000e-02  3.21280000e-02 -3.09916909e+00  2.84184209e-200  2.84184209e-200 
 3.22280000e-02  3.22280000e-02 -3.22088515e+00  7.92373800e-201  7.92373800e-201 
 3.23280000e-02  3.23280000e-02 -3.33942258e+00  2.20932838e-201  2.20932838e-201 
 3.24280000e-02  3.24280000e-02 -3.45466441e+00  6.16013794e-202  6.16013794e-202 
 3.25280000e-02  3.25280000e-02 -3.56649690e+00  1.71759435e-202  1.71759435e-202 
 3.26280000e-02  3.26280000e-02 -3.67480969e+00  4.78906539e-203  4.78906539e-203 
 3.27280000e-02  3.27280000e-02 -3.77949588e+00  1.33530640e-203  1.33530640e-203 
 3.28280000e-02  3.28280000e-02 -3.88045217e+00  3.72315483e-204  3.72315483e-204 
 3.29280000e-02  3.29280000e-02 -3.97757892e+00  1.03810495e-204  1.03810495e-204 
 3.30280000e-02  3.30280000e-02 -4.07078029e+00  2.89448582e-205  2.89448582e-205 
 3.31280000e-02  3.31280000e-02 -4.15996428e+00  8.07052137e-206  8.07052137e-206 
 3.32280000e-02  3.32280000e-02 -4.24504289e+00  2.25025511e-206  2.25025511e-206 
 3.33280000e-02  3.33280000e-02 -4.32593215e+00  6.27425148e-207  6.27425148e-207 
 3.34280000e-02  3.34280000e-02 -4.40255224e+00  1.74941194e-207  1.74941194e-207 
 3.35280000e-02  3.35280000e-02 -4.47482755e+00  4.87778048e-208  4.87778048e-208 
 3.36280000e-02  3.36280000e-02 -4.54268674e+00  1.36004230e-208  1.36004230e-208 
 3.37280000e-02  3.37280000e-02 -4.60606285e+00  3.79212445e-209  3.79212445e-209 
 3.38280000e-02  3.38280000e-02 -4.66489333e+00  1.05733534e-209  1.05733534e-209 
 3.39280000e-02  3.39280000e-02 -4.71912012e+00  2.94810476e-210  2.94810476e-210 
 3.40280000e-02  3.40280000e-02 -4.76868971e+00  8.22002382e-211  8.22002382e-211 
 3.41280000e-02  3.41280000e-02 -4.81355318e+00  2.29193998e-211  2.29193998e-211 
 3.42280000e-02  3.42280000e-02 -4.85366625e+00  6.39047891e-212  6.39047891e-212 
 3.43280000e-02  3.43280000e-02 -4.88898934e+00  1.78181894e-212  1.78181894e-212 
 3.44280000e-02  3.44280000e-02 -4.91948759e+00  4.96813898e-213  4.96813898e-213 
 3.45280000e-02  3.45280000e-02 -4.94513090e+00  1.38523642e-213  1.38523642e-213 
 3.46280000e-02  3.46280000e-02 -4.96589396e+00  3.86237170e-214  3.86237170e-214 
 3.47280000e-02  3.47280000e-02 -4.98175628e+00  1.07692195e-214  1.07692195e-214 
 3.48280000e-02  3.48280000e-02 -4.99270222e+00  3.00271695e-215  3.00271695e-215 
 3.49280000e-02  3.49280000e-02 -4.99872095e+00  8.37229574e-216  8.37229574e-216 
 3.50280000e-02  3.50280000e-02 -4.99980656e+00  2.33439705e-216  2.33439705e-216 
 3.51280000e-02  3.51280000e-02 -4.99595795e+00  6.50885941e-217  6.50885941e-217 
 3.52280000e-02  3.52280000e-02 -4.98717895e+00  1.81482626e-217  1.81482626e-217 
 3.53280000e-02  3.53280000e-02 -4.97347819e+00  5.06017132e-218  5.06017132e-218 
 3.54280000e-02  3.54280000e-02 -4.95486922e+00  1.41089725e-218  1.41089725e-218 
 3.55280000e-02  3.55280000e-02 -4.93137038e+00  3.93392024e-219  3.93392024e-219 
 3.56280000e-02  3.56280000e-02 -4.90300488e+00  1.09687141e-219  1.09687141e-219 
 3.57280000e-02  3.57280000e-02 -4.86980071e+00  3.05834081e-220  3.05834081e-220 
 3.58280000e-02  3.58280000e-02 -4.83179063e+00  8.52738842e-221  8.52738842e-221 
 3.59280000e-02  3.59280000e-02 -4.78901215e+00  2.37764061e-221  2.37764061e-221 
 3.60280000e-02  3.60280000e-02 -4.74150750e+00  6.62943284e-222  6.62943284e-222 
 3.61280000e-02  3.61280000e-02 -4.68932356e+00  1.84844503e-222  1.84844503e-222 
 3.62280000e-02  3.62280000e-02 -4.63251182e+00  5.15390851e-223  5.15390851e-223 
 3.63280000e-02  3.63280000e-02 -4.57112834e+00  1.43703343e-223  1.43703343e-223 
 3.64280000e-02  3.64280000e-02 -4.50523372e+00  4.00679419e-224  4.00679419e-224 
 3.65280000e-02  3.65280000e-02 -4.43489297e+00  1.11719041e-224  1.11719041e-224 
 3.66280000e-02  3.66280000e-02 -4.36017552e+00  3.11499508e-225  3.11499508e-225 
 3.67280000e-02  3.67280000e-02 -4.28115511e+00  8.68535411e-226  8.68535411e-226 
 3.68280000e-02  3.68280000e-02 -4.19790971e+00  2.42168524e-226  2.42168524e-226 
 3.69280000e-02  3.69280000e-02 -4.11052148e+00  6.75223984e-227  6.75223984e-227 
 3.70280000e-02  3.70280000e-02 -4.01907666e+00  1.88268657e-227  1.88268657e-227 
 3.71280000e-02  3.71280000e-02 -3.92366550e+00  5.24938214e-228  5.24938214e-228 
 3.72280000e-02  3.72280000e-02 -3.82438215e+00  1.46365377e-228  1.46365377e-228 
 3.73280000e-02  3.73280000e-02 -3.72132460e+00  4.08101809e-229  4.08101809e-229 
 3.74280000e-02  3.74280000e-02 -3.61459456e+00  1.13788582e-229  1.13788582e-229 
 3.75280000e-02  3.75280000e-02 -3.50429734e+00  3.17269884e-230  3.17269884e-230 
 3.76280000e-02  3.76280000e-02 -3.39054181e+00  8.84624604e-231  8.84624604e-231 
 3.77280000e-02  3.77280000e-02 -3.27344022e+00  2.46654577e-231  2.46654577e-231 
 3.78280000e-02  3.78280000e-02 -3.15310814e+00  6.87732177e-232  6.87732177e-232 
 3.79280000e-02  3.79280000e-02 -3.02966432e+00  1.91756242e-232  1.91756242e-232 
 3.80280000e-02  3.80280000e-02 -2.90323059e+00  5.34662438e-233  5.34662438e-233 
 3.81280000e-02  3.81280000e-02 -2.77393172e+00  1.49076724e-233  1.49076724e-233 
 3.82280000e-02  3.82280000e-02 -2.64189532e+00  4.15661695e-234  4.15661695e-234 
 3.83280000e-02  3.83280000e-02 -2.50725168e+00  1.15896460e-234  1.15896460e-234 
 3.84280000e-02  3.84280000e-02 -2.37013369e+00  3.23147153e-235  3.23147153e-235 
 3.85280000e-02  3.85280000e-02 -2.23067667e+00  9.01011842e-236  9.01011842e-236 
 3.86280000e-02  3.86280000e-02 -2.08901823e+00  2.51223733e-236  2.51223733e-236 
 3.87280000e-02  3.87280000e-02 -1.94529819e+00  7.00472079e-237  7.00472079e-237 
 3.88280000e-02  3.88280000e-02 -1.79965837e+00  1.95308432e-237  1.95308432e-237 
 3.89280000e-02  3.89280000e-02 -1.65224251e+00  5.44566798e-238  5.44566798e-238 
 3.90280000e-02  3.90280000e-02 -1.50319608e+00  1.51838297e-238  1.51838297e-238 
 3.91280000e-02  3.91280000e-02 -1.35266618e+00  4.23361624e-239  4.23361624e-239 
 3.92280000e-02  3.92280000e-02 -1.20080137e+00  1.18043385e-239  1.18043385e-239 
 3.93280000e-02  3.93280000e-02 -1.04775150e+00  3.29133296e-240  3.29133296e-240 
 3.94280000e-02  3.94280000e-02 -8.93667633e-01  9.17702645e-241  9.17702645e-241 
 3.95280000e-02  3.95280000e-02 -7.38701822e-01  2.55877529e-241  2.55877529e-241 
 3.96280000e-02  3.96280000e-02 -5.83007002e-01  7.13447981e-242  7.13447981e-242 
 3.97280000e-02  3.97280000e-02 -4.26736825e-01  1.98926425e-242  1.98926425e-242 
 3.98280000e-02  3.98280000e-02 -2.70045509e-01  5.54654631e-243  5.54654631e-243 
 3.99140000e-02  3.99140000e-02 -1.35072050e-01  1.54651027e-243  1.54651027e-243 
 4.00000000e-02  4.00000000e-02 -2.44929360e-15  4.31204191e-244  4.31204191e-244 
