time,v(N001),v(N002),v(N003),v(N004),v(N005),v(N006),v(N007),v(N008),v(N009),v(N010),@dled12_1[id]
0.7117814,7.99999906,2.78707547,2.33849719,11.9931729,12.0,10.7260977,0.0169983874,10.2737498,1.62230654,-7.61573621,0.000128887423
0.711785863,7.99999906,2.78708827,2.33851005,11.9931729,12.0,10.7260935,0.0172913266,10.2180727,1.62192739,-7.61080565,0.000128887235
0.711790749,7.99999906,2.78710227,2.33852414,11.9931729,12.0,10.7260981,0.0169089387,10.1574743,1.6202198,-7.60670463,0.000128887031
0.711796046,7.99999906,2.78711746,2.33853941,11.9931729,12.0,10.7260932,0.0171939745,10.0921853,1.61965546,-7.60097588,0.000128886808
0.711802158,7.99999906,2.78713498,2.33855703,11.9931729,12.0,10.7260984,0.0168011075,10.0173671,1.61767744,-7.59569723,0.000128886552
0.711809267,7.99999906,2.78715536,2.33857752,11.9931729,12.0,10.7260929,0.0170694885,9.93104278,1.61671074,-7.58823065,0.000128886254
0.711817879,7.99999906,2.78718004,2.33860234,11.9931729,12.0,10.7260987,0.0166548136,9.82746744,1.61418077,-7.58055486,0.000128885893
0.711828832,7.99999906,2.78721144,2.33863391,11.9931729,12.0,10.7260927,0.0168890756,9.69730682,1.61236396,-7.56940876,0.000128885434
0.711843472,7.99999906,2.78725341,2.33867612,11.9931729,12.0,10.7260988,0.0164224178,9.52600505,1.60850519,-7.55596762,0.00012888482
0.711864455,7.99999906,2.78731356,2.3387366,11.9931729,12.0,10.7260926,0.0165715738,9.28574535,1.60448084,-7.53525257,0.000128883941
0.711897093,7.99999906,2.78740712,2.33883068,11.9931729,12.0,10.7260989,0.0159581979,8.92401193,1.59668048,-7.50470356,0.000128882572
0.711947093,7.99999906,2.78755044,2.33897481,11.9931729,12.0,10.7260925,0.0158860477,8.39692579,1.5863484,-7.45659308,0.000128880476
0.711997093,7.99999906,2.78769377,2.33911893,11.9931729,12.0,10.7260989,0.0151693234,7.90100368,1.57487407,-7.4099948,0.00012887838
0.712047093,7.99999906,2.78783709,2.33926305,11.9931729,12.0,10.7260925,0.0151437016,7.43440301,1.56469946,-7.3624645,0.000128876284
0.712097093,7.99999906,2.78798041,2.33940717,11.9931729,12.0,10.7260989,0.0144710476,6.99539015,1.55338583,-7.31643866,0.000128874188
0.712147093,7.99999906,2.78812373,2.33955129,11.9931729,12.0,10.7260925,0.0144865809,6.58233397,1.54336256,-7.26948566,0.000128872093
0.712197093,7.99999906,2.78826704,2.3396954,11.9931729,12.0,10.726099,0.013852941,6.19369977,1.53220705,-7.22402589,0.000128869997
0.712247093,7.99999906,2.78841035,2.33983952,11.9931729,12.0,10.7260924,0.0139048969,5.82804361,1.52233272,-7.1776437,0.000128867901
0.712285758,7.99999906,2.78852118,2.33995096,11.9931729,12.0,10.726099,0.0133646275,5.56020594,1.51369036,-7.14302787,0.000128866281
0.712285759,7.99999906,2.78852118,2.33995096,11.9931729,12.0,10.7260947,0.0134659124,5.56019588,1.5138874,-7.14282917,0.00012886628
0.712285762,7.99999906,2.78852119,2.33995097,11.9931729,12.0,10.7260901,0.0135462044,5.56017577,1.51401224,-7.14270101,0.00012886628
0.712285763,7.99999906,2.78852119,2.33995097,11.9931729,12.0,10.7260901,0.01353673,5.56016934,1.51399243,-7.14271976,0.00012886628
0.712285764,7.99999906,2.78852119,2.33995097,11.9931729,12.0,10.7260901,0.0135330497,5.56016336,1.51399029,-7.14272092,0.00012886628
0.712285765,7.99999906,2.7885212,2.33995098,11.9931729,12.0,10.7260901,0.0135319511,5.56015571,1.51398636,-7.14272359,0.00012886628
0.712285767,7.99999906,2.7885212,2.33995098,11.9931729,12.0,10.7260902,0.0135313924,5.56014381,1.51398666,-7.14272132,0.00012886628
0.71228577,7.99999906,2.78852121,2.33995099,11.9931729,12.0,10.7260905,0.0135314554,5.56012518,1.51398502,-7.14271988,0.00012886628
0.712285775,7.99999906,2.78852123,2.339951,11.9931729,12.0,10.7260911,0.0135313626,5.56009132,1.51398491,-7.14271441,0.00012886628
0.712285785,7.99999906,2.78852125,2.33995103,11.9931729,12.0,10.7260924,0.013531369,5.56002362,1.51398196,-7.14270618,0.000128866279
0.712285797,7.99999906,2.78852129,2.33995107,11.9931729,12.0,10.7260935,0.0135312532,5.55994325,1.51398034,-7.14269455,0.000128866278
0.712285807,7.99999906,2.78852132,2.3399511,11.9931729,12.0,10.7260942,0.0135312453,5.55986899,1.51397725,-7.14268538,0.000128866279
0.712285818,7.99999906,2.78852135,2.33995113,11.9931729,12.0,10.7260947,0.0135311461,5.55979833,1.51397586,-7.14267512,0.000128866278
0.712285828,7.99999906,2.78852138,2.33995116,11.9931729,12.0,10.726095,0.0135311327,5.55972869,1.51397297,-7.14266651,0.000128866277
0.712285839,7.99999906,2.78852141,2.33995119,11.9931729,12.0,10.7260953,0.0135310417,5.55965748,1.51397151,-7.14265623,0.000128866277
0.712285849,7.99999906,2.78852144,2.33995122,11.9931729,12.0,10.7260954,0.013531019,5.55958639,1.51396863,-7.14264737,0.000128866276
0.71228586,7.99999906,2.78852147,2.33995125,11.9931729,12.0,10.7260955,0.0135309356,5.55951496,1.5139671,-7.14263711,0.000128866276
0.71228587,7.99999906,2.7885215,2.33995128,11.9931729,12.0,10.7260956,0.0135309057,5.55944403,1.51396429,-7.14262822,0.000128866276
0.712285881,7.99999906,2.78852153,2.33995131,11.9931729,12.0,10.7260956,0.0135308293,5.55937281,1.51396272,-7.14261804,0.000128866275
0.712285891,7.99999906,2.78852156,2.33995134,11.9931729,12.0,10.7260956,0.013530793,5.55930183,1.51395995,-7.1426091,0.000128866275
0.712285902,7.99999906,2.78852159,2.33995137,11.9931729,12.0,10.7260957,0.0135307225,5.55923061,1.51395833,-7.14259896,0.000128866274
0.712285912,7.99999906,2.78852162,2.3399514,11.9931729,12.0,10.7260957,0.0135306806,5.55915959,1.5139556,-7.14258997,0.000128866274
0.712285923,7.99999906,2.78852165,2.33995143,11.9931729,12.0,10.7260957,0.0135306154,5.55908841,1.51395394,-7.14257988,0.000128866274
