 time            time            v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         v(N006)         v(N007)         v(N009)         v(N010)         @ddiode7_1[id] 
 0.00000000e+00  0.00000000e+00  0.00000000e+00  9.00000000e+00  0.00000000e+00 -1.22428978e-16  6.60106000e-01  1.28188074e+00  8.99999914e+00  0.00000000e+00  0.00000000e+00  1.69058345e-28 
 1.00000000e-08  1.00000000e-08  5.95998614e-18  9.00000000e+00 -1.73625635e-04  1.57079632e-07  6.60106314e-01  1.28186664e+00  8.99999914e+00 -1.73626621e-04 -1.41071322e-05 -2.17810218e-19 
 1.06212158e-08  1.06212158e-08  6.35322807e-18  9.00000000e+00 -1.85077216e-04  1.66837668e-07  6.60106334e-01  1.28186571e+00  8.99999914e+00 -1.85078268e-04 -1.50375764e-05 -2.31340921e-19 
 1.18636475e-08  1.18636475e-08  7.18570406e-18  9.00000000e+00 -2.09267191e-04  1.86353739e-07  6.60106373e-01  1.28186374e+00  8.99999914e+00 -2.09268382e-04 -1.70030188e-05 -2.58402324e-19 
 1.43485108e-08  1.43485108e-08  9.12655651e-18  9.00000000e+00 -2.64827578e-04  2.25385881e-07  6.60106451e-01  1.28185923e+00  8.99999914e+00 -2.64829104e-04 -2.15173170e-05 -3.12525112e-19 
 1.93182375e-08  1.93182375e-08  1.41112259e-17  9.00000000e+00 -3.99914267e-04  3.03450164e-07  6.60106607e-01  1.28184825e+00  8.99999914e+00 -3.99916731e-04 -3.24931574e-05 -4.20770619e-19 
 2.92576908e-08  2.92576908e-08  2.84853995e-17  9.00000000e+00 -7.37881234e-04  4.59578730e-07  6.60106919e-01  1.28182079e+00  8.99999914e+00 -7.37886911e-04 -5.99531341e-05 -6.37261359e-19 
 4.91365975e-08  4.91365975e-08  7.47665260e-17  9.00000000e+00 -1.55632960e-03  7.71835856e-07  6.60107544e-01  1.28175429e+00  8.99999914e+00 -1.55634823e-03 -1.26452712e-04 -1.07024174e-18 
 8.61100364e-08  8.61100364e-08  2.22064502e-16  9.00000000e+00 -3.24267205e-03  1.35261322e-06  6.60108705e-01  1.28161726e+00  8.99999914e+00 -3.24274109e-03 -2.63470556e-04 -1.87555240e-18 
 1.60056914e-07  1.60056914e-07  7.42440258e-16  9.00000000e+00 -6.69121524e-03  2.51416771e-06  6.60111028e-01  1.28133702e+00  8.99999914e+00 -6.69149297e-03 -5.43675125e-04 -3.48615826e-18 
 3.07950670e-07  3.07950670e-07  2.50790813e-15  9.00000000e+00 -1.35806403e-02  4.83727479e-06  6.60115675e-01  1.28077707e+00  8.99999914e+00 -1.35817697e-02 -1.10348349e-03 -6.70730688e-18 
 6.03738181e-07  6.03738181e-07  6.93855920e-15  9.00000000e+00 -2.73627886e-02  9.48347443e-06  6.60124967e-01  1.27965650e+00  8.99999914e+00 -2.73673586e-02 -2.22345507e-03 -1.31493420e-17 
 1.19531320e-06  1.19531320e-06  8.97557670e-15  9.00000000e+00 -5.49220726e-02  1.87757594e-05  6.60143552e-01  1.27741425e+00  8.99999914e+00 -5.49404714e-02 -4.46333834e-03 -2.60322861e-17 
 2.19531320e-06  2.19531320e-06  6.42272630e-16  9.00000000e+00 -1.01507507e-01  3.44828057e-05  6.60174966e-01  1.27361933e+00  8.99999914e+00 -1.01570346e-01 -8.25062692e-03 -4.78058060e-17 
 3.19531320e-06  3.19531320e-06  4.86549484e-15  9.00000000e+00 -1.48108056e-01  5.01884906e-05  6.60206377e-01  1.26981732e+00  8.99999914e+00 -1.48241809e-01 -1.20404672e-02 -6.95737564e-17 
 4.19531320e-06  4.19531320e-06  8.85483001e-15  9.00000000e+00 -1.94710542e-01  6.58921943e-05  6.60237784e-01  1.26600927e+00  8.99999914e+00 -1.94941686e-01 -1.58317887e-02 -9.13352814e-17 
 5.19531320e-06  5.19531320e-06  5.27798941e-16  9.00000000e+00 -2.41308387e-01  8.15932966e-05  6.60269187e-01  1.26219573e+00  8.99999914e+00 -2.41663401e-01 -1.96240571e-02 -1.13089526e-16 
 6.19531320e-06  6.19531320e-06  5.08977638e-15  9.00000000e+00 -2.87904195e-01  9.72911777e-05  6.60300582e-01  1.25837648e+00  8.99999914e+00 -2.88409553e-01 -2.34174837e-02 -1.34835635e-16 
 7.19531320e-06  7.19531320e-06  8.72344127e-15  9.00000000e+00 -3.34491955e-01  1.12985218e-04  6.60331970e-01  1.25455200e+00  8.99999914e+00 -3.35174130e-01 -2.72115801e-02 -1.56572754e-16 
 8.19531320e-06  8.19531320e-06  4.21417457e-16  9.00000000e+00 -3.81073715e-01  1.28674798e-04  6.60363350e-01  1.25072214e+00  8.99999914e+00 -3.81959175e-01 -3.10065123e-02 -1.78300032e-16 
 9.19531320e-06  9.19531320e-06  5.31166372e-15  9.00000000e+00 -4.27643961e-01  1.44359298e-04  6.60394719e-01  1.24688734e+00  8.99999913e+00 -4.28759171e-01 -3.48018324e-02 -2.00016616e-16 
 1.01953132e-05  1.01953132e-05  8.58130484e-15  9.00000000e+00 -4.74204254e-01  1.60038099e-04  6.60426076e-01  1.24304746e+00  8.99999913e+00 -4.75575671e-01 -3.85976665e-02 -2.21721654e-16 
 1.11953132e-05  1.11953132e-05  3.23363117e-16  9.00000000e+00 -5.20749517e-01  1.75710581e-04  6.60457421e-01  1.23920293e+00  8.99999913e+00 -5.22403591e-01 -4.23936019e-02 -2.43414296e-16 
 1.21953132e-05  1.21953132e-05  5.53063633e-15  9.00000000e+00 -5.67280878e-01  1.91376127e-04  6.60488752e-01  1.23535365e+00  8.99999913e+00 -5.69244052e-01 -4.61897300e-02 -2.65093692e-16 
 1.31953132e-05  1.31953132e-05  8.42873566e-15  9.00000000e+00 -6.13793645e-01  2.07034118e-04  6.60520068e-01  1.23150001e+00  8.99999913e+00 -6.16092351e-01 -4.99856690e-02 -2.86758994e-16 
 1.41953132e-05  1.41953132e-05  2.33848428e-16  9.00000000e+00 -6.60288566e-01  2.22683936e-04  6.60551368e-01  1.22764194e+00  8.99999913e+00 -6.62949227e-01 -5.37814790e-02 -3.08409354e-16 
