circuit,model,input_type,n,score_mean,score_median,score_std,top1_accuracy_pct,top3_accuracy_pct,major_errors_mean,hallucinations_mean,missed_points_mean,model_cost_mean_usd,model_cost_mean_usd_cached,model_latency_mean_seconds,quality_per_dollar,quality_per_second,circuit_understanding_mean,datasheet_use_mean,json_image_use_mean,diagnostic_accuracy_mean,cause_priority_mean,practical_checks_mean,hallucination_absence_mean
,,JSON + datasheet,8,14.875,15.0,2.368411915187052,50.0,87.5,2.625,2.5,2.875,0.012858081249999999,0.012858081249999999,31.6385,1156.8600097312344,0.4701550326342905,2.625,2.25,2.125,1.75,1.5,3.0,1.625
,,JSON + immagine + datasheet,8,17.0,17.0,1.7320508075688772,62.5,87.5,2.0,2.0,2.375,0.0133725375,0.0133725375,27.154875,1271.2620921795883,0.6260386026450131,3.0,2.75,2.25,2.375,1.625,3.0,2.0
