 time            time            v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         v(N006)         v(N007)         v(N008)         @ddiode7_1[id] 
 0.00000000e+00  0.00000000e+00  0.00000000e+00 -9.00000000e+00 -1.55293993e+00 -8.99999620e+00 -1.22428978e-16  0.00000000e+00 -8.99999616e+00 -8.08234113e-01  1.69058345e-28 
 1.00000000e-08  1.00000000e-08  2.32083540e-16 -9.00000000e+00 -1.55293993e+00 -8.99999620e+00  6.28318530e-06  6.28318530e-06 -8.99999616e+00 -8.08234113e-01 -8.71212107e-18 
 2.00000000e-08  2.00000000e-08  6.95732459e-16 -9.00000000e+00 -1.55293993e+00 -8.99999620e+00  1.25663706e-05  1.25663706e-05 -8.99999616e+00 -8.08234113e-01 -1.74236521e-17 
 4.00000000e-08  4.00000000e-08  2.08465594e-15 -9.00000000e+00 -1.55293993e+00 -8.99999620e+00  2.51327410e-05  2.51327410e-05 -8.99999616e+00 -8.08234113e-01 -3.48449447e-17 
 8.00000000e-08  8.00000000e-08  7.60250469e-15 -9.00000000e+00 -1.55293993e+00 -8.99999620e+00  5.02654803e-05  5.02654803e-05 -8.99999616e+00 -8.08234113e-01 -6.96804544e-17 
 1.60000000e-07  1.60000000e-07  2.90757923e-14 -9.00000000e+00 -1.55293993e+00 -8.99999620e+00  1.00530948e-04  1.00530948e-04 -8.99999616e+00 -8.08234113e-01 -1.39323197e-16 
 3.20000000e-07  3.20000000e-07  1.06104406e-13 -9.00000000e+00 -1.55293993e+00 -8.99999620e+00  2.01061794e-04  2.01061794e-04 -8.99999616e+00 -8.08234113e-01 -2.78495770e-16 
 6.40000000e-07  6.40000000e-07  3.06975165e-13 -9.00000000e+00 -1.55293993e+00 -8.99999620e+00  4.02122776e-04  4.02122776e-04 -8.99999616e+00 -8.08234113e-01 -5.56390815e-16 
 1.28000000e-06  1.28000000e-06  4.10393624e-13 -9.00000000e+00 -1.55293993e+00 -8.99999620e+00  8.04239049e-04  8.04239049e-04 -8.99999616e+00 -8.08234113e-01 -1.11039283e-15 
 2.28000000e-06  2.28000000e-06  3.90623284e-14 -9.00000000e+00 -1.55293993e+00 -8.99999620e+00  1.43251725e-03  1.43251725e-03 -8.99999616e+00 -8.08234113e-01 -1.97130495e-15 
 3.28000000e-06  3.28000000e-06  1.78731272e-13 -9.00000000e+00 -1.55293993e+00 -8.99999620e+00  2.06073890e-03  2.06073890e-03 -8.99999616e+00 -8.08234113e-01 -2.82655755e-15 
 4.28000000e-06  4.28000000e-06  4.18386325e-13 -9.00000000e+00 -1.55293993e+00 -8.99999620e+00  2.68887919e-03  2.68887919e-03 -8.99999616e+00 -8.08234113e-01 -3.67625263e-15 
 5.28000000e-06  5.28000000e-06  5.68445531e-14 -9.00000000e+00 -1.55293993e+00 -8.99999620e+00  3.31691333e-03  3.31691333e-03 -8.99999616e+00 -8.08234113e-01 -4.52048970e-15 
 6.28000000e-06  6.28000000e-06  1.41930733e-13 -9.00000000e+00 -1.55293993e+00 -8.99999620e+00  3.94481653e-03  3.94481653e-03 -8.99999616e+00 -8.08234113e-01 -5.35936590e-15 
 7.28000000e-06  7.28000000e-06  4.22258069e-13 -9.00000000e+00 -1.55293993e+00 -8.99999620e+00  4.57256399e-03  4.57256399e-03 -8.99999616e+00 -8.08234113e-01 -6.19297594e-15 
 8.28000000e-06  8.28000000e-06  7.85335123e-14 -9.00000000e+00 -1.55293993e+00 -8.99999620e+00  5.20013093e-03  5.20013093e-03 -8.99999616e+00 -8.08234113e-01 -7.02141220e-15 
 9.28000000e-06  9.28000000e-06  1.06954017e-13 -9.00000000e+00 -1.55293993e+00 -8.99999620e+00  5.82749258e-03  5.82749259e-03 -8.99999616e+00 -8.08234113e-01 -7.84476471e-15 
 1.02800000e-05  1.02800000e-05  4.21177358e-13 -9.00000000e+00 -1.55293993e+00 -8.99999620e+00  6.45462418e-03  6.45462418e-03 -8.99999616e+00 -8.08234113e-01 -8.66312124e-15 
 1.12800000e-05  1.12800000e-05  1.03497859e-13 -9.00000000e+00 -1.55293993e+00 -8.99999620e+00  7.08150095e-03  7.08150095e-03 -8.99999616e+00 -8.08234113e-01 -9.47656726e-15 
 1.22800000e-05  1.22800000e-05  7.45339992e-14 -9.00000000e+00 -1.55293993e+00 -8.99999620e+00  7.70809816e-03  7.70809816e-03 -8.99999616e+00 -8.08234113e-01 -1.02851860e-14 
 1.32800000e-05  1.32800000e-05  4.15063958e-13 -9.00000000e+00 -1.55293993e+00 -8.99999620e+00  8.33439106e-03  8.33439107e-03 -8.99999616e+00 -8.08234113e-01 -1.10890586e-14 
 1.42800000e-05  1.42800000e-05  1.31032962e-13 -9.00000000e+00 -1.55293993e+00 -8.99999620e+00  8.96035494e-03  8.96035495e-03 -8.99999616e+00 -8.08234113e-01 -1.18882640e-14 
 1.52800000e-05  1.52800000e-05  4.53474314e-14 -9.00000000e+00 -1.55293993e+00 -8.99999620e+00  9.58596508e-03  9.58596509e-03 -8.99999616e+00 -8.08234113e-01 -1.26828789e-14 
 1.62800000e-05  1.62800000e-05  4.03963856e-13 -9.00000000e+00 -1.55293993e+00 -8.99999620e+00  1.02111968e-02  1.02111968e-02 -8.99999616e+00 -8.08234113e-01 -1.34729779e-14 
 1.72800000e-05  1.72800000e-05  1.60377497e-13 -9.00000000e+00 -1.55293993e+00 -8.99999620e+00  1.08360254e-02  1.08360254e-02 -8.99999616e+00 -8.08234113e-01 -1.42586338e-14 
 1.82800000e-05  1.82800000e-05  1.99983199e-14 -9.00000000e+00 -1.55293993e+00 -8.99999620e+00  1.14604262e-02  1.14604262e-02 -8.99999616e+00 -8.08234113e-01 -1.50399171e-14 
 1.92800000e-05  1.92800000e-05  3.88047813e-13 -9.00000000e+00 -1.55293993e+00 -8.99999620e+00  1.20843745e-02  1.20843745e-02 -8.99999616e+00 -8.08234113e-01 -1.58168964e-14 
 2.02800000e-05  2.02800000e-05  1.90731400e-13 -9.00000000e+00 -1.55293993e+00 -8.99999620e+00  1.27078458e-02  1.27078458e-02 -8.99999616e+00 -8.08234113e-01 -1.65896383e-14 
 2.12800000e-05  2.12800000e-05 -9.96934638e-16 -9.00000000e+00 -1.55293993e+00 -8.99999620e+00  1.33308154e-02  1.33308154e-02 -8.99999616e+00 -8.08234113e-01 -1.73582076e-14 
 2.22800000e-05  2.22800000e-05  3.67606916e-13 -9.00000000e+00 -1.55293993e+00 -8.99999620e+00  1.39532587e-02  1.39532587e-02 -8.99999616e+00 -8.08234113e-01 -1.81226670e-14 
 2.32800000e-05  2.32800000e-05  2.21274776e-13 -9.00000000e+00 -1.55293993e+00 -8.99999620e+00  1.45751512e-02  1.45751512e-02 -8.99999616e+00 -8.08234113e-01 -1.88830774e-14 
 2.42800000e-05  2.42800000e-05 -1.72222821e-14 -9.00000000e+00 -1.55293993e+00 -8.99999620e+00  1.51964683e-02  1.51964683e-02 -8.99999616e+00 -8.08234113e-01 -1.96394981e-14 
 2.52800000e-05  2.52800000e-05  3.43045258e-13 -9.00000000e+00 -1.55293993e+00 -8.99999620e+00  1.58171854e-02  1.58171854e-02 -8.99999616e+00 -8.08234113e-01 -2.03919863e-14 
 2.62800000e-05  2.62800000e-05  2.51187286e-13 -9.00000000e+00 -1.55293993e+00 -8.99999620e+00  1.64372781e-02  1.64372781e-02 -8.99999616e+00 -8.08234113e-01 -2.11405975e-14 
 2.72800000e-05  2.72800000e-05 -2.83723424e-14 -9.00000000e+00 -1.55293993e+00 -8.99999620e+00  1.70567219e-02  1.70567219e-02 -8.99999616e+00 -8.08234113e-01 -2.18853856e-14 
 2.82800000e-05  2.82800000e-05  3.14869909e-13 -9.00000000e+00 -1.55293994e+00 -8.99999620e+00  1.76754923e-02  1.76754923e-02 -8.99999616e+00 -8.08234113e-01 -2.26264026e-14 
 2.92800000e-05  2.92800000e-05  2.79667562e-13 -9.00000000e+00 -1.55293994e+00 -8.99999620e+00  1.82935649e-02  1.82935649e-02 -8.99999616e+00 -8.08234113e-01 -2.33636989e-14 
 3.02800000e-05  3.02800000e-05 -3.42600512e-14 -9.00000000e+00 -1.55293994e+00 -8.99999620e+00  1.89109154e-02  1.89109154e-02 -8.99999616e+00 -8.08234113e-01 -2.40973235e-14 
 3.12800000e-05  3.12800000e-05  2.83678427e-13 -9.00000000e+00 -1.55293994e+00 -8.99999620e+00  1.95275192e-02  1.95275192e-02 -8.99999616e+00 -8.08234113e-01 -2.48273234e-14 
 3.22800000e-05  3.22800000e-05  3.05952181e-13 -9.00000000e+00 -1.55293994e+00 -8.99999620e+00  2.01433521e-02  2.01433522e-02 -8.99999616e+00 -8.08234113e-01 -2.55537443e-14 
 3.32800000e-05  3.32800000e-05 -3.48214497e-14 -9.00000000e+00 -1.55293994e+00 -8.99999620e+00  2.07583899e-02  2.07583899e-02 -8.99999616e+00 -8.08234113e-01 -2.62766303e-14 
 3.42800000e-05  3.42800000e-05  2.50144200e-13 -9.00000000e+00 -1.55293994e+00 -8.99999620e+00  2.13726081e-02  2.13726081e-02 -8.99999616e+00 -8.08234113e-01 -2.69960238e-14 
 3.52800000e-05  3.52800000e-05  3.29333731e-13 -9.00000000e+00 -1.55293994e+00 -8.99999620e+00  2.19859825e-02  2.19859825e-02 -8.99999616e+00 -8.08234113e-01 -2.77119659e-14 
 3.62800000e-05  3.62800000e-05 -3.01175007e-14 -9.00000000e+00 -1.55293994e+00 -8.99999620e+00  2.25984890e-02  2.25984890e-02 -8.99999616e+00 -8.08234113e-01 -2.84244963e-14 
