time,v(N001),v(N002),v(N003),v(N004),v(N005)
0.100225764,0.0437179576,1.12882057,0.763239363,0.0452821898,0.56440768
0.10034989,0.0609346797,1.74945077,1.38420209,0.0624457101,0.874722943
0.100598142,0.11756178,2.99071117,2.63252422,0.118764126,1.49535349
0.101,0.270331137,5.0,4.64221095,0.271423024,2.49999821
0.101048358,0.293092568,5.0,4.69104936,0.293074126,2.50000039
0.101145073,0.338396288,5.0,4.76086561,0.338284629,2.50000043
0.101338503,0.427701744,5.0,4.84467312,0.427607311,2.50000039
0.101725363,0.601228715,5.0,5.01457384,0.601127103,2.50000041
0.102225363,0.815802244,5.0,5.2239313,0.815714373,2.50000036
0.102725363,1.0199088,5.0,5.42551501,1.01981436,2.50000039
0.103225363,1.21405895,5.0,5.61706897,1.21397595,2.50000034
0.103725363,1.39873838,5.0,5.79904194,1.39864857,2.50000037
0.104225363,1.57440908,5.0,5.97193685,1.57433038,2.50000032
0.104725363,1.74151048,5.0,6.13616141,1.74142472,2.50000035
0.105225363,1.90046062,5.0,6.29217398,1.90038563,2.50000031
0.105725363,2.05165709,5.0,6.4403403,2.05157476,2.50000034
0.106225363,2.19547815,5.0,6.58107845,2.1954062,2.50000029
0.106725363,2.33228355,5.0,6.71471605,2.33220391,2.50000033
0.107225363,2.46241552,5.0,6.84163433,2.4623458,2.50000028
0.107725363,2.5861996,5.0,6.96212519,2.58612171,2.50000032
0.108225363,2.70394543,5.0,7.07640193,2.7038767,2.50000028
0.108725363,2.81594719,5.0,7.01208735,2.81576322,2.50000076
0.109225363,2.92247954,5.0,4.59387779,2.92076326,2.50002273
0.109591654,2.99720386,5.0,4.51144409,2.99713822,2.50013305
0.109929179,3.06365097,5.0,4.46343052,3.0512807,2.50290345
0.110368108,3.14665259,5.0,4.41692572,3.10671107,2.51367486
0.110868108,3.23660738,5.0,4.39445187,3.15042048,2.53264484
0.111368108,3.32182961,5.0,4.38379264,3.18583414,2.55873111
0.111868108,3.402542,5.0,4.37575713,3.21803339,2.58228841
0.112368108,3.47898345,5.0,4.36910772,3.24993934,2.60762808
0.112868108,3.55137671,5.0,4.36442688,3.27783718,2.6307334
0.113368108,3.619935,5.0,4.36010848,3.30624994,2.65476751
0.113868108,3.68486094,5.0,4.35688488,3.33101335,2.67624215
0.114368108,3.74634658,5.0,4.35380792,3.3565002,2.69859183
0.114868108,3.8045741,5.0,4.351435,3.37856601,2.71822837
0.115368108,3.85971604,5.0,4.34910671,3.40150561,2.7387854
0.115868108,3.91193591,5.0,4.34728337,3.42118445,2.75659101
0.116368108,3.96138855,5.0,4.34545133,3.44186315,2.77538885
0.116868108,4.00822062,5.0,4.34400806,3.45941079,2.79144891
0.117368108,4.052571,5.0,4.34252635,3.47806833,2.8085808
0.117868108,4.09457124,5.0,4.34135928,3.49370662,2.82301262
0.118368108,4.13434589,5.0,4.34013624,3.51055236,2.83859575
0.118868108,4.17201292,5.0,4.33917747,3.52447785,2.85152742
0.119368108,4.20768402,5.0,4.33815201,3.53969772,2.86568618
0.119868108,4.24146498,5.0,4.33735488,3.55208609,2.87724621
0.120368108,4.27345597,5.0,4.33648427,3.56584645,2.89010385
0.120868108,4.30375186,5.0,4.33581541,3.57685526,2.90041603
0.121368108,4.33244246,5.0,4.33506872,3.58930534,2.91209046
0.121868108,4.35961287,5.0,4.33450351,3.59907609,2.9212713
0.122368108,4.38534362,5.0,4.33385764,3.61034993,2.93187313
0.122868108,4.40971102,5.0,4.33337742,3.61900974,2.94003077
0.123368108,4.43278731,5.0,4.33281469,3.62922774,2.94966243
0.123868108,4.45464091,5.0,4.33240502,3.63689083,2.95689635
0.124368108,4.4753366,5.0,4.33191164,3.64616115,2.96565196
0.124868108,4.49493574,5.0,4.33156113,3.65293009,2.97205308
0.125368108,4.51349644,5.0,4.33112615,3.66134987,2.98001859
0.125868108,4.53107371,5.0,4.33082566,3.6673168,2.98566968
0.126368108,4.54771968,5.0,4.33044026,3.67497327,2.99292329
0.126868108,4.56348368,5.0,4.33018239,3.68022089,2.99789944
0.127368108,4.57841244,5.0,4.32983935,3.68719236,3.00451207
0.127868108,4.59255023,5.0,4.32961802,3.6917949,3.00888125
0.128368108,4.60593895,5.0,4.32931142,3.69815169,3.01491708
0.128868108,4.61861829,5.0,4.32912157,3.70217578,3.01874072
0.129368108,4.63062583,5.0,4.32884645,3.70798096,3.02425775
0.129868108,4.64199719,5.0,4.32868386,3.7114864,3.02759125
0.130368108,4.65276605,5.0,4.32843607,3.71679658,3.0326418
0.130868108,4.66296434,5.0,4.32829718,3.71983702,3.03553512
0.131368108,4.6726223,5.0,4.3280732,3.724703,3.04016634
0.131868108,4.68176855,5.0,4.32795498,3.72732656,3.04266447
0.132368108,4.69043021,5.0,4.32775182,3.73179392,3.04691885
0.132868108,4.69863295,5.0,4.32765168,3.73404378,3.04906227
0.133368108,4.70640108,5.0,4.32746679,3.73815341,3.05297802
0.133868108,4.71375764,5.0,4.32738251,3.7400683,3.05480315
0.134368108,4.72072442,5.0,4.32721367,3.74385687,3.05841467
0.134868108,4.72732209,5.0,4.32714335,3.74547153,3.05995425
0.135368108,4.73357019,5.0,4.32698866,3.74897195,3.06329245
0.135868108,4.73948725,5.0,4.32693063,3.75031754,3.06457591
0.136368108,4.74509081,5.0,4.32678843,3.75355932,3.06766858
0.136868108,4.75039748,5.0,4.32674125,3.75466379,3.06872235
0.137368108,4.75542299,5.0,4.32661011,3.7576734,3.07159446
0.137868108,4.76018223,5.0,4.32657252,3.75856183,3.0724423
0.138368108,4.76468932,5.0,4.32645117,3.76136301,3.07511628
0.138868108,4.76895761,5.0,4.32642208,3.76205787,3.07577952
0.139368108,4.77299975,5.0,4.32630943,3.76467193,3.0782755
0.139868108,4.77682773,5.0,4.32628786,3.76519338,3.07877329
0.140368108,4.78045289,5.0,4.32618293,3.76763941,3.08110937
0.140868108,4.78388599,5.0,4.32616804,3.76800555,3.08145889
0.141368108,4.78713718,5.0,4.32606999,3.77030069,3.08365132
0.141868108,4.79021613,5.0,4.32606103,3.77052773,3.08386801
0.142368108,4.79313194,5.0,4.3259691,3.77268734,3.08593135
0.142868108,4.79589326,5.0,4.32596541,3.77278983,3.08602906
0.143368108,4.79850828,5.0,4.32587894,3.77482769,3.08797641
0.143868108,4.80098475,5.0,4.32587993,3.77481868,3.08796757
0.144368108,4.80333001,5.0,4.32579834,3.77674715,3.08981066
0.144868108,4.80555102,5.0,4.3258035,3.77663834,3.08970643
0.145368108,4.80765435,5.0,4.32572626,3.77846851,3.09145581
0.145868108,4.80964624,5.0,4.32573513,3.77827039,3.0912662
0.146368108,4.81153259,5.0,4.32566179,3.7800122,3.09293132
