time,v(N001),v(N002),v(N003),v(N004),v(N005),v(N006),v(N007),v(N008)
0.0,0.0,-9.0,-1.55293975,-8.99999431,0.0,-0.791174098,-0.120767559,-0.808234107
1e-08,2.32075681e-16,-9.0,-1.55272565,-8.99999429,6.2831853e-06,-0.791167866,-0.120916678,-0.808383129
2e-08,6.95716759e-16,-9.0,-1.55229916,-8.99999427,1.25663706e-05,-0.791161685,-0.121064609,-0.808530863
4e-08,2.08460104e-15,-9.0,-1.55102359,-8.99999423,2.5132741e-05,-0.791149422,-0.12135811,-0.808823777
8e-08,7.60213764e-15,-9.0,-1.54597725,-8.99999414,5.02654803e-05,-0.791125477,-0.121931391,-0.809394717
1.6e-07,2.90729757e-14,-9.0,-1.52630228,-8.99999398,0.000100530948,-0.791079764,-0.123026015,-0.810480065
3.2e-07,1.060834e-13,-9.0,-1.45170535,-8.99999366,0.000201061794,-0.790996041,-0.125028894,-0.812446604
6.4e-07,3.06843246e-13,-9.0,-1.18428897,-8.99999307,0.000402122776,-0.790853278,-0.128430163,-0.815708847
1.28e-06,4.098812e-13,-9.0,-0.327603511,-8.99999209,0.000804239049,-0.790636143,-0.133585733,-0.820357571
2.28e-06,3.85101623e-14,-9.0,-0.100482597,-8.99999475,0.00143251725,-0.790222472,-0.121380838,-0.806115555
3.28e-06,1.79169461e-13,-9.0,-0.120390119,-8.99999248,0.0020607389,-0.789862666,-0.137563396,-0.819099804
4.28e-06,4.18589483e-13,-9.0,-0.0927449795,-8.99999465,0.00268887919,-0.789624642,-0.129637624,-0.807275985
5.28e-06,5.62699735e-14,-9.0,-0.11114761,-8.99999257,0.00331691333,-0.789450524,-0.145669217,-0.818905569
6.28e-06,1.42297187e-13,-9.0,-0.0915681303,-8.99999457,0.00394481653,-0.78936785,-0.139276232,-0.807924469
7.28e-06,4.22545762e-13,-9.0,-0.109734203,-8.99999265,0.00457256399,-0.789330489,-0.154589866,-0.818590084
8.28e-06,7.79507745e-14,-9.0,-0.0935802497,-8.99999451,0.00520013093,-0.789351382,-0.148817441,-0.808305429
9.28e-06,1.0724036e-13,-9.0,-0.112141716,-8.99999272,0.00582749259,-0.789399867,-0.162998447,-0.818181285
1.028e-05,4.21543093e-13,-9.0,-0.0979019651,-8.99999445,0.00645462418,-0.789482653,-0.157390478,-0.808589432
1.128e-05,1.02921389e-13,-9.0,-0.117647424,-8.99999279,0.00708150095,-0.789580694,-0.170189774,-0.817762019
1.228e-05,7.47337542e-14,-9.0,-0.104410631,-8.99999439,0.00770809816,-0.789697056,-0.164390097,-0.808753599
1.328e-05,4.15499341e-13,-9.0,-0.126697842,-8.99999287,0.00833439107,-0.789820215,-0.175621308,-0.817205796
1.428e-05,1.30477012e-13,-9.0,-0.113995135,-8.99999432,0.00896035495,-0.789952155,-0.169642695,-0.808908349
1.528e-05,4.54561797e-14,-9.0,-0.143022475,-8.99999296,0.00958596509,-0.790085556,-0.179116141,-0.816518888
1.628e-05,4.04458797e-13,-9.0,-0.129670508,-8.99999425,0.0102111968,-0.790221825,-0.173127126,-0.809135039
1.728e-05,1.59855801e-13,-9.0,-0.193687613,-8.99999314,0.0108360254,-0.79035557,-0.180347513,-0.815409821
1.828e-05,2.00138081e-14,-9.0,-0.174758691,-8.9999941,0.0114604262,-0.790488886,-0.17522352,-0.809795182
1.928e-05,3.88590765e-13,-9.0,-0.66902836,-8.9999944,0.0120843745,-0.790605542,-0.173269931,-0.807702484
2.028e-05,1.90256848e-13,-9.0,-1.30330543,-8.99999495,0.0127078458,-0.790705081,-0.168908149,-0.803500742
