 time            time            v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         v(N006)         v(N007)         v(N009)         v(N010)         @ddiode7_1[id] 
 5.81353561e-04  5.81353561e-04  4.58192526e-16  9.00000000e+00  2.79934736e+00 -2.44594433e-03  6.58027342e-01  1.53211727e+00  8.99999916e+00  2.91951214e+00  2.33455212e-01  3.43776250e-15 
 5.82353561e-04  5.82353561e-04 -1.05188689e-14  9.00000000e+00  2.79387620e+00 -2.47329614e-03  6.58029349e-01  1.53203212e+00  8.99999916e+00  2.91562996e+00  2.33090129e-01  3.47674417e-15 
 5.83353561e-04  5.83353561e-04 -1.55714535e-14  9.00000000e+00  2.78829310e+00 -2.50055032e-03  6.58031439e-01  1.53193726e+00  8.99999916e+00  2.91163271e+00  2.32715795e-01  3.51559891e-15 
 5.84353561e-04  5.84353561e-04  6.82480933e-16  9.00000000e+00  2.78259823e+00 -2.52770577e-03  6.58033614e-01  1.53183272e+00  8.99999916e+00  2.90752048e+00  2.32332219e-01  3.55432509e-15 
 5.85353561e-04  5.85353561e-04 -1.08804904e-14  9.00000000e+00  2.77679177e+00 -2.55476144e-03  6.58035872e-01  1.53171847e+00  8.99999916e+00  2.90329339e+00  2.31939412e-01  3.59292105e-15 
 5.86353561e-04  5.86353561e-04 -1.51656022e-14  9.00000000e+00  2.77087389e+00 -2.58171625e-03  6.58038215e-01  1.53159453e+00  8.99999916e+00  2.89895155e+00  2.31537387e-01  3.63138514e-15 
 5.87353561e-04  5.87353561e-04  8.88916532e-16  9.00000000e+00  2.76484478e+00 -2.60856914e-03  6.58040642e-01  1.53146090e+00  8.99999916e+00  2.89449509e+00  2.31126154e-01  3.66971572e-15 
 5.88353561e-04  5.88353561e-04 -1.12333342e-14  9.00000000e+00  2.75870462e+00 -2.63531904e-03  6.58043152e-01  1.53131757e+00  8.99999916e+00  2.88992412e+00  2.30705725e-01  3.70791115e-15 
 5.89353561e-04  5.89353561e-04 -1.47410669e-14  9.00000000e+00  2.75245361e+00 -2.66196491e-03  6.58045747e-01  1.53116455e+00  8.99999916e+00  2.88523878e+00  2.30276114e-01  3.74596981e-15 
 5.90353561e-04  5.90353561e-04  1.07720207e-15  9.00000000e+00  2.74609193e+00 -2.68850569e-03  6.58048425e-01  1.53100183e+00  8.99999916e+00  2.88043919e+00  2.29837332e-01  3.78389006e-15 
 5.91353561e-04  5.91353561e-04 -1.15764103e-14  9.00000000e+00  2.73961979e+00 -2.71494033e-03  6.58051186e-01  1.53082943e+00  8.99999916e+00  2.87552549e+00  2.29389393e-01  3.82167028e-15 
 5.92353561e-04  5.92353561e-04 -1.42986419e-14  9.00000000e+00  2.73303739e+00 -2.74126779e-03  6.58054032e-01  1.53064734e+00  8.99999916e+00  2.87049782e+00  2.28932310e-01  3.85930884e-15 
 5.93353561e-04  5.93353561e-04  1.24708795e-15  9.00000000e+00  2.72634494e+00 -2.76748703e-03  6.58056960e-01  1.53045557e+00  8.99999916e+00  2.86535634e+00  2.28466096e-01  3.89680414e-15 
 5.94353561e-04  5.94353561e-04 -1.19087452e-14  9.00000000e+00  2.71954265e+00 -2.79359701e-03  6.58059972e-01  1.53025411e+00  8.99999916e+00  2.86010117e+00  2.27990766e-01  3.93415456e-15 
 5.95353561e-04  5.95353561e-04 -1.38391569e-14  9.00000000e+00  2.71263073e+00 -2.81959670e-03  6.58063067e-01  1.53004298e+00  8.99999916e+00  2.85473248e+00  2.27506335e-01  3.97135850e-15 
 5.96353561e-04  5.96353561e-04  1.39837273e-15  9.00000000e+00  2.70560941e+00 -2.84548509e-03  6.58066245e-01  1.52982217e+00  8.99999916e+00  2.84925043e+00  2.27012816e-01  4.00841435e-15 
 5.97353561e-04  5.97353561e-04 -1.22293844e-14  9.00000000e+00  2.69847891e+00 -2.87126114e-03  6.58069506e-01  1.52959169e+00  8.99999916e+00  2.84365518e+00  2.26510225e-01  4.04532052e-15 
 5.98353561e-04  5.98353561e-04 -1.33634752e-14  9.00000000e+00  2.69123945e+00 -2.89692383e-03  6.58072850e-01  1.52935155e+00  8.99999916e+00  2.83794689e+00  2.25998578e-01  4.08207541e-15 
 5.99353561e-04  5.99353561e-04  1.53090353e-15  9.00000000e+00  2.68389127e+00 -2.92247216e-03  6.58076277e-01  1.52910175e+00  8.99999916e+00  2.83212574e+00  2.25477889e-01  4.11867745e-15 
 6.00353561e-04  6.00353561e-04 -1.25373943e-14  9.00000000e+00  2.67643461e+00 -2.94790512e-03  6.58079786e-01  1.52884229e+00  8.99999916e+00  2.82619190e+00  2.24948176e-01  4.15512504e-15 
 6.01353561e-04  6.01353561e-04 -1.28724910e-14  9.00000000e+00  2.66886970e+00 -2.97322170e-03  6.58083378e-01  1.52857318e+00  8.99999916e+00  2.82014554e+00  2.24409455e-01  4.19141661e-15 
 6.02353561e-04  6.02353561e-04  1.64457632e-15  9.00000000e+00  2.66119679e+00 -2.99842090e-03  6.58087052e-01  1.52829443e+00  8.99999916e+00  2.81398686e+00  2.23861742e-01  4.22755060e-15 
 6.03353561e-04  6.03353561e-04 -1.28318646e-14  9.00000000e+00  2.65341613e+00 -3.02350173e-03  6.58090809e-01  1.52800605e+00  8.99999916e+00  2.80771603e+00  2.23305056e-01  4.26352543e-15 
 6.04353561e-04  6.04353561e-04 -1.23671286e-14  9.00000000e+00  2.64552797e+00 -3.04846319e-03  6.58094647e-01  1.52770803e+00  8.99999916e+00  2.80133325e+00  2.22739412e-01  4.29933954e-15 
 6.05353561e-04  6.05353561e-04  1.73933607e-15  9.00000000e+00  2.63753258e+00 -3.07330431e-03  6.58098567e-01  1.52740039e+00  8.99999916e+00  2.79483873e+00  2.22164829e-01  4.33499139e-15 
 6.06353561e-04  6.06353561e-04 -1.31119105e-14  9.00000000e+00  2.62943020e+00 -3.09802410e-03  6.58102570e-01  1.52708314e+00  8.99999916e+00  2.78823265e+00  2.21581326e-01  4.37047942e-15 
 6.07353561e-04  6.07353561e-04 -1.18483391e-14  9.00000000e+00  2.62122111e+00 -3.12262158e-03  6.58106653e-01  1.52675627e+00  8.99999916e+00  2.78151522e+00  2.20988921e-01  4.40580208e-15 
 6.08353561e-04  6.08353561e-04  1.81517682e-15  9.00000000e+00  2.61290557e+00 -3.14709579e-03  6.58110819e-01  1.52641981e+00  8.99999916e+00  2.77468665e+00  2.20387632e-01  4.44095785e-15 
 6.09353561e-04  6.09353561e-04 -1.33766749e-14  9.00000000e+00  2.60448387e+00 -3.17144575e-03  6.58115065e-01  1.52607376e+00  8.99999916e+00  2.76774716e+00  2.19777479e-01  4.47594518e-15 
 6.10353561e-04  6.10353561e-04 -1.13170994e-14  9.00000000e+00  2.59595627e+00 -3.19567052e-03  6.58119393e-01  1.52571812e+00  8.99999916e+00  2.76069696e+00  2.19158482e-01  4.51076256e-15 
 6.11353561e-04  6.11353561e-04  1.87214162e-15  9.00000000e+00  2.58732307e+00 -3.21976912e-03  6.58123802e-01  1.52535291e+00  8.99999916e+00  2.75353628e+00  2.18530660e-01  4.54540846e-15 
 6.12353561e-04  6.12353561e-04 -1.36253301e-14  9.00000000e+00  2.57858454e+00 -3.24374061e-03  6.58128292e-01  1.52497814e+00  8.99999916e+00  2.74626534e+00  2.17894034e-01  4.57988137e-15 
 6.13353561e-04  6.13353561e-04 -1.07744093e-14  9.00000000e+00  2.56974097e+00 -3.26758405e-03  6.58132862e-01  1.52459382e+00  8.99999916e+00  2.73888437e+00  2.17248624e-01  4.61417978e-15 
 6.14353561e-04  6.14353561e-04  1.91032234e-15  9.00000000e+00  2.56079267e+00 -3.29129848e-03  6.58137513e-01  1.52419995e+00  8.99999916e+00  2.73139360e+00  2.16594451e-01  4.64830220e-15 
 6.15353561e-04  6.15353561e-04 -1.38570802e-14  9.00000000e+00  2.55173993e+00 -3.31488298e-03  6.58142244e-01  1.52379655e+00  8.99999916e+00  2.72379328e+00  2.15931537e-01  4.68224712e-15 
 6.16353561e-04  6.16353561e-04 -1.02212894e-14  9.00000000e+00  2.54258305e+00 -3.33833662e-03  6.58147055e-01  1.52338363e+00  8.99999916e+00  2.71608366e+00  2.15259903e-01  4.71601306e-15 
 6.17353561e-04  6.17353561e-04  1.92985939e-15  9.00000000e+00  2.53332234e+00 -3.36165846e-03  6.58151946e-01  1.52296120e+00  8.99999916e+00  2.70826497e+00  2.14579572e-01  4.74959854e-15 
 6.18353561e-04  6.18353561e-04 -1.40711627e-14  9.00000000e+00  2.52395812e+00 -3.38484759e-03  6.58156916e-01  1.52252928e+00  8.99999916e+00  2.70033747e+00  2.13890564e-01  4.78300208e-15 
 6.19353561e-04  6.19353561e-04 -9.65877936e-15  9.00000000e+00  2.51449069e+00 -3.40790310e-03  6.58161967e-01  1.52208787e+00  8.99999916e+00  2.69230141e+00  2.13192905e-01  4.81622221e-15 
 6.20353561e-04  6.20353561e-04  1.93094132e-15  9.00000000e+00  2.50492037e+00 -3.43082406e-03  6.58167096e-01  1.52163699e+00  8.99999916e+00  2.68415707e+00  2.12486615e-01  4.84925748e-15 
 6.21353561e-04  6.21353561e-04 -1.42668503e-14  9.00000000e+00  2.49524749e+00 -3.45360958e-03  6.58172305e-01  1.52117665e+00  8.99999916e+00  2.67590469e+00  2.11771719e-01  4.88210642e-15 
 6.22353561e-04  6.22353561e-04 -9.08793475e-15  9.00000000e+00  2.48547238e+00 -3.47625876e-03  6.58177593e-01  1.52070686e+00  8.99999916e+00  2.66754456e+00  2.11048240e-01  4.91476760e-15 
 6.23353561e-04  6.23353561e-04  1.91380428e-15  9.00000000e+00  2.47559537e+00 -3.49877070e-03  6.58182959e-01  1.52022764e+00  8.99999916e+00  2.65907694e+00  2.10316203e-01  4.94723956e-15 
 6.24353561e-04  6.24353561e-04 -1.44434531e-14  9.00000000e+00  2.46561680e+00 -3.52114452e-03  6.58188404e-01  1.51973900e+00  8.99999916e+00  2.65050212e+00  2.09575631e-01  4.97952088e-15 
 6.25353561e-04  6.25353561e-04 -8.50982537e-15  9.00000000e+00  2.45553700e+00 -3.54337933e-03  6.58193927e-01  1.51924096e+00  8.99999916e+00  2.64182037e+00  2.08826550e-01  5.01161014e-15 
 6.26353561e-04  6.26353561e-04  1.87873143e-15  9.00000000e+00  2.44535631e+00 -3.56547425e-03  6.58199528e-01  1.51873354e+00  8.99999916e+00  2.63303199e+00  2.08068984e-01  5.04350590e-15 
 6.27353561e-04  6.27353561e-04 -1.46003198e-14  9.00000000e+00  2.43507510e+00 -3.58742841e-03  6.58205207e-01  1.51821673e+00  8.99999916e+00  2.62413726e+00  2.07302960e-01  5.07520676e-15 
 6.28353561e-04  6.28353561e-04 -7.92553262e-15  9.00000000e+00  2.42469370e+00 -3.60924095e-03  6.58210964e-01  1.51769058e+00  8.99999916e+00  2.61513648e+00  2.06528502e-01  5.10671132e-15 
 6.29353561e-04  6.29353561e-04  1.82605215e-15  9.00000000e+00  2.41421248e+00 -3.63091100e-03  6.58216798e-01  1.51715507e+00  8.99999916e+00  2.60602995e+00  2.05745637e-01  5.13801817e-15 
 6.30353561e-04  6.30353561e-04 -1.47368393e-14  9.00000000e+00  2.40363179e+00 -3.65243771e-03  6.58222709e-01  1.51661025e+00  8.99999916e+00  2.59681796e+00  2.04954392e-01  5.16912594e-15 
 6.31353561e-04  6.31353561e-04 -7.33614711e-15  9.00000000e+00  2.39295200e+00 -3.67382023e-03  6.58228697e-01  1.51605612e+00  8.99999916e+00  2.58750084e+00  2.04154792e-01  5.20003323e-15 
 6.32353561e-04  6.32353561e-04  1.75614124e-15  9.00000000e+00  2.38217349e+00 -3.69505771e-03  6.58234761e-01  1.51549269e+00  8.99999916e+00  2.57807890e+00  2.03346866e-01  5.23073868e-15 
 6.33353561e-04  6.33353561e-04 -1.48524427e-14  9.00000000e+00  2.37129661e+00 -3.71614931e-03  6.58240902e-01  1.51491999e+00  8.99999916e+00  2.56855244e+00  2.02530641e-01  5.26124092e-15 
 6.34353561e-04  6.34353561e-04 -6.74276631e-15  9.00000000e+00  2.36032175e+00 -3.73709421e-03  6.58247120e-01  1.51433804e+00  8.99999916e+00  2.55892179e+00  2.01706144e-01  5.29153859e-15 
 6.35353561e-04  6.35353561e-04  1.66941795e-15  9.00000000e+00  2.34924930e+00 -3.75789158e-03  6.58253413e-01  1.51374684e+00  8.99999916e+00  2.54918728e+00  2.00873404e-01  5.32163035e-15 
 6.36353561e-04  6.36353561e-04 -1.49466041e-14  9.00000000e+00  2.33807962e+00 -3.77854059e-03  6.58259781e-01  1.51314643e+00  8.99999916e+00  2.53934923e+00  2.00032450e-01  5.35151484e-15 
 6.37353561e-04  6.37353561e-04 -6.14649204e-15  9.00000000e+00  2.32681312e+00 -3.79904043e-03  6.58266225e-01  1.51253682e+00  8.99999916e+00  2.52940799e+00  1.99183309e-01  5.38119075e-15 
 6.38353561e-04  6.38353561e-04  1.56634490e-15  9.00000000e+00  2.31545018e+00 -3.81939029e-03  6.58272745e-01  1.51191803e+00  8.99999916e+00  2.51936387e+00  1.98326012e-01  5.41065674e-15 
 6.39353561e-04  6.39353561e-04 -1.50188422e-14  9.00000000e+00  2.30399121e+00 -3.83958936e-03  6.58279339e-01  1.51129008e+00  8.99999916e+00  2.50921724e+00  1.97460588e-01  5.43991149e-15 
 6.40353561e-04  6.40353561e-04 -5.54842813e-15  9.00000000e+00  2.29243660e+00 -3.85963686e-03  6.58286007e-01  1.51065299e+00  8.99999916e+00  2.49896844e+00  1.96587066e-01  5.46895370e-15 
 6.41353561e-04  6.41353561e-04  1.44742696e-15  9.00000000e+00  2.28078676e+00 -3.87953198e-03  6.58292750e-01  1.51000677e+00  8.99999916e+00  2.48861781e+00  1.95705477e-01  5.49778207e-15 
 6.42353561e-04  6.42353561e-04 -1.50687214e-14  9.00000000e+00  2.26904210e+00 -3.89927395e-03  6.58299567e-01  1.50935146e+00  8.99999916e+00  2.47816571e+00  1.94815851e-01  5.52639531e-15 
 6.43353561e-04  6.43353561e-04 -4.94967790e-15  9.00000000e+00  2.25720303e+00 -3.91886198e-03  6.58306458e-01  1.50868707e+00  8.99999916e+00  2.46761251e+00  1.93918220e-01  5.55479213e-15 
 6.44353561e-04  6.44353561e-04  1.31320997e-15  9.00000000e+00  2.24526997e+00 -3.93829530e-03  6.58313422e-01  1.50801362e+00  8.99999916e+00  2.45695856e+00  1.93012614e-01  5.58297126e-15 
 6.45353561e-04  6.45353561e-04 -1.50958532e-14  9.00000000e+00  2.23324334e+00 -3.95757314e-03  6.58320459e-01  1.50733114e+00  8.99999916e+00  2.44620423e+00  1.92099066e-01  5.61093144e-15 
 6.46353561e-04  6.46353561e-04 -4.35134175e-15  9.00000000e+00  2.22112356e+00 -3.97669475e-03  6.58327569e-01  1.50663965e+00  8.99999916e+00  2.43534990e+00  1.91177606e-01  5.63867141e-15 
 6.47353561e-04  6.47353561e-04  1.16427936e-15  9.00000000e+00  2.20891106e+00 -3.99565936e-03  6.58334752e-01  1.50593916e+00  8.99999916e+00  2.42439593e+00  1.90248267e-01  5.66618993e-15 
 6.48353561e-04  6.48353561e-04 -1.50998965e-14  9.00000000e+00  2.19660628e+00 -4.01446623e-03  6.58342007e-01  1.50522971e+00  8.99999916e+00  2.41334272e+00  1.89311082e-01  5.69348575e-15 
 6.49353561e-04  6.49353561e-04 -3.75451475e-15  9.00000000e+00  2.18420966e+00 -4.03311462e-03  6.58349334e-01  1.50451132e+00  8.99999916e+00  2.40219065e+00  1.88366084e-01  5.72055764e-15 
 6.50353561e-04  6.50353561e-04  1.00125878e-15  9.00000000e+00  2.17172163e+00 -4.05160378e-03  6.58356732e-01  1.50378401e+00  8.99999916e+00  2.39094010e+00  1.87413306e-01  5.74740440e-15 
 6.51353561e-04  6.51353561e-04 -1.50805595e-14  9.00000000e+00  2.15914264e+00 -4.06993300e-03  6.58364202e-01  1.50304781e+00  8.99999916e+00  2.37959146e+00  1.86452781e-01  5.77402480e-15 
 6.52353561e-04  6.52353561e-04 -3.16028422e-15  9.00000000e+00  2.14647313e+00 -4.08810154e-03  6.58371743e-01  1.50230273e+00  8.99999916e+00  2.36814514e+00  1.85484543e-01  5.80041764e-15 
 6.53353561e-04  6.53353561e-04  8.24808466e-16  9.00000000e+00  2.13371357e+00 -4.10610869e-03  6.58379355e-01  1.50154881e+00  8.99999916e+00  2.35660154e+00  1.84508626e-01  5.82658174e-15 
 6.54353561e-04  6.54353561e-04 -1.50375994e-14  9.00000000e+00  2.12086440e+00 -4.12395373e-03  6.58387037e-01  1.50078607e+00  8.99999916e+00  2.34496106e+00  1.83525066e-01  5.85251592e-15 
 6.55353561e-04  6.55353561e-04 -2.56972730e-15  9.00000000e+00  2.10792609e+00 -4.14163598e-03  6.58394789e-01  1.50001453e+00  8.99999916e+00  2.33322412e+00  1.82533896e-01  5.87821899e-15 
 6.56353561e-04  6.56353561e-04  6.35623694e-16  9.00000000e+00  2.09489911e+00 -4.15915471e-03  6.58402611e-01  1.49923423e+00  8.99999916e+00  2.32139112e+00  1.81535153e-01  5.90368980e-15 
 6.57353561e-04  6.57353561e-04 -1.49708239e-14  9.00000000e+00  2.08178391e+00 -4.17650925e-03  6.58410502e-01  1.49844519e+00  8.99999916e+00  2.30946248e+00  1.80528871e-01  5.92892720e-15 
 6.58353561e-04  6.58353561e-04 -1.98390863e-15  9.00000000e+00  2.06858098e+00 -4.19369891e-03  6.58418463e-01  1.49764743e+00  8.99999916e+00  2.29743863e+00  1.79515087e-01  5.95393003e-15 
 6.59353561e-04  6.59353561e-04  4.34433037e-16  9.00000000e+00  2.05529079e+00 -4.21072301e-03  6.58426492e-01  1.49684099e+00  8.99999916e+00  2.28531999e+00  1.78493837e-01  5.97869718e-15 
 6.60353561e-04  6.60353561e-04 -1.48800912e-14  9.00000000e+00  2.04191382e+00 -4.22758088e-03  6.58434589e-01  1.49602588e+00  8.99999916e+00  2.27310700e+00  1.77465157e-01  6.00322751e-15 
 6.61353561e-04  6.61353561e-04 -1.40387800e-15  9.00000000e+00  2.02845055e+00 -4.24427184e-03  6.58442755e-01  1.49520215e+00  8.99999916e+00  2.26080008e+00  1.76429084e-01  6.02751991e-15 
 6.62353561e-04  6.62353561e-04  2.21996591e-16  9.00000000e+00  2.01490147e+00 -4.26079526e-03  6.58450989e-01  1.49436981e+00  8.99999916e+00  2.24839968e+00  1.75385655e-01  6.05157327e-15 
 6.63353561e-04  6.63353561e-04 -1.47653109e-14  9.00000000e+00  2.00126708e+00 -4.27715046e-03  6.58459289e-01  1.49352889e+00  8.99999916e+00  2.23590624e+00  1.74334908e-01  6.07538651e-15 
 6.64353561e-04  6.64353561e-04 -8.30668019e-16  9.00000000e+00  1.98754786e+00 -4.29333681e-03  6.58467657e-01  1.49267943e+00  8.99999916e+00  2.22332021e+00  1.73276881e-01  6.09895855e-15 
 6.65353561e-04  6.65353561e-04 -8.95878065e-19  9.00000000e+00  1.97374432e+00 -4.30935366e-03  6.58476092e-01  1.49182146e+00  8.99999916e+00  2.21064204e+00  1.72211612e-01  6.12228830e-15 
 6.66353561e-04  6.66353561e-04 -1.46264439e-14  9.00000000e+00  1.95985695e+00 -4.32520039e-03  6.58484593e-01  1.49095499e+00  8.99999916e+00  2.19787218e+00  1.71139139e-01  6.14537471e-15 
 6.67353561e-04  6.67353561e-04 -2.65291880e-16  9.00000000e+00  1.94588628e+00 -4.34087637e-03  6.58493159e-01  1.49008007e+00  8.99999916e+00  2.18501109e+00  1.70059501e-01  6.16821673e-15 
 6.68353561e-04  6.68353561e-04 -2.33426867e-16  9.00000000e+00  1.93183280e+00 -4.35638098e-03  6.58501792e-01  1.48919673e+00  8.99999916e+00  2.17205923e+00  1.68972737e-01  6.19081330e-15 
 6.69353561e-04  6.69353561e-04 -1.44635027e-14  9.00000000e+00  1.91769703e+00 -4.37171360e-03  6.58510490e-01  1.48830499e+00  8.99999916e+00  2.15901708e+00  1.67878887e-01  6.21316342e-15 
 6.70353561e-04  6.70353561e-04  2.91258862e-16  9.00000000e+00  1.90347950e+00 -4.38687364e-03  6.58519252e-01  1.48740489e+00  8.99999916e+00  2.14588511e+00  1.66777990e-01  6.23526604e-15 
 6.71353561e-04  6.71353561e-04 -4.74753122e-16  9.00000000e+00  1.88918071e+00 -4.40186049e-03  6.58528079e-01  1.48649645e+00  8.99999916e+00  2.13266378e+00  1.65670086e-01  6.25712017e-15 
 6.72353561e-04  6.72353561e-04 -1.42765518e-14  9.00000000e+00  1.87480120e+00 -4.41667356e-03  6.58536970e-01  1.48557972e+00  8.99999916e+00  2.11935359e+00  1.64555217e-01  6.27872480e-15 
 6.73353561e-04  6.73353561e-04  8.38016456e-16  9.00000000e+00  1.86034150e+00 -4.43131227e-03  6.58545925e-01  1.48465472e+00  8.99999916e+00  2.10595500e+00  1.63433422e-01  6.30007895e-15 
 6.74353561e-04  6.74353561e-04 -7.24007695e-16  9.00000000e+00  1.84580213e+00 -4.44577604e-03  6.58554943e-01  1.48372148e+00  8.99999916e+00  2.09246852e+00  1.62304743e-01  6.32118164e-15 
 6.75353561e-04  6.75353561e-04 -1.40657074e-14  9.00000000e+00  1.83118364e+00 -4.46006430e-03  6.58564024e-01  1.48278004e+00  8.99999916e+00  2.07889463e+00  1.61169220e-01  6.34203190e-15 
 6.76353561e-04  6.76353561e-04  1.37403906e-15  9.00000000e+00  1.81648657e+00 -4.47417648e-03  6.58573168e-01  1.48183044e+00  8.99999916e+00  2.06523382e+00  1.60026897e-01  6.36262878e-15 
 6.77353561e-04  6.77353561e-04 -9.80302051e-16  9.00000000e+00  1.80171145e+00 -4.48811203e-03  6.58582374e-01  1.48087270e+00  8.99999916e+00  2.05148661e+00  1.58877813e-01  6.38297134e-15 
 6.78353561e-04  6.78353561e-04 -1.38311370e-14  9.00000000e+00  1.78685885e+00 -4.50187040e-03  6.58591642e-01  1.47990686e+00  8.99999916e+00  2.03765348e+00  1.57722013e-01  6.40305864e-15 
 6.79353561e-04  6.79353561e-04  1.89841280e-15  9.00000000e+00  1.77192930e+00 -4.51545104e-03  6.58600971e-01  1.47893295e+00  8.99999916e+00  2.02373495e+00  1.56559538e-01  6.42288977e-15 
 6.80353561e-04  6.80353561e-04 -1.24272823e-15  9.00000000e+00  1.75692336e+00 -4.52885342e-03  6.58610361e-01  1.47795101e+00  8.99999916e+00  2.00973153e+00  1.55390431e-01  6.44246380e-15 
 6.81353561e-04  6.81353561e-04 -1.35730597e-14  9.00000000e+00  1.74184159e+00 -4.54207700e-03  6.58619811e-01  1.47696108e+00  8.99999916e+00  1.99564373e+00  1.54214736e-01  6.46177985e-15 
 6.82353561e-04  6.82353561e-04  2.41025373e-15  9.00000000e+00  1.72668456e+00 -4.55512128e-03  6.58629322e-01  1.47596319e+00  8.99999916e+00  1.98147207e+00  1.53032496e-01  6.48083702e-15 
 6.83353561e-04  6.83353561e-04 -1.51036103e-15  9.00000000e+00  1.71145283e+00 -4.56798572e-03  6.58638893e-01  1.47495737e+00  8.99999916e+00  1.96721708e+00  1.51843755e-01  6.49963443e-15 
 6.84353561e-04  6.84353561e-04 -1.32917454e-14  9.00000000e+00  1.69614696e+00 -4.58066983e-03  6.58648523e-01  1.47394367e+00  8.99999916e+00  1.95287928e+00  1.50648557e-01  6.51817124e-15 
 6.85353561e-04  6.85353561e-04  2.90870977e-15  9.00000000e+00  1.68076753e+00 -4.59317310e-03  6.58658212e-01  1.47292212e+00  8.99999916e+00  1.93845921e+00  1.49446946e-01  6.53644657e-15 
 6.86353561e-04  6.86353561e-04 -1.78226030e-15  9.00000000e+00  1.66531512e+00 -4.60549504e-03  6.58667960e-01  1.47189275e+00  8.99999916e+00  1.92395739e+00  1.48238967e-01  6.55445959e-15 
 6.87353561e-04  6.87353561e-04 -1.29875145e-14  9.00000000e+00  1.64979031e+00 -4.61763517e-03  6.58677765e-01  1.47085561e+00  8.99999916e+00  1.90937437e+00  1.47024665e-01  6.57220948e-15 
 6.88353561e-04  6.88353561e-04  3.39296252e-15  9.00000000e+00  1.63419367e+00 -4.62959300e-03  6.58687629e-01  1.46981072e+00  8.99999916e+00  1.89471068e+00  1.45804086e-01  6.58969540e-15 
 6.89353561e-04  6.89353561e-04 -2.05747318e-15  9.00000000e+00  1.61852580e+00 -4.64136805e-03  6.58697549e-01  1.46875814e+00  8.99999916e+00  1.87996688e+00  1.44577275e-01  6.60691656e-15 
 6.90353561e-04  6.90353561e-04 -1.26607372e-14  9.00000000e+00  1.60278729e+00 -4.65295988e-03  6.58707527e-01  1.46769790e+00  8.99999916e+00  1.86514351e+00  1.43344278e-01  6.62387217e-15 
 6.91353561e-04  6.91353561e-04  3.86222903e-15  9.00000000e+00  1.58697872e+00 -4.66436802e-03  6.58717561e-01  1.46663003e+00  8.99999916e+00  1.85024113e+00  1.42105142e-01  6.64056143e-15 
 6.92353561e-04  6.92353561e-04 -2.33503643e-15  9.00000000e+00  1.57110070e+00 -4.67559201e-03  6.58727651e-01  1.46555458e+00  8.99999916e+00  1.83526029e+00  1.40859912e-01  6.65698358e-15 
 6.93353561e-04  6.93353561e-04 -1.23118327e-14  9.00000000e+00  1.55515383e+00 -4.68663142e-03  6.58737796e-01  1.46447158e+00  8.99999916e+00  1.82020156e+00  1.39608635e-01  6.67313786e-15 
 6.94353561e-04  6.94353561e-04  4.31576348e-15  9.00000000e+00  1.53913871e+00 -4.69748581e-03  6.58747997e-01  1.46338108e+00  8.99999916e+00  1.80506549e+00  1.38351359e-01  6.68902352e-15 
 6.95353561e-04  6.95353561e-04 -2.61397875e-15  9.00000000e+00  1.52305594e+00 -4.70815475e-03  6.58758252e-01  1.46228312e+00  8.99999916e+00  1.78985267e+00  1.37088132e-01  6.70463984e-15 
 6.96353561e-04  6.96353561e-04 -1.19412685e-14  9.00000000e+00  1.50690614e+00 -4.71863782e-03  6.58768562e-01  1.46117773e+00  8.99999916e+00  1.77456365e+00  1.35818999e-01  6.71998608e-15 
 6.97353561e-04  6.97353561e-04  4.75285878e-15  9.00000000e+00  1.49068992e+00 -4.72893461e-03  6.58778925e-01  1.46006496e+00  8.99999916e+00  1.75919902e+00  1.34544011e-01  6.73506153e-15 
 6.98353561e-04  6.98353561e-04 -2.89332316e-15  9.00000000e+00  1.47440790e+00 -4.73904470e-03  6.58789342e-01  1.45894485e+00  8.99999916e+00  1.74375936e+00  1.33263215e-01  6.74986551e-15 
 6.99353561e-04  6.99353561e-04 -1.15495594e-14  9.00000000e+00  1.45806069e+00 -4.74896771e-03  6.58799812e-01  1.45781744e+00  8.99999916e+00  1.72824524e+00  1.31976659e-01  6.76439732e-15 
 7.00353561e-04  7.00353561e-04  5.17284802e-15  9.00000000e+00  1.44164893e+00 -4.75870324e-03  6.58810334e-01  1.45668277e+00  8.99999916e+00  1.71265726e+00  1.30684392e-01  6.77865629e-15 
 7.01353561e-04  7.01353561e-04 -3.17208937e-15  9.00000000e+00  1.42517324e+00 -4.76825090e-03  6.58820908e-01  1.45554088e+00  8.99999916e+00  1.69699600e+00  1.29386464e-01  6.79264177e-15 
 7.02353561e-04  7.02353561e-04 -1.11372664e-14  9.00000000e+00  1.40863424e+00 -4.77761032e-03  6.58831533e-01  1.45439182e+00  8.99999916e+00  1.68126206e+00  1.28082923e-01  6.80635309e-15 
 7.03353561e-04  7.03353561e-04  5.57510594e-15  9.00000000e+00  1.39203257e+00 -4.78678112e-03  6.58842210e-01  1.45323563e+00  8.99999916e+00  1.66545604e+00  1.26773820e-01  6.81978963e-15 
 7.04353561e-04  7.04353561e-04 -3.44929614e-15  9.00000000e+00  1.37536888e+00 -4.79576295e-03  6.58852938e-01  1.45207236e+00  8.99999916e+00  1.64957854e+00  1.25459204e-01  6.83295076e-15 
