time,v(N001),v(N002),v(N003),v(N004),v(N005),v(N006),v(N007),v(N009),v(N010),@ddiode7_1[id]
0.000111353561,1.53423293e-14,9.0,-2.14339178,0.00321976912,0.661620405,1.0863763,8.99999912,-2.23824034,-0.17889301,-4.3902455e-15
0.000112353561,-1.35794853e-15,9.0,-2.14298397,0.00324374061,0.661621472,1.08613386,8.99999912,-2.23905026,-0.178920762,-4.42239637e-15
0.000113353561,7.40774291e-15,9.0,-2.14233751,0.00326758405,0.661622387,1.0859108,8.99999912,-2.23962122,-0.178929108,-4.45436797e-15
0.000114353561,1.49810467e-14,9.0,-2.14145469,0.00329129848,0.66162315,1.08570697,8.99999912,-2.23995538,-0.178918228,-4.48615916e-15
0.000115353561,-1.68713297e-15,9.0,-2.14033776,0.00331488298,0.661623763,1.08552222,8.99999912,-2.24005487,-0.178888298,-4.51776882e-15
0.000116353561,7.74568032e-15,9.0,-2.13898896,0.00333833662,0.661624227,1.08535639,8.99999912,-2.23992179,-0.178839494,-4.54919584e-15
0.000117353561,1.45991397e-14,9.0,-2.13741052,0.00336165846,0.661624543,1.08520932,8.99999912,-2.23955823,-0.17877199,-4.58043909e-15
0.000118353561,-1.99871564e-15,9.0,-2.13560464,0.00338484759,0.661624713,1.08508088,8.99999912,-2.23896627,-0.178685959,-4.61149747e-15
0.000119353561,8.07946414e-15,9.0,-2.1335735,0.0034079031,0.661624737,1.08497091,8.99999912,-2.23814797,-0.17858157,-4.64236989e-15
0.000120353561,1.41972507e-14,9.0,-2.13131928,0.00343082406,0.661624618,1.08487926,8.99999912,-2.23710537,-0.178458996,-4.67305526e-15
0.000121353561,-2.29221725e-15,9.0,-2.12884412,0.00345360958,0.661624356,1.08480578,8.99999912,-2.23584049,-0.178318403,-4.70355248e-15
0.000122353561,8.40808905e-15,9.0,-2.12615017,0.00347625876,0.661623953,1.08475034,8.99999912,-2.23435534,-0.17815996,-4.73386048e-15
0.000123353561,1.37760634e-14,9.0,-2.12323953,0.0034987707,0.661623409,1.08471278,8.99999912,-2.23265191,-0.177983831,-4.7639782e-15
0.000124353561,-2.5672046e-15,9.0,-2.1201143,0.00352114452,0.661622726,1.08469297,8.99999912,-2.23073218,-0.177790181,-4.79390457e-15
0.000125353561,8.73055712e-15,9.0,-2.11677656,0.00354337933,0.661621906,1.08469076,8.99999912,-2.2285981,-0.177579173,-4.82363853e-15
0.000126353561,1.33363016e-14,9.0,-2.11322838,0.00356547425,0.661620948,1.084706,8.99999912,-2.22625163,-0.177350968,-4.85317905e-15
0.000127353561,-2.82329145e-15,9.0,-2.10947181,0.00358742841,0.661619856,1.08473857,8.99999912,-2.22369469,-0.177105728,-4.88252508e-15
0.000128353561,9.04588012e-15,9.0,-2.10550887,0.00360924095,0.661618629,1.08478832,8.99999912,-2.22092919,-0.176843611,-4.91167559e-15
0.000129353561,1.28787272e-14,9.0,-2.10134158,0.003630911,0.661617269,1.08485511,8.99999912,-2.21795702,-0.176564776,-4.94062955e-15
0.000130353561,-3.06013938e-15,9.0,-2.09697194,0.00365243771,0.661615776,1.0849388,8.99999912,-2.21478009,-0.176269378,-4.96938595e-15
0.000131353561,9.35308194e-15,9.0,-2.09240193,0.00367382023,0.661614153,1.08503927,8.99999912,-2.21140025,-0.175957573,-4.99794377e-15
0.000132353561,1.24041388e-14,9.0,-2.08763353,0.00369505771,0.661612401,1.08515638,8.99999912,-2.20781935,-0.175629515,-5.02630203e-15
0.000133353561,-3.27745843e-15,9.0,-2.08266867,0.00371614931,0.661610519,1.08528999,8.99999912,-2.20403924,-0.175285358,-5.05445971e-15
0.000134353561,9.65120089e-15,9.0,-2.07750931,0.00373709421,0.66160851,1.08543997,8.99999912,-2.20006174,-0.174925253,-5.08241583e-15
0.000135353561,1.191337e-14,9.0,-2.07215735,0.00375789158,0.661606374,1.08560618,8.99999912,-2.19588867,-0.17454935,-5.11016942e-15
0.000136353561,-3.47500769e-15,9.0,-2.0666147,0.00377854059,0.661604113,1.08578851,8.99999912,-2.19152181,-0.1741578,-5.1377195e-15
0.000137353561,9.939292e-15,9.0,-2.06088327,0.00379904043,0.661601728,1.08598681,8.99999912,-2.18696296,-0.17375075,-5.16506511e-15
0.000138353561,1.14072872e-14,9.0,-2.05496491,0.00381939029,0.661599219,1.08620097,8.99999912,-2.18221388,-0.173328348,-5.19220529e-15
0.000139353561,-3.65259578e-15,9.0,-2.04886151,0.00383958936,0.661596588,1.08643085,8.99999912,-2.17727633,-0.172890739,-5.21913909e-15
0.000140353561,1.02164293e-14,9.0,-2.04257489,0.00385963686,0.661593836,1.08667632,8.99999912,-2.17215206,-0.172438068,-5.24586558e-15
0.000141353561,1.08867882e-14,9.0,-2.0361069,0.00387953198,0.661590963,1.08693726,8.99999912,-2.16684279,-0.17197048,-5.27238381e-15
0.000142353561,-3.81008117e-15,9.0,-2.02945937,0.00389927395,0.661587971,1.08721355,8.99999912,-2.16135024,-0.171488117,-5.29869287e-15
0.000143353561,1.0481708e-14,9.0,-2.02263408,0.00391886198,0.661584862,1.08750506,8.99999912,-2.15567612,-0.170991121,-5.32479183e-15
0.000144353561,1.03528001e-14,9.0,-2.01563284,0.0039382953,0.661581635,1.08781167,8.99999912,-2.14982211,-0.170479632,-5.35067978e-15
0.000145353561,-3.94737242e-15,9.0,-2.00845743,0.00395757314,0.661578292,1.08813325,8.99999912,-2.14378991,-0.16995379,-5.37635583e-15
0.000146353561,1.07342468e-14,9.0,-2.00110961,0.00397669475,0.661574834,1.08846968,8.99999912,-2.13758117,-0.169413734,-5.40181907e-15
0.000147353561,9.80627675e-15,9.0,-1.99359114,0.00399565936,0.661571261,1.08882085,8.99999912,-2.13119755,-0.168859601,-5.42706863e-15
0.000148353561,-4.06442832e-15,9.0,-1.98590375,0.00401446623,0.661567575,1.08918663,8.99999912,-2.1246407,-0.168291527,-5.45210362e-15
0.000149353561,1.09731898e-14,9.0,-1.97804917,0.00403311462,0.661563778,1.08956691,8.99999912,-2.11791225,-0.167709649,-5.47692317e-15
0.000150353561,9.24819749e-15,9.0,-1.97002912,0.00405160378,0.661559868,1.08996157,8.99999912,-2.11101381,-0.167114101,-5.50152642e-15
0.000151353561,-4.16125784e-15,9.0,-1.9618453,0.004069933,0.661555849,1.09037048,8.99999912,-2.103947,-0.166505016,-5.52591252e-15
0.000152353561,1.11977087e-14,9.0,-1.95349941,0.00408810154,0.66155172,1.09079354,8.99999912,-2.09671342,-0.165882527,-5.55008061e-15
0.000153353561,8.67956435e-15,9.0,-1.9449931,0.00410610869,0.661547482,1.09123062,8.99999912,-2.08931464,-0.165246767,-5.57402986e-15
0.000154353561,-4.23792006e-15,9.0,-1.93632807,0.00412395373,0.661543137,1.09168161,8.99999912,-2.08175225,-0.164597865,-5.59775944e-15
0.000155353561,1.14070048e-14,9.0,-1.92750594,0.00414163598,0.661538686,1.09214641,8.99999912,-2.07402781,-0.163935951,-5.62126852e-15
0.000156353561,8.10140015e-15,9.0,-1.91852838,0.00415915471,0.661534128,1.09262488,8.99999912,-2.06614288,-0.163261156,-5.64455628e-15
0.000157353561,-4.29452391e-15,9.0,-1.90939701,0.00417650925,0.661529466,1.09311693,8.99999912,-2.05809898,-0.162573606,-5.66762193e-15
0.000158353561,1.16003108e-14,9.0,-1.90011345,0.00419369891,0.6615247,1.09362244,8.99999912,-2.04989767,-0.161873429,-5.69046467e-15
0.000159353561,7.51474612e-15,9.0,-1.89067931,0.00421072301,0.66151983,1.0941413,8.99999912,-2.04154046,-0.161160752,-5.71308369e-15
0.000160353561,-4.33122784e-15,9.0,-1.88109619,0.00422758088,0.661514859,1.09467339,8.99999912,-2.03302886,-0.160435699,-5.73547822e-15
0.000161353561,1.17768929e-14,9.0,-1.87136566,0.00424427184,0.661509786,1.09521862,8.99999912,-2.02436438,-0.159698396,-5.75764749e-15
0.000162353561,6.92065968e-15,9.0,-1.86148932,0.00426079526,0.661504613,1.09577686,8.99999912,-2.0155485,-0.158948966,-5.77959072e-15
0.000163353561,-4.34823933e-15,9.0,-1.85146871,0.00427715046,0.661499341,1.09634801,8.99999912,-2.00658272,-0.158187533,-5.80130716e-15
0.000164353561,1.19360524e-14,9.0,-1.84130541,0.00429333681,0.661493969,1.09693196,8.99999912,-1.99746849,-0.157414219,-5.82279606e-15
0.000165353561,6.32021208e-15,9.0,-1.83100094,0.00430935366,0.6614885,1.09752861,8.99999912,-1.9882073,-0.156629144,-5.84405668e-15
