 time            time            v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         v(N006)        
 1.00280000e-02  1.00280000e-02  5.00000000e+00  1.75920113e-04  1.52180386e+00  8.76915534e-01  2.97515583e+00 -1.08949792e-01 
 1.01280000e-02  1.01280000e-02  5.00000000e+00  8.03381001e-04  1.52184833e+00  8.76968628e-01  2.97574838e+00 -1.08028489e-01 
 1.02280000e-02  1.02280000e-02  5.00000000e+00  1.42767131e-03  1.52188629e+00  8.77021265e-01  2.97677069e+00 -1.06680864e-01 
 1.03280000e-02  1.03280000e-02  5.00000000e+00  2.04632726e-03  1.52191757e+00  8.77073237e-01  2.97821775e+00 -1.04913209e-01 
 1.04280000e-02  1.04280000e-02  5.00000000e+00  2.65690728e-03  1.52194206e+00  8.77124339e-01  2.98008335e+00 -1.02732992e-01 
 1.05280000e-02  1.05280000e-02  5.00000000e+00  3.25700171e-03  1.52195966e+00  8.77174371e-01  2.98235899e+00 -1.00149950e-01 
 1.06280000e-02  1.06280000e-02  5.00000000e+00  3.84424223e-03  1.52197029e+00  8.77223136e-01  2.98503506e+00 -9.71749035e-02 
 1.07280000e-02  1.07280000e-02  5.00000000e+00  4.41631129e-03  1.52197390e+00  8.77270443e-01  2.98809975e+00 -9.38208296e-02 
 1.08280000e-02  1.08280000e-02  5.00000000e+00  4.97095119e-03  1.52197046e+00  8.77316108e-01  2.99154024e+00 -9.01016639e-02 
 1.09280000e-02  1.09280000e-02  5.00000000e+00  5.50597301e-03  1.52195998e+00  8.77359952e-01  2.99534167e+00 -8.60333624e-02 
 1.10280000e-02  1.10280000e-02  5.00000000e+00  6.01926528e-03  1.52194249e+00  8.77401807e-01  2.99948831e+00 -8.16326893e-02 
 1.11280000e-02  1.11280000e-02  5.00000000e+00  6.50880225e-03  1.52191804e+00  8.77441509e-01  3.00396250e+00 -7.69182671e-02 
 1.12280000e-02  1.12280000e-02  5.00000000e+00  6.97265196e-03  1.52188672e+00  8.77478907e-01  3.00874591e+00 -7.19093562e-02 
 1.13280000e-02  1.13280000e-02  5.00000000e+00  7.40898379e-03  1.52184863e+00  8.77513856e-01  3.01381847e+00 -6.66268939e-02 
