time,v(N001),v(N002),v(N003),v(N004),v(N005)
0.0,8.44787393e-28,0.0,-5.42817251e-19,6.58934166e-27,8.07523229e-29
5e-06,1.2538611e-06,0.025,0.000535016683,0.000534889193,0.00926803345
5.42084484e-06,1.36826342e-06,0.0271042242,0.000553061946,0.000552926502,0.0100481967
6.26253452e-06,1.61478734e-06,0.0313126726,0.000568309002,0.000568159676,0.0116085869
7.94591388e-06,2.21410881e-06,0.0397295694,0.000565677188,0.000565498276,0.0147294687
1.13126726e-05,3.83777351e-06,0.056563363,0.000568336373,0.000568065134,0.0209712095
1.804619e-05,8.78512312e-06,0.0902309502,0.000569155302,0.000568395687,0.033454711
3.15132249e-05,2.54793211e-05,0.157566125,0.000591155328,0.000581365348,0.058421698
5.84472947e-05,8.60621274e-05,0.292236473,0.00333420861,0.000679157962,0.10835568
8.63883748e-05,0.000187239045,0.431941874,0.0645393713,0.00171015553,0.160156637
0.000113220652,0.000321135329,0.566103259,0.193024886,0.00211154168,0.209901799
0.000153861081,0.000592407391,0.769305405,0.401002971,0.00214138551,0.285246514
0.000195067849,0.000951639953,0.975339243,0.606401493,0.00253326169,0.36164106
0.000277481384,0.0019242474,1.38740692,1.02203113,0.00333253442,0.514430303
0.000442308455,0.00488498844,2.21154228,1.84803184,0.00621192942,0.820008623
0.000721154228,0.0129712629,3.60577114,3.24693367,0.0141017411,1.33697004
0.001,0.0249173079,5.0,4.64100302,0.026010117,1.85393134
0.00105,0.0274036142,5.0,4.68576054,0.0275138833,1.8539326
0.00115,0.0323737333,5.0,4.73759022,0.032369016,1.85393263
0.00135,0.0422990593,5.0,4.75733303,0.0422958235,1.85393261
0.00175,0.0620902754,5.0,4.78193189,0.0620756705,1.85393263
0.00225,0.0867182461,5.0,4.80546285,0.0867112284,1.85393261
0.00275,0.111223384,5.0,4.82837529,0.111208591,1.85393263
0.00325,0.135606302,5.0,4.85077445,0.135599103,1.85393261
0.00375,0.159867609,5.0,4.87281886,0.159852763,1.85393263
0.00425,0.184007912,5.0,4.89464488,0.184000688,1.85393261
0.00475,0.208027815,5.0,4.91627728,0.208013,1.85393263
0.00525,0.231927917,5.0,4.93777353,0.231920711,1.85393261
0.00575,0.255708817,5.0,4.95911577,0.255694054,1.85393263
0.00625,0.279371109,5.0,4.9803402,0.279363929,1.85393261
0.00675,0.302915385,5.0,5.00141982,0.302900677,1.85393263
0.00725,0.326342233,5.0,5.02238659,0.32633508,1.85393261
0.00775,0.349652239,5.0,5.04321147,0.349637586,1.85393263
0.00825,0.372845985,5.0,5.06392546,0.37283886,1.8539326
0.00875,0.395924052,5.0,5.08449906,0.395909453,1.85393263
0.00925,0.418887016,5.0,5.10496306,0.418879918,1.8539326
0.00975,0.441735452,5.0,5.12528841,0.441720907,1.85393263
0.01025,0.464469931,5.0,5.14550548,0.464462858,1.8539326
0.01075,0.487091021,5.0,5.16558487,0.487076529,1.85393263
0.01125,0.509599287,5.0,5.18555713,0.509592238,1.8539326
0.01175,0.531995293,5.0,5.20539334,0.531980853,1.85393263
0.01225,0.554279597,5.0,5.22512377,0.554272573,1.8539326
0.01275,0.576452759,5.0,5.24471937,0.576438371,1.85393263
0.01325,0.598515331,5.0,5.26421015,0.59850833,1.8539326
0.01375,0.620467865,5.0,5.2835674,0.620453528,1.85393263
0.01425,0.64231091,5.0,5.30282111,0.642303931,1.8539326
0.01475,0.664045012,5.0,5.32194242,0.664030725,1.85393263
0.01525,0.685670715,5.0,5.34096144,0.685663758,1.8539326
0.01575,0.707188559,5.0,5.35984951,0.707174322,1.85393263
0.01625,0.728599082,5.0,5.37863633,0.728592146,1.8539326
0.01675,0.74990282,5.0,5.39729342,0.749888631,1.85393263
0.01725,0.771100304,5.0,5.41585034,0.771093388,1.8539326
0.01775,0.792192066,5.0,5.43427869,0.792177924,1.85393263
0.01825,0.813178631,5.0,5.4526082,0.813171734,1.8539326
0.01875,0.834060526,5.0,5.47081049,0.834046431,1.85393263
0.01925,0.854838271,5.0,5.48891486,0.854831391,1.8539326
0.01975,0.875512386,5.0,5.50689315,0.875498338,1.85393263
0.02025,0.896083389,5.0,5.52477474,0.896076527,1.8539326
0.02075,0.916551794,5.0,5.54253151,0.91653779,1.85393263
0.02125,0.936918111,5.0,5.5601926,0.936911265,1.8539326
0.02175,0.957182851,5.0,5.5777301,0.957168891,1.85393263
0.02225,0.97734652,5.0,5.59517317,0.977339689,1.8539326
0.02275,0.997409622,5.0,5.61249372,0.997395706,1.85393263
0.02325,1.01737266,5.0,5.6297207,1.01736584,1.8539326
0.02375,1.03723613,5.0,5.64682652,1.03722226,1.85393263
0.02425,1.05700053,5.0,5.66383995,1.05699373,1.8539326
0.02475,1.07666636,5.0,5.68073319,1.07665252,1.85393263
0.02525,1.0962341,5.0,5.69753504,1.09622731,1.8539326
0.02575,1.11570424,5.0,5.71421797,1.11569045,1.85393263
0.02625,1.13507728,5.0,5.73081059,1.1350705,1.8539326
0.02675,1.1543537,5.0,5.74728538,1.15433994,1.85393262
0.02725,1.17353397,5.0,5.76367093,1.1735272,1.8539326
0.02775,1.19261858,5.0,5.77993995,1.19260487,1.85393262
0.02825,1.21160801,5.0,5.79612061,1.21160125,1.8539326
0.02875,1.23050272,5.0,5.81218567,1.23048904,1.85393262
0.02925,1.2493032,5.0,5.8281634,1.24929645,1.8539326
0.02975,1.26800991,5.0,5.84402667,1.26799627,1.85393262
0.03025,1.28662332,5.0,5.85980372,1.28661657,1.8539326
0.03075,1.30514389,5.0,5.87546759,1.30513029,1.85393262
0.03125,1.3235721,5.0,5.89104608,1.32356535,1.8539326
0.03175,1.34190839,5.0,5.90651228,1.34189481,1.85393262
0.03225,1.36015323,5.0,5.92189427,1.36014649,1.8539326
0.03275,1.37830707,5.0,5.93716518,1.37829353,1.85393262
0.03325,1.39637037,5.0,5.95235265,1.39636363,1.8539326
0.03375,1.41434357,5.0,5.96742989,1.41433006,1.85393262
0.03425,1.43222714,5.0,5.98242466,1.4322204,1.8539326
0.03475,1.45002151,5.0,5.99731049,1.45000803,1.85393262
0.03525,1.46772713,5.0,6.01211486,1.46772039,1.8539326
0.03575,1.48534445,5.0,6.02681127,1.48533099,1.85393262
0.03625,1.50287389,5.0,6.04142702,1.50286715,1.8539326
0.03675,1.52031591,5.0,6.05593591,1.52030248,1.85393262
0.03725,1.53767094,5.0,6.07036526,1.53766419,1.8539326
0.03775,1.5549394,5.0,6.08468867,1.554926,1.85393262
0.03825,1.57212174,5.0,6.09893326,1.57211499,1.8539326
0.03875,1.58921839,5.0,6.11307296,1.58920501,1.85393262
0.03925,1.60622976,5.0,6.12713478,1.606223,1.8539326
0.03975,1.62315628,5.0,6.14109286,1.62314293,1.85393262
0.04025,1.63999839,5.0,6.15497397,1.63999162,1.8539326
0.04075,1.6567565,5.0,6.16875225,1.65674316,1.85393262
0.04125,1.67343102,5.0,6.18245451,1.67342424,1.8539326
0.04175,1.69002238,5.0,6.19605496,1.69000906,1.85393262
0.04225,1.70653099,5.0,6.2095802,1.70652419,1.8539326
0.04275,1.72295726,5.0,6.22300451,1.72294395,1.85393262
0.04325,1.73930161,5.0,6.23635437,1.73929479,1.8539326
0.04375,1.75556443,5.0,6.24960439,1.75555114,1.85393262
