 time            time            v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         v(N006)         v(N007)         v(N008)        
 0.00000000e+00  0.00000000e+00  0.00000000e+00  5.04596981e+00  4.39382493e+00  4.46871998e+00  0.00000000e+00  0.00000000e+00  1.20000000e+01  0.00000000e+00 
 1.00000000e-06  1.00000000e-06  7.33438062e-05  5.04604260e+00  4.39382494e+00  4.46782837e+00 -8.91601418e-04  6.28318489e-04  1.20000000e+01  0.00000000e+00 
 2.00000000e-06  2.00000000e-06  1.58740785e-04  5.04612690e+00  4.39382496e+00  4.46678784e+00 -1.93211311e-03  1.25663673e-03  1.20000000e+01  0.00000000e+00 
 4.00000000e-06  4.00000000e-06  3.34142423e-04  5.04629902e+00  4.39382501e+00  4.46476699e+00 -3.95291179e-03  2.51327148e-03  1.20000000e+01  0.00000000e+00 
 8.00000000e-06  8.00000000e-06  6.89130834e-04  5.04664098e+00  4.39382519e+00  4.46115889e+00 -7.56077381e-03  5.02652708e-03  1.20000000e+01  0.00000000e+00 
 1.60000000e-05  1.60000000e-05  1.40311013e-03  5.04730301e+00  4.39382592e+00  4.45537136e+00 -1.33474727e-02  1.00529272e-02  1.20000000e+01  0.00000000e+00 
 3.20000000e-05  3.20000000e-05  2.87207316e-03  5.04856491e+00  4.39382867e+00  4.44716774e+00 -2.15482978e-02  2.01048383e-02  1.20000000e+01  0.00000000e+00 
 6.40000000e-05  6.40000000e-05  6.01653453e-03  5.05088669e+00  4.39383897e+00  4.43712192e+00 -3.15856219e-02  4.02015494e-02  1.20000000e+01  0.00000000e+00 
 1.28000000e-04  1.28000000e-04  1.32962304e-02  5.05492712e+00  4.39387710e+00  4.42662861e+00 -4.20553579e-02  8.03381001e-02  1.20000000e+01  0.00000000e+00 
 2.28000000e-04  2.28000000e-04  2.75590704e-02  5.06007747e+00  4.39397932e+00  4.41879894e+00 -4.98390820e-02  1.42767131e-01  1.20000000e+01  0.00000000e+00 
 3.28000000e-04  3.28000000e-04  4.54318971e-02  5.06422985e+00  4.39412897e+00  4.41470041e+00 -5.38857555e-02  2.04632726e-01  1.20000000e+01  0.00000000e+00 
 4.28000000e-04  4.28000000e-04  6.67677739e-02  5.06765954e+00  4.39432116e+00  4.41229659e+00 -5.62345148e-02  2.65690728e-01  1.20000000e+01  0.00000000e+00 
 5.28000000e-04  5.28000000e-04  9.13152763e-02  5.07054165e+00  4.39455130e+00  4.41076517e+00 -5.77089607e-02  3.25700171e-01  1.20000000e+01  0.00000000e+00 
 6.28000000e-04  6.28000000e-04  1.18763810e-01  5.07298792e+00  4.39481500e+00  4.40977722e+00 -5.86387326e-02  3.84424223e-01  1.20000000e+01  0.00000000e+00 
 7.28000000e-04  7.28000000e-04  1.48777781e-01  5.07507620e+00  4.39510801e+00  4.40915279e+00 -5.92042493e-02  4.41631129e-01  1.20000000e+01  0.00000000e+00 
 8.28000000e-04  8.28000000e-04  1.81035927e-01  5.07688872e+00  4.39542623e+00  4.40874534e+00 -5.95523203e-02  4.97095119e-01  1.20000000e+01  0.00000000e+00 
 9.28000000e-04  9.28000000e-04  2.15123187e-01  5.07839931e+00  4.39576570e+00  4.40859150e+00 -5.96465600e-02  5.50597301e-01  1.20000000e+01  0.00000000e+00 
 1.02800000e-03  1.02800000e-03  2.50736173e-01  5.07967907e+00  4.39612263e+00  4.40857605e+00 -5.96023879e-02  6.01926528e-01  1.20000000e+01  0.00000000e+00 
 1.12800000e-03  1.12800000e-03  2.87533698e-01  5.08074976e+00  4.39649337e+00  4.40867510e+00 -5.94438066e-02  6.50880225e-01  1.20000000e+01  0.00000000e+00 
 1.22800000e-03  1.22800000e-03  3.25180437e-01  5.08162493e+00  4.39687439e+00  4.40887003e+00 -5.91895619e-02  6.97265196e-01  1.20000000e+01  0.00000000e+00 
 1.32800000e-03  1.32800000e-03  3.63355841e-01  5.08231897e+00  4.39726234e+00  4.40914419e+00 -5.88563803e-02  7.40898379e-01  1.20000000e+01  0.00000000e+00 
