 time            time            v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         v(N006)         v(N007)         v(N008)         @ddiode7_1[id] 
 0.00000000e+00  0.00000000e+00  0.00000000e+00  9.00000000e+00  9.00000000e+00  9.00000000e+00 -1.22428978e-16  8.99999604e+00  9.00000000e+00  8.99999604e+00  1.69058345e-28 
 1.00000000e-08  1.00000000e-08  1.11846486e-20  9.00000000e+00  9.00000000e+00  9.00000000e+00  3.02803116e-10  8.99999604e+00  9.00000000e+00  8.99999604e+00 -4.19874095e-22 
 2.00000000e-08  2.00000000e-08  2.23454586e-20  9.00000000e+00  9.00000000e+00  9.00000000e+00  3.02803116e-10  8.99999604e+00  9.00000000e+00  8.99999604e+00 -4.19874095e-22 
 4.00000000e-08  4.00000000e-08  4.45956958e-20  9.00000000e+00  9.00000000e+00  9.00000000e+00  3.02803116e-10  8.99999604e+00  9.00000000e+00  8.99999604e+00 -4.19874095e-22 
 8.00000000e-08  8.00000000e-08  8.83861021e-20  9.00000000e+00  9.00000000e+00  9.00000000e+00  3.02803116e-10  8.99999604e+00  9.00000000e+00  8.99999604e+00 -4.19874095e-22 
 1.60000000e-07  1.60000000e-07  1.70415583e-19  9.00000000e+00  9.00000000e+00  9.00000000e+00  3.02803116e-10  8.99999604e+00  9.00000000e+00  8.99999604e+00 -4.19874095e-22 
 3.20000000e-07  3.20000000e-07  1.82343649e-19  9.00000000e+00  9.00000000e+00  9.00000000e+00 -1.00206066e-10  8.99999604e+00  9.00000000e+00  8.99999604e+00  1.38948144e-22 
 6.40000000e-07  6.40000000e-07 -5.40210597e-20  9.00000000e+00  9.00000000e+00  9.00000000e+00  3.59889896e-12  8.99999604e+00  9.00000000e+00  8.99999604e+00 -4.99032043e-24 
 1.28000000e-06  1.28000000e-06 -1.84538220e-19  9.00000000e+00  9.00000000e+00  9.00000000e+00  2.80184764e-11  8.99999604e+00  9.00000000e+00  8.99999604e+00 -3.88510947e-23 
 2.28000000e-06  2.28000000e-06  1.32369718e-19  9.00000000e+00  9.00000000e+00  9.00000000e+00 -1.01465503e-11  8.99999604e+00  9.00000000e+00  8.99999604e+00  1.40694502e-23 
 3.28000000e-06  3.28000000e-06  4.49579074e-20  9.00000000e+00  9.00000000e+00  9.00000000e+00 -1.01465503e-11  8.99999604e+00  9.00000000e+00  8.99999604e+00  1.40694501e-23 
 4.28000000e-06  4.28000000e-06 -1.73240581e-19  9.00000000e+00  9.00000000e+00  9.00000000e+00 -1.01465503e-11  8.99999604e+00  9.00000000e+00  8.99999604e+00  1.40694499e-23 
 5.28000000e-06  5.28000000e-06  1.12533227e-19  9.00000000e+00  9.00000000e+00  9.00000000e+00 -1.01465503e-11  8.99999604e+00  9.00000000e+00  8.99999604e+00  1.40694502e-23 
 6.28000000e-06  6.28000000e-06  7.09375719e-20  9.00000000e+00  9.00000000e+00  9.00000000e+00 -1.01465503e-11  8.99999604e+00  9.00000000e+00  8.99999604e+00  1.40694501e-23 
 7.28000000e-06  7.28000000e-06 -1.77022107e-19  9.00000000e+00  9.00000000e+00  9.00000000e+00 -1.01465503e-11  8.99999604e+00  9.00000000e+00  8.99999604e+00  1.40694499e-23 
 8.28000000e-06  8.28000000e-06  8.99918584e-20  9.00000000e+00  9.00000000e+00  9.00000000e+00 -1.01465503e-11  8.99999604e+00  9.00000000e+00  8.99999604e+00  1.40694501e-23 
 9.28000000e-06  9.28000000e-06  9.52116445e-20  9.00000000e+00  9.00000000e+00  9.00000000e+00 -1.01465503e-11  8.99999604e+00  9.00000000e+00  8.99999604e+00  1.40694501e-23 
 1.02800000e-05  1.02800000e-05 -1.76548097e-19  9.00000000e+00  9.00000000e+00  9.00000000e+00 -1.01465503e-11  8.99999604e+00  9.00000000e+00  8.99999604e+00  1.40694499e-23 
 1.12800000e-05  1.12800000e-05  6.52864479e-20  9.00000000e+00  9.00000000e+00  9.00000000e+00 -1.01465503e-11  8.99999604e+00  9.00000000e+00  8.99999604e+00  1.40694501e-23 
