time,v(N001),v(N002),v(N003),v(N004),v(N005),v(N006),v(N007),v(N008),@ddiode7_1[id]
0.0,0.0,-9.0,-8.99999801,-8.99999803,-1.22428978e-16,-0.791174109,-0.120767573,0.0,1.69058345e-28
1e-08,1.10132415e-16,-9.0,-8.99999801,-8.99999803,2.981609e-06,-0.791171127,-0.120761393,6.2831853e-06,-4.13430442e-18
2e-08,3.28363068e-16,-9.0,-8.99999801,-8.99999803,5.914643e-06,-0.791168194,-0.120755315,1.25663706e-05,-8.20112502e-18
4e-08,9.76770018e-16,-9.0,-8.99999801,-8.99999803,1.16845855e-05,-0.791162424,-0.12074336,2.5132741e-05,-1.62011075e-17
8e-08,3.49043576e-15,-9.0,-8.99999801,-8.99999803,2.26663313e-05,-0.791151443,-0.120720611,5.02654803e-05,-3.14258424e-17
1.6e-07,1.27694361e-14,-9.0,-8.99999801,-8.99999803,4.25712258e-05,-0.791131538,-0.1206794,0.000100530948,-5.90167496e-17
3.2e-07,4.25736351e-14,-9.0,-8.99999801,-8.99999803,7.53549887e-05,-0.791098754,-0.120611589,0.000201061794,-1.04446644e-16
6.4e-07,1.01247241e-13,-9.0,-8.99999801,-8.99999803,0.000120203288,-0.791053906,-0.120518971,0.000402122776,-1.66568952e-16
1.28e-06,6.36066885e-14,-9.0,-8.99999801,-8.99999803,0.000163037245,-0.791011072,-0.120430717,0.000804239049,-2.25873122e-16
2.28e-06,-9.16015758e-14,-9.0,-8.99999801,-8.99999803,0.000179969754,-0.790994139,-0.120395934,0.00143251725,-2.49308883e-16
3.28e-06,2.89301952e-14,-9.0,-8.99999801,-8.99999803,0.000181451297,-0.790992658,-0.120392898,0.0020607389,-2.51359238e-16
4.28e-06,6.61008545e-14,-9.0,-8.99999801,-8.99999803,0.000181559886,-0.790992549,-0.120392674,0.00268887919,-2.51509517e-16
5.28e-06,-8.89765511e-14,-9.0,-8.99999801,-8.99999803,0.000181541384,-0.790992568,-0.120392712,0.00331691333,-2.51483913e-16
6.28e-06,1.47593579e-14,-9.0,-8.99999801,-8.99999803,0.000181505119,-0.790992604,-0.120392787,0.00394481653,-2.51433723e-16
7.28e-06,7.55183638e-14,-9.0,-8.99999801,-8.99999803,0.00018146073,-0.790992648,-0.120392878,0.00457256399,-2.51372292e-16
8.28e-06,-8.34607521e-14,-9.0,-8.99999801,-8.99999803,0.000181409069,-0.7909927,-0.120392985,0.00520013093,-2.51300799e-16
9.28e-06,2.99431437e-16,-9.0,-8.99999801,-8.99999803,0.000181350215,-0.790992759,-0.120393106,0.00582749259,-2.51219349e-16
1.028e-05,8.31256896e-14,-9.0,-8.99999801,-8.99999803,0.000181284176,-0.790992825,-0.120393242,0.00645462418,-2.51127956e-16
1.128e-05,-7.59383222e-14,-9.0,-8.99999801,-8.99999803,0.000181210955,-0.790992898,-0.120393392,0.00708150095,-2.51026624e-16
1.228e-05,-1.41681602e-14,-9.0,-8.99999801,-8.99999803,0.000181130555,-0.790992978,-0.120393558,0.00770809816,-2.50915356e-16
1.328e-05,8.87339349e-14,-9.0,-8.99999801,-8.99999803,0.00018104298,-0.790993066,-0.120393738,0.00833439107,-2.50794158e-16
1.428e-05,-6.65908066e-14,-9.0,-8.99999801,-8.99999803,0.000180948232,-0.790993161,-0.120393933,0.00896035495,-2.50663035e-16
1.528e-05,-2.8295808e-14,-9.0,-8.99999801,-8.99999803,0.000180846317,-0.790993263,-0.120394142,0.00958596509,-2.50521991e-16
1.628e-05,9.22080855e-14,-9.0,-8.99999801,-8.99999803,0.000180737237,-0.790993372,-0.120394367,0.0102111968,-2.50371032e-16
1.728e-05,-5.56431157e-14,-9.0,-8.99999801,-8.99999803,0.000180620997,-0.790993488,-0.120394606,0.0108360254,-2.50210164e-16
1.828e-05,-4.17440303e-14,-9.0,-8.99999801,-8.99999803,0.000180497603,-0.790993611,-0.12039486,0.0114604262,-2.50039395e-16
1.928e-05,9.34644394e-14,-9.0,-8.99999801,-8.99999803,0.000180367058,-0.790993742,-0.120395128,0.0120843745,-2.49858729e-16
2.028e-05,-4.33586306e-14,-9.0,-8.99999801,-8.99999803,0.000180229369,-0.79099388,-0.120395412,0.0127078458,-2.49668176e-16
2.128e-05,-5.41896797e-14,-9.0,-8.99999801,-8.99999803,0.000180084541,-0.790994024,-0.12039571,0.0133308154,-2.49467742e-16
2.228e-05,9.24726155e-14,-9.0,-8.99999801,-8.99999803,0.000179932579,-0.790994176,-0.120396022,0.0139532587,-2.49257435e-16
2.328e-05,-3.00328715e-14,-9.0,-8.99999801,-8.99999803,0.00017977349,-0.790994336,-0.12039635,0.0145751512,-2.49037265e-16
2.428e-05,-6.53337128e-14,-9.0,-8.99999801,-8.99999803,0.00017960728,-0.790994502,-0.120396692,0.0151964683,-2.48807239e-16
2.528e-05,8.92562839e-14,-9.0,-8.99999801,-8.99999803,0.000179433956,-0.790994675,-0.120397048,0.0158171854,-2.48567367e-16
2.628e-05,-1.59863927e-14,-9.0,-8.99999801,-8.99999803,0.000179253524,-0.790994855,-0.120397419,0.0164372781,-2.48317659e-16
2.728e-05,-7.49083789e-14,-9.0,-8.99999801,-8.99999803,0.000179065993,-0.790995043,-0.120397805,0.0170567219,-2.48058124e-16
2.828e-05,8.38925968e-14,-9.0,-8.99999801,-8.99999803,0.00017887137,-0.790995238,-0.120398206,0.0176754923,-2.47788773e-16
2.928e-05,-1.55707533e-15,-9.0,-8.99999801,-8.99999803,0.000178669662,-0.790995439,-0.120398621,0.0182935649,-2.47509617e-16
3.028e-05,-8.26836578e-14,-9.0,-8.99999801,-8.99999803,0.000178460877,-0.790995648,-0.12039905,0.0189109154,-2.47220667e-16
3.128e-05,7.65103341e-14,-9.0,-8.99999801,-8.99999803,0.000178245025,-0.790995864,-0.120399494,0.0195275192,-2.46921934e-16
3.228e-05,1.29079956e-14,-9.0,-8.99999801,-8.99999803,0.000178022113,-0.790996087,-0.120399953,0.0201433522,-2.46613431e-16
3.328e-05,-8.84727897e-14,-9.0,-8.99999801,-8.99999803,0.000177792152,-0.790996317,-0.120400426,0.0207583899,-2.4629517e-16
3.428e-05,6.72868068e-14,-9.0,-8.99999801,-8.99999803,0.000177555149,-0.790996554,-0.120400914,0.0213726081,-2.45967163e-16
3.528e-05,2.70608761e-14,-9.0,-8.99999801,-8.99999803,0.000177311114,-0.790996798,-0.120401416,0.0219859825,-2.45629425e-16
3.628e-05,-9.21367654e-14,-9.0,-8.99999801,-8.99999803,0.000177060058,-0.790997049,-0.120401932,0.022598489,-2.45281967e-16
3.728e-05,5.64435944e-14,-9.0,-8.99999801,-8.99999803,0.000176801991,-0.790997307,-0.120402463,0.0232101034,-2.44924805e-16
3.828e-05,4.05611287e-14,-9.0,-8.99999801,-8.99999803,0.000176536923,-0.790997572,-0.120403009,0.0238208014,-2.44557952e-16
3.928e-05,-9.35876681e-14,-9.0,-8.99999801,-8.99999803,0.000176264864,-0.790997844,-0.120403569,0.024430559,-2.44181424e-16
4.028e-05,4.42412177e-14,-9.0,-8.99999801,-8.99999803,0.000175985825,-0.790998123,-0.120404143,0.0250393522,-2.43795234e-16
4.128e-05,5.3084007e-14,-9.0,-8.99999801,-8.99999803,0.000175699819,-0.790998409,-0.120404731,0.0256471568,-2.433994e-16
4.228e-05,-9.2790787e-14,-9.0,-8.99999801,-8.99999803,0.000175406855,-0.790998702,-0.120405334,0.026253949,-2.42993936e-16
4.328e-05,3.09728755e-14,-9.0,-8.99999801,-8.99999803,0.000175106947,-0.790999002,-0.120405951,0.0268597047,-2.42578859e-16
4.428e-05,6.43282636e-14,-9.0,-8.99999801,-8.99999803,0.000174800106,-0.790999309,-0.120406583,0.0274644,-2.42154185e-16
4.528e-05,-8.97654519e-14,-9.0,-8.99999801,-8.99999803,0.000174486344,-0.790999623,-0.120407228,0.028068011,-2.41719933e-16
4.628e-05,1.69573953e-14,-9.0,-8.99999801,-8.99999803,0.000174165675,-0.790999943,-0.120407888,0.028670514,-2.41276118e-16
4.728e-05,7.40233927e-14,-9.0,-8.99999801,-8.99999803,0.000173838111,-0.791000271,-0.120408562,0.0292718851,-2.40822758e-16
4.828e-05,-8.45845685e-14,-9.0,-8.99999801,-8.99999803,0.000173503665,-0.791000605,-0.12040925,0.0298721006,-2.40359873e-16
4.928e-05,2.53156834e-15,-9.0,-8.99999801,-8.99999803,0.000173162351,-0.791000947,-0.120409953,0.0304711369,-2.3988748e-16
5.028e-05,8.19361337e-14,-9.0,-8.99999801,-8.99999803,0.000172814182,-0.791001295,-0.120410669,0.0310689701,-2.39405598e-16
5.128e-05,-7.73728654e-14,-9.0,-8.99999801,-8.99999803,0.000172459173,-0.79100165,-0.1204114,0.0316655768,-2.38914247e-16
5.228e-05,-1.19579476e-14,-9.0,-8.99999801,-8.99999803,0.000172097338,-0.791002012,-0.120412145,0.0322609335,-2.38413446e-16
5.328e-05,8.7876079e-14,-9.0,-8.99999801,-8.99999803,0.000171728691,-0.79100238,-0.120412903,0.0328550165,-2.37903215e-16
5.428e-05,-6.83038952e-14,-9.0,-8.99999801,-8.99999803,0.000171353247,-0.791002756,-0.120413676,0.0334478024,-2.37383576e-16
5.528e-05,-2.61629625e-14,-9.0,-8.99999801,-8.99999803,0.000170971022,-0.791003138,-0.120414463,0.0340392679,-2.36854548e-16
5.628e-05,9.17002526e-14,-9.0,-8.99999801,-8.99999803,0.00017058203,-0.791003527,-0.120415263,0.0346293896,-2.36316152e-16
5.728e-05,-5.7595862e-14,-9.0,-8.99999801,-8.99999803,0.000170186288,-0.791003923,-0.120416078,0.0352181441,-2.35768412e-16
5.828e-05,-3.97421254e-14,-9.0,-8.99999801,-8.99999803,0.000169783812,-0.791004325,-0.120416906,0.0358055084,-2.35211347e-16
5.928e-05,9.33165466e-14,-9.0,-8.99999801,-8.99999803,0.000169374616,-0.791004734,-0.120417748,0.036391459,-2.34644981e-16
6.028e-05,-4.55063755e-14,-9.0,-8.99999801,-8.99999803,0.000168958719,-0.79100515,-0.120418604,0.036975973,-2.34069336e-16
6.128e-05,-5.23691308e-14,-9.0,-8.99999801,-8.99999803,0.000168536137,-0.791005573,-0.120419474,0.0375590273,-2.33484435e-16
6.228e-05,9.26859367e-14,-9.0,-8.99999801,-8.99999803,0.000168106886,-0.791006002,-0.120420358,0.0381405988,-2.32890303e-16
