time,v(N001),v(N002),v(N003),v(N004),v(N005),v(N006),v(N007),v(N008)
0.0,0.0,3.664,3.02445819,6.76332296,0.0,0.0,12.0,0.0
1e-06,6.27690798e-07,3.664,3.02445819,6.76332296,1.32995837e-11,0.000628318489,12.0,0.0
2e-06,1.88244508e-06,3.664,3.02445819,6.76332296,1.32995837e-11,0.00125663673,12.0,0.0
4e-06,5.64482602e-06,3.664,3.02445819,6.76332296,1.34132705e-11,0.00251327148,12.0,0.0
8e-06,2.06717899e-05,3.664,3.02445819,6.76332296,2.59197108e-11,0.00502652708,12.0,0.0
1.6e-05,8.05845814e-05,3.664,3.02445819,6.76332296,-1.48379087e-11,0.0100529272,12.0,0.0
3.2e-05,0.000318652806,3.664,3.02445819,6.76332296,4.60342875e-12,0.0201048383,12.0,0.0
6.4e-05,0.00125832339,3.664,3.02445819,6.76332296,-3.52429197e-12,0.0402015494,12.0,0.0
0.000128,0.00491795138,3.664,3.02445819,6.76332296,2.73026046e-12,0.0803381001,12.0,0.0
0.000228,0.0150736337,3.664,3.02445819,6.76332296,9.08606523e-13,0.142767131,12.0,0.0
0.000328,0.0301808998,3.664,3.02445819,6.76332296,-2.66453526e-15,0.204632726,12.0,0.0
0.000428,0.0497028834,3.664,3.02445819,6.76332296,6.20836715e-13,0.265690728,12.0,0.0
0.000528,0.0731307468,3.664,3.02445819,6.76332296,-3.45501405e-13,0.325700171,12.0,0.0
0.000628,0.0999813611,3.664,3.02445819,6.76332296,2.23820962e-13,0.384424223,12.0,0.0
0.000728,0.129795296,3.664,3.02445819,6.76332296,-8.56203997e-13,0.441631129,12.0,0.0
0.000828,0.162135089,3.664,3.02445819,6.76332296,5.41788836e-14,0.497095119,12.0,0.0
0.000928,0.196583767,3.664,3.02445819,6.76332296,-4.56523708e-13,0.550597301,12.0,0.0
0.001028,0.232743591,3.664,3.02445819,6.76332296,6.24389429e-13,0.601926528,12.0,0.0
0.001128,0.270234999,3.664,3.02445819,6.76332296,-5.14255305e-13,0.650880225,12.0,0.0
0.001228,0.308695733,3.664,3.02445819,6.76332296,2.22932783e-13,0.697265196,12.0,0.0
0.001328,0.347780119,3.664,3.02445819,6.76332296,-8.56203997e-13,0.740898379,12.0,0.0
0.001428,0.387158487,3.664,3.02445819,6.76332296,5.41788836e-14,0.781607575,12.0,0.0
0.001528,0.426516712,3.664,3.02445819,6.76332296,-3.99680289e-13,0.819232123,12.0,0.0
0.001628,0.465555866,3.664,3.02445819,6.76332296,5.6754601e-13,0.853623536,12.0,0.0
0.001728,0.503991956,3.664,3.02445819,6.76332296,-4.57411886e-13,0.884646086,12.0,0.0
0.001828,0.541555742,3.664,3.02445819,6.76332296,2.79776202e-13,0.912177343,12.0,0.0
0.001928,0.577992624,3.664,3.02445819,6.76332296,-8.56203997e-13,0.936108653,12.0,0.0
0.002028,0.613062575,3.664,3.02445819,6.76332296,5.41788836e-14,0.956345569,12.0,0.0
0.002128,0.64654013,3.664,3.02445819,6.76332296,-3.99680289e-13,0.972808227,12.0,0.0
0.002228,0.678214397,3.664,3.02445819,6.76332296,5.6754601e-13,0.985431655,12.0,0.0
0.002328,0.707889107,3.664,3.02445819,6.76332296,-4.57411886e-13,0.994166034,12.0,0.0
0.002428,0.735382664,3.664,3.02445819,6.76332296,2.79776202e-13,0.998976894,12.0,0.0
0.002528,0.760528227,3.664,3.02445819,6.76332296,-8.56203997e-13,0.999845249,12.0,0.0
0.002628,0.783173773,3.664,3.02445819,6.76332296,5.41788836e-14,0.996767671,12.0,0.0
0.002728,0.803182174,3.664,3.02445819,6.76332296,-3.99680289e-13,0.989756307,12.0,0.0
