epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,1437.86,1.08617,0.6312,1.05721,0.85491,0.84056,0.85215,0.57317,1.39469,0.81483,1.37268,0.00016516,0.00016516,0.00016516
43,1471.96,1.08015,0.62996,1.04387,0.81546,0.86052,0.84473,0.58113,1.35463,0.80159,1.35628,0.000162408,0.000162408,0.000162408
44,1506.01,1.0781,0.62735,1.04602,0.80688,0.83791,0.82623,0.55967,1.38314,0.82345,1.37786,0.000159655,0.000159655,0.000159655
45,1540.08,1.06634,0.62543,1.04398,0.83244,0.83743,0.84615,0.57901,1.36081,0.80711,1.36653,0.000156903,0.000156903,0.000156903
46,1574.06,1.06396,0.60904,1.03878,0.85404,0.8146,0.85,0.57613,1.37373,0.81408,1.37859,0.000154151,0.000154151,0.000154151
47,1608.37,1.06484,0.61658,1.03548,0.84293,0.81444,0.84321,0.56915,1.39747,0.81341,1.39571,0.000151399,0.000151399,0.000151399
48,1642.61,1.05023,0.61024,1.03516,0.85209,0.83369,0.85093,0.58142,1.37274,0.80995,1.36276,0.000148647,0.000148647,0.000148647
49,1676.84,1.04099,0.5931,1.0215,0.83758,0.83345,0.86406,0.58257,1.37008,0.80652,1.37371,0.000145894,0.000145894,0.000145894
50,1710.83,1.0291,0.58988,1.02589,0.86324,0.80931,0.86437,0.58636,1.3706,0.84446,1.36963,0.000143142,0.000143142,0.000143142
51,1744.97,1.02486,0.5838,1.02102,0.86468,0.80399,0.85462,0.57932,1.36511,0.8073,1.36149,0.00014039,0.00014039,0.00014039
52,1779.23,1.02747,0.60111,1.02232,0.86515,0.83761,0.87463,0.60105,1.36151,0.78819,1.35915,0.000137638,0.000137638,0.000137638
53,1813.37,1.02412,0.57503,1.01031,0.8875,0.84084,0.87104,0.59646,1.36493,0.80669,1.35854,0.000134886,0.000134886,0.000134886
54,1847.33,1.01911,0.58353,1.01238,0.86113,0.85349,0.86991,0.59015,1.38924,0.81197,1.38782,0.000132133,0.000132133,0.000132133
54,34.3292,1.03064,0.62303,1.03578,0.86199,0.79093,0.84987,0.57056,1.38796,0.85133,1.42011,0.000132133,0.000132133,0.000132133
55,67.7222,1.02933,0.60656,1.027,0.841,0.82822,0.85319,0.56466,1.38867,0.82015,1.40809,0.000129381,0.000129381,0.000129381
56,102.025,1.0134,0.59784,1.02527,0.86238,0.84187,0.86757,0.58241,1.38672,0.81578,1.40189,0.000126629,0.000126629,0.000126629
57,137.458,0.99661,0.58023,1.01772,0.88272,0.83745,0.87679,0.5917,1.38215,0.84727,1.39885,0.000123877,0.000123877,0.000123877
58,173.077,0.99584,0.5758,1.0157,0.87863,0.84034,0.87128,0.58784,1.39299,0.82055,1.39821,0.000121125,0.000121125,0.000121125
59,207.805,1.00313,0.57949,1.02078,0.87389,0.84862,0.86653,0.58921,1.38843,0.82374,1.39926,0.000118372,0.000118372,0.000118372
60,243.149,0.99585,0.58081,1.01659,0.82815,0.85624,0.86861,0.59199,1.38476,0.8262,1.40002,0.00011562,0.00011562,0.00011562
61,278.207,0.96925,0.56592,1.00533,0.88234,0.8315,0.87153,0.58916,1.38024,0.81099,1.39811,0.000112868,0.000112868,0.000112868
62,313.439,0.9572,0.5433,0.99721,0.87602,0.82334,0.86743,0.58567,1.37196,0.82509,1.38229,0.000110116,0.000110116,0.000110116
63,348.561,0.96907,0.56406,1.00678,0.87086,0.84826,0.88024,0.59301,1.39125,0.81268,1.40202,0.000107364,0.000107364,0.000107364
64,383.741,0.968,0.56556,1.01364,0.88124,0.84227,0.87357,0.58824,1.37511,0.80387,1.3923,0.000104611,0.000104611,0.000104611
65,418.897,0.96409,0.55479,1.0088,0.88579,0.85142,0.86956,0.59229,1.36738,0.80971,1.38832,0.000101859,0.000101859,0.000101859
66,454.099,0.94815,0.54064,0.98863,0.88668,0.84954,0.86958,0.59555,1.36663,0.79958,1.3804,9.9107e-05,9.9107e-05,9.9107e-05
67,489.438,0.9571,0.544,1.00369,0.87625,0.83775,0.8657,0.59316,1.38709,0.80778,1.38965,9.63548e-05,9.63548e-05,9.63548e-05
68,524.645,0.93867,0.55397,0.99897,0.8943,0.82119,0.87436,0.59229,1.38234,0.81014,1.39868,9.36026e-05,9.36026e-05,9.36026e-05
69,559.811,0.93985,0.55255,0.99827,0.86326,0.85613,0.87572,0.59653,1.37441,0.79808,1.38723,9.08504e-05,9.08504e-05,9.08504e-05
70,594.937,0.92479,0.53925,0.98804,0.85098,0.85955,0.87472,0.5979,1.3754,0.80164,1.3919,8.80982e-05,8.80982e-05,8.80982e-05
71,629.972,0.91673,0.51915,0.98426,0.86587,0.86066,0.87505,0.5983,1.37864,0.79176,1.39658,8.5346e-05,8.5346e-05,8.5346e-05
72,665.347,0.92934,0.53533,0.98805,0.85888,0.8474,0.87336,0.59587,1.37374,0.79881,1.38674,8.25938e-05,8.25938e-05,8.25938e-05
73,700.375,0.91993,0.52528,0.98086,0.87597,0.84272,0.87613,0.59682,1.39262,0.80219,1.39638,7.98416e-05,7.98416e-05,7.98416e-05
74,735.431,0.90683,0.51915,0.97444,0.86364,0.85754,0.87698,0.59473,1.38003,0.79819,1.39841,7.70894e-05,7.70894e-05,7.70894e-05
75,770.646,0.90079,0.5047,0.97124,0.85491,0.86057,0.87073,0.59402,1.37048,0.80314,1.39778,7.43372e-05,7.43372e-05,7.43372e-05
76,805.692,0.89081,0.49588,0.97152,0.85025,0.85805,0.87341,0.58935,1.38605,0.79737,1.40711,7.1585e-05,7.1585e-05,7.1585e-05
77,841.025,0.88397,0.50513,0.97166,0.85152,0.86711,0.88183,0.60244,1.37411,0.81041,1.40474,6.88328e-05,6.88328e-05,6.88328e-05
78,881.269,0.87913,0.50055,0.96876,0.86516,0.8651,0.88405,0.60071,1.37809,0.79186,1.40413,6.60806e-05,6.60806e-05,6.60806e-05
79,916.316,0.8826,0.50624,0.97505,0.86701,0.85003,0.88303,0.59925,1.38816,0.79893,1.40742,6.33284e-05,6.33284e-05,6.33284e-05
80,951.501,0.89193,0.5058,0.97219,0.88126,0.84625,0.8823,0.59872,1.37812,0.79569,1.398,6.05762e-05,6.05762e-05,6.05762e-05
81,986.706,0.86587,0.49835,0.96214,0.86,0.85546,0.8803,0.59764,1.38069,0.78961,1.40819,5.7824e-05,5.7824e-05,5.7824e-05
82,1021.94,0.86543,0.5022,0.96615,0.86085,0.86703,0.8802,0.60149,1.37592,0.77915,1.40468,5.50718e-05,5.50718e-05,5.50718e-05
