 time            time            v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         v(N006)         v(N007)         v(N008)         @ddiode7_1[id] 
 7.22800000e-05  7.22800000e-05  1.93622056e-24 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -3.33066907e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  4.61852780e-28 
 7.32800000e-05  7.32800000e-05  1.91045934e-24 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -1.11022302e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  1.53210779e-28 
 7.42800000e-05  7.42800000e-05 -3.43864287e-24 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -1.08366023e-34 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01 -3.43864287e-36 
 7.52800000e-05  7.52800000e-05  1.19584059e-24 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -3.33066907e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  4.61852779e-28 
 7.62800000e-05  7.62800000e-05  1.87981680e-24 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -7.77156117e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  1.07691634e-27 
 7.72800000e-05  7.72800000e-05 -2.91066398e-24 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -3.33066907e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  4.61852775e-28 
 7.82800000e-05  7.82800000e-05  8.82414409e-25 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -5.55111512e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  7.70494780e-28 
 7.92800000e-05  7.92800000e-05  2.09571902e-24 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -3.33066907e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  4.61852780e-28 
 8.02800000e-05  8.02800000e-05 -2.64162247e-24 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -3.33066907e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  4.61852776e-28 
 8.12800000e-05  8.12800000e-05  3.92943916e-25 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -1.11022302e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  1.53210778e-28 
 8.22800000e-05  8.22800000e-05  2.46507717e-24 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00  7.76848950e-35 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  2.46507717e-36 
 8.32800000e-05  8.32800000e-05 -2.73607675e-24 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -3.33066907e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  4.61852776e-28 
 8.42800000e-05  8.42800000e-05 -3.71915884e-25 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -7.77156117e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  1.07691633e-27 
 8.52800000e-05  8.52800000e-05  3.10648383e-24 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -3.33066907e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  4.61852781e-28 
 8.62800000e-05  8.62800000e-05 -2.44013900e-24 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -5.55111512e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  7.70494777e-28 
 8.72800000e-05  8.72800000e-05 -9.47047715e-25 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -3.33066907e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  4.61852777e-28 
 8.82800000e-05  8.82800000e-05  3.51477894e-24 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -3.33066907e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  4.61852782e-28 
 8.92800000e-05  8.92800000e-05 -2.11167724e-24 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -1.11022302e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  1.53210775e-28 
 9.02800000e-05  9.02800000e-05 -1.39009163e-24 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -4.38076032e-35 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01 -1.39009163e-36 
 9.12800000e-05  9.12800000e-05  3.27554787e-24 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -3.33066907e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  4.61852782e-28 
 9.22800000e-05  9.22800000e-05 -2.07637162e-24 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -7.77156117e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  1.07691633e-27 
 9.32800000e-05  9.32800000e-05 -1.40613964e-24 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -3.33066907e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  4.61852777e-28 
 9.42800000e-05  9.42800000e-05  3.42971397e-24 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -5.55111512e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  7.70494783e-28 
 9.52800000e-05  9.52800000e-05 -1.70583245e-24 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -3.33066907e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  4.61852777e-28 
