time,v(N001),v(N002),v(N003),v(N004),v(N005),v(N006),v(N007),v(N008),v(N009),v(N010),v(N011)
5.03886912e-05,-24.99993,-25.0,24.99993,25.0,0.0103436728,0.0100445726,0.079868758,0.00595054358,0.00416659454,0.0793906802,0.00622677517
6.03886912e-05,-24.99993,-25.0,24.99993,25.0,0.0114695211,0.0111712221,0.101269248,0.00707935057,0.00416688732,0.100805092,0.0074078834
7.03886912e-05,-24.99993,-25.0,24.99993,25.0,0.0125669491,0.0122695267,0.122130417,0.00818024248,0.00416723066,0.121676243,0.0085597561
8.03886912e-05,-24.99993,-25.0,24.99993,25.0,0.0136316254,0.0133354834,0.142375806,0.0092488741,0.00416762316,0.141938444,0.00967784735
9.03886912e-05,-24.99993,-25.0,24.99993,25.0,0.014659349,0.0143646003,0.161920504,0.0102810285,0.00416806326,0.161497278,0.0107577446
0.000100388691,-24.99993,-25.0,24.99993,25.0,0.0156460637,0.0153530626,0.18069168,0.0112726317,0.00416854919,0.18028811,0.0117951859
0.000110388691,-24.99993,-25.0,24.99993,25.0,0.0165878759,0.0162967559,0.198611567,0.0122197708,0.00416907902,0.198225876,0.012786077
0.000120388691,-24.99993,-25.0,24.99993,25.0,0.0174810687,0.0171921419,0.215612625,0.0131187074,0.00416965061,0.215249286,0.0137265073
0.000130388691,-24.99993,-25.0,24.99993,25.0,0.0183221177,0.0180355251,0.231625022,0.0139658943,0.0041702617,0.231282883,0.0146127653
0.000140388691,-24.99993,-25.0,24.99993,25.0,0.0191077033,0.018823719,0.246587939,0.0147579875,0.00417090983,0.246270618,0.0154413534
0.000150388691,-24.99993,-25.0,24.99993,25.0,0.0198347259,0.0195534887,0.260440276,0.0154918614,0.00417159244,0.260147035,0.0162090016
0.000160388691,-24.99993,-25.0,24.99993,25.0,0.0205003162,0.0202220642,0.273129153,0.0161646194,0.0041723068,0.272862896,0.0169126802
0.000170388691,-24.99993,-25.0,24.99993,25.0,0.0211018479,0.0208267099,0.284602941,0.0167736067,0.00417305006,0.284363185,0.0175496123
0.000180388691,-24.99993,-25.0,24.99993,25.0,0.0216369469,0.0213651263,0.294817725,0.0173164196,0.00417381926,0.294606764,0.018117284
0.000190388691,-24.99993,-25.0,24.99993,25.0,0.022103502,0.0218351113,0.303732003,0.0177909162,0.00417461135,0.303549484,0.0186134551
0.000200388691,-24.99993,-25.0,24.99993,25.0,0.0224996718,0.02223488,0.311311648,0.0181952235,0.00417542316,0.311159333,0.0190361673
0.000210388691,-24.99993,-25.0,24.99993,25.0,0.0228238934,0.0225627919,0.317525825,0.0185277462,0.00417625148,0.317403401,0.0193837525
0.000220388691,-24.99993,-25.0,24.99993,25.0,0.023074887,0.0228176103,0.322350836,0.0187871717,0.00417709301,0.322259588,0.0196548389
0.000230388691,-24.99993,-25.0,24.99993,25.0,0.0232516628,0.0229982776,0.325766912,0.0189724764,0.00417794439,0.325706496,0.0198483567
0.000240388691,-24.99993,-25.0,24.99993,25.0,0.023353523,0.0231041289,0.32776123,0.0190829287,0.00417880224,0.327732502,0.019963542
0.000250388691,-24.99993,-25.0,24.99993,25.0,0.023380066,0.0231347025,0.328325338,0.0191180931,0.00417966316,0.32832787,0.0199999404
0.000260388691,-24.99993,-25.0,24.99993,25.0,0.0233311871,0.0230899189,0.327457542,0.0190778303,0.00418052372,0.327491797,0.0199574081
0.000270388691,-24.99993,-25.0,24.99993,25.0,0.0232070797,0.022969917,0.325160794,0.0189622997,0.00418138049,0.325226224,0.019836113
0.000280388691,-24.99993,-25.0,24.99993,25.0,0.0230082334,0.0227752062,0.321444596,0.0187719567,0.00418223007,0.321541302,0.0196365339
0.000290388691,-24.99993,-25.0,24.99993,25.0,0.0227354337,0.0225065217,0.316323225,0.018507553,0.00418306908,0.316450513,0.0193594584
0.000300388691,-24.99993,-25.0,24.99993,25.0,0.022389757,0.0221649556,0.309817258,0.0181701317,0.00418389418,0.309974896,0.0190059799
0.000310388691,-24.99993,-25.0,24.99993,25.0,0.0219725681,0.0217518264,0.301952043,0.0177610247,0.00418470209,0.302139176,0.0185774935
0.000320388691,-24.99993,-25.0,24.99993,25.0,0.0214855133,0.0212687931,0.292758934,0.0172818462,0.0041854896,0.292975024,0.0180756902
0.000330388691,-24.99993,-25.0,24.99993,25.0,0.0209305154,0.020717735,0.28227393,0.0167344878,0.00418625358,0.282517951,0.0175025504
0.000340388691,-24.99993,-25.0,24.99993,25.0,0.0203097646,0.0201008532,0.270538682,0.0161211092,0.00418699097,0.270809818,0.0168603361
0.000350388691,-24.99993,-25.0,24.99993,25.0,0.0196257113,0.0194205575,0.257599259,0.0154441314,0.00418769885,0.257896316,0.0161515817
0.000360388691,-24.99993,-25.0,24.99993,25.0,0.0188810549,0.018679557,0.243506965,0.0147062258,0.0041883744,0.243828875,0.0153790844
0.000370388691,-24.99993,-25.0,24.99993,25.0,0.018078735,0.017880753,0.228317201,0.013910305,0.00418901492,0.228662607,0.0145458928
0.000380388691,-24.99993,-25.0,24.99993,25.0,0.0172219177,0.0170273209,0.212090128,0.0130595098,0.00418961786,0.212457736,0.0136552953
0.000390388691,-24.99993,-25.0,24.99993,25.0,0.0163139851,0.0161226069,0.194889591,0.0121571981,0.00419018082,0.195277896,0.0127108066
0.000400388691,-24.99993,-25.0,24.99993,25.0,0.0153585203,0.0151702033,0.176783669,0.0112069305,0.00419070154,0.17719118,0.0117161541
0.000410388691,-24.99993,-25.0,24.99993,25.0,0.0143592945,0.0141738481,0.15784364,0.0102124579,0.00419117796,0.158268717,0.0106752633
0.000420388691,-24.99993,-25.0,24.99993,25.0,0.0133202513,0.013137494,0.138144431,0.00917770439,0.00419160815,0.138585418,0.00959224214
0.000430388691,-24.99993,-25.0,24.99993,25.0,0.0122454917,0.0120652113,0.117763622,0.00810675415,0.0041919904,0.118218767,0.00847136477
0.000440388691,-24.99993,-25.0,24.99993,25.0,0.0111392573,0.0109612517,0.0967818136,0.00700383332,0.00419232318,0.0972493241,0.00731705479
0.000450388691,-24.99993,-25.0,24.99993,25.0,0.0100059144,0.00982995288,0.0752816602,0.00587329499,0.00419260514,0.0757596934,0.00613386775
0.000460388691,-24.99993,-25.0,24.99993,25.0,0.00884993562,0.00867579881,0.0533481686,0.0047196005,0.00419283515,0.0538348294,0.00492647312
0.000470388691,-24.99993,-25.0,24.99993,25.0,0.00767588374,0.00750332597,0.0310677584,0.00354730331,0.00419301227,0.03156114,0.00369963596
0.000480388691,-24.99993,-25.0,24.99993,25.0,0.00648839203,0.00631718013,0.00852850758,0.00236102956,0.00419313577,0.00902664388,0.00245819803
0.000490388691,-24.99993,-25.0,24.99993,25.0,0.00529214757,0.00512202462,-0.0141807662,0.0011654613,0.00419320516,-0.0136798182,0.00120705871
0.000500388691,-24.99993,-25.0,24.99993,25.0,0.00409187125,0.00392259422,-0.0369702993,-3.46834938e-05,0.00419322012,-0.0364685435,-4.88443227e-05
0.000510388691,-24.99993,-25.0,24.99993,25.0,0.00289230059,0.00272360516,-0.05975028,-0.00123466804,0.00419318057,-0.0592496665,-0.00130455459
0.000520388691,-24.99993,-25.0,24.99993,25.0,0.00169816961,0.00152980691,-0.0824306714,-0.00242975693,0.00419308664,-0.0819332091,-0.00255511637
0.000530388691,-24.99993,-25.0,24.99993,25.0,0.000514191587,0.000345893881,-0.104922087,-0.00361523333,0.00419293868,-0.104429704,-0.00379559427
0.000540388691,-24.99993,-25.0,24.99993,25.0,-0.000654961,-0.000823444353,-0.127135634,-0.00478641908,0.00419273724,-0.126650311,-0.0050210927
0.000550388691,-24.99993,-25.0,24.99993,25.0,-0.00180467346,-0.00197360953,-0.148983764,-0.0059386917,0.0041924831,-0.148507376,-0.00622677517
0.000560388691,-24.99993,-25.0,24.99993,25.0,-0.00293040854,-0.00310004562,-0.170380126,-0.00706750406,0.00419217723,-0.169914596,-0.0074078834
0.000570388691,-24.99993,-25.0,24.99993,25.0,-0.0040277229,-0.00419832333,-0.191240394,-0.00816840091,0.00419182081,-0.190787515,-0.0085597561
0.000580388691,-24.99993,-25.0,24.99993,25.0,-0.00509228607,-0.00526409175,-0.211482119,-0.00923703788,0.00419141522,-0.211043724,-0.00967784735
0.000590388691,-24.99993,-25.0,24.99993,25.0,-0.00611989613,-0.0062931607,-0.231025527,-0.0102691972,0.00419096205,-0.230603301,-0.0107577446
0.000600388691,-24.99993,-25.0,24.99993,25.0,-0.00710649772,-0.0072814527,-0.249793372,-0.0112608058,0.00419046305,-0.249389027,-0.0117951859
0.000610388691,-24.99993,-25.0,24.99993,25.0,-0.00804819658,-0.00822508303,-0.267711692,-0.0122079498,0.00418992017,-0.267326777,-0.012786077
0.000620388691,-24.99993,-25.0,24.99993,25.0,-0.0089412764,-0.00912031169,-0.284709657,-0.0131068918,0.00418933551,-0.284345738,-0.0137265073
0.000630388691,-24.99993,-25.0,24.99993,25.0,-0.00978221203,-0.00996362098,-0.300720288,-0.0139540836,0.00418871138,-0.300378754,-0.0146127653
0.000640388691,-24.99993,-25.0,24.99993,25.0,-0.0105676848,-0.0107516671,-0.315680286,-0.0147461821,0.0041880502,-0.315362534,-0.0154413534
0.000650388691,-24.99993,-25.0,24.99993,25.0,-0.0112945942,-0.011481355,-0.329530713,-0.015480061,0.00418735455,-0.329237947,-0.0162090016
0.000660388691,-24.99993,-25.0,24.99993,25.0,-0.0119600717,-0.0121497896,-0.342216796,-0.0161528243,0.00418662716,-0.341950222,-0.0169126802
0.000670388691,-24.99993,-25.0,24.99993,25.0,-0.0125614903,-0.0127543478,-0.353688571,-0.0167618166,0.00418587087,-0.353449191,-0.0175496123
0.000680388691,-24.99993,-25.0,24.99993,25.0,-0.0130964766,-0.0132926284,-0.363900655,-0.0173046347,0.00418508865,-0.363689463,-0.018117284
0.000690388691,-24.99993,-25.0,24.99993,25.0,-0.0135629187,-0.0137625217,-0.372812842,-0.0177791363,0.00418428355,-0.372630623,-0.0186134551
0.000700388691,-24.99993,-25.0,24.99993,25.0,-0.0139589759,-0.0141621583,-0.380389856,-0.0181834489,0.00418345872,-0.380237378,-0.0190361673
0.000710388691,-24.99993,-25.0,24.99993,25.0,-0.0142830846,-0.0144899754,-0.386601889,-0.0185159765,0.00418261739,-0.386479704,-0.0193837525
0.000720388691,-24.99993,-25.0,24.99993,25.0,-0.0145339658,-0.0147446646,-0.391424319,-0.0187754073,0.00418176287,-0.391332961,-0.0196548389
0.000730388691,-24.99993,-25.0,24.99993,25.0,-0.0147106288,-0.0149252349,-0.394838211,-0.018960717,0.00418089849,-0.394777988,-0.0198483567
0.000740388691,-24.99993,-25.0,24.99993,25.0,-0.0148123765,-0.0150309591,-0.396829987,-0.0190711746,0.00418002765,-0.396801189,-0.019963542
0.000750388691,-24.99993,-25.0,24.99993,25.0,-0.0148388069,-0.015061434,-0.39739188,-0.0191063438,0.00417915375,-0.39739457,-0.0199999404
0.000760388691,-24.99993,-25.0,24.99993,25.0,-0.0147898156,-0.015016525,-0.396521572,-0.0190660863,0.00417828022,-0.396555789,-0.0199574081
0.000770388691,-24.99993,-25.0,24.99993,25.0,-0.0146655956,-0.0148964231,-0.394222587,-0.0189505606,0.00417741048,-0.394288147,-0.019836113
0.000780388691,-24.99993,-25.0,24.99993,25.0,-0.0144666372,-0.0147015882,-0.390503901,-0.0187602229,0.00417654793,-0.390600593,-0.0196365339
0.000790388691,-24.99993,-25.0,24.99993,25.0,-0.014193725,-0.0144328028,-0.385380277,-0.0184958242,0.00417569596,-0.385507672,-0.0193594584
0.000800388691,-24.99993,-25.0,24.99993,25.0,-0.0138479361,-0.0140911137,-0.378871838,-0.0181584081,0.00417485791,-0.379029483,-0.0190059799
0.000810388691,-24.99993,-25.0,24.99993,25.0,-0.0134306348,-0.0136778827,-0.37100436,-0.017749306,0.00417403705,-0.371191583,-0.0185774935
0.000820388691,-24.99993,-25.0,24.99993,25.0,-0.012943468,-0.0131947272,-0.361808793,-0.0172701329,0.0041732366,-0.362024904,-0.0180756902
0.000830388691,-24.99993,-25.0,24.99993,25.0,-0.0123883578,-0.0126435669,-0.351321516,-0.0167227794,0.00417245969,-0.351565614,-0.0175025504
0.000840388691,-24.99993,-25.0,24.99993,25.0,-0.0117674951,-0.0120265635,-0.339583823,-0.016109406,0.00417170936,-0.339854992,-0.0168603361
0.000850388691,-24.99993,-25.0,24.99993,25.0,-0.0110833296,-0.0113461652,-0.32664212,-0.0154324331,0.00417098856,-0.326939243,-0.0161515817
0.000860388691,-24.99993,-25.0,24.99993,25.0,-0.0103385614,-0.0106050437,-0.312547391,-0.0146945328,0.00417030009,-0.312869343,-0.0153790844
0.000870388691,-24.99993,-25.0,24.99993,25.0,-0.00953612935,-0.00980613668,-0.297355343,-0.0138986169,0.00416964666,-0.297700806,-0.0145458928
0.000880388691,-24.99993,-25.0,24.99993,25.0,-0.00867920034,-0.00895258401,-0.281125841,-0.0130478269,0.00416903081,-0.281493499,-0.0136552953
0.000890388691,-24.99993,-25.0,24.99993,25.0,-0.00777115572,-0.00804776684,-0.263923018,-0.0121455201,0.00416845495,-0.264311373,-0.0127108066
0.000900388691,-24.99993,-25.0,24.99993,25.0,-0.00681557926,-0.00709524312,-0.245814674,-0.0111952579,0.00416792132,-0.24622224,-0.0117161541
0.000910388691,-24.99993,-25.0,24.99993,25.0,-0.00581624162,-0.00609878444,-0.226872356,-0.0102007901,0.00416743202,-0.227297479,-0.0106752633
0.000920388691,-24.99993,-25.0,24.99993,25.0,-0.00477708685,-0.00506231062,-0.207170731,-0.00916604185,0.00416698894,-0.207611779,-0.00959224214
0.000930388691,-24.99993,-25.0,24.99993,25.0,-0.00370221546,-0.00398992437,-0.186787632,-0.0080950965,0.00416659381,-0.187242818,-0.00847136477
0.000940388691,-24.99993,-25.0,24.99993,25.0,-0.0025958696,-0.00288584533,-0.165803413,-0.00699218091,0.00416624816,-0.166270987,-0.00731705479
0.000950388691,-24.99993,-25.0,24.99993,25.0,-0.00146241496,-0.00175444285,-0.144300968,-0.00586164748,0.00416595333,-0.14477904,-0.00613386775
0.000960388691,-24.99993,-25.0,24.99993,25.0,-0.000306324881,-0.00060016966,-0.122365071,-0.00470795822,0.00416571046,-0.122851798,-0.00492647312
0.000970388691,-24.99993,-25.0,24.99993,25.0,0.000867838628,0.000572406966,-0.100082369,-0.00353566592,0.00416552048,-0.100575786,-0.00369963596
0.000980388691,-24.99993,-25.0,24.99993,25.0,0.00205544157,0.00175867165,-0.0775407166,-0.00234939741,0.00416538412,-0.0780389212,-0.00245819803
0.000990388691,-24.99993,-25.0,24.99993,25.0,0.00325179756,0.00295393101,-0.054829151,-0.00115383403,0.00416530189,-0.0553301331,-0.00120705871
0.00100038869,-24.99993,-25.0,24.99993,25.0,0.00445218502,0.00415347999,-0.0320372204,4.63055393e-05,0.00416527409,-0.0325390461,4.88443227e-05
0.00101038869,-24.99993,-25.0,24.99993,25.0,0.00565186711,0.00535257296,-0.00925494818,0.00124628521,0.00416530081,-0.00975559436,0.00130455459
0.00102038869,-24.99993,-25.0,24.99993,25.0,0.00684610912,0.00654648956,0.013427837,0.00244136887,0.00416538191,0.0129303037,0.00255511637
0.00103038869,-24.99993,-25.0,24.99993,25.0,0.00803019848,0.00773050654,0.0359215438,0.00362684039,0.00416551705,0.0354291288,0.00379559427
0.00104038869,-24.99993,-25.0,24.99993,25.0,0.00919946201,0.00889996289,0.058137481,0.00479802093,0.00416570567,0.0576520859,0.0050210927
0.00105038869,-24.99993,-25.0,24.99993,25.0,0.0103492857,0.010050232,0.0799879011,0.00595028868,0.004165947,0.0795114828,0.00622677517
0.00106038869,-24.99993,-25.0,24.99993,25.0,0.0114751316,0.011176786,0.10138665,0.00707909583,0.00416624006,0.100921048,0.0074078834
0.00107038869,-24.99993,-25.0,24.99993,25.0,0.0125725571,0.0122751678,0.122249208,0.00817998781,0.00416658368,0.121796299,0.0085597561
0.00108038869,-24.99993,-25.0,24.99993,25.0,0.0136372311,0.0133410539,0.142493316,0.00924861957,0.00416697646,0.142054849,0.00967784735
0.00109038869,-24.99993,-25.0,24.99993,25.0,0.0146649522,0.0143702268,0.162039014,0.010280774,0.00416741685,0.161616757,0.0107577446
0.00110038869,-24.99993,-25.0,24.99993,25.0,0.0156516644,0.0153586363,0.180809239,0.0112723774,0.00416790307,0.18040482,0.0117951859
0.00111038869,-24.99993,-25.0,24.99993,25.0,0.0165934742,0.0163023707,0.198729847,0.0122195166,0.00416843317,0.198344902,0.012786077
0.00112038869,-24.99993,-25.0,24.99993,25.0,0.0174866646,0.0171977166,0.215730189,0.0131184533,0.00416900505,0.215366197,0.0137265073
0.00113038869,-24.99993,-25.0,24.99993,25.0,0.0183277111,0.0180411299,0.231743107,0.0139656403,0.00416961642,0.231401543,0.0146127653
0.00114038869,-24.99993,-25.0,24.99993,25.0,0.0191132943,0.0188292931,0.246705479,0.0147577336,0.00417026484,0.246387654,0.0154413534
0.00115038869,-24.99993,-25.0,24.99993,25.0,0.0198403145,0.0195590851,0.260558191,0.0154916077,0.00417094773,0.260265396,0.0162090016
0.00116038869,-24.99993,-25.0,24.99993,25.0,0.0205059023,0.0202276366,0.273246647,0.0161643658,0.00417166237,0.27298,0.0169126802
0.00117038869,-24.99993,-25.0,24.99993,25.0,0.0211074316,0.0208322988,0.284720706,0.0167733532,0.00417240591,0.284481296,0.0175496123
0.00118038869,-24.99993,-25.0,24.99993,25.0,0.0216425282,0.0213706961,0.294935158,0.0173161662,0.0041731754,0.294723894,0.018117284
0.00119038869,-24.99993,-25.0,24.99993,25.0,0.0221090808,0.0218406934,0.303849629,0.0177906629,0.00417396777,0.30366738,0.0186134551
0.00120038869,-24.99993,-25.0,24.99993,25.0,0.0225052482,0.0222404465,0.311429009,0.0181949703,0.00417477987,0.311276458,0.0190361673
0.00121038869,-24.99993,-25.0,24.99993,25.0,0.0228294674,0.0225683677,0.317643323,0.0185274931,0.00417560847,0.317521109,0.0193837525
0.00122038869,-24.99993,-25.0,24.99993,25.0,0.0230804586,0.0228231732,0.322468117,0.0187869187,0.00417645027,0.322376686,0.0196548389
0.00123038869,-24.99993,-25.0,24.99993,25.0,0.023257232,0.0230038475,0.325884289,0.0189722235,0.00417730194,0.325824037,0.0198483567
0.00124038869,-24.99993,-25.0,24.99993,25.0,0.0233590897,0.0231096879,0.327878426,0.019082676,0.00417816008,0.327849556,0.019963542
0.00125038869,-24.99993,-25.0,24.99993,25.0,0.0233856303,0.0231402668,0.328442599,0.0191178404,0.00417902128,0.328445258,0.0199999404
0.00126038869,-24.99993,-25.0,24.99993,25.0,0.023336749,0.0230954738,0.327574648,0.0190775777,0.00417988211,0.327608793,0.0199574081
0.00127038869,-24.99993,-25.0,24.99993,25.0,0.0232126392,0.0229754759,0.325277941,0.0189620472,0.00418073917,0.325343471,0.019836113
0.00128038869,-24.99993,-25.0,24.99993,25.0,0.0230137905,0.0227807567,0.32156161,0.0187717044,0.00418158903,0.321658231,0.0196365339
0.00129038869,-24.99993,-25.0,24.99993,25.0,0.0227409884,0.0225120753,0.316440262,0.0185073008,0.00418242832,0.316567628,0.0193594584
0.00130038869,-24.99993,-25.0,24.99993,25.0,0.0223953093,0.0221705018,0.309934177,0.0181698795,0.0041832537,0.31009175,0.0190059799
0.00131038869,-24.99993,-25.0,24.99993,25.0,0.0219781179,0.0217573748,0.302068973,0.0177607727,0.0041840619,0.302256166,0.0185774935
0.00132038869,-24.99993,-25.0,24.99993,25.0,0.0214910607,0.0212743347,0.292875757,0.0172815943,0.00418484969,0.293091796,0.0180756902
0.00133038869,-24.99993,-25.0,24.99993,25.0,0.0209360604,0.0207232784,0.282390753,0.016734236,0.00418561394,0.282634821,0.0175025504
0.00134038869,-24.99993,-25.0,24.99993,25.0,0.0203153072,0.0201063903,0.270655407,0.0161208575,0.00418635162,0.270926506,0.0168603361
0.00135038869,-24.99993,-25.0,24.99993,25.0,0.0196312514,0.0194260958,0.257715977,0.0154438798,0.00418705978,0.258013069,0.0161515817
0.00136038869,-24.99993,-25.0,24.99993,25.0,0.0188865927,0.0186850894,0.243623592,0.0147059744,0.00418773561,0.243945474,0.0153790844
0.00137038869,-24.99993,-25.0,24.99993,25.0,0.0180842704,0.0178862864,0.228433815,0.0139100537,0.00418837641,0.228779247,0.0145458928
0.00138038869,-24.99993,-25.0,24.99993,25.0,0.0172274507,0.0170328486,0.212206656,0.0130592585,0.00418897963,0.212574243,0.0136552953
0.00139038869,-24.99993,-25.0,24.99993,25.0,0.0163195156,0.0161281353,0.195006101,0.0121569469,0.00418954287,0.195394426,0.0127108066
0.00140038869,-24.99993,-25.0,24.99993,25.0,0.0153640484,0.0151757263,0.176900097,0.0112066795,0.00419006387,0.177307594,0.0117161541
0.00141038869,-24.99993,-25.0,24.99993,25.0,0.0143648203,0.0141793716,0.157960047,0.0102122069,0.00419054057,0.158385139,0.0106752633
0.00142038869,-24.99993,-25.0,24.99993,25.0,0.0133257746,0.0131430123,0.138260759,0.00917745359,0.00419097104,0.138701737,0.00959224214
0.00143038869,-24.99993,-25.0,24.99993,25.0,0.0122510127,0.0120707299,0.117879926,0.00810650344,0.00419135357,0.118335081,0.00847136477
0.00144038869,-24.99993,-25.0,24.99993,25.0,0.0111447758,0.0109667653,0.0968980423,0.00700358273,0.00419168663,0.0973655469,0.00731705479
0.00145038869,-24.99993,-25.0,24.99993,25.0,0.0100114305,0.00983546665,0.0753978622,0.0058730445,0.00419196887,0.0758759019,0.00613386775
0.00146038869,-24.99993,-25.0,24.99993,25.0,0.00885544937,0.00868130768,0.0534642972,0.00471935013,0.00419219915,0.0539509551,0.00492647312
0.00147038869,-24.99993,-25.0,24.99993,25.0,0.00768139508,0.00750883489,0.0311838585,0.00354705303,0.00419237655,0.0316772439,0.00369963596
0.00148038869,-24.99993,-25.0,24.99993,25.0,0.00649390099,0.00632268426,0.00864453587,0.00236077941,0.00419250034,0.00914267167,0.00245819803
0.00149038869,-24.99993,-25.0,24.99993,25.0,0.00529765412,0.00512752871,-0.0140647679,0.00116521124,0.00419257,-0.0135638181,0.00120705871
0.00150038869,-24.99993,-25.0,24.99993,25.0,0.00409737542,0.00392809361,-0.0368543714,-3.49334254e-05,0.00419258524,-0.0363526141,-4.88443227e-05
0.00151038869,-24.99993,-25.0,24.99993,25.0,0.00289780235,0.00272910443,-0.0596343832,-0.00123491788,0.00419254597,-0.0591337696,-0.00130455459
0.00152038869,-24.99993,-25.0,24.99993,25.0,0.001703669,0.00153530155,-0.0823148438,-0.00243000664,0.00419245232,-0.0818173786,-0.00255511637
0.00153038869,-24.99993,-25.0,24.99993,25.0,0.000519688568,0.000351388331,-0.104806292,-0.00361548295,0.00419230464,-0.10431391,-0.00379559427
0.00154038869,-24.99993,-25.0,24.99993,25.0,-0.000649466394,-0.000817954457,-0.127019907,-0.00478666858,0.00419210348,-0.126534579,-0.0050210927
0.00155038869,-24.99993,-25.0,24.99993,25.0,-0.00179918126,-0.00196811988,-0.14886807,-0.0059389411,0.00419184961,-0.148391684,-0.00622677517
0.00156038869,-24.99993,-25.0,24.99993,25.0,-0.00292491871,-0.00309456047,-0.170264499,-0.00706775334,0.00419154402,-0.169798964,-0.0074078834
0.00157038869,-24.99993,-25.0,24.99993,25.0,-0.00402223547,-0.00419283848,-0.1911248,-0.0081686501,0.00419118788,-0.190671925,-0.0085597561
0.00158038869,-24.99993,-25.0,24.99993,25.0,-0.00508680101,-0.00525861135,-0.211366592,-0.00923728694,0.00419078258,-0.210928192,-0.00967784735
0.00159038869,-24.99993,-25.0,24.99993,25.0,-0.00611441347,-0.00628768064,-0.230910035,-0.0102694462,0.00419032968,-0.230487812,-0.0107577446
0.00160038869,-24.99993,-25.0,24.99993,25.0,-0.00710101743,-0.00727597703,-0.249677946,-0.0112610546,0.00418983096,-0.249273594,-0.0117951859
0.00161038869,-24.99993,-25.0,24.99993,25.0,-0.00804271869,-0.00821960776,-0.2675963,-0.0122081986,0.00418928835,-0.267211389,-0.012786077
0.00162038869,-24.99993,-25.0,24.99993,25.0,-0.00893580087,-0.00911484077,-0.284594331,-0.0131071404,0.00418870398,-0.284230405,-0.0137265073
0.00163038869,-24.99993,-25.0,24.99993,25.0,-0.00977673889,-0.00995815049,-0.300604997,-0.0139543321,0.00418808012,-0.300263468,-0.0146127653
0.00164038869,-24.99993,-25.0,24.99993,25.0,-0.010562214,-0.0107462009,-0.31556506,-0.0147464305,0.00418741921,-0.315247301,-0.0154413534
0.00165038869,-24.99993,-25.0,24.99993,25.0,-0.0112891259,-0.0114758893,-0.329415522,-0.0154803093,0.00418672384,-0.329122761,-0.0162090016
0.00166038869,-24.99993,-25.0,24.99993,25.0,-0.0119546057,-0.0121443282,-0.34210167,-0.0161530725,0.00418599673,-0.341835089,-0.0169126802
0.00167038869,-24.99993,-25.0,24.99993,25.0,-0.0125560267,-0.0127488868,-0.353573481,-0.0167620647,0.00418524072,-0.353334106,-0.0175496123
0.00168038869,-24.99993,-25.0,24.99993,25.0,-0.0130910153,-0.0132871716,-0.363785629,-0.0173048827,0.00418445877,-0.36357443,-0.018117284
0.00169038869,-24.99993,-25.0,24.99993,25.0,-0.0135574598,-0.0137570655,-0.372697853,-0.0177793842,0.00418365395,-0.372515638,-0.0186134551
0.00170038869,-24.99993,-25.0,24.99993,25.0,-0.0139535194,-0.0141567063,-0.38027493,-0.0181836966,0.0041828294,-0.380122445,-0.0190361673
0.00171038869,-24.99993,-25.0,24.99993,25.0,-0.0142776305,-0.014484524,-0.386486999,-0.0185162242,0.00418198835,-0.38636482,-0.0193837525
0.00172038869,-24.99993,-25.0,24.99993,25.0,-0.014528514,-0.0147392173,-0.391309493,-0.0187756548,0.0041811341,-0.391218127,-0.0196548389
