time,v(N001),v(N002),v(N003),v(N004),v(N005),v(N006),v(N007),v(N008),v(N009)
0.00123464699,18.0,9.19906728,9.07847628,16.8554512,0.199070156,0.166859067,9.07800329,7.57556443,0.00300765641
0.00124464699,18.0,9.19988381,9.0785634,16.8575307,0.199886886,0.166946122,9.07928045,7.55872708,-0.00321985318
0.00125464699,18.0,9.19991148,9.07849772,16.8573037,0.199914755,0.166880359,9.07807755,7.53962969,0.0027191258
0.00126464699,18.0,9.19915018,9.07857785,16.8592718,0.199153651,0.166960427,9.07924237,7.52277091,-0.00294305781
0.00127464699,18.0,9.19760291,9.07851882,16.8591427,0.197606578,0.16690132,9.07814795,7.50386094,0.00245686004
0.00128464699,18.0,9.19527577,9.07859249,16.8610092,0.195279643,0.166974921,9.07920852,7.48699003,-0.0026913146
0.00129464699,18.0,9.19217797,9.07853956,16.8609687,0.192182028,0.166921918,9.0782138,7.46825781,0.00221847434
0.00130464699,18.0,9.18832171,9.07860732,16.8627424,0.188325959,0.166989606,9.07917903,7.45138322,-0.00246234968
0.00131464699,18.0,9.18372221,9.07855995,16.8627821,0.183726653,0.166942165,9.07827523,7.43281992,0.00200180061
0.00132464699,18.0,9.17839764,9.07862232,16.8644711,0.178402262,0.167004465,9.07915363,7.41594926,-0.00225409572
0.00133464699,18.0,9.172369,9.07858001,16.8645833,0.172373798,0.166962082,9.07833258,7.39754682,0.00180486762
0.00134464699,18.0,9.16566009,9.07863747,16.866195,0.165665054,0.167019478,9.07913199,7.38068701,-0.00206467306
0.00135464699,18.0,9.15829738,9.07859976,16.8663728,0.158302506,0.16698169,9.07838619,7.36243807,0.00162588311
0.00136464699,18.0,9.15030993,9.07865276,16.8679137,0.15031521,0.167034623,9.07911376,7.34559534,-0.00189237266
0.00137464699,18.0,9.14172926,9.07861922,16.8681508,0.141734689,0.167001011,9.07843638,7.32749317,0.00146321749
0.00138464699,18.0,9.13258924,9.07866816,16.8696271,0.132594805,0.167049883,9.07909864,7.31067315,-0.00173564065
0.00139464699,18.0,9.12292594,9.07863841,16.8699177,0.122931631,0.167020063,9.07848346,7.2927116,0.00131538911
0.00140464699,18.0,9.11277749,9.07868365,16.8713349,0.112783301,0.167065238,9.07908632,7.2759194,-0.00159306417
0.00141464699,18.0,9.10218395,9.07865735,16.8716738,0.102189868,0.167038863,9.07852771,7.25809284,0.00118105081
0.00142464699,18.0,9.09118712,9.07869923,16.8730369,0.0911931372,0.167080674,9.07907656,7.24133304,-0.00146335862
0.00143464699,18.0,9.07983041,9.07867605,16.8734193,0.0798365091,0.167057428,9.07856936,7.22363634,0.00105897773
0.00143480324,18.0,9.07965034,9.07868498,16.8735651,0.0796564433,0.167066358,9.07871235,7.22349991,0.000360021115
0.00143511574,18.0,9.07928998,9.07869243,16.873699,0.0792960817,0.1670738,9.0788293,7.2230694,-0.000247034442
0.00143519386,18.0,9.07919984,9.07868904,16.8736483,0.0792059435,0.167070412,9.07877425,7.22287767,-0.000246322104
0.00143535011,18.0,9.07901951,9.07862818,16.8726387,0.0790256098,0.167009554,9.07780271,7.22158607,-0.000755358022
0.00143566261,18.0,9.07865861,9.07833832,16.8674681,0.0786647141,0.166719747,9.07324058,7.21585194,-0.00207190063
0.00143628761,18.0,9.0779359,9.07766334,16.8531888,0.0779420142,0.166045102,9.0630177,7.20044785,-0.00266698226
0.00143753761,18.0,9.0764869,9.07625891,16.8140899,0.0764930198,0.164642289,9.04342767,7.15910925,-0.00377061267
0.00144003761,18.0,9.07357482,9.07339069,16.7005758,0.0735809652,0.161780678,9.00944643,7.04116925,-0.0055242928
0.00144503761,18.0,9.06769694,9.06755787,16.3662472,0.0677031141,0.155971403,8.95886831,6.69828747,-0.00808841356
0.00145503761,18.0,9.0557466,9.05565885,15.4376505,0.0557528341,0.144144538,8.89982905,5.7542193,-0.0107399198
