circuit,model,input_type,n,score_mean,score_median,score_std,top1_accuracy_pct,top3_accuracy_pct,major_errors_mean,hallucinations_mean,missed_points_mean,model_cost_mean_usd,model_cost_mean_usd_cached,model_latency_mean_seconds,quality_per_dollar,quality_per_second,circuit_understanding_mean,datasheet_use_mean,json_image_use_mean,diagnostic_accuracy_mean,cause_priority_mean,practical_checks_mean,hallucination_absence_mean
,,JSON + datasheet,64,15.671875,17.0,4.0196963796255805,64.0625,85.9375,2.171875,2.09375,2.765625,0.014491925,0.014491925,33.38565625,1081.4212052574107,0.46941940822265554,2.609375,2.359375,2.171875,2.125,1.859375,2.78125,1.765625
,,JSON + immagine + datasheet,64,15.9375,16.5,3.686440525764657,56.25,84.375,2.078125,2.046875,2.5625,0.015756590625,0.015716990625,30.623484375,1011.48150506068,0.5204339194337679,2.703125,2.484375,2.0,2.25,1.796875,2.828125,1.875
