circuit,model,input_type,n,score_mean,score_median,score_std,top1_accuracy_pct,top3_accuracy_pct,major_errors_mean,hallucinations_mean,missed_points_mean,model_cost_mean_usd,model_cost_mean_usd_cached,model_latency_mean_seconds,quality_per_dollar,quality_per_second,circuit_understanding_mean,datasheet_use_mean,json_image_use_mean,diagnostic_accuracy_mean,cause_priority_mean,practical_checks_mean,hallucination_absence_mean
,gpt-4o-mini,,16,12.875,13.0,2.9341736485763756,43.75,87.5,3.1875,2.125,3.9375,0.003872090625,0.003872090625,33.357875,3325.077134526003,0.3859658326557072,2.375,2.0,1.375,1.75,1.25,2.4375,1.6875
,gpt-4.1-mini,,16,15.8125,16.5,3.6438089617871023,62.5,75.0,2.1875,2.5,2.625,0.0069784750000000005,0.0069784750000000005,39.2618125,2265.8962022504916,0.4027450337398458,2.6875,2.3125,2.125,2.25,1.8125,2.8125,1.8125
,gpt-4.1-nano,,16,12.9375,13.0,3.9760022321422306,43.75,75.0,2.8125,2.625,3.4375,0.00165624375,0.00165624375,17.182875,7811.350231510308,0.7529298793129788,2.3125,2.125,1.5,1.8125,1.1875,2.5625,1.4375
,gpt-5-nano,,16,13.9375,13.5,3.682199580413859,50.0,81.25,3.125,3.125,3.3125,0.001973446875,0.001973446875,29.4683125,7062.515934207754,0.47296566438950316,2.25,2.125,1.75,2.0625,1.5,2.75,1.5
,gpt-5-mini,,16,17.6875,18.0,2.0530084632071053,56.25,93.75,1.5625,1.875,2.1875,0.008771484375,0.008771484375,43.965625,2016.4773992429305,0.40230293553202073,3.0,2.8125,2.5625,2.375,2.0,3.0,1.9375
,gpt-5.4-nano,,16,15.0625,15.5,3.2301073898556374,56.25,81.25,2.5625,2.1875,2.6875,0.0053804625,0.0052220625,20.733375,2799.480527928594,0.7264856782844087,2.625,2.5,1.875,1.875,1.75,2.875,1.5625
,gpt-5.4-mini,,16,18.8125,20.0,2.0068242947502903,93.75,100.0,0.8125,1.25,1.9375,0.018072328125,0.018072328125,19.71975,1040.956088771767,0.9539928244526426,3.0,2.625,2.6875,2.6875,2.5625,3.0,2.25
,gpt-5.4,,16,19.3125,20.0,1.8614090764794289,75.0,87.5,0.75,0.875,1.1875,0.07428953125,0.07428953125,52.3469375,259.96260408494635,0.3689327575276013,3.0,2.875,2.8125,2.6875,2.5625,3.0,2.375
