circuit,model,input_type,n,score_mean,score_median,score_std,top1_accuracy_pct,top3_accuracy_pct,major_errors_mean,hallucinations_mean,missed_points_mean,model_cost_mean_usd,model_cost_mean_usd_cached,model_latency_mean_seconds,quality_per_dollar,quality_per_second,circuit_understanding_mean,datasheet_use_mean,json_image_use_mean,diagnostic_accuracy_mean,cause_priority_mean,practical_checks_mean,hallucination_absence_mean
ic11,,,16,14.5,14.0,3.3541019662496847,62.5,100.0,2.875,2.4375,3.4375,0.01390333125,0.01390333125,30.603437500000002,1042.915524292065,0.4738029837334449,2.3125,2.25,1.875,2.0,1.6875,2.8125,1.5625
ic13,,,16,17.9375,19.0,2.5852647349933044,62.5,100.0,1.25,2.0,1.9375,0.0121397625,0.0121397625,28.0680625,1477.582448585794,0.6390715426118209,2.875,2.6875,2.4375,2.625,2.375,2.9375,2.0
ic15,,,16,12.4375,10.0,4.415438115295015,18.75,43.75,3.3125,2.5,3.375,0.016489875,0.016489875,35.249,754.2507144535662,0.35284688927345453,2.375,2.1875,1.5,1.5,1.0,2.375,1.5
ic2,,,16,14.9375,15.5,4.478682144336657,56.25,75.0,2.125,1.6875,2.625,0.020508015625,0.020508015625,32.6715625,728.3737380124996,0.4572018861969029,2.5625,1.8125,2.1875,2.1875,1.625,2.6875,1.875
ic3,,,16,18.9375,19.0,1.2975337182516684,93.75,100.0,0.9375,1.4375,1.8125,0.01245180625,0.01245180625,31.777562500000002,1520.863689956628,0.5959393518618679,3.0,3.0,2.25,2.75,2.75,3.0,2.1875
ic7,,,16,15.9375,17.0,2.3310070248714396,56.25,87.5,2.3125,2.25,2.625,0.013115309374999998,0.013115309374999998,29.3966875,1215.1829243448558,0.5421529211412001,2.8125,2.5,2.1875,2.0625,1.5625,3.0,1.8125
ic8,,,16,15.0,16.0,4.373213921133975,43.75,75.0,2.3125,2.5625,2.75,0.018042956250000002,0.01788455625,40.1190625,831.3493527425694,0.37388710167392375,2.625,2.375,2.0625,2.0,1.6875,2.625,1.625
ic9,,,16,16.75,16.5,2.384848003542364,87.5,100.0,1.875,1.6875,2.75,0.01434300625,0.01434300625,28.1511875,1167.8165447358708,0.5950015430077328,2.6875,2.5625,2.1875,2.375,1.9375,3.0,2.0
