 time            time            v(H1_GATE)      v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         v(N006)         v(N007)         v(N008)         v(N009)         v(N010)         v(N011)         @ddiode7_1[id]  @ddiode7_3[id]  @ddiode7_4[id]  @ddiode7_5[id] 
 4.93364317e-03  4.93364317e-03  1.35531467e+01  1.41915873e+01  1.35074426e+01  2.12085907e+01  1.29451791e+01  1.38072765e+01  1.32350285e+00  7.22540195e-01  8.00494024e+00  8.00000000e+00  0.00000000e+00  1.99141528e+00  1.51841308e-02  6.07967561e-03  3.36424963e-01  1.23221474e-04 
 5.03364317e-03  5.03364317e-03  1.35535409e+01  1.41919718e+01  1.35077968e+01  2.12120151e+01  1.29455858e+01  1.38077113e+01  1.32353729e+00  7.22557414e-01  8.00494065e+00  8.00000000e+00  0.00000000e+00  1.99147111e+00  1.51933105e-02  6.07955101e-03  3.36559287e-01  1.23303534e-04 
 5.13364317e-03  5.13364317e-03  1.35515106e+01  1.41899545e+01  1.35059300e+01  2.11945059e+01  1.29434913e+01  1.38054667e+01  1.32335939e+00  7.22468464e-01  8.00493855e+00  8.00000000e+00  0.00000000e+00  1.99118306e+00  1.51457903e-02  6.08019338e-03  3.35866061e-01  1.22880218e-04 
 5.23364317e-03  5.23364317e-03  1.35470468e+01  1.41854949e+01  1.35018171e+01  2.11560801e+01  1.29388863e+01  1.38005158e+01  1.32296798e+00  7.22272760e-01  8.00493395e+00  8.00000000e+00  0.00000000e+00  1.99054950e+00  1.50417528e-02  6.08160524e-03  3.34347469e-01  1.21953965e-04 
 5.33364317e-03  5.33364317e-03  1.35401176e+01  1.41785901e+01  1.34954453e+01  2.10967759e+01  1.29317384e+01  1.37928409e+01  1.32235944e+00  7.21968490e-01  8.00492681e+00  8.00000000e+00  0.00000000e+00  1.98956513e+00  1.48812814e-02  6.08379241e-03  3.32005314e-01  1.20527727e-04 
 5.43364317e-03  5.43364317e-03  1.35306808e+01  1.41691712e+01  1.34867628e+01  2.10166518e+01  1.29220047e+01  1.37823830e+01  1.32152880e+00  7.21553168e-01  8.00491709e+00  8.00000000e+00  0.00000000e+00  1.98822282e+00  1.46648295e-02  6.08676105e-03  3.28846199e-01  1.18607826e-04 
 5.53364317e-03  5.53364317e-03  1.35186698e+01  1.41571965e+01  1.34757237e+01  2.09157867e+01  1.29096176e+01  1.37690862e+01  1.32046845e+00  7.21022993e-01  8.00490471e+00  8.00000000e+00  0.00000000e+00  1.98651150e+00  1.43926750e-02  6.09052399e-03  3.24874680e-01  1.16201371e-04 
 5.63364317e-03  5.63364317e-03  1.35040034e+01  1.41425619e+01  1.34622436e+01  2.07942802e+01  1.28944944e+01  1.37528524e+01  1.31916895e+00  7.20373244e-01  8.00488960e+00  8.00000000e+00  0.00000000e+00  1.98441754e+00  1.40655480e-02  6.09509141e-03  3.20101780e-01  1.13318653e-04 
 5.73364317e-03  5.73364317e-03  1.34865709e+01  1.41251779e+01  1.34462348e+01  2.06522524e+01  1.28765229e+01  1.37335781e+01  1.31761773e+00  7.19597636e-01  8.00487165e+00  8.00000000e+00  0.00000000e+00  1.98192263e+00  1.36839624e-02  6.10048249e-03  3.14535471e-01  1.09971022e-04 
 5.83364317e-03  5.83364317e-03  1.34662385e+01  1.41048915e+01  1.34275685e+01  2.04898432e+01  1.28555676e+01  1.37111127e+01  1.31579954e+00  7.18688540e-01  8.00485072e+00  8.00000000e+00  0.00000000e+00  1.97900460e+00  1.32489579e-02  6.10671138e-03  3.08191571e-01  1.06172917e-04 
