 time            time            v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         v(N006)        
 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.19998951e+01  1.25849669e+00  0.00000000e+00  0.00000000e+00  1.20000000e+01 
 2.00000000e-05  2.00000000e-05 -5.95036687e-10  1.19998951e+01  1.25849669e+00 -5.95037131e-10 -5.94917893e-10  1.20000000e+01 
 4.00000000e-05  4.00000000e-05 -7.14712067e-10  1.19998951e+01  1.25849669e+00 -7.14712511e-10 -7.14450277e-10  1.20000000e+01 
 8.00000000e-05  8.00000000e-05 -7.63068275e-10  1.19998951e+01  1.25849669e+00 -7.63068497e-10 -7.62510721e-10  1.20000000e+01 
 1.60000000e-04  1.60000000e-04 -7.02228053e-10  1.19998951e+01  1.25849669e+00 -7.02227387e-10 -7.01085634e-10  1.20000000e+01 
 3.20000000e-04  3.20000000e-04 -9.99459404e-10  1.19998951e+01  1.25849669e+00 -9.99455407e-10 -9.96960958e-10  1.20000000e+01 
 6.40000000e-04  6.40000000e-04 -1.35955691e-10  1.19998951e+01  1.25849669e+00 -1.35939926e-10 -1.31662015e-10  1.20000000e+01 
 1.28000000e-03  1.28000000e-03 -7.53711760e-10  1.19998951e+01  1.25849669e+00 -7.53660023e-10 -7.46643414e-10  1.20000000e+01 
 2.56000000e-03  2.56000000e-03 -8.20270962e-10  1.19998951e+01  1.25849669e+00 -8.20070900e-10 -8.03434430e-10  1.20000000e+01 
 4.56000000e-03  4.56000000e-03 -4.52145210e-10  1.19998951e+01  1.25849669e+00 -4.51512827e-10 -4.23491464e-10  1.20000000e+01 
 6.56000000e-03  6.56000000e-03 -5.35913758e-10  1.19998951e+01  1.25849669e+00 -5.34673417e-10 -4.98691533e-10  1.20000000e+01 
 8.56000000e-03  8.56000000e-03 -4.48347137e-10  1.19998951e+01  1.25849669e+00 -4.46367165e-10 -4.02925027e-10  1.20000000e+01 
 1.05600000e-02  1.05600000e-02 -5.27906163e-10  1.19998951e+01  1.25849669e+00 -5.25068877e-10 -4.74678519e-10  1.20000000e+01 
 1.25600000e-02  1.25600000e-02 -4.38984626e-10  1.19998951e+01  1.25849669e+00 -4.35186553e-10 -3.78344023e-10  1.20000000e+01 
 1.45600000e-02  1.45600000e-02 -5.13481480e-10  1.19998951e+01  1.25849669e+00 -5.08631803e-10 -4.45853576e-10  1.20000000e+01 
 1.65600000e-02  1.65600000e-02 -4.22648583e-10  1.19998951e+01  1.25849669e+00 -4.16669810e-10 -3.48459928e-10  1.20000000e+01 
 1.85600000e-02  1.85600000e-02 -4.91523267e-10  1.19998951e+01  1.25849669e+00 -4.84350782e-10 -4.11238599e-10  1.20000000e+01 
 2.05600000e-02  2.05600000e-02 -3.98188593e-10  1.19998951e+01  1.25849669e+00 -3.89770216e-10 -3.12279091e-10  1.20000000e+01 
 2.25600000e-02  2.25600000e-02 -4.61054528e-10  1.19998951e+01  1.25849669e+00 -4.51350513e-10 -3.70030895e-10  1.20000000e+01 
 2.45600000e-02  2.45600000e-02 -3.64814623e-10  1.19998951e+01  1.25849669e+00 -3.53796992e-10 -2.69195999e-10  1.20000000e+01 
 2.65600000e-02  2.65600000e-02 -4.21484847e-10  1.19998951e+01  1.25849669e+00 -4.09138279e-10 -3.21831450e-10  1.20000000e+01 
 2.85600000e-02  2.85600000e-02 -3.22122107e-10  1.19998951e+01  1.25849669e+00 -3.08442605e-10 -2.19001706e-10  1.20000000e+01 
 3.05600000e-02  3.05600000e-02 -3.72496034e-10  1.19998951e+01  1.25849669e+00 -3.57491148e-10 -2.66516587e-10  1.20000000e+01 
 3.25600000e-02  3.25600000e-02 -2.69952505e-10  1.19998951e+01  1.25849669e+00 -2.53641108e-10 -1.61728630e-10  1.20000000e+01 
 3.45600000e-02  3.45600000e-02 -3.14281046e-10  1.19998951e+01  1.25849669e+00 -2.96693781e-10 -2.04463335e-10  1.20000000e+01 
 3.65600000e-02  3.65600000e-02 -2.08700390e-10  1.19998951e+01  1.25849669e+00 -1.89879223e-10 -9.79436532e-11  1.20000000e+01 
 3.85600000e-02  3.85600000e-02 -2.47248666e-10  1.19998951e+01  1.25849669e+00 -2.27245556e-10 -1.36238576e-10  1.20000000e+01 
 4.05600000e-02  4.05600000e-02 -1.39123379e-10  1.19998951e+01  1.25849669e+00 -1.18001386e-10 -2.85447221e-11  1.20000000e+01 
 4.25600000e-02  4.25600000e-02 -1.72216463e-10  1.19998951e+01  1.25849669e+00 -1.50049306e-10 -6.27808916e-11  1.20000000e+01 
 4.45600000e-02  4.45600000e-02 -6.18127771e-11  1.19998951e+01  1.25849669e+00 -3.86837229e-11  4.57733851e-11  1.20000000e+01 
 4.65600000e-02  4.65600000e-02 -9.01230202e-11  1.19998951e+01  1.25849669e+00 -6.61253274e-11  1.48874246e-11  1.20000000e+01 
 4.85600000e-02  4.85600000e-02  2.19204654e-11  1.19998951e+01  1.25849669e+00  4.66844341e-11  1.23639987e-10  1.20000000e+01 
 5.05600000e-02  5.05600000e-02 -2.36788367e-12  1.19998951e+01  1.25849669e+00  2.30511166e-11  9.53344070e-11  1.20000000e+01 
 5.25600000e-02  5.25600000e-02  1.10647269e-10  1.19998951e+01  1.25849669e+00  1.36601841e-10  2.03624451e-10  1.20000000e+01 
 5.45600000e-02  5.45600000e-02  8.96414054e-11  1.19998951e+01  1.25849669e+00  1.16004761e-10  1.77179160e-10  1.20000000e+01 
 5.65600000e-02  5.65600000e-02  2.02723838e-10  1.19998951e+01  1.25849669e+00  2.29362973e-10  2.84135160e-10  1.20000000e+01 
 5.85600000e-02  5.85600000e-02  1.83981275e-10  1.19998951e+01  1.25849669e+00  2.10756301e-10  2.58583377e-10  1.20000000e+01 
 6.05600000e-02  6.05600000e-02  2.96175751e-10  1.19998951e+01  1.25849669e+00  3.22939897e-10  3.63319597e-10  1.20000000e+01 
 6.25600000e-02  6.25600000e-02  2.78798318e-10  1.19998951e+01  1.25849669e+00  3.05400594e-10  3.37846418e-10  1.20000000e+01 
 6.45600000e-02  6.45600000e-02  3.89121180e-10  1.19998951e+01  1.25849669e+00  4.15406154e-10  4.39477565e-10  1.20000000e+01 
 6.65600000e-02  6.65600000e-02  3.71904285e-10  1.19998951e+01  1.25849669e+00  3.97713640e-10  4.12994527e-10  1.20000000e+01 
 6.85600000e-02  6.85600000e-02  4.79234430e-10  1.19998951e+01  1.25849669e+00  5.04407183e-10  5.10534948e-10  1.20000000e+01 
 7.05600000e-02  7.05600000e-02  4.60993466e-10  1.19998951e+01  1.25849669e+00  4.85367968e-10  4.82010210e-10  1.20000000e+01 
 7.25600000e-02  7.25600000e-02  5.64210234e-10  1.19998951e+01  1.25849669e+00  5.87623505e-10  5.74507553e-10  1.20000000e+01 
 7.45600000e-02  7.45600000e-02  5.43846523e-10  1.19998951e+01  1.25849669e+00  5.66135583e-10  5.43025624e-10  1.20000000e+01 
 7.65600000e-02  7.65600000e-02  6.42006226e-10  1.19998951e+01  1.25849669e+00  6.63009647e-10  6.29732488e-10  1.20000000e+01 
 7.85600000e-02  7.85600000e-02  6.18423313e-10  1.19998951e+01  1.25849669e+00  6.37981445e-10  5.94405414e-10  1.20000000e+01 
 8.05600000e-02  8.05600000e-02  7.10262960e-10  1.19998951e+01  1.25849669e+00  7.28219929e-10  6.74282186e-10  1.20000000e+01 
 8.25600000e-02  8.25600000e-02  6.82176093e-10  1.19998951e+01  1.25849669e+00  6.98380243e-10  6.34066133e-10  1.20000000e+01 
 8.45600000e-02  8.45600000e-02  7.66680275e-10  1.19998951e+01  1.25849669e+00  7.80985276e-10  7.06352088e-10  1.20000000e+01 
 8.65600000e-02  8.65600000e-02  7.33084038e-10  1.19998951e+01  1.25849669e+00  7.45350670e-10  6.60504984e-10  1.20000000e+01 
 8.85600000e-02  8.85600000e-02  8.09245115e-10  1.19998951e+01  1.25849669e+00  8.19341928e-10  7.24464488e-10  1.20000000e+01 
 9.05600000e-02  9.05600000e-02  7.69029063e-10  1.19998951e+01  1.25849669e+00  7.76831488e-10  6.72158107e-10  1.20000000e+01 
 9.25600000e-02  9.25600000e-02  8.36069436e-10  1.19998951e+01  1.25849669e+00  8.41462677e-10  7.27303329e-10  1.20000000e+01 
 9.45600000e-02  9.45600000e-02  7.88622279e-10  1.19998951e+01  1.25849669e+00  7.91502197e-10  6.68219480e-10  1.20000000e+01 
 9.65600000e-02  9.65600000e-02  8.45757908e-10  1.19998951e+01  1.25849669e+00  8.46031689e-10  7.14063475e-10  1.20000000e+01 
 9.85600000e-02  9.85600000e-02  7.90141730e-10  1.19998951e+01  1.25849669e+00  7.87728993e-10  6.47566889e-10  1.20000000e+01 
 1.00560000e-01  1.00560000e-01  8.36666292e-10  1.19998951e+01  1.25849669e+00  8.31499980e-10  6.83709089e-10  1.20000000e+01 
 1.02560000e-01  1.02560000e-01  7.72471198e-10  1.19998951e+01  1.25849669e+00  7.64497576e-10  6.09693407e-10  1.20000000e+01 
 1.04560000e-01  1.04560000e-01  8.08122902e-10  1.19998951e+01  1.25849669e+00  7.97302446e-10  6.36170672e-10  1.20000000e+01 
 1.06560000e-01  1.06560000e-01  7.34934114e-10  1.19998951e+01  1.25849669e+00  7.21243065e-10  5.54516655e-10  1.20000000e+01 
