time,v(N001),v(N002),v(N003),v(N004),v(N005),v(N006),v(N007)
0.014244215,5.0,4.27404592,4.27634798,1.00456396,0.0980022307,-3.93306815,0.455926161
0.0142442341,5.0,4.27405356,4.27548707,0.874394796,0.0992442527,-3.93182449,0.325762867
0.0142442646,5.0,4.27397018,4.27635016,1.00487231,0.0856806773,-3.94538541,0.456249711
0.0142443192,5.0,4.27397404,4.27550047,0.87642741,0.0863088771,-3.94475251,0.327821514
0.0142444282,5.0,4.27389237,4.27636159,1.00652167,0.0729838964,-3.95806803,0.457949137
0.0142446464,5.0,4.27391245,4.27551471,0.878515475,0.0762643608,-3.95476868,0.330009685
0.0142448652,5.0,4.27386339,4.2763551,1.00748276,0.0682533958,-3.96276067,0.4590439
0.0142452048,5.0,4.27390615,4.27550436,0.878842718,0.0752409497,-3.95574371,0.330507727
0.0142456283,5.0,4.27386212,4.27635621,1.00747155,0.0680432364,-3.96290471,0.459266073
0.0142464753,5.0,4.27390623,4.27550704,0.878858023,0.0752549985,-3.95561957,0.330911588
0.0142481694,5.0,4.27386214,4.27636105,1.00742461,0.0680465138,-3.96268126,0.459996183
0.0142515574,5.0,4.27390624,4.27551698,0.878804683,0.0752554302,-3.95517881,0.332412109
0.0142583336,5.0,4.27386216,4.27638078,1.00729747,0.0680503849,-3.96179676,0.462975781
0.0142718859,5.0,4.27390628,4.2755565,0.878560749,0.0752616949,-3.95341142,0.338377683
0.0142989904,5.0,4.27386224,4.27645976,1.00680509,0.0680636885,-3.95826179,0.474886615
0.0143531996,5.0,4.27390644,4.27571436,0.877580942,0.0752879926,-3.94634411,0.362141255
0.0144616179,5.0,4.27386257,4.2767751,1.00485384,0.0681167535,-3.94413595,0.522171061
0.0146784544,5.0,4.27390709,4.27634328,0.873717179,0.0753950086,-3.91812854,0.455753825
0.0151121275,5.0,4.2738639,4.27802691,0.997276216,0.0683351607,-3.88784808,0.70563814
0.0159794738,5.0,4.27390985,4.27881929,0.859140016,0.0758464089,-3.806126,0.808192754
0.0169794738,5.0,4.27386868,4.28178088,0.977412,0.0691103435,-3.72807385,1.18521918
0.0179794738,5.0,4.27391489,4.28262473,0.839185643,0.0766683874,-3.63654763,1.28703049
0.0189794738,5.0,4.27387418,4.28556814,0.958895816,0.0700146541,-3.56004568,1.62942533
0.0199794738,5.0,4.27392075,4.28641372,0.821895671,0.0776264887,-3.47008314,1.69902607
0.0209794738,5.0,4.27388082,4.28952073,0.942872362,0.0711005065,-3.39505621,2.01169743
0.0219794738,5.0,4.27392736,4.29018775,0.806919635,0.0787041344,-3.3066898,2.05361682
0.0229794738,5.0,4.2738881,4.29347804,0.929002063,0.0722912685,-3.2331229,2.34076177
0.0239794738,5.0,4.27393455,4.2939379,0.793947832,0.0798782331,-3.14633163,2.35888975
0.0249794738,5.0,4.2738959,4.29743979,0.9169965,0.0735660196,-3.07420795,2.62411239
0.0259794738,5.0,4.27394222,4.29766046,0.782712228,0.0811284954,-2.98897055,2.62179021
0.0269794738,5.0,4.27390409,4.30140626,0.906606022,0.0749037634,-2.91827435,2.8681856
0.0279794738,5.0,4.27395022,4.30135112,0.772980659,0.082434489,-2.83456935,2.8482832
0.0289794738,5.0,4.27391254,4.30537757,0.897614377,0.0762835688,-2.76528576,3.07850935
0.0299794738,5.0,4.27395845,4.30500492,0.764551883,0.083776008,-2.68309132,3.04349183
0.0309794738,5.0,4.27392113,4.3093536,0.889834149,0.0776849712,-2.61520606,3.25983143
0.0319794738,5.0,4.27396678,4.30861615,0.757251372,0.0851334849,-2.5344998,3.21181612
0.0329794738,5.0,4.27392973,4.31333385,0.883102861,0.0790883877,-2.46799895,3.41622963
0.0339794738,5.0,4.2739751,4.31217828,0.750927693,0.0864884082,-2.38875777,3.35703506
0.0349794738,5.0,4.27393823,4.3173173,0.87727963,0.0804755241,-2.32362758,3.5512063
0.0359794738,5.0,4.2739833,4.31568389,0.74544943,0.0878237192,-2.24582749,3.48239426
0.0369794738,5.0,4.27394653,4.32130225,0.872242286,0.0818297492,-2.18205413,3.66776955
0.0379794738,5.0,4.27399129,4.31912466,0.740702521,0.0891241642,-2.10567016,3.59068118
0.0389794738,5.0,4.27395455,4.32528607,0.867884893,0.0831364147,-2.04323957,3.76850289
0.0399794738,5.0,4.27399898,4.32249135,0.736587973,0.0903765775,-1.96824564,3.6842897
0.0409794738,5.0,4.27396219,4.32926497,0.864115602,0.0843831019,-1.90714341,3.8556251
0.0419794738,5.0,4.27400632,4.32577392,0.73301989,0.0915700796,-1.83351228,3.76527559
0.0429794738,5.0,4.27396941,4.33323375,0.860854783,0.0855597821,-1.77372355,3.93104154
0.0439794738,5.0,4.27401324,4.32896172,0.729923764,0.0926961748,-1.70142688,3.83540407
0.0449794738,5.0,4.27397616,4.33718551,0.858033407,0.0866588821,-1.64293629,3.99638821
0.0459794738,5.0,4.27401971,4.33204377,0.727235004,0.0937487469,-1.5719447,3.8961907
0.0469794738,5.0,4.2739824,4.34111151,0.855591645,0.0876752532,-1.51473636,4.05306959
0.0479794738,5.0,4.27402571,4.3350092,0.724897654,0.0947239546,-1.44501962,3.94893647
0.0489794738,5.0,4.27398765,4.34730107,0.853540908,0.0885263679,-1.38915638,4.10243923
0.0499794738,5.0,4.2740309,4.33859956,0.722831671,0.0955624203,-1.32066089,3.99491922
0.0509794738,5.0,4.27399274,4.35171379,0.851722398,0.0893545291,-1.26600481,4.14547727
0.0519794738,5.0,4.27403592,4.34152411,0.721057063,0.0963776577,-1.19870747,4.0350147
0.0529794738,5.0,4.27399729,4.35616874,0.850151258,0.0900951665,-1.1452994,4.18300841
0.0539794738,5.0,4.27404046,4.34433085,0.719507176,0.0971158625,-1.07916622,4.06999613
0.0549794738,5.0,4.27400131,4.3606826,0.848794867,0.0907500692,-1.02699159,4.21580139
0.0559794738,5.0,4.27404455,4.34700264,0.718150083,0.0977803568,-0.961987535,4.10057463
0.0569794738,5.0,4.27400483,4.36525354,0.84762437,0.0913226557,-0.911032171,4.24451565
0.0579794738,5.0,4.27404822,4.34951819,0.716957965,0.0983756053,-0.847121634,4.12735975
0.0589794738,5.0,4.27400787,4.36987549,0.846614721,0.0918173489,-0.797371884,4.26971617
0.0599794738,5.0,4.27405149,4.35185161,0.715906545,0.0989069441,-0.734518818,4.15087317
0.0609794738,5.0,4.27401047,4.3745364,0.845744102,0.0922393452,-0.685961645,4.29188601
0.0619794738,5.0,4.2740544,4.35397376,0.714974674,0.0993802782,-0.624129771,4.17156039
0.0629794738,5.0,4.27401265,4.37921631,0.844993401,0.0925944215,-0.576752742,4.31143698
0.0639794738,5.0,4.274057,4.3558561,0.714144088,0.0998017231,-0.515905915,4.18980101
0.0649794738,5.0,4.27401446,4.38388604,0.844345759,0.0928887697,-0.469696986,4.32871907
0.0659794738,5.0,4.27405931,4.3574776,0.713399342,0.100177175,-0.40979982,4.20591792
0.0669794738,5.0,4.27401594,4.3885074,0.843786234,0.0931288341,-0.36474686,4.34402893
0.0679794738,5.0,4.27406083,4.36151461,0.712841746,0.100424895,-0.305852182,4.22039713
0.0689794738,5.0,4.27401702,4.39373364,0.843322691,0.0933056936,-0.261870199,4.35785203
0.0699794738,5.0,4.27406253,4.36345177,0.712259283,0.100700989,-0.203866916,4.23332937
0.0709794738,5.0,4.27401792,4.39856754,0.84290834,0.0934511412,-0.160996521,4.37022223
0.0719794738,5.0,4.27406402,4.36524679,0.711733482,0.100942277,-0.103868732,4.24490578
0.0729794738,5.0,4.274018,4.4064062,0.842678551,0.0934636751,-0.062188437,4.38157095
0.0739794738,5.0,4.27406522,4.36760319,0.711276836,0.101137011,-0.00583031597,4.25556232
0.0749794738,5.0,4.27401835,4.41190836,0.842390681,0.0935213225,0.0347699672,4.39187983
0.0759794738,5.0,4.27406673,4.3676233,0.710765489,0.10138249,0.0903818254,4.26508396
0.0769794738,5.0,4.27401852,4.41728038,0.842145769,0.0935490629,0.129839411,4.40114033
0.0779794738,5.0,4.27406731,4.37116277,0.710449828,0.101475388,0.184601103,4.27391212
0.0789794738,5.0,4.27401853,4.42279306,0.841938227,0.093551019,0.223061359,4.40974635
0.0799794738,5.0,4.27406816,4.37282742,0.71008333,0.101614482,0.2770623,4.2819848
0.0809794738,5.0,4.27401843,4.42819371,0.841758529,0.0935339765,0.314477264,4.41765453
0.0819794738,5.0,4.27406891,4.37442207,0.709744124,0.101735714,0.367735946,4.28940459
0.0829794738,5.0,4.27401822,4.43349499,0.841603303,0.0935004993,0.404124218,4.42494957
0.0839794738,5.0,4.27406966,4.3759563,0.709411284,0.101856811,0.456673554,4.29621797
0.0849794738,5.0,4.27401795,4.43864128,0.841465702,0.0934559054,0.492040519,4.43166842
0.0859794738,5.0,4.27407337,4.37720332,0.708554333,0.102460193,0.54438268,4.30148363
0.0869794738,5.0,4.27401794,4.44276337,0.841278597,0.0934546053,0.578296845,4.43682672
0.0871044738,5.0,4.27404927,4.40087516,0.774171552,0.0985463616,0.588719772,4.3698873
0.0873544738,5.0,4.27405075,4.4008742,0.773891933,0.0987867778,0.599608826,4.36988518
0.0876343542,5.0,4.2740541,4.40063496,0.773266776,0.0993318946,0.612041796,4.36935912
0.0879421963,5.0,4.27406087,4.39995666,0.772109522,0.100430447,0.626172326,4.36784922
0.0885578806,5.0,4.27411815,4.3946342,0.764629915,0.109721026,0.661345913,4.35519017
0.0885699925,5.0,4.27412382,4.39433499,0.764061352,0.110639865,0.662771051,4.35443199
0.0885730205,5.0,4.27412557,4.39424937,0.763891626,0.110922295,0.663180039,4.354214
0.0885790765,5.0,4.27412923,4.39407215,0.763538375,0.111515493,0.664026313,4.35376243
0.0885911885,5.0,4.2741449,4.393447,0.762140498,0.114052317,0.66706894,4.35215023
0.088591567,5.0,4.27421265,4.39103337,0.75569886,0.125002417,0.678034764,4.34569731
0.0885923239,5.0,4.27589002,4.27393416,-3.51014602,0.387222032,0.940155216,0.0798084568
0.0885927454,5.0,4.27592023,4.27387662,-3.51951123,0.391790871,0.944594994,0.0704085406
0.0885931346,5.0,4.27590325,4.27388336,-3.51837628,0.38922354,0.941908479,0.071511421
0.0885935118,5.0,4.27592071,4.27388041,-3.51882716,0.391863048,0.944432517,0.0710294664
0.0885939728,5.0,4.27590472,4.27388314,-3.51834363,0.389446802,0.941875126,0.0714750171
0.0885948948,5.0,4.27592339,4.27388042,-3.51871202,0.392268821,0.944414869,0.0710306707
0.0885967388,5.0,4.2759101,4.27388314,-3.51811508,0.39026041,0.941841964,0.0714756895
0.0886004269,5.0,4.27593414,4.27388043,-3.5182544,0.393894785,0.944347587,0.0710325424
0.088607803,5.0,4.27593162,4.27388316,-3.51720013,0.393511689,0.941707924,0.0714791907
0.0886225553,5.0,4.27597715,4.27388048,-3.51642455,0.400392594,0.944079449,0.0710396686
0.0886520598,5.0,4.27601761,4.27388325,-3.51354112,0.406489406,0.941172486,0.0714934043
0.0887110688,5.0,4.27614903,4.27388065,-3.50910901,0.426276069,0.943011381,0.0710682038
0.0888290869,5.0,4.27636087,4.2738836,-3.49892018,0.457970228,0.939047793,0.0715507751
0.089065123,5.0,4.2768336,4.27388136,-3.47990757,0.528104465,0.938807183,0.0711841907
0.0895371953,5.0,4.27772229,4.27388505,-3.44067872,0.657183663,0.930816767,0.071787606
0.0904813398,5.0,4.2795261,4.27388437,-3.36406807,0.909447826,0.923027643,0.0716762559
0.0914813398,5.0,4.28143981,4.27388959,-3.28271711,1.15273644,0.910257096,0.0725301898
0.0924813398,5.0,4.28339873,4.27388962,-3.20299541,1.38331228,0.903291971,0.0725337386
0.0934813398,5.0,4.28531786,4.27389532,-3.12311708,1.59228798,0.891892723,0.0734656895
0.0944813398,5.0,4.28727745,4.27389572,-3.04486987,1.79105746,0.886200037,0.0735311422
0.0954813398,5.0,4.28919009,4.27390181,-2.96645091,1.9705583,0.875990414,0.0745259175
0.0964813398,5.0,4.29114961,4.27390253,-2.88966009,2.14200271,0.871399417,0.07464309
0.0974813398,5.0,4.29305477,4.27390894,-2.81268246,2.29618149,0.862220432,0.0756906301
0.0984813398,5.0,4.29501429,4.27390991,-2.73733014,2.44414961,0.858583434,0.0758494653
0.0994813398,5.0,4.29691092,4.27391659,-2.6617764,2.57657298,0.850297482,0.0769394481
0.10048134,5.0,4.29887055,4.27391775,-2.58784521,2.70437045,0.847486677,0.0771297154
0.10148134,5.0,4.30075743,4.27392462,-2.51369837,2.81810166,0.839974556,0.0782516901
0.10248134,5.0,4.3027173,4.27392592,-2.44117129,2.92856766,0.837879273,0.0784631542
0.10348134,5.0,4.30459305,4.27393293,-2.36841463,3.02623766,0.83103765,0.0796067333
0.10448134,5.0,4.30655328,4.27393429,-2.29727476,3.12181079,0.829562001,0.0798293467
0.10548134,5.0,4.30841633,4.27394137,-2.22589162,3.20567925,0.823301252,0.0809844145
0.10648134,5.0,4.31037709,4.27394275,-2.156122,3.28845408,0.822362126,0.0812085198
0.10748134,5.0,4.31222564,4.27394984,-2.08609555,3.36046187,0.816604482,0.082365446
0.10848134,5.0,4.31418711,4.27395117,-2.01767896,3.43223755,0.81612983,0.0825819769
0.10948134,5.0,4.31601912,4.27395822,-1.94899202,3.49405172,0.810807797,0.0837318215
0.11048134,5.0,4.3179815,4.27395945,-1.88191079,3.55637369,0.810735155,0.0839324894
0.11148134,5.0,4.31979468,4.27396642,-1.81454565,3.60942618,0.80579015,0.0850671874
0.11248134,5.0,4.32175819,4.27396751,-1.74878151,3.66362199,0.806065369,0.0852446424
0.11348134,5.0,4.32354996,4.27397433,-1.68271977,3.70914278,0.801446547,0.0863571569
0.11448134,5.0,4.32551487,4.27397524,-1.61825376,3.75635287,0.802022698,0.0865051143
0.11548134,5.0,4.32728232,4.2739819,-1.55347625,3.79539852,0.797685934,0.0875895479
0.11648134,5.0,4.32924894,4.2739826,-1.49028863,3.83660257,0.798522359,0.0877028709
0.11748134,5.0,4.33098886,4.27398905,-1.42677535,3.87008068,0.79442937,0.0887545316
0.11848134,5.0,4.33295752,4.27398951,-1.36484559,3.90612032,0.795490857,0.0888292671
0.11948134,5.0,4.33466635,4.27399575,-1.30257572,3.93481051,0.791608437,0.0898446832
0.12048134,5.0,4.33663743,4.27399596,-1.2418825,3.96640876,0.792864507,0.0898780495
0.12148134,5.0,4.33831128,4.27400196,-1.18083446,3.99098074,0.789163859,0.0908549371
0.12248134,5.0,4.3402852,4.2740019,-1.12135579,4.01875873,0.790588144,0.0908452673
0.12348134,5.0,4.34191985,4.27400766,-1.06150727,4.03978773,0.787044304,0.091782454
0.12448134,5.0,4.3438971,4.27400733,-1.00322056,4.06427903,0.788614004,0.091729101
0.12548134,5.0,4.34548799,4.27401285,-0.944548736,4.08225913,0.785205336,0.0926264148
0.12648134,5.0,4.3474691,4.27401225,-0.887430927,4.10392207,0.786900749,0.0925296272
0.12748134,5.0,4.34901141,4.27401753,-0.829912533,4.11927762,0.783608506,0.0933877601
0.12848134,5.0,4.35099697,4.27401667,-0.773940284,4.13850588,0.785412617,0.0932485401
0.12948134,5.0,4.35248561,4.27402172,-0.717551791,4.15160127,0.782220561,0.0940688967
0.13048134,5.0,4.35447626,4.27402061,-0.662701604,4.16873296,0.784118687,0.0938888497
0.13148134,5.0,4.35590599,4.27402543,-0.607419384,4.17988109,0.781012754,0.094673393
0.13248134,5.0,4.35790244,4.27402409,-0.553667763,4.19520654,0.78299223,0.0944545786
0.13348134,5.0,4.35926789,4.27402871,-0.499468236,4.20467605,0.779960247,0.0952056792
0.13448134,5.0,4.36127088,4.27402714,-0.446791823,4.21844456,0.782010157,0.0949504726
0.13548134,5.0,4.36256669,4.27403157,-0.393651593,4.22646603,0.77904159,0.0956707701
0.13648134,5.0,4.36457703,4.27402979,-0.34202729,4.23889163,0.781152532,0.0953817376
0.13748134,5.0,4.36579792,4.27403405,-0.289923262,4.24566297,0.778238271,0.0960740187
0.13848134,5.0,4.36781643,4.27403208,-0.239328332,4.25692937,0.780402149,0.0957538118
0.13948134,5.0,4.36895734,4.27403619,-0.188237809,4.26262041,0.77753432,0.0964209072
0.14048134,5.0,4.37098487,4.27403404,-0.13864995,4.27288528,0.77974417,0.096072177
0.14148134,5.0,4.37204107,4.27403801,-0.0885507079,4.27764176,0.776915975,0.0967168777
0.14248134,5.0,4.37407845,4.2740357,-0.0399481157,4.28704042,0.779165807,0.0963422083
0.14348134,5.0,4.37504564,4.27403955,0.00918154409,4.29098738,0.77637138,0.0969672012
0.14448134,5.0,4.37709371,4.2740371,0.0568201409,4.29963595,0.778656044,0.0965690612
0.14548134,5.0,4.3779681,4.27404084,0.105001352,4.3028807,0.775890335,0.0971768824
0.14648134,5.0,4.38002765,4.27403826,0.151696669,4.31087883,0.778205402,0.0967575922
0.14748134,5.0,4.38080611,4.27404191,0.198949982,4.31351344,0.775464069,0.0973505956
0.14848134,5.0,4.38287787,4.27403921,0.244722171,4.32094667,0.777805731,0.0969123081
0.14948134,5.0,4.3835579,4.27404278,0.291067544,4.32305021,0.775085042,0.0974926487
0.15048134,5.0,4.38564251,4.27403998,0.335936205,4.32999192,0.777450012,0.0970373506
0.15148134,5.0,4.38622232,4.27404348,0.381393061,4.33163212,0.774746701,0.0976070321
0.15248134,5.0,4.38832003,4.27404059,0.425377563,4.33814444,0.777131725,0.0971368797
0.15348134,5.0,4.38879683,4.27404405,0.469966451,4.33937459,0.774440812,0.0976994998
0.15448134,5.0,4.39089806,4.27404115,0.513095672,4.34548298,0.776830512,0.0972269451
0.15548134,5.0,4.39114669,4.27404547,0.556977041,4.34600899,0.773978332,0.0979296555
0.15648134,5.0,4.39272261,4.27404596,0.599807566,4.35025452,0.775729884,0.0980091002
0.15748134,5.0,4.38864817,4.27408524,0.648447112,4.33893263,0.767424441,0.104385373
0.15760634,5.0,4.38413102,4.27423026,0.67710185,4.32492856,0.756865335,0.127843191
0.157609191,5.0,4.38732849,4.27410207,0.656492937,4.33501139,0.766978632,0.107114848
0.157614892,5.0,4.38756279,4.27408705,0.654296383,4.33571653,0.767741435,0.104679367
0.157618509,5.0,4.38730439,4.27409969,0.656497082,4.33493793,0.766999409,0.106728512
0.157622807,5.0,4.38743742,4.2740909,0.655252692,4.33533989,0.76744584,0.105304035
0.157628222,5.0,4.38723736,4.27409931,0.65684291,4.33473462,0.766897107,0.106667416
0.157633607,5.0,4.38728331,4.27409474,0.656327688,4.33487382,0.76709411,0.105926602
0.157641252,5.0,4.3871143,4.27410057,0.657592582,4.33436226,0.7666661,0.106871314
0.157650564,5.0,4.38706998,4.27409892,0.657715597,4.33422644,0.766635633,0.106604382
0.157663341,5.0,4.38682479,4.27410592,0.659384171,4.33347785,0.766038321,0.107738131
0.157681389,5.0,4.38664645,4.27410705,0.66032344,4.33293167,0.765719697,0.107922214
0.157704786,5.0,4.38612268,4.27412094,0.663551927,4.33130806,0.764422765,0.110172379
0.157708738,5.0,4.38608743,4.27412074,0.663685075,4.33119778,0.764372283,0.110140383
0.157716642,5.0,4.38592075,4.27412454,0.66463084,4.33067738,0.763974124,0.110755912
0.157718618,5.0,4.38585972,4.27412622,0.664985676,4.33048521,0.763813695,0.111028213
0.15772257,5.0,4.38573399,4.27412974,0.665720058,4.33008977,0.763482853,0.111597548
0.157730473,5.0,4.38531126,4.27414308,0.668210249,4.32874953,0.762281889,0.113757837
0.15773072,5.0,4.38529374,4.27414367,0.668315681,4.32869398,0.76223096,0.113852964
0.157731214,5.0,4.3852508,4.27414508,0.668564475,4.32855673,0.762103005,0.11408115
0.157732202,5.0,4.38513455,4.27414909,0.669254104,4.32818558,0.761750845,0.11472957
0.157732245,5.0,4.38512688,4.27414932,0.669293572,4.32816054,0.761726636,0.114767251
0.157732331,5.0,4.38511273,4.27414981,0.669376519,4.32811514,0.761682923,0.114846621
0.157732503,5.0,4.3850819,4.27415089,0.669558317,4.32801636,0.761587525,0.115021266
0.157732846,5.0,4.38500881,4.27415346,0.669988831,4.32778197,0.761359988,0.115437476
0.157733532,5.0,4.38471892,4.27416361,0.671659315,4.32684704,0.760439421,0.117079363
0.157733565,5.0,4.384711,4.27416401,0.671724359,4.32682422,0.760417323,0.117143038
0.15773363,5.0,4.38467267,4.27416519,0.671918214,4.32669711,0.760291648,0.117334154
0.157733762,5.0,4.38456623,4.27416886,0.672516712,4.32635202,0.759949482,0.117927176
0.157734025,5.0,4.38415276,4.27418255,0.674740545,4.32500023,0.758603921,0.120140063
0.15773409,5.0,4.38394308,4.27418923,0.675823356,4.32430952,0.757914917,0.121220141
0.157734222,5.0,4.3831392,4.27421319,0.679698772,4.3216241,0.755233221,0.125090095
0.157734255,5.0,4.38266389,4.27422628,0.681811732,4.32000905,0.753619266,0.127201693
0.157734263,5.0,4.38251927,4.27423007,0.682424392,4.3195107,0.7531212,0.127814011
0.157734279,5.0,4.38219648,4.27423855,0.683792703,4.31840108,0.752012163,0.129181642
0.157734312,5.0,4.38101062,4.27426682,0.688349663,4.31421969,0.747832083,0.133737245
0.157734343,5.0,4.27436002,4.27557991,0.894617228,0.148723462,-3.41766029,0.340007459
0.157734365,5.0,4.27409844,4.27614903,0.980829773,0.106526279,-3.45985568,0.426226643
0.157734385,5.0,4.2741127,4.27559442,0.896826835,0.108837562,-3.45754278,0.342229844
0.157734409,5.0,4.2739867,4.27615314,0.981433255,0.0883714155,-3.47800694,0.426843621
0.157734457,5.0,4.27401067,4.27560732,0.898778505,0.0922718294,-3.4741026,0.34420361
0.15773453,5.0,4.27389442,4.27616472,0.983129924,0.0733197024,-3.49304868,0.42857755
0.157734677,5.0,4.27393701,4.27562185,0.900932582,0.0802719071,-3.48608442,0.346425269
0.157734891,5.0,4.27384821,4.27617551,0.984634807,0.0657619725,-3.50057683,0.430192797
0.157735157,5.0,4.27391947,4.27562172,0.901654369,0.0774262695,-3.48889068,0.3472939
0.157735509,5.0,4.27384422,4.27617166,0.984750397,0.0651259071,-3.50116205,0.430497954
0.15773608,5.0,4.27391889,4.27562396,0.901694261,0.0773321584,-3.48890896,0.347616511
0.15773722,5.0,4.27384432,4.27617486,0.984708373,0.065142426,-3.50100496,0.430979959
0.157739502,5.0,4.27391886,4.27563068,0.901662962,0.0773284117,-3.48863157,0.348633156
0.157744064,5.0,4.27384435,4.27618813,0.984620341,0.0651467775,-3.50043837,0.432987367
0.157753189,5.0,4.27391888,4.27565731,0.90149949,0.0773317248,-3.48750384,0.352658769
0.157771439,5.0,4.27384441,4.27624133,0.984287408,0.0651560741,-3.49818049,0.441025423
0.15780794,5.0,4.27391899,4.27576367,0.900837843,0.0773490619,-3.48299033,0.368710427
0.15788094,5.0,4.27384462,4.27645386,0.982966932,0.065191517,-3.48915667,0.473017218
0.158026942,5.0,4.27391942,4.27618796,0.898215121,0.0774201307,-3.46495844,0.432257721
0.158318944,5.0,4.27384551,4.27729961,0.977789916,0.0653356208,-3.45315449,0.598384466
0.158902949,5.0,4.27392123,4.27786715,0.88813065,0.0777159416,-3.39319995,0.676253325
0.159902949,5.0,4.27384893,4.28031605,0.960375353,0.0658955345,-3.32418193,1.01890862
0.160902949,5.0,4.27392659,4.28171118,0.867360188,0.0785723055,-3.23144893,1.17673596
0.161902949,5.0,4.27385419,4.28424207,0.941002358,0.0667567108,-3.16398293,1.48308619
0.162902949,5.0,4.27393213,4.28550423,0.849376263,0.0794960681,-3.0727295,1.60735093
0.163902949,5.0,4.27386023,4.2881645,0.924224538,0.0677451201,-3.00672678,1.88250695
0.164902949,5.0,4.27393887,4.28931902,0.833805142,0.08059555,-2.91687635,1.97794385
0.165902949,5.0,4.27386698,4.29209087,0.909694039,0.0688490064,-2.85236927,2.22629798
0.166902949,5.0,4.27394623,4.29311711,0.820323861,0.0817965808,-2.7639078,2.29697262
0.167902949,5.0,4.27387429,4.29601772,0.897110591,0.0700451183,-2.70087789,2.52229622
0.168902949,5.0,4.27395409,4.29689585,0.808652469,0.0830783655,-2.61378921,2.57169933
0.169902949,5.0,4.27388205,4.29994504,0.886214172,0.0713129536,-2.55221801,2.77723224
0.170902949,5.0,4.27396232,4.3006524,0.798548546,0.0844201086,-2.46648658,2.8083611
0.171902949,5.0,4.27389012,4.3038728,0.876779553,0.0726318997,-2.40635581,2.99688672
0.172902949,5.0,4.2739708,4.30438346,0.789802033,0.0858011711,-2.32196643,3.01231483
0.173902949,5.0,4.27389838,4.30780084,0.868611523,0.0739816076,-2.26325782,3.18622458
0.174902949,5.0,4.27397939,4.30808525,0.782230815,0.0872014795,-2.18019535,3.18816146
0.175902949,5.0,4.27390671,4.31172885,0.861540805,0.0753424046,-2.12289055,3.34951015
0.176902949,5.0,4.27398799,4.31175349,0.77567695,0.0886019426,-2.04113959,3.33985274
0.177902949,5.0,4.27391499,4.31565627,0.855420566,0.0766957088,-1.98522009,3.49040608
0.178902949,5.0,4.27399649,4.31538325,0.770003431,0.0899848547,-1.9047647,3.4707829
0.179902949,5.0,4.27392313,4.31958225,0.850123421,0.0780244208,-1.85021169,3.61205829
0.180902949,5.0,4.27400478,4.31896899,0.765091407,0.0913342574,-1.77103511,3.58386733
0.181902949,5.0,4.27393103,4.32350555,0.845538856,0.0793132681,-1.71782947,3.71716892
0.182902949,5.0,4.27401278,4.32250448,0.760837782,0.0926362398,-1.63991395,3.68161013
0.183902949,5.0,4.2739386,4.32742438,0.841571004,0.080549082,-1.58803616,3.80805886
0.184902949,5.0,4.27402042,4.32598281,0.757153142,0.0938791589,-1.51136278,3.76616214
0.185902949,5.0,4.27394578,4.33133631,0.83813672,0.0817209897,-1.46079291,3.88672157
0.186902949,5.0,4.27402765,4.32939638,0.753959961,0.0950537663,-1.38534152,3.83937069
0.187902949,5.0,4.27395253,4.33523809,0.835163906,0.0828205129,-1.33605928,3.95486913
0.188902949,5.0,4.27403441,4.332737,0.751191042,0.0961532359,-1.26180846,3.90282235
0.189902949,5.0,4.27395879,4.3391255,0.832590059,0.083841569,-1.21379322,4.01397188
0.190902949,5.0,4.27404068,4.335996,0.748788169,0.0971730943,-1.14072036,3.95787961
0.191902949,5.0,4.27396455,4.34299321,0.830361009,0.0847803809,-1.0939512,4.06529237
0.192902949,5.0,4.27404646,4.33916441,0.746700929,0.0981110629,-1.02203262,4.0057124
0.193902949,5.0,4.27396979,4.34683466,0.828429815,0.0856353062,-0.976488432,4.10991456
0.194902949,5.0,4.27405173,4.34223331,0.744885706,0.098966827,-0.905699546,4.04732509
0.195902949,5.0,4.27397452,4.35064201,0.826755808,0.0864066026,-0.861359087,4.14876891
0.196902949,5.0,4.2740565,4.34519408,0.74330479,0.0997417521,-0.791674669,4.08357982
0.197902949,5.0,4.27397839,4.35625374,0.825350958,0.0870180153,-0.748594384,4.18276935
0.198902949,5.0,4.27406087,4.34758135,0.741901151,0.100452438,-0.67989649,4.1153069
0.199902949,5.0,4.27398208,4.36034097,0.824102857,0.0876186312,-0.63800157,4.21248611
0.200902949,5.0,4.27406475,4.35014193,0.740683928,0.101082503,-0.570338785,4.14305239
0.201902949,5.0,4.2739853,4.36443535,0.823022799,0.0881428388,-0.529603666,4.23851232
0.202902949,5.0,4.27406822,4.35252401,0.739613766,0.101644726,-0.46294634,4.16736045
0.203902949,5.0,4.27398808,4.36852029,0.822087679,0.088595603,-0.423353765,4.26135253
0.204902949,5.0,4.27407129,4.35471943,0.738669657,0.102144306,-0.357672466,4.18869846
0.205902949,5.0,4.27399045,4.37258345,0.821277694,0.088982245,-0.319205509,4.28143909
0.206902949,5.0,4.27407358,4.35958598,0.737934211,0.102494335,-0.254563037,4.20767237
0.207902949,5.0,4.27399245,4.37684333,0.820576631,0.0893079122,-0.217112715,4.29935353
0.208902949,5.0,4.2740759,4.36204498,0.73720947,0.102870409,-0.153402685,4.22446054
0.209902949,5.0,4.27399414,4.38097271,0.819963806,0.089582151,-0.117027341,4.31522632
