 time            time            v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         v(N006)         v(N007)        
 5.46973270e-01  5.46973270e-01  5.00000000e+00  4.36150131e+00  4.27401268e+00 -4.80364841e-01  4.22344657e+00  7.97135216e-01  9.26010375e-02 
 5.47973270e-01  5.47973270e-01  5.00000000e+00  4.35889571e+00  4.27404347e+00 -4.22636307e-01  4.20258197e+00  7.64672167e-01  9.76071423e-02 
 5.48973270e-01  5.48973270e-01  5.00000000e+00  4.36500300e+00  4.27401544e+00 -3.74980009e-01  4.24502908e+00  7.96233242e-01  9.30505943e-02 
 5.49973270e-01  5.49973270e-01  5.00000000e+00  4.36186890e+00  4.27404618e+00 -3.18274271e-01  4.22281327e+00  7.63811373e-01  9.80481525e-02 
 5.50973270e-01  5.50973270e-01  5.00000000e+00  4.36844564e+00  4.27401782e+00 -2.71675622e-01  4.26404074e+00  7.95446232e-01  9.34381453e-02 
 5.51973270e-01  5.51973270e-01  5.00000000e+00  4.36474738e+00  4.27404854e+00 -2.15968623e-01  4.24065315e+00  7.63055526e-01  9.84312107e-02 
 5.52973270e-01  5.52973270e-01  5.00000000e+00  4.37182310e+00  4.27401986e+00 -1.70406372e-01  4.28083059e+00  7.94758306e-01  9.37692097e-02 
 5.53973270e-01  5.53973270e-01  5.00000000e+00  4.36752778e+00  4.27405057e+00 -1.15674580e-01  4.25642509e+00  7.62390028e-01  9.87617457e-02 
 5.54973270e-01  5.54973270e-01  5.00000000e+00  4.37512938e+00  4.27402158e+00 -7.11278531e-02  4.29569807e+00  7.94155756e-01  9.40492720e-02 
 5.55973270e-01  5.55973270e-01  5.00000000e+00  4.37054155e+00  4.27405228e+00 -1.73576494e-02  4.27043033e+00  7.61813841e-01  9.90357107e-02 
 5.56973270e-01  5.56973270e-01  5.00000000e+00  4.37956844e+00  4.27402277e+00  2.61595093e-02  4.30901312e+00  7.93672185e-01  9.42395307e-02 
 5.57973270e-01  5.57973270e-01  5.00000000e+00  4.37259291e+00  4.27405386e+00  7.90621254e-02  4.28292276e+00  7.61268759e-01  9.92950702e-02 
 5.58973270e-01  5.58973270e-01  5.00000000e+00  4.38147216e+00  4.27402424e+00  1.21633977e-01  4.32073607e+00  7.93155900e-01  9.44815049e-02 
 5.59973270e-01  5.59973270e-01  5.00000000e+00  4.37528936e+00  4.27405507e+00  1.73572401e-01  4.29399304e+00  7.60816634e-01  9.94915407e-02 
 5.60973270e-01  5.60973270e-01  5.00000000e+00  4.38459130e+00  4.27402519e+00  2.15193890e-01  4.33122997e+00  7.92747903e-01  9.46370424e-02 
 5.61973270e-01  5.61973270e-01  5.00000000e+00  4.37765321e+00  4.27405612e+00  2.66246703e-01  4.30389432e+00  7.60403566e-01  9.96620208e-02 
 5.62973270e-01  5.62973270e-01  5.00000000e+00  4.38755805e+00  4.27402597e+00  3.06932153e-01  4.34063003e+00  7.92384086e-01  9.47632279e-02 
 5.63973270e-01  5.63973270e-01  5.00000000e+00  4.37992801e+00  4.27405699e+00  3.57116723e-01  4.31277494e+00  7.60034098e-01  9.98029838e-02 
 5.64973270e-01  5.64973270e-01  5.00000000e+00  4.39043430e+00  4.27402658e+00  3.96885482e-01  4.34907686e+00  7.92060762e-01  9.48618962e-02 
 5.65973270e-01  5.65973270e-01  5.00000000e+00  4.38210429e+00  4.27405770e+00  4.46221417e-01  4.32076294e+00  7.59701236e-01  9.99189048e-02 
 5.66973270e-01  5.66973270e-01  5.00000000e+00  4.39321185e+00  4.27402706e+00  4.85095384e-01  4.35668028e+00  7.91767625e-01  9.49405903e-02 
 5.67973270e-01  5.67973270e-01  5.00000000e+00  4.38498629e+00  4.27405894e+00  5.33698611e-01  4.32773866e+00  7.59279137e-01  1.00116616e-01 
 5.68973270e-01  5.68973270e-01  5.00000000e+00  4.39600329e+00  4.27402802e+00  5.71685509e-01  4.36312314e+00  7.91386764e-01  9.50968170e-02 
 5.69973270e-01  5.69973270e-01  5.00000000e+00  4.38402416e+00  4.27408979e+00  6.24243396e-01  4.32457678e+00  7.54001550e-01  1.05123159e-01 
 5.70973270e-01  5.70973270e-01  5.00000000e+00  4.39381232e+00  4.27405091e+00  6.60005218e-01  4.35313282e+00  7.87208823e-01  9.88124915e-02 
 5.70973515e-01  5.70973515e-01  5.00000000e+00  4.38525260e+00  4.27410094e+00  6.68134803e-01  4.32856293e+00  7.62643459e-01  1.06931902e-01 
 5.70973520e-01  5.70973520e-01  5.00000000e+00  4.38522158e+00  4.27410200e+00  6.68307234e-01  4.32846350e+00  7.62544132e-01  1.07104102e-01 
 5.70973531e-01  5.70973531e-01  5.00000000e+00  4.38516570e+00  4.27410411e+00  6.68649460e-01  4.32828486e+00  7.62365691e-01  1.07445869e-01 
 5.70973553e-01  5.70973553e-01  5.00000000e+00  4.38505467e+00  4.27410828e+00  6.69326044e-01  4.32792950e+00  7.62010765e-01  1.08121532e-01 
 5.70973597e-01  5.70973597e-01  5.00000000e+00  4.38483121e+00  4.27411649e+00  6.70658156e-01  4.32721198e+00  7.61294134e-01  1.09451804e-01 
 5.70973686e-01  5.70973686e-01  5.00000000e+00  4.38430686e+00  4.27413437e+00  6.73557404e-01  4.32550561e+00  7.59589714e-01  1.12347375e-01 
 5.70973708e-01  5.70973708e-01  5.00000000e+00  4.38415213e+00  4.27413944e+00  6.74378740e-01  4.32499869e+00  7.59083337e-01  1.13167793e-01 
 5.70973752e-01  5.70973752e-01  5.00000000e+00  4.38382327e+00  4.27415005e+00  6.76098725e-01  4.32391691e+00  7.58002676e-01  1.14885942e-01 
 5.70973840e-01  5.70973840e-01  5.00000000e+00  4.38278262e+00  4.27418000e+00  6.80944654e-01  4.32041407e+00  7.54502412e-01  1.19728206e-01 
 5.70973862e-01  5.70973862e-01  5.00000000e+00  4.38232328e+00  4.27419212e+00  6.82904946e-01  4.31883509e+00  7.52924210e-01  1.21687584e-01 
 5.70973906e-01  5.70973906e-01  5.00000000e+00  4.38077435e+00  4.27422921e+00  6.88893423e-01  4.31337493e+00  7.47465800e-01  1.27674237e-01 
 5.70973917e-01  5.70973917e-01  5.00000000e+00  4.37998052e+00  4.27424618e+00  6.91630661e-01  4.31047392e+00  7.44565335e-01  1.30411022e-01 
 5.70973939e-01  5.70973939e-01  5.00000000e+00  4.37623871e+00  4.27431503e+00  7.02716916e-01  4.29591650e+00  7.30009288e-01  1.41496379e-01 
 5.70973941e-01  5.70973941e-01  5.00000000e+00  4.37550794e+00  4.27432735e+00  7.04696351e-01  4.29287961e+00  7.26972552e-01  1.43475735e-01 
 5.70973945e-01  5.70973945e-01  5.00000000e+00  4.37343473e+00  4.27436040e+00  7.10004457e-01  4.28391580e+00  7.18009090e-01  1.48783685e-01 
 5.70973949e-01  5.70973949e-01  5.00000000e+00  4.31571096e+00  4.27488979e+00  7.94116635e-01  3.53370800e+00 -3.21976585e-02  2.32895861e-01 
 5.70973953e-01  5.70973953e-01  5.00000000e+00  4.27459759e+00  4.27628901e+00  1.00836607e+00  1.86681197e-01 -3.37922380e+00  4.47146057e-01 
 5.70973955e-01  5.70973955e-01  5.00000000e+00  4.27445822e+00  4.27538506e+00  8.71270964e-01  1.64455468e-01 -3.40144937e+00  3.10051570e-01 
 5.70973957e-01  5.70973957e-01  5.00000000e+00  4.27439005e+00  4.27622844e+00  9.99387005e-01  1.53646460e-01 -3.41225820e+00  4.38168239e-01 
 5.70973959e-01  5.70973959e-01  5.00000000e+00  4.27434424e+00  4.27543861e+00  8.79536249e-01  1.46189190e-01 -3.41971531e+00  3.18318119e-01 
 5.70973961e-01  5.70973961e-01  5.00000000e+00  4.27429509e+00  4.27618853e+00  9.93358773e-01  1.38288300e-01 -3.42761597e+00  4.32141473e-01 
 5.70973965e-01  5.70973965e-01  5.00000000e+00  4.27425501e+00  4.27546845e+00  8.84115645e-01  1.31834320e-01 -3.43406968e+00  3.22899388e-01 
 5.70973970e-01  5.70973970e-01  5.00000000e+00  4.27420780e+00  4.27617178e+00  9.90848714e-01  1.24220047e-01 -3.44168353e+00  4.29634010e-01 
 5.70973979e-01  5.70973979e-01  5.00000000e+00  4.27415051e+00  4.27548321e+00  8.86380696e-01  1.14960553e-01 -3.45094227e+00  3.25168857e-01 
 5.70973998e-01  5.70973998e-01  5.00000000e+00  4.27408184e+00  4.27617229e+00  9.90916516e-01  1.03833712e-01 -3.46206758e+00  4.29710388e-01 
 5.70974035e-01  5.70974035e-01  5.00000000e+00  4.27401140e+00  4.27549619e+00  8.88357888e-01  9.23916100e-02 -3.47350664e+00  3.27163196e-01 
 5.70974109e-01  5.70974109e-01  5.00000000e+00  4.27394874e+00  4.27618581e+00  9.92906809e-01  8.21856653e-02 -3.48370648e+00  4.31734968e-01 
 5.70974258e-01  5.70974258e-01  5.00000000e+00  4.27390393e+00  4.27551439e+00  8.91085142e-01  7.48723576e-02 -3.49100757e+00  3.29959005e-01 
 5.70974445e-01  5.70974445e-01  5.00000000e+00  4.27388757e+00  4.27619886e+00  9.94755220e-01  7.21995485e-02 -3.49366504e+00  4.33686339e-01 
 5.70974699e-01  5.70974699e-01  5.00000000e+00  4.27388250e+00  4.27551196e+00  8.91944814e-01  7.13707321e-02 -3.49447300e+00  3.30953888e-01 
 5.70975011e-01  5.70975011e-01  5.00000000e+00  4.27388143e+00  4.27619233e+00  9.94958455e-01  7.11955127e-02 -3.49462259e+00  4.34063187e-01 
 5.70975524e-01  5.70975524e-01  5.00000000e+00  4.27388169e+00  4.27551421e+00  8.92002032e-01  7.12385837e-02 -3.49453741e+00  3.31264070e-01 
 5.70976433e-01  5.70976433e-01  5.00000000e+00  4.27388150e+00  4.27619499e+00  9.94922193e-01  7.12078783e-02 -3.49449337e+00  4.34463310e-01 
 5.70978253e-01  5.70978253e-01  5.00000000e+00  4.27388169e+00  4.27551957e+00  8.91977669e-01  7.12376016e-02 -3.49431418e+00  3.32076903e-01 
 5.70981892e-01  5.70981892e-01  5.00000000e+00  4.27388152e+00  4.27620558e+00  9.94851524e-01  7.12102800e-02 -3.49404256e+00  4.36066746e-01 
 5.70989170e-01  5.70989170e-01  5.00000000e+00  4.27388171e+00  4.27554081e+00  8.91847233e-01  7.12407858e-02 -3.49341423e+00  3.35293530e-01 
 5.71003725e-01  5.71003725e-01  5.00000000e+00  4.27388156e+00  4.27624801e+00  9.94585402e-01  7.12174031e-02 -3.49224206e+00  4.42490175e-01 
 5.71032837e-01  5.71032837e-01  5.00000000e+00  4.27388179e+00  4.27562565e+00  8.91318388e-01  7.12546975e-02 -3.48981419e+00  3.48125509e-01 
 5.71091060e-01  5.71091060e-01  5.00000000e+00  4.27388173e+00  4.27641757e+00  9.93529158e-01  7.12454818e-02 -3.48504426e+00  4.68082636e-01 
 5.71207505e-01  5.71207505e-01  5.00000000e+00  4.27388214e+00  4.27596427e+00  8.89217700e-01  7.13110689e-02 -3.47542851e+00  3.99031899e-01 
 5.71440397e-01  5.71440397e-01  5.00000000e+00  4.27388243e+00  4.27709303e+00  9.89371583e-01  7.13595080e-02 -3.45631208e+00  5.68789304e-01 
 5.71906180e-01  5.71906180e-01  5.00000000e+00  4.27388356e+00  4.27730726e+00  8.81075684e-01  7.15437286e-02 -3.41812096e+00  5.96108293e-01 
 5.72837746e-01  5.72837746e-01  5.00000000e+00  4.27388539e+00  4.27975113e+00  9.73754434e-01  7.18433081e-02 -3.34232107e+00  9.46259427e-01 
 5.73837746e-01  5.73837746e-01  5.00000000e+00  4.27388801e+00  4.28097579e+00  8.60574593e-01  7.22714536e-02 -3.26160316e+00  1.09014508e+00 
 5.74837746e-01  5.74837746e-01  5.00000000e+00  4.27389069e+00  4.28367083e+00  9.53958874e-01  7.27090948e-02 -3.18165267e+00  1.42200442e+00 
 5.75837746e-01  5.75837746e-01  5.00000000e+00  4.27389363e+00  4.28479439e+00  8.42125356e-01  7.31897358e-02 -3.10242889e+00  1.53141009e+00 
 5.76837746e-01  5.76837746e-01  5.00000000e+00  4.27389686e+00  4.28760813e+00  9.36817861e-01  7.37169140e-02 -3.02392129e+00  1.83136755e+00 
 5.77837746e-01  5.77837746e-01  5.00000000e+00  4.27390002e+00  4.28859717e+00  8.26147265e-01  7.42336342e-02 -2.94617972e+00  1.91114960e+00 
 5.78837746e-01  5.78837746e-01  5.00000000e+00  4.27390373e+00  4.29154748e+00  9.21976966e-01  7.48394872e-02 -2.86909766e+00  2.18370468e+00 
 5.79837746e-01  5.79837746e-01  5.00000000e+00  4.27390706e+00  4.29238091e+00  8.12309398e-01  7.53830243e-02 -2.79281952e+00  2.23803206e+00 
 5.80837746e-01  5.80837746e-01  5.00000000e+00  4.27391118e+00  4.29548906e+00  9.09128292e-01  7.60565536e-02 -2.71714615e+00  2.48704909e+00 
 5.81837746e-01  5.81837746e-01  5.00000000e+00  4.27391462e+00  4.29614271e+00  8.00325402e-01  7.66177021e-02 -2.64231297e+00  2.51950232e+00 
 5.82837746e-01  5.82837746e-01  5.00000000e+00  4.27391909e+00  4.29943306e+00  8.98005390e-01  7.73474147e-02 -2.56803226e+00  2.74830024e+00 
 5.83837746e-01  5.83837746e-01  5.00000000e+00  4.27392258e+00  4.29987927e+00  7.89947336e-01  7.79171549e-02 -2.49462569e+00  2.76195447e+00 
 5.84837746e-01  5.84837746e-01  5.00000000e+00  4.27392732e+00  4.30337961e+00  8.88377508e-01  7.86912307e-02 -2.42172227e+00  2.97338386e+00 
 5.85837746e-01  5.85837746e-01  5.00000000e+00  4.27393081e+00  4.30358676e+00  7.80960361e-01  7.92609210e-02 -2.34972393e+00  2.97088013e+00 
 5.86837746e-01  5.86837746e-01  5.00000000e+00  4.27393575e+00  4.30732867e+00  8.80044683e-01  8.00674043e-02 -2.27818289e+00  3.16738942e+00 
 5.87837746e-01  5.87837746e-01  5.00000000e+00  4.27393920e+00  4.30726077e+00  7.73178202e-01  8.06289920e-02 -2.20757413e+00  3.15099592e+00 
 5.88837746e-01  5.88837746e-01  5.00000000e+00  4.27394427e+00  4.31128001e+00  8.72833557e-01  8.14559931e-02 -2.13738081e+00  3.33468818e+00 
 5.89837746e-01  5.89837746e-01  5.00000000e+00  4.27394761e+00  4.31089624e+00  7.66439280e-01  8.20022307e-02 -2.06814249e+00  3.30635282e+00 
 5.90837746e-01  5.90837746e-01  5.00000000e+00  4.27395274e+00  4.31523312e+00  8.66593798e-01  8.28381236e-02 -1.99928230e+00  3.47903459e+00 
 5.91837746e-01  5.91837746e-01  5.00000000e+00  4.27395596e+00  4.31448742e+00  7.60603398e-01  8.33627808e-02 -1.93139461e+00  3.44043016e+00 
 5.92837746e-01  5.92837746e-01  5.00000000e+00  4.27396107e+00  4.31918705e+00  8.61195016e-01  8.41963860e-02 -1.86385285e+00  3.60365341e+00 
 5.93837746e-01  5.93837746e-01  5.00000000e+00  4.27396413e+00  4.31802779e+00  7.55548891e-01  8.46944416e-02 -1.79729509e+00  3.55621632e+00 
 5.94837746e-01  5.94837746e-01  5.00000000e+00  4.27396917e+00  4.32314033e+00  8.56524126e-01  8.55151834e-02 -1.73105679e+00  3.71131438e+00 
 5.95837746e-01  5.95837746e-01  5.00000000e+00  4.27397204e+00  4.32151003e+00  7.51170180e-01  8.59829848e-02 -1.66580726e+00  3.65627793e+00 
 5.96837746e-01  5.96837746e-01  5.00000000e+00  4.27397694e+00  4.32709076e+00  8.52483051e-01  8.67810163e-02 -1.60085707e+00  3.80439641e+00 
 5.97837746e-01  5.97837746e-01  5.00000000e+00  4.27397961e+00  4.32492603e+00  7.47375653e-01  8.72163945e-02 -1.53689294e+00  3.74281940e+00 
 5.98837746e-01  5.98837746e-01  5.00000000e+00  4.27398431e+00  4.33103524e+00  8.48986752e-01  8.79826862e-02 -1.47321510e+00  3.88494268e+00 
 5.99837746e-01  5.99837746e-01  5.00000000e+00  4.27398679e+00  4.32826693e+00  7.44085840e-01  8.83850140e-02 -1.41051236e+00  3.81773387e+00 
 6.00837746e-01  6.00837746e-01  5.00000000e+00  4.27399125e+00  4.33496959e+00  8.45961502e-01  8.91114054e-02 -1.34809059e+00  3.95470783e+00 
 6.01837746e-01  6.01837746e-01  5.00000000e+00  4.27399352e+00  4.33152327e+00  7.41231827e-01  8.94815928e-02 -1.28662412e+00  3.88264711e+00 
 6.02837746e-01  6.02837746e-01  5.00000000e+00  4.27399769e+00  4.33888827e+00  8.43343395e-01  9.01608115e-02 -1.22544168e+00  4.01519862e+00 
 6.03837746e-01  6.03837746e-01  5.00000000e+00  4.27399979e+00  4.33468517e+00  7.38753882e-01  9.05012328e-02 -1.16518528e+00  3.93895505e+00 
 6.04837746e-01  6.04837746e-01  5.00000000e+00  4.27400363e+00  4.34278432e+00  8.41077045e-01  9.11268888e-02 -1.10522495e+00  4.06770869e+00 
 6.05837746e-01  6.05837746e-01  5.00000000e+00  4.27400556e+00  4.33774266e+00  7.36600268e-01  9.14412428e-02 -1.04615153e+00  3.98785612e+00 
 6.06837746e-01  6.06837746e-01  5.00000000e+00  4.27400904e+00  4.34664914e+00  8.39114458e-01  9.20078070e-02 -9.87395669e-01  4.11334852e+00 
 6.07837746e-01  6.07837746e-01  5.00000000e+00  4.27401085e+00  4.34068608e+00  7.34726217e-01  9.23009150e-02 -9.29477461e-01  4.03037903e+00 
 6.08837746e-01  6.08837746e-01  5.00000000e+00  4.27401394e+00  4.35047260e+00  8.37414045e-01  9.28036920e-02 -8.71908023e-01  4.15307113e+00 
 6.09837746e-01  6.09837746e-01  5.00000000e+00  4.27401564e+00  4.34350660e+00  7.33093029e-01  9.30812447e-02 -8.15116822e-01  4.06740660e+00 
 6.10837746e-01  6.10837746e-01  5.00000000e+00  4.27401832e+00  4.35424311e+00  8.35939782e-01  9.35163487e-02 -7.58715411e-01  4.18769421e+00 
 6.11837746e-01  6.11837746e-01  5.00000000e+00  4.27401997e+00  4.34619673e+00  7.31667304e-01  9.37846162e-02 -7.03022890e-01  4.09969633e+00 
 6.12837746e-01  6.12837746e-01  5.00000000e+00  4.27402165e+00  4.36111765e+00  8.34788324e-01  9.40586550e-02 -6.47860632e-01  4.21816233e+00 
 6.13837746e-01  6.13837746e-01  5.00000000e+00  4.27402405e+00  4.34758111e+00  7.30362154e-01  9.44490339e-02 -5.93113524e-01  4.12801973e+00 
 6.14837746e-01  6.14837746e-01  5.00000000e+00  4.27402497e+00  4.36533248e+00  8.33695927e-01  9.45977426e-02 -5.39133832e-01  4.24475533e+00 
 6.15837746e-01  6.15837746e-01  5.00000000e+00  4.27402712e+00  4.35253201e+00  7.29357012e-01  9.49472115e-02 -4.85473893e-01  4.15302798e+00 
 6.16837746e-01  6.16837746e-01  5.00000000e+00  4.27402782e+00  4.36982707e+00  8.32755077e-01  9.50612175e-02 -4.32564729e-01  4.26828749e+00 
 6.17837746e-01  6.17837746e-01  5.00000000e+00  4.27403019e+00  4.35506251e+00  7.28391295e-01  9.54459253e-02 -3.79895410e-01  4.17501842e+00 
 6.18837746e-01  6.18837746e-01  5.00000000e+00  4.27403027e+00  4.37421461e+00  8.31937061e-01  9.54598848e-02 -3.28101966e-01  4.28901507e+00 
 6.19837746e-01  6.19837746e-01  5.00000000e+00  4.27403290e+00  4.35745194e+00  7.27538504e-01  9.58865149e-02 -2.76396343e-01  4.19439798e+00 
 6.20837746e-01  6.20837746e-01  5.00000000e+00  4.27403234e+00  4.37861486e+00  8.31230198e-01  9.57956211e-02 -2.25703389e-01  4.30732315e+00 
 6.21837746e-01  6.21837746e-01  5.00000000e+00  4.27403529e+00  4.35967913e+00  7.26781820e-01  9.62749274e-02 -1.74930893e-01  4.21152133e+00 
 6.22837746e-01  6.22837746e-01  5.00000000e+00  4.27403405e+00  4.38301328e+00  8.30619194e-01  9.60742406e-02 -1.25323772e-01  4.32353961e+00 
 6.23837746e-01  6.23837746e-01  5.00000000e+00  4.27403739e+00  4.36173133e+00  7.26107064e-01  9.66168082e-02 -7.54544364e-02  4.22669153e+00 
 6.24837746e-01  6.24837746e-01  5.00000000e+00  4.27403528e+00  4.38832484e+00  8.30129991e-01  9.62733751e-02 -2.69467994e-02  4.33801735e+00 
 6.25837746e-01  6.25837746e-01  5.00000000e+00  4.27403900e+00  4.36485574e+00  7.25552534e-01  9.68788178e-02  2.20382653e-02  4.24032857e+00 
 6.26837746e-01  6.26837746e-01  5.00000000e+00  4.27403656e+00  4.39196204e+00  8.29636352e-01  9.64810737e-02  6.95535207e-02  4.35093539e+00 
 6.27837746e-01  6.27837746e-01  5.00000000e+00  4.27404091e+00  4.36525590e+00  7.24949223e-01  9.71881916e-02  1.17710990e-01  4.25231477e+00 
 6.28837746e-01  6.28837746e-01  5.00000000e+00  4.27403746e+00  4.39604560e+00  8.29231649e-01  9.66284610e-02  1.64144223e-01  4.36237390e+00 
 6.29837746e-01  6.29837746e-01  5.00000000e+00  4.27404232e+00  4.36681317e+00  7.24458898e-01  9.74178544e-02  2.11473171e-01  4.26301752e+00 
 6.30837746e-01  6.30837746e-01  5.00000000e+00  4.27403812e+00  4.40023670e+00  8.28887222e-01  9.67346869e-02  2.56881134e-01  4.37262349e+00 
 6.31837746e-01  6.31837746e-01  5.00000000e+00  4.27404298e+00  4.37091212e+00  7.24128133e-01  9.75252903e-02  3.03318725e-01  4.27281743e+00 
 6.32837746e-01  6.32837746e-01  5.00000000e+00  4.27403849e+00  4.40499187e+00  8.28606625e-01  9.67959518e-02  3.47796755e-01  4.38206428e+00 
 6.33837746e-01  6.33837746e-01  5.00000000e+00  4.27404398e+00  4.37272845e+00  7.23735654e-01  9.76879029e-02  3.93460158e-01  4.28168354e+00 
 6.34837746e-01  6.34837746e-01  5.00000000e+00  4.27403880e+00  4.40927479e+00  8.28344888e-01  9.68455062e-02  4.36958041e-01  4.39061368e+00 
 6.35837746e-01  6.35837746e-01  5.00000000e+00  4.27404490e+00  4.37445606e+00  7.23366823e-01  9.78367003e-02  4.81861783e-01  4.28969790e+00 
 6.36837746e-01  6.36837746e-01  5.00000000e+00  4.27403915e+00  4.41343975e+00  8.28078658e-01  9.69027807e-02  5.24416882e-01  4.39829810e+00 
 6.37837746e-01  6.37837746e-01  5.00000000e+00  4.27404747e+00  4.37592455e+00  7.22698332e-01  9.82543064e-02  5.68833005e-01  4.29629215e+00 
 6.38837746e-01  6.38837746e-01  5.00000000e+00  4.27404435e+00  4.41849074e+00  8.26881570e-01  9.77482254e-02  6.10962893e-01  4.40287926e+00 
 6.38962746e-01  6.38962746e-01  5.00000000e+00  4.27405341e+00  4.39239350e+00  7.73378661e-01  9.92184720e-02  6.17726744e-01  4.34937988e+00 
 6.39212746e-01  6.39212746e-01  5.00000000e+00  4.27405965e+00  4.39190861e+00  7.72300471e-01  1.00232825e-01  6.29312413e-01  4.34808136e+00 
 6.39508789e-01  6.39508789e-01  5.00000000e+00  4.27407412e+00  4.39067646e+00  7.70027834e-01  1.02581980e-01  6.44135328e-01  4.34471049e+00 
 6.39514241e-01  6.39514241e-01  5.00000000e+00  4.27429925e+00  4.38520576e+00  7.53906955e-01  1.38957200e-01  6.80736836e-01  4.32841281e+00 
 6.39525145e-01  6.39525145e-01  5.00000000e+00  4.27428540e+00  4.38552684e+00  7.55273677e-01  1.36730061e-01  6.78962483e-01  4.32943890e+00 
 6.39530869e-01  6.39530869e-01  5.00000000e+00  4.27429425e+00  4.38507949e+00  7.54021684e-01  1.38153271e-01  6.80623404e-01  4.32800859e+00 
 6.39536424e-01  6.39536424e-01  5.00000000e+00  4.27428034e+00  4.38548893e+00  7.55499466e-01  1.35915276e-01  6.78616111e-01  4.32931436e+00 
 6.39547534e-01  6.39547534e-01  5.00000000e+00  4.27428994e+00  4.38494021e+00  7.54102361e-01  1.37459546e-01  6.80621783e-01  4.32757391e+00 
 6.39565166e-01  6.39565166e-01  5.00000000e+00  4.27427017e+00  4.38532540e+00  7.55862766e-01  1.34276512e-01  6.78171126e-01  4.32879458e+00 
 6.39590106e-01  6.39590106e-01  5.00000000e+00  4.27427596e+00  4.38467210e+00  7.54536296e-01  1.35209519e-01  6.80140114e-01  4.32671339e+00 
 6.39634435e-01  6.39634435e-01  5.00000000e+00  4.27424457e+00  4.38498690e+00  7.56840751e-01  1.30152408e-01  6.76924871e-01  4.32771157e+00 
 6.39719667e-01  6.39719667e-01  5.00000000e+00  4.27422858e+00  4.38409173e+00  7.56349410e-01  1.27573577e-01  6.77889164e-01  4.32483389e+00 
 6.39721865e-01  6.39721865e-01  5.00000000e+00  4.27411028e+00  4.38719692e+00  7.66154111e-01  1.08444985e-01  6.58852571e-01  4.33461209e+00 
 6.39726260e-01  6.39726260e-01  5.00000000e+00  4.27409053e+00  4.38754645e+00  7.67258973e-01  1.05243618e-01  6.55835277e-01  4.33566769e+00 
 6.39729013e-01  6.39729013e-01  5.00000000e+00  4.27410441e+00  4.38725721e+00  7.66416802e-01  1.07494663e-01  6.58201619e-01  4.33479521e+00 
 6.39732744e-01  6.39732744e-01  5.00000000e+00  4.27409630e+00  4.38738551e+00  7.66846517e-01  1.06179389e-01  6.57042572e-01  4.33518262e+00 
 6.39736600e-01  6.39736600e-01  5.00000000e+00  4.27410298e+00  4.38722558e+00  7.66407601e-01  1.07262462e-01  6.58287121e-01  4.33469990e+00 
 6.39741139e-01  6.39741139e-01  5.00000000e+00  4.27409963e+00  4.38725297e+00  7.66542295e-01  1.06719940e-01  6.57934614e-01  4.33478192e+00 
 6.39747518e-01  6.39747518e-01  5.00000000e+00  4.27410477e+00  4.38709865e+00  7.66150311e-01  1.07552959e-01  6.59034687e-01  4.33431449e+00 
 6.39755632e-01  6.39755632e-01  5.00000000e+00  4.27410389e+00  4.38704604e+00  7.66088445e-01  1.07410268e-01  6.59231583e-01  4.33415360e+00 
 6.39767429e-01  6.39767429e-01  5.00000000e+00  4.27411052e+00  4.38680401e+00  7.65499487e-01  1.08483525e-01  6.60798423e-01  4.33341421e+00 
 6.39784259e-01  6.39784259e-01  5.00000000e+00  4.27411309e+00  4.38659529e+00  7.65088619e-01  1.08900674e-01  6.61919433e-01  4.33277464e+00 
 6.39807570e-01  6.39807570e-01  5.00000000e+00  4.27413157e+00  4.38592879e+00  7.63373703e-01  1.11894266e-01  6.65887108e-01  4.33070146e+00 
 6.39808831e-01  6.39808831e-01  5.00000000e+00  4.27418272e+00  4.38451454e+00  7.58886557e-01  1.20169011e-01  6.74214312e-01  4.32618366e+00 
 6.39808870e-01  6.39808870e-01  5.00000000e+00  4.27418493e+00  4.38444623e+00  7.58665110e-01  1.20525070e-01  6.74572010e-01  4.32596124e+00 
 6.39808949e-01  6.39808949e-01  5.00000000e+00  4.27419014e+00  4.38428396e+00  7.58137449e-01  1.21366794e-01  6.75417012e-01  4.32543160e+00 
 6.39809106e-01  6.39809106e-01  5.00000000e+00  4.27421412e+00  4.38348231e+00  7.55488519e-01  1.25239436e-01  6.79296201e-01  4.32277828e+00 
 6.39809144e-01  6.39809144e-01  5.00000000e+00  4.27422822e+00  4.38297015e+00  7.53763796e-01  1.27515604e-01  6.81573926e-01  4.32105231e+00 
 6.39809153e-01  6.39809153e-01  5.00000000e+00  4.27423233e+00  4.38281476e+00  7.53234572e-01  1.28178318e-01  6.82237029e-01  4.32052276e+00 
 6.39809172e-01  6.39809172e-01  5.00000000e+00  4.27424171e+00  4.38245667e+00  7.52013407e-01  1.29690054e-01  6.83749544e-01  4.31930094e+00 
 6.39809210e-01  6.39809210e-01  5.00000000e+00  4.27427728e+00  4.38093564e+00  7.46669444e-01  1.35422589e-01  6.89483629e-01  4.31395544e+00 
 6.39809218e-01  6.39809218e-01  5.00000000e+00  4.27429423e+00  4.38013285e+00  7.43749208e-01  1.38150947e-01  6.92212342e-01  4.31103477e+00 
 6.39809236e-01  6.39809236e-01  5.00000000e+00  4.27437350e+00  4.37571786e+00  7.26473194e-01  1.50886049e-01  7.04948143e-01  4.29375762e+00 
