 time            time            v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         v(N006)         v(N007)        
 2.26624456e-01  2.26624456e-01  5.00000000e+00  4.27414598e+00  4.37962248e+00  7.61993951e-01  1.14226501e-01  6.69973697e-01  4.30914627e+00 
 2.26624589e-01  2.26624589e-01  5.00000000e+00  4.27414675e+00  4.37960300e+00  7.61923915e-01  1.14351908e-01  6.70104635e-01  4.30907369e+00 
 2.26624854e-01  2.26624854e-01  5.00000000e+00  4.27414851e+00  4.37955911e+00  7.61765476e-01  1.14635507e-01  6.70399298e-01  4.30891012e+00 
 2.26625385e-01  2.26625385e-01  5.00000000e+00  4.27415319e+00  4.37944258e+00  7.61341054e-01  1.15393945e-01  6.71179857e-01  4.30847516e+00 
 2.26625518e-01  2.26625518e-01  5.00000000e+00  4.27415494e+00  4.37939794e+00  7.61176223e-01  1.15676186e-01  6.71467627e-01  4.30830761e+00 
 2.26625783e-01  2.26625783e-01  5.00000000e+00  4.27415916e+00  4.37929195e+00  7.60784049e-01  1.16359534e-01  6.72162031e-01  4.30790992e+00 
 2.26625849e-01  2.26625849e-01  5.00000000e+00  4.27416063e+00  4.37925366e+00  7.60640876e-01  1.16597210e-01  6.72402470e-01  4.30776533e+00 
 2.26625982e-01  2.26625982e-01  5.00000000e+00  4.27416395e+00  4.37916930e+00  7.60326203e-01  1.17133906e-01  6.72944693e-01  4.30744778e+00 
 2.26626247e-01  2.26626247e-01  5.00000000e+00  4.27417552e+00  4.37886474e+00  7.59177915e-01  1.19004463e-01  6.74826295e-01  4.30629342e+00 
 2.26626496e-01  2.26626496e-01  5.00000000e+00  4.27580088e+00  4.27401941e+00 -3.45340418e+00  3.73707684e-01  9.29499309e-01  9.36948426e-02 
 2.26626673e-01  2.26626673e-01  5.00000000e+00  4.27595317e+00  4.27390224e+00 -3.47248735e+00  3.96766740e-01  9.52504326e-01  7.45972391e-02 
 2.26626836e-01  2.26626836e-01  5.00000000e+00  4.27582204e+00  4.27389987e+00 -3.47286210e+00  3.76919545e-01  9.32607165e-01  7.42091403e-02 
 2.26627036e-01  2.26627036e-01  5.00000000e+00  4.27596017e+00  4.27387579e+00 -3.47678150e+00  3.97824579e-01  9.53450851e-01  7.02733244e-02 
 2.26627302e-01  2.26627302e-01  5.00000000e+00  4.27582492e+00  4.27389017e+00 -3.47440820e+00  3.77409815e-01  9.32954461e-01  7.26247878e-02 
 2.26627747e-01  2.26627747e-01  5.00000000e+00  4.27596185e+00  4.27387316e+00 -3.47715269e+00  3.98131579e-01  9.53539804e-01  6.98438032e-02 
 2.26628447e-01  2.26628447e-01  5.00000000e+00  4.27582727e+00  4.27388984e+00 -3.47436730e+00  3.77765804e-01  9.32959825e-01  7.25718863e-02 
 2.26629845e-01  2.26629845e-01  5.00000000e+00  4.27596589e+00  4.27387322e+00 -3.47696999e+00  3.98742831e-01  9.53508484e-01  6.98545704e-02 
 2.26632641e-01  2.26632641e-01  5.00000000e+00  4.27583544e+00  4.27388984e+00 -3.47402459e+00  3.79002235e-01  9.32911281e-01  7.25707463e-02 
 2.26638235e-01  2.26638235e-01  5.00000000e+00  4.27598219e+00  4.27387325e+00 -3.47627866e+00  4.01209199e-01  9.53405578e-01  6.98582389e-02 
 2.26649421e-01  2.26649421e-01  5.00000000e+00  4.27586807e+00  4.27388987e+00 -3.47264442e+00  3.83935130e-01  9.32708328e-01  7.25756811e-02 
 2.26671793e-01  2.26671793e-01  5.00000000e+00  4.27604741e+00  4.27387331e+00 -3.47351758e+00  4.11063260e-01  9.52998731e-01  6.98692101e-02 
 2.26716538e-01  2.26716538e-01  5.00000000e+00  4.27599844e+00  4.27389000e+00 -3.46712422e+00  4.03602501e-01  9.31896955e-01  7.25971475e-02 
 2.26806028e-01  2.26806028e-01  5.00000000e+00  4.27630787e+00  4.27387358e+00 -3.46248273e+00  4.50232612e-01  9.51382231e-01  6.99125775e-02 
 2.26985008e-01  2.26985008e-01  5.00000000e+00  4.27651823e+00  4.27389053e+00 -3.44507777e+00  4.81286159e-01  9.28690261e-01  7.26844830e-02 
 2.27342968e-01  2.27342968e-01  5.00000000e+00  4.27734306e+00  4.27387466e+00 -3.41848221e+00  6.03018371e-01  9.45071741e-01  7.00901046e-02 
 2.28058888e-01  2.28058888e-01  5.00000000e+00  4.27857080e+00  4.27389277e+00 -3.35744532e+00  7.76838586e-01  9.16469535e-01  7.30505099e-02 
 2.29058888e-01  2.29058888e-01  5.00000000e+00  4.28061598e+00  4.27387848e+00 -3.27933265e+00  1.05201694e+00  9.26465417e-01  7.07145391e-02 
 2.30058888e-01  2.30058888e-01  5.00000000e+00  4.28240846e+00  4.27389776e+00 -3.19651054e+00  1.26761938e+00  8.96071485e-01  7.38662283e-02 
 2.31058888e-01  2.31058888e-01  5.00000000e+00  4.28450609e+00  4.27388396e+00 -3.11986776e+00  1.50722951e+00  9.07467852e-01  7.16096850e-02 
 2.32058888e-01  2.32058888e-01  5.00000000e+00  4.28627472e+00  4.27390373e+00 -3.03850097e+00  1.68989215e+00  8.78402395e-01  7.48412300e-02 
 2.33058888e-01  2.33058888e-01  5.00000000e+00  4.28839450e+00  4.27389023e+00 -2.96332869e+00  1.89895310e+00  8.91016382e-01  7.26352197e-02 
 2.34058888e-01  2.34058888e-01  5.00000000e+00  4.29013254e+00  4.27391043e+00 -2.88340023e+00  2.05331880e+00  8.63102534e-01  7.59354071e-02 
 2.35058888e-01  2.35058888e-01  5.00000000e+00  4.29227782e+00  4.27389718e+00 -2.80968027e+00  2.23613371e+00  8.76770170e-01  7.37700579e-02 
 2.36058888e-01  2.36058888e-01  5.00000000e+00  4.29398059e+00  4.27391774e+00 -2.73117247e+00  2.36618960e+00  8.49854618e-01  7.71286719e-02 
 2.37058888e-01  2.37058888e-01  5.00000000e+00  4.29615543e+00  4.27390467e+00 -2.65888715e+00  2.52645445e+00  8.64434214e-01  7.49939788e-02 
 2.38058888e-01  2.38058888e-01  5.00000000e+00  4.29781756e+00  4.27392553e+00 -2.58178298e+00  2.63562474e+00  8.38384100e-01  7.84005177e-02 
 2.39058888e-01  2.39058888e-01  5.00000000e+00  4.30002662e+00  4.27391258e+00 -2.51091502e+00  2.77651409e+00  8.53753156e-01  7.62863765e-02 
 2.40058888e-01  2.40058888e-01  5.00000000e+00  4.30164195e+00  4.27393368e+00 -2.43519790e+00  2.86773958e+00  8.28453229e-01  7.97302317e-02 
 2.41058888e-01  2.41058888e-01  5.00000000e+00  4.30389058e+00  4.27392079e+00 -2.36573031e+00  2.99198019e+00  8.44505790e-01  7.76266018e-02 
 2.42058888e-01  2.42058888e-01  5.00000000e+00  4.30545208e+00  4.27394206e+00 -2.29138386e+00  3.06778649e+00  8.19855983e-01  8.10972703e-02 
 2.43058888e-01  2.43058888e-01  5.00000000e+00  4.30774636e+00  4.27392917e+00 -2.22329971e+00  3.17772054e+00  8.36500379e-01  7.89943553e-02 
 2.44058888e-01  2.44058888e-01  5.00000000e+00  4.30924602e+00  4.27395055e+00 -2.15030754e+00  3.24027674e+00  8.12413744e-01  8.24816672e-02 
 2.45058888e-01  2.45058888e-01  5.00000000e+00  4.31159289e+00  4.27393761e+00 -2.08358981e+00  3.33791616e+00  8.29570661e-01  8.03701025e-02 
 2.46058888e-01  2.46058888e-01  5.00000000e+00  4.31302156e+00  4.27395903e+00 -2.01193530e+00  3.38908515e+00  8.05971600e-01  8.38644497e-02 
 2.47058888e-01  2.47058888e-01  5.00000000e+00  4.31542890e+00  4.27394598e+00 -1.94656667e+00  3.47615827e+00  8.23572423e-01  8.17354839e-02 
 2.48058888e-01  2.48058888e-01  5.00000000e+00  4.31677624e+00  4.27396740e+00 -1.87623274e+00  3.51754000e+00  8.00395175e-01  8.52280373e-02 
 2.49058888e-01  2.49058888e-01  5.00000000e+00  4.31925296e+00  4.27395418e+00 -1.81219545e+00  3.59553160e+00  8.18380567e-01  8.30736980e-02 
 2.50058888e-01  2.50058888e-01  5.00000000e+00  4.32050728e+00  4.27397555e+00 -1.74316440e+00  3.62850020e+00  7.95567901e-01  8.65565995e-02 
 2.51058888e-01  2.51058888e-01  5.00000000e+00  4.32306339e+00  4.27396213e+00 -1.68044012e+00  3.69868588e+00  8.13886579e-01  8.43698323e-02 
 2.52058888e-01  2.52058888e-01  5.00000000e+00  4.32421156e+00  4.27398341e+00 -1.61269346e+00  3.72442153e+00  7.91388673e-01  8.78363509e-02 
 2.53058888e-01  2.53058888e-01  5.00000000e+00  4.32685829e+00  4.27396975e+00 -1.55126320e+00  3.78789725e+00  8.09996349e-01  8.56111221e-02 
 2.54058888e-01  2.54058888e-01  5.00000000e+00  4.32788563e+00  4.27399090e+00 -1.48478160e+00  3.80741355e+00  7.87769812e-01  8.90557655e-02 
 2.55058888e-01  2.55058888e-01  5.00000000e+00  4.33063549e+00  4.27397697e+00 -1.42462564e+00  3.86512097e+00  8.06628275e-01  8.67871231e-02 
 2.56058888e-01  2.56058888e-01  5.00000000e+00  4.33152569e+00  4.27399796e+00 -1.35938882e+00  3.87928844e+00  7.84635302e-01  9.02056979e-02 
 2.57058888e-01  2.57058888e-01  5.00000000e+00  4.33439251e+00  4.27398374e+00 -1.30048677e+00  3.93203667e+00  8.03711628e-01  8.78897873e-02 
 2.58058888e-01  2.58058888e-01  5.00000000e+00  4.33512758e+00  4.27400456e+00 -1.23647356e+00  3.94160289e+00  7.81919267e-01  9.12794075e-02 
 2.59058888e-01  2.59058888e-01  5.00000000e+00  4.33812657e+00  4.27399003e+00 -1.17880433e+00  3.99008719e+00  8.01185125e-01  8.89134430e-02 
 2.60058888e-01  2.60058888e-01  5.00000000e+00  4.33868681e+00  4.27401066e+00 -1.11599270e+00  3.99569412e+00  7.79564635e-01  9.22724872e-02 
 2.61058888e-01  2.61058888e-01  5.00000000e+00  4.34183453e+00  4.27399581e+00 -1.05953465e+00  4.04051191e+00  7.98995687e-01  8.98546831e-02 
 2.62058888e-01  2.62058888e-01  5.00000000e+00  4.34219858e+00  4.27401626e+00 -9.97901816e-01  4.04271080e+00  7.77521983e-01  9.31827079e-02 
 2.63058888e-01  2.63058888e-01  5.00000000e+00  4.34551291e+00  4.27400108e+00 -9.42632819e-01  4.08437543e+00  7.97097360e-01  9.07121775e-02 
 2.64058888e-01  2.64058888e-01  5.00000000e+00  4.34565784e+00  4.27402135e+00 -8.82155385e-01  4.08363952e+00  7.75748532e-01  9.40097940e-02 
 2.65058888e-01  2.65058888e-01  5.00000000e+00  4.34915786e+00  4.27400584e+00 -8.28052990e-01  4.12259212e+00  7.95450374e-01  9.14864254e-02 
 2.66058888e-01  2.66058888e-01  5.00000000e+00  4.34905935e+00  4.27402593e+00 -7.68707099e-01  4.11932764e+00  7.74207271e-01  9.47551500e-02 
 2.67058888e-01  2.67058888e-01  5.00000000e+00  4.35276519e+00  4.27401010e+00 -7.15748661e-01  4.15594722e+00  7.94020328e-01  9.21794705e-02 
 2.68058888e-01  2.68058888e-01  5.00000000e+00  4.35239779e+00  4.27403003e+00 -6.57510166e-01  4.15050282e+00  7.72866194e-01  9.54215601e-02 
 2.69058888e-01  2.69058888e-01  5.00000000e+00  4.35633037e+00  4.27401388e+00 -6.05672994e-01  4.18511505e+00  7.92777469e-01  9.27945983e-02 
 2.70058888e-01  2.70058888e-01  5.00000000e+00  4.35566782e+00  4.27403367e+00 -5.48517630e-01  4.17778989e+00  7.71697642e-01  9.60128807e-02 
 2.71058888e-01  2.71058888e-01  5.00000000e+00  4.35984860e+00  4.27401721e+00 -4.97779115e-01  4.21067454e+00  7.91696080e-01  9.33360362e-02 
 2.72058888e-01  2.72058888e-01  5.00000000e+00  4.35886428e+00  4.27403687e+00 -4.41682666e-01  4.20172526e+00  7.70677724e-01  9.65337439e-02 
 2.73058888e-01  2.73058888e-01  5.00000000e+00  4.36331483e+00  4.27402011e+00 -3.92020395e-01  4.23312264e+00  7.90753940e-01  9.38086708e-02 
 2.74058888e-01  2.74058888e-01  5.00000000e+00  4.36198229e+00  4.27403968e+00 -3.36958847e-01  4.22276939e+00  7.69785824e-01  9.69892852e-02 
 2.75058888e-01  2.75058888e-01  5.00000000e+00  4.36672391e+00  4.27402263e+00 -2.88350700e-01  4.25288590e+00  7.89931855e-01  9.42177945e-02 
 2.76058888e-01  2.76058888e-01  5.00000000e+00  4.36501737e+00  4.27404211e+00 -2.34300374e-01  4.24131747e+00  7.69004160e-01  9.73849055e-02 
 2.77058888e-01  2.77058888e-01  5.00000000e+00  4.37007063e+00  4.27402479e+00 -1.86724590e-01  4.27033035e+00  7.89213252e-01  9.45688873e-02 
 2.78058888e-01  2.78058888e-01  5.00000000e+00  4.36796565e+00  4.27404421e+00 -1.33662258e-01  4.25770864e+00  7.68317416e-01  9.77260713e-02 
 2.79058888e-01  2.79058888e-01  5.00000000e+00  4.37334989e+00  4.27402662e+00 -8.70974899e-02  4.28577005e+00  7.88583832e-01  9.48674377e-02 
 2.80058888e-01  2.80058888e-01  5.00000000e+00  4.37082391e+00  4.27404601e+00 -3.50004676e-02  4.27223392e+00  7.67712408e-01  9.80181560e-02 
 2.81058888e-01  2.81058888e-01  5.00000000e+00  4.37712351e+00  4.27402805e+00  1.05537571e-02  4.29951725e+00  7.88053411e-01  9.50982684e-02 
 2.82058888e-01  2.82058888e-01  5.00000000e+00  4.37354435e+00  4.27404755e+00  6.17305821e-02  4.28517749e+00  7.67174125e-01  9.82687425e-02 
 2.83058888e-01  2.83058888e-01  5.00000000e+00  4.37968573e+00  4.27402946e+00  1.06334361e-01  4.31170693e+00  7.87543376e-01  9.53293168e-02 
 2.84058888e-01  2.84058888e-01  5.00000000e+00  4.37626979e+00  4.27404883e+00  1.56565891e-01  4.29668076e+00  7.66702860e-01  9.84762367e-02 
 2.85058888e-01  2.85058888e-01  5.00000000e+00  4.38274451e+00  4.27403052e+00  2.00221176e-01  4.32259831e+00  7.87114688e-01  9.55008992e-02 
 2.86058888e-01  2.86058888e-01  5.00000000e+00  4.37884552e+00  4.27404990e+00  2.49551965e-01  4.30696689e+00  7.66281347e-01  9.86507191e-02 
 2.87058888e-01  2.87058888e-01  5.00000000e+00  4.38570878e+00  4.27403137e+00  2.92277124e-01  4.33235456e+00  7.86734701e-01  9.56400437e-02 
 2.88058888e-01  2.88058888e-01  5.00000000e+00  4.38132749e+00  4.27405079e+00  3.40726791e-01  4.31619343e+00  7.65905022e-01  9.87947717e-02 
 2.89058888e-01  2.89058888e-01  5.00000000e+00  4.38858598e+00  4.27403205e+00  3.82541024e-01  4.34112180e+00  7.86397013e-01  9.57505401e-02 
 2.90058888e-01  2.90058888e-01  5.00000000e+00  4.38371518e+00  4.27405151e+00  4.30129133e-01  4.32449498e+00  7.65567265e-01  9.89125286e-02 
 2.91058888e-01  2.91058888e-01  5.00000000e+00  4.39137171e+00  4.27403260e+00  4.71053343e-01  4.34901881e+00  7.86092640e-01  9.58387026e-02 
 2.92058888e-01  2.92058888e-01  5.00000000e+00  4.38599878e+00  4.27405217e+00  5.17806986e-01  4.33195660e+00  7.65249238e-01  9.90186075e-02 
 2.93058888e-01  2.93058888e-01  5.00000000e+00  4.39399877e+00  4.27403349e+00  5.57924967e-01  4.35595627e+00  7.85726051e-01  9.59842781e-02 
 2.94058888e-01  2.94058888e-01  5.00000000e+00  4.38737201e+00  4.27406246e+00  6.05342758e-01  4.33515025e+00  7.63141549e-01  1.00689220e-01 
 2.95058888e-01  2.95058888e-01  5.00000000e+00  4.39385564e+00  4.27405173e+00  6.45860927e-01  4.35320794e+00  7.82288667e-01  9.89457043e-02 
 2.95183888e-01  2.95183888e-01  5.00000000e+00  4.38455960e+00  4.27419759e+00  6.74688054e-01  4.32633012e+00  7.58517461e-01  1.22570768e-01 
 2.95187270e-01  2.95187270e-01  5.00000000e+00  4.38663323e+00  4.27411658e+00  6.61724657e-01  4.33288976e+00  7.65123876e-01  1.09465942e-01 
 2.95194034e-01  2.95194034e-01  5.00000000e+00  4.38682073e+00  4.27410491e+00  6.60116650e-01  4.33346548e+00  7.65789634e-01  1.07575015e-01 
 2.95198387e-01  2.95198387e-01  5.00000000e+00  4.38654288e+00  4.27411614e+00  6.62118755e-01  4.33261303e+00  7.64995651e-01  1.09395030e-01 
 2.95204375e-01  2.95204375e-01  5.00000000e+00  4.38660073e+00  4.27411082e+00  6.61506427e-01  4.33278978e+00  7.65255449e-01  1.08532315e-01 
 2.95211339e-01  2.95211339e-01  5.00000000e+00  4.38631853e+00  4.27412049e+00  6.63365255e-01  4.33191718e+00  7.64482445e-01  1.10100033e-01 
 2.95219102e-01  2.95219102e-01  5.00000000e+00  4.38627363e+00  4.27411907e+00  6.63459105e-01  4.33177779e+00  7.64459242e-01  1.09869434e-01 
 2.95229713e-01  2.95229713e-01  5.00000000e+00  4.38586029e+00  4.27413192e+00  6.65983042e-01  4.33048676e+00  7.63337209e-01  1.11950121e-01 
 2.95230067e-01  2.95230067e-01  5.00000000e+00  4.38300825e+00  4.27422602e+00  6.81207461e-01  4.32117928e+00  7.54041294e-01  1.27159846e-01 
 2.95230078e-01  2.95230078e-01  5.00000000e+00  4.38283562e+00  4.27423068e+00  6.81960069e-01  4.32059269e+00  7.53455082e-01  1.27911995e-01 
 2.95230100e-01  2.95230100e-01  5.00000000e+00  4.38243039e+00  4.27424142e+00  6.83692464e-01  4.31921213e+00  7.52075292e-01  1.29643473e-01 
 2.95230145e-01  2.95230145e-01  5.00000000e+00  4.38012315e+00  4.27429361e+00  6.92101668e-01  4.31099938e+00  7.43864457e-01  1.38050852e-01 
 2.95230186e-01  2.95230186e-01  5.00000000e+00  4.27426693e+00  4.27571826e+00  9.15186373e-01  1.33755669e-01 -3.43337502e+00  3.61140031e-01 
 2.95230214e-01  2.95230214e-01  5.00000000e+00  4.27406930e+00  4.27602138e+00  9.61089900e-01  1.01798563e-01 -3.46532982e+00  4.07052141e-01 
 2.95230239e-01  2.95230239e-01  5.00000000e+00  4.27405965e+00  4.27573143e+00  9.17176456e-01  1.00232708e-01 -3.46689360e+00  3.63146505e-01 
 2.95230268e-01  2.95230268e-01  5.00000000e+00  4.27397282e+00  4.27602858e+00  9.62157754e-01  8.61103011e-02 -3.48101364e+00  4.08136623e-01 
 2.95230326e-01  2.95230326e-01  5.00000000e+00  4.27397406e+00  4.27574294e+00  9.18902550e-01  8.63123664e-02 -3.48080686e+00  3.64899073e-01 
 2.95230421e-01  2.95230421e-01  5.00000000e+00  4.27389303e+00  4.27604113e+00  9.63999884e-01  7.30913003e-02 -3.49402011e+00  4.10025558e-01 
 2.95230611e-01  2.95230611e-01  5.00000000e+00  4.27391323e+00  4.27575611e+00  9.20818350e-01  7.63918478e-02 -3.49070394e+00  3.66902328e-01 
 2.95230836e-01  2.95230836e-01  5.00000000e+00  4.27386065e+00  4.27604785e+00  9.65131505e-01  6.78063411e-02 -3.49927100e+00  4.11284211e-01 
 2.95231145e-01  2.95231145e-01  5.00000000e+00  4.27390405e+00  4.27575813e+00  9.21206206e-01  7.48973055e-02 -3.49215466e+00  3.67453553e-01 
 2.95231562e-01  2.95231562e-01  5.00000000e+00  4.27385913e+00  4.27604967e+00  9.65181565e-01  6.75544190e-02 -3.49946321e+00  4.11556821e-01 
 2.95232355e-01  2.95232355e-01  5.00000000e+00  4.27390414e+00  4.27576053e+00  9.21199163e-01  7.49133229e-02 -3.49203920e+00  3.67817139e-01 
 2.95233869e-01  2.95233869e-01  5.00000000e+00  4.27385915e+00  4.27605410e+00  9.65145460e-01  6.75585897e-02 -3.49926949e+00  4.12227173e-01 
 2.95236898e-01  2.95236898e-01  5.00000000e+00  4.27390414e+00  4.27576939e+00  9.21148109e-01  7.49129952e-02 -3.49166624e+00  3.69157154e-01 
 2.95242956e-01  2.95242956e-01  5.00000000e+00  4.27385918e+00  4.27607176e+00  9.65033223e-01  6.75623555e-02 -3.49851919e+00  4.14896283e-01 
 2.95255071e-01  2.95255071e-01  5.00000000e+00  4.27390417e+00  4.27580472e+00  9.20928836e-01  7.49183857e-02 -3.49016788e+00  3.74497411e-01 
 2.95279302e-01  2.95279302e-01  5.00000000e+00  4.27385925e+00  4.27614239e+00  9.64592630e-01  6.75742380e-02 -3.49552180e+00  4.25562101e-01 
 2.95327764e-01  2.95327764e-01  5.00000000e+00  4.27390431e+00  4.27594591e+00  9.20050857e-01  7.49416740e-02 -3.48417533e+00  3.95781766e-01 
 2.95424687e-01  2.95424687e-01  5.00000000e+00  4.27385954e+00  4.27642443e+00  9.62843744e-01  6.76212905e-02 -3.48354324e+00  4.67936767e-01 
 2.95618534e-01  2.95618534e-01  5.00000000e+00  4.27390489e+00  4.27650865e+00  9.16584038e-01  7.50365192e-02 -3.46024552e+00  4.79764161e-01 
 2.96006228e-01  2.96006228e-01  5.00000000e+00  4.27386072e+00  4.27754482e+00  9.56030315e-01  6.78142237e-02 -3.43579233e+00  6.32882106e-01 
 2.96781616e-01  2.96781616e-01  5.00000000e+00  4.27390734e+00  4.27872832e+00  9.03424580e-01  7.54355217e-02 -3.36517654e+00  7.97966110e-01 
 2.97781616e-01  2.97781616e-01  5.00000000e+00  4.27386469e+00  4.28093838e+00  9.36904382e-01  6.84639485e-02 -3.29160275e+00  1.09415457e+00 
 2.98781616e-01  2.98781616e-01  5.00000000e+00  4.27391248e+00  4.28256151e+00  8.83219165e-01  7.62757888e-02 -3.20402482e+00  1.28417200e+00 
 2.99781616e-01  2.99781616e-01  5.00000000e+00  4.27387013e+00  4.28484125e+00  9.18063476e-01  6.93538671e-02 -3.13195265e+00  1.54510480e+00 
 3.00781616e-01  3.00781616e-01  5.00000000e+00  4.27391859e+00  4.28641303e+00  8.65722438e-01  7.72739647e-02 -3.04580356e+00  1.70252061e+00 
 3.01781616e-01  3.01781616e-01  5.00000000e+00  4.27387636e+00  4.28874381e+00  9.01746288e-01  7.03729795e-02 -2.97523337e+00  1.93316506e+00 
 3.02781616e-01  3.02781616e-01  5.00000000e+00  4.27392543e+00  4.29025370e+00  8.50573415e-01  7.83898253e-02 -2.89049638e+00  2.06257749e+00 
 3.03781616e-01  3.03781616e-01  5.00000000e+00  4.27388326e+00  4.29264340e+00  8.87615104e-01  7.15004713e-02 -2.82140939e+00  2.26719690e+00 
 3.04781616e-01  3.04781616e-01  5.00000000e+00  4.27393286e+00  4.29408185e+00  8.37457521e-01  7.96031349e-02 -2.73806748e+00  2.37255445e+00 
 3.05781616e-01  3.05781616e-01  5.00000000e+00  4.27389070e+00  4.29653968e+00  8.75377691e-01  7.27161836e-02 -2.67044518e+00  2.55481094e+00 
 3.06781616e-01  3.06781616e-01  5.00000000e+00  4.27394077e+00  4.29789574e+00  8.26102536e-01  8.08932614e-02 -2.58848220e+00  2.63950428e+00 
 3.07781616e-01  3.07781616e-01  5.00000000e+00  4.27389855e+00  4.30043226e+00  8.64781077e-01  7.39995725e-02 -2.52230630e+00  2.80254373e+00 
 3.08781616e-01  3.08781616e-01  5.00000000e+00  4.27394902e+00  4.30169338e+00  8.16272711e-01  8.22394097e-02 -2.44170665e+00  2.86948443e+00 
 3.09781616e-01  3.09781616e-01  5.00000000e+00  4.27390670e+00  4.30432067e+00  8.55606112e-01  7.53300530e-02 -2.37695901e+00  3.01600933e+00 
 3.10781616e-01  3.10781616e-01  5.00000000e+00  4.27395749e+00  4.30547249e+00  8.07763750e-01  8.36210034e-02 -2.29770740e+00  3.06769756e+00 
 3.11781616e-01  3.11781616e-01  5.00000000e+00  4.27391501e+00  4.30820431e+00  8.47662829e-01  7.66873925e-02 -2.23436984e+00  3.20002963e+00 
 3.12781616e-01  3.12781616e-01  5.00000000e+00  4.27396607e+00  4.30923047e+00  8.00398533e-01  8.50180962e-02 -2.15645104e+00  3.23861219e+00 
 3.13781616e-01  3.13781616e-01  5.00000000e+00  4.27392337e+00  4.31208248e+00  8.40786489e-01  7.80521261e-02 -2.09450522e+00  3.35874618e+00 
 3.14781616e-01  3.14781616e-01  5.00000000e+00  4.27397462e+00  4.31296437e+00  7.94023448e-01  8.64117871e-02 -2.01790376e+00  3.38606645e+00 
 3.15781616e-01  3.15781616e-01  5.00000000e+00  4.27393166e+00  4.31595431e+00  8.34834192e-01  7.94059671e-02 -1.95733106e+00  3.49571627e+00 
 3.16781616e-01  3.16781616e-01  5.00000000e+00  4.27398305e+00  4.31667087e+00  7.88505255e-01  8.77846172e-02 -1.88203095e+00  3.51335707e+00 
 3.17781616e-01  3.17781616e-01  5.00000000e+00  4.27393979e+00  4.31981873e+00  8.29681967e-01  8.07321896e-02 -1.82281237e+00  3.61399545e+00 
 3.18781616e-01  3.18781616e-01  5.00000000e+00  4.27399125e+00  4.32034618e+00  7.83728378e-01  8.91209220e-02 -1.74879691e+00  3.62331584e+00 
 3.19781616e-01  3.19781616e-01  5.00000000e+00  4.27394766e+00  4.32367442e+00  8.25222270e-01  8.20159582e-02 -1.69091295e+00  3.71620833e+00 
 3.20781616e-01  3.20781616e-01  5.00000000e+00  4.27399916e+00  4.32398612e+00  7.79592579e-01  9.04071185e-02 -1.61816456e+00  3.71837522e+00 
 3.21781616e-01  3.21781616e-01  5.00000000e+00  4.27395520e+00  4.32751980e+00  8.21361820e-01  8.32445862e-02 -1.56159517e+00  3.80460944e+00 
 3.22781616e-01  3.22781616e-01  5.00000000e+00  4.27400668e+00  4.32758601e+00  7.76010934e-01  9.16319109e-02 -1.49009524e+00  3.80062466e+00 
 3.23781616e-01  3.23781616e-01  5.00000000e+00  4.27396233e+00  4.33135291e+00  8.18019730e-01  8.44077058e-02 -1.43481985e+00  3.88113538e+00 
 3.24781616e-01  3.24781616e-01  5.00000000e+00  4.27401378e+00  4.33114071e+00  7.72908091e-01  9.27864022e-02 -1.36454868e+00  3.87185902e+00 
 3.25781616e-01  3.25781616e-01  5.00000000e+00  4.27396902e+00  4.33517142e+00  8.15125878e-01  8.54973429e-02 -1.31054617e+00  3.94744967e+00 
 3.26781616e-01  3.26781616e-01  5.00000000e+00  4.27402041e+00  4.33464463e+00  7.70218750e-01  9.38641075e-02 -1.24148295e+00  3.93362002e+00 
 3.27781616e-01  3.27781616e-01  5.00000000e+00  4.27397522e+00  4.33897249e+00  8.12619501e-01  8.65078947e-02 -1.18873174e+00  4.00498121e+00 
 3.28781616e-01  3.28781616e-01  5.00000000e+00  4.27402654e+00  4.33809174e+00  7.67886342e-01  9.48608734e-02 -1.12085467e+00  3.98723194e+00 
 3.29781616e-01  3.29781616e-01  5.00000000e+00  4.27398092e+00  4.34275278e+00  8.10447959e-01  8.74360179e-02 -1.06933277e+00  4.05495728e+00 
 3.30781616e-01  3.30781616e-01  5.00000000e+00  4.27403216e+00  4.34147569e+00  7.65861885e-01  9.57747124e-02 -1.00261908e+00  4.03383217e+00 
 3.31781616e-01  3.31781616e-01  5.00000000e+00  4.27398610e+00  4.34650836e+00  8.08565668e-01  8.82804398e-02 -9.52304242e-01  4.09843193e+00 
 3.32781616e-01  3.32781616e-01  5.00000000e+00  4.27403727e+00  4.34478986e+00  7.64102984e-01  9.66055705e-02 -8.86730411e-01  4.07439749e+00 
 3.33781616e-01  3.33781616e-01  5.00000000e+00  4.27399078e+00  4.35023464e+00  8.06933165e-01  8.90417114e-02 -8.37600210e-01  4.13631028e+00 
 3.34781616e-01  3.34781616e-01  5.00000000e+00  4.27404188e+00  4.34802753e+00  7.62572970e-01  9.73550463e-02 -7.73142103e-01  4.10976669e+00 
 3.35781616e-01  3.35781616e-01  5.00000000e+00  4.27399496e+00  4.35392640e+00  8.05516301e-01  8.97219232e-02 -7.25174079e-01  4.16936950e+00 
 3.36781616e-01  3.36781616e-01  5.00000000e+00  4.27404601e+00  4.35118205e+00  7.61240144e-01  9.80260847e-02 -6.61807163e-01  4.14065990e+00 
