time,v(N001),v(N002),v(N003),v(N004),v(N005),v(N006),v(N007),v(N008)
0.0,0.0,3.66400021,3.02445816,6.76332305,0.0,0.0,12.0,0.0
1e-06,7.22973574e-05,3.66407246,3.02445818,6.75520541,-0.00811756139,0.000125663698,12.0,0.0
2e-06,0.000165784043,3.66416586,3.02445822,6.74454024,-0.0187825391,0.000251327346,12.0,0.0
4e-06,0.000365471708,3.66436532,3.02445838,6.721539,-0.0417831772,0.000502654295,12.0,0.0
8e-06,0.000779253802,3.66477838,3.02445903,6.67338385,-0.0899356909,0.00100530542,12.0,0.0
1.6e-05,0.00159717266,3.66559374,3.02446179,6.57649448,-0.186813986,0.00201058543,12.0,0.0
3.2e-05,0.00322871098,3.66721563,3.02447322,6.37619111,-0.38707145,0.00402096767,12.0,0.0
6.4e-05,0.00644861585,3.6703974,3.02452087,5.95315315,-0.809917894,0.00804030987,12.0,0.0
0.000128,0.0127354471,3.67652666,3.02472407,5.01995884,-1.74229549,0.01606762,12.0,0.0
0.000228,0.0221378186,3.68544165,3.02536198,3.37470213,-3.38498856,0.0285534262,12.0,0.0
0.00030507485,0.0252883096,3.68785107,3.02603715,3.12605486,-3.63093207,0.0381024999,12.0,0.0
0.000378737307,0.0278812808,3.68926255,3.02671096,3.1090994,-3.64520764,0.0471456111,12.0,0.0
0.000478737307,0.0320234487,3.69107983,3.0276361,3.09545555,-3.65520129,0.0592567848,12.0,0.0
0.000578737307,0.0367546226,3.69273037,3.02857023,3.09224136,-3.65476049,0.0711340989,12.0,0.0
0.000678737307,0.0420781885,3.69430233,3.02951129,3.08826764,-3.65507929,0.0827306793,12.0,0.0
0.000778737307,0.0478891769,3.69577512,3.03045833,3.08612408,-3.65356854,0.0940007595,12.0,0.0
0.000878737307,0.0541317446,3.6971737,3.03141022,3.08461784,-3.65142228,0.104899862,12.0,0.0
0.000978737307,0.0607194068,3.69848968,3.03236602,3.0837838,-3.64860631,0.115384972,12.0,0.0
0.00107873731,0.0675951469,3.69974116,3.03332485,3.08335727,-3.64538584,0.12541471,12.0,0.0
0.00117873731,0.0746779428,3.7009194,3.03428589,3.08334459,-3.64175495,0.134949494,12.0,0.0
0.00127873731,0.0819142108,3.70204022,3.03524837,3.0836006,-3.63785914,0.143951694,12.0,0.0
0.00137873731,0.0892281192,3.70309437,3.03621154,3.08416007,-3.6336639,0.152385783,12.0,0.0
0.00147873731,0.0965702535,3.70409621,3.03717471,3.08492446,-3.62926805,0.160218474,12.0,0.0
