 time            time            v(H1_GATE)      v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         v(N006)         v(N007)         v(N008)         v(N009)         v(N010)         v(N011)         @ddiode7_1[id]  @ddiode7_3[id]  @ddiode7_4[id]  @ddiode7_5[id] 
 0.00000000e+00  0.00000000e+00  1.19882260e+01  6.04630991e-06  1.80897153e-02  0.00000000e+00  1.19882274e+01  3.08263712e-07  1.17097069e+00  5.94295730e-01  1.19999882e+01  1.20000000e+01  0.00000000e+00  2.34675946e+00 -4.31016433e-09 -1.40119869e-08 -1.40119869e-08  4.81808794e-05 
 1.00000000e-06  1.00000000e-06  1.19882307e+01  6.60046129e-03  1.81354148e-02  6.66432322e-03  1.19882275e+01  6.66361460e-03  1.17097417e+00  5.94319913e-01  1.19999882e+01  1.20000000e+01  0.00000000e+00  2.34676258e+00  1.62352334e-07  3.17061948e-08  3.22159144e-08  4.81423429e-05 
 2.00000000e-06  2.00000000e-06  1.19882307e+01  1.32628571e-02  1.81368767e-02  1.33286458e-02  1.19882275e+01  1.33279367e-02  1.17097428e+00  5.94320685e-01  1.19999882e+01  1.20000000e+01  0.00000000e+00  2.34676268e+00  1.67736812e-07  3.22216748e-08  3.22355207e-08  4.81411099e-05 
 4.00000000e-06  4.00000000e-06  1.19882307e+01  2.65897976e-02  1.81382844e-02  2.66572863e-02  1.19882275e+01  2.66565769e-02  1.17097439e+00  5.94321430e-01  1.19999882e+01  1.20000000e+01  0.00000000e+00  2.34676277e+00  1.74904912e-07  3.22729350e-08  3.22711583e-08  4.81399234e-05 
 8.00000000e-06  8.00000000e-06  1.19882307e+01  5.32408294e-02  1.81434530e-02  5.33145305e-02  1.19882275e+01  5.33138197e-02  1.17097478e+00  5.94324165e-01  1.19999882e+01  1.20000000e+01  0.00000000e+00  2.34676312e+00  1.91053304e-07  3.22832227e-08  3.23068486e-08  4.81355666e-05 
 1.60000000e-05  1.60000000e-05  1.19882308e+01  1.06530322e-01  1.81640098e-02  1.06628724e-01  1.19882275e+01  1.06628011e-01  1.17097635e+00  5.94335040e-01  1.19999882e+01  1.20000000e+01  0.00000000e+00  2.34676452e+00  2.65793480e-07  3.23943995e-08  3.24140766e-08  4.81182412e-05 
 3.20000000e-05  3.20000000e-05  1.19882308e+01  2.12899491e-01  1.83780688e-02  2.13254754e-01  1.19882276e+01  2.13254037e-01  1.17099261e+00  5.94448269e-01  1.19999882e+01  1.20000000e+01  0.00000000e+00  2.34677902e+00  1.04419277e-06  3.23884599e-08  3.25937224e-08  4.79381854e-05 
 5.09402089e-05  5.09402089e-05  1.19882309e+01  3.36084324e-01  2.08929029e-02  3.39467532e-01  1.19882278e+01  3.39466810e-01  1.17117909e+00  5.95774959e-01  1.19999882e+01  1.20000000e+01  0.00000000e+00  2.34694525e+00  1.02214813e-05  3.07906646e-08  3.28339818e-08  4.58708188e-05 
 6.91938760e-05  6.91938760e-05  1.19882310e+01  4.40487525e-01  3.47503193e-02  4.61094046e-01  1.19882288e+01  4.61093319e-01  1.17207377e+00  6.02969454e-01  1.19999882e+01  1.20000000e+01  0.00000000e+00  2.34774280e+00  6.24600241e-05  2.17518146e-08  3.30434719e-08  3.59548251e-05 
 8.98952468e-05  8.98952468e-05  1.19882316e+01  5.32563740e-01  6.62211485e-02  5.99011356e-01  1.19882303e+01  5.99010624e-01  1.17343420e+00  6.18392318e-01  1.19999882e+01  1.20000000e+01  0.00000000e+00  2.34895551e+00  2.01962254e-04  1.31224213e-08  3.33091554e-08  2.08754847e-05 
