 time            time            v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         v(N006)        
 8.12800000e-03  8.12800000e-03  5.00000000e+00 -9.23156550e-03  1.13376422e+00  5.04401875e-01  3.86132347e+00 -3.49265937e-02 
 8.22800000e-03  8.22800000e-03  5.00000000e+00 -8.97196715e-03  1.13398533e+00  5.04585101e-01  3.85978601e+00 -3.63560539e-02 
 8.32800000e-03  8.32800000e-03  5.00000000e+00 -8.67696054e-03  1.13420820e+00  5.04773596e-01  3.85838864e+00 -3.76413105e-02 
 8.42800000e-03  8.42800000e-03  5.00000000e+00 -8.34770994e-03  1.13443195e+00  5.04966613e-01  3.85713709e+00 -3.87770677e-02 
 8.52800000e-03  8.52800000e-03  5.00000000e+00 -7.98551473e-03  1.13465570e+00  5.05163387e-01  3.85603629e+00 -3.97588722e-02 
 8.62800000e-03  8.62800000e-03  5.00000000e+00 -7.59180435e-03  1.13487859e+00  5.05363135e-01  3.85509074e+00 -4.05826960e-02 
 8.72800000e-03  8.72800000e-03  5.00000000e+00 -7.16813258e-03  1.13509973e+00  5.05565065e-01  3.85430407e+00 -4.12453858e-02 
 8.82800000e-03  8.82800000e-03  5.00000000e+00 -6.71617147e-03  1.13531826e+00  5.05768374e-01  3.85367947e+00 -4.17442402e-02 
 8.92800000e-03  8.92800000e-03  5.00000000e+00 -6.23770470e-03  1.13553332e+00  5.05972256e-01  3.85321926e+00 -4.20774525e-02 
 9.02800000e-03  9.02800000e-03  5.00000000e+00 -5.73462056e-03  1.13574406e+00  5.06175903e-01  3.85292527e+00 -4.22436824e-02 
 9.12800000e-03  9.12800000e-03  5.00000000e+00 -5.20890449e-03  1.13594965e+00  5.06378506e-01  3.85279845e+00 -4.22424921e-02 
 9.22800000e-03  9.22800000e-03  5.00000000e+00 -4.66263125e-03  1.13614929e+00  5.06579263e-01  3.85283928e+00 -4.20739125e-02 
 9.32800000e-03  9.32800000e-03  5.00000000e+00 -4.09795674e-03  1.13634218e+00  5.06777379e-01  3.85304733e+00 -4.17388727e-02 
 9.42800000e-03  9.42800000e-03  5.00000000e+00 -3.51710946e-03  1.13652756e+00  5.06972072e-01  3.85342172e+00 -4.12387607e-02 
 9.52800000e-03  9.52800000e-03  5.00000000e+00 -2.92238177e-03  1.13670471e+00  5.07162571e-01  3.85396067e+00 -4.05758473e-02 
 9.62800000e-03  9.62800000e-03  5.00000000e+00 -2.31612076e-03  1.13687292e+00  5.07348126e-01  3.85466196e+00 -3.97528405e-02 
