time,v(N001),v(N002),v(N003),v(N004),v(N005),v(N006),v(N007),v(N008),v(N009),v(N010),v(N011)
0.0,-24.99993,-25.0,24.99993,25.0,0.00439999957,0.00416592302,-0.0318340726,0.0,0.004165923,-0.0318340726,0.0
1e-07,-24.99993,-25.0,24.99993,25.0,0.00441188364,0.00416672033,-0.0318033001,1.18841369e-05,0.004165923,-0.0318244562,1.25663698e-05
2e-07,-24.99993,-25.0,24.99993,25.0,0.0044238915,0.00416832197,-0.031738789,2.38921205e-05,0.004165923,-0.0317976852,2.51327346e-05
4e-07,-24.99993,-25.0,24.99993,25.0,0.0044479097,0.00417316688,-0.0315451446,4.79106746e-05,0.00416592301,-0.0317003612,5.02654295e-05
8e-07,-24.99993,-25.0,24.99993,25.0,0.00449594471,0.00419147894,-0.0308202361,9.59470449e-05,0.00416592307,-0.0312073413,0.000100530542
1.6e-06,-24.99993,-25.0,24.99993,25.0,0.00459200803,0.00425178892,-0.02844376,0.000192015698,0.0041659235,-0.0291746403,0.000201058543
3.2e-06,-24.99993,-25.0,24.99993,25.0,0.00478410383,0.00441764208,-0.0219214262,0.000384132638,0.00416592611,-0.0229126054,0.000402096767
6.07673032e-06,-24.99993,-25.0,24.99993,25.0,0.00512933571,0.00475717332,-0.0085780854,0.000729437664,0.00416593784,-0.00962002522,0.000763438931
8.99647829e-06,-24.99993,-25.0,24.99993,25.0,0.00547944123,0.00510769168,0.00519558252,0.00107966356,0.00416595948,0.00416078296,0.00112992885
1.35677691e-05,-24.99993,-25.0,24.99993,25.0,0.00602671887,0.00565442035,0.026678757,0.00162722291,0.0041660132,0.0256455823,0.00170291178
2.27103506e-05,-24.99993,-25.0,24.99993,25.0,0.00711647141,0.00674368933,0.0694777065,0.00271787899,0.00416619295,0.0684508172,0.0028441919
3.27103506e-05,-24.99993,-25.0,24.99993,25.0,0.00829753577,0.00792472425,0.115877882,0.00390044771,0.00416649932,0.11486265,0.00408162658
4.27103506e-05,-24.99993,-25.0,24.99993,25.0,0.0094626973,0.00909043032,0.161671275,0.00506764683,0.00416691914,0.160670941,0.00530295295
5.27103506e-05,-24.99993,-25.0,24.99993,25.0,0.0106073578,0.0102361669,0.206675509,0.00621486989,0.00416745068,0.205694793,0.00650335098
6.27103506e-05,-24.99993,-25.0,24.99993,25.0,0.0117270002,0.0113574349,0.250713943,0.00733758936,0.00416809178,0.249755968,0.00767808326
7.27103506e-05,-24.99993,-25.0,24.99993,25.0,0.0128172058,0.0124497983,0.293612275,0.00843137432,0.00416883986,0.292681526,0.00882251366
8.27103506e-05,-24.99993,-25.0,24.99993,25.0,0.0138736725,0.0135089503,0.33520145,0.00949190814,0.0041696919,0.334300945,0.00993212562
9.27103506e-05,-24.99993,-25.0,24.99993,25.0,0.0148922309,0.0145307116,0.375317285,0.0105150053,0.00417064448,0.37445118,0.01100254
0.000102710351,-24.99993,-25.0,24.99993,25.0,0.0158688617,0.0155110469,0.413801428,0.0114966282,0.00417169378,0.412972591,0.0120295324
0.000112710351,-24.99993,-25.0,24.99993,25.0,0.0167997106,0.016446092,0.450502117,0.0124329027,0.00417283559,0.449714319,0.0130090498
0.000122710351,-24.99993,-25.0,24.99993,25.0,0.0176811043,0.0173321515,0.485274381,0.0133201338,0.00417406534,0.484530278,0.0139372263
0.000132710351,-24.99993,-25.0,24.99993,25.0,0.0185095645,0.0181657349,0.517981162,0.01415482,0.00417537813,0.517284097,0.014810399
