 time            time            v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         v(N006)         v(N007)         v(N008)         v(N009)        
 4.21876847e-03  4.21876847e-03  1.80000000e+01  9.01961590e+00  9.01959514e+00  1.09276893e+01  1.96161582e-02  1.08465327e-01  9.02443699e+00  1.92435317e+00  2.61932349e-04 
 4.22876847e-03  4.22876847e-03  1.80000000e+01  9.01982203e+00  9.01980096e+00  1.09547687e+01  1.98223037e-02  1.08668827e-01  9.02348596e+00  1.94659162e+00  1.84387569e-04 
 4.23876847e-03  4.23876847e-03  1.80000000e+01  9.01994992e+00  9.01992864e+00  1.09741017e+01  1.99502197e-02  1.08794818e-01  9.02244225e+00  1.96103864e+00  1.06118326e-04 
 4.24876847e-03  4.24876847e-03  1.80000000e+01  9.01999909e+00  9.01997768e+00  1.09856121e+01  1.99994012e-02  1.08842805e-01  9.02130998e+00  1.96763754e+00  2.74333711e-05 
 4.25876847e-03  4.25876847e-03  1.80000000e+01  9.01996932e+00  9.01994787e+00  1.09892545e+01  1.99696543e-02  1.08812597e-01  9.02009361e+00  1.96636258e+00 -5.13568828e-05 
 4.26876847e-03  4.26876847e-03  1.80000000e+01  9.01986074e+00  9.01983935e+00  1.09850146e+01  1.98610962e-02  1.08704314e-01  9.01879796e+00  1.95721907e+00 -1.29941631e-04 
 4.27876847e-03  4.27876847e-03  1.80000000e+01  9.01967378e+00  9.01965252e+00  1.09729091e+01  1.96741555e-02  1.08518384e-01  9.01742811e+00  1.94024337e+00 -2.08010906e-04 
 4.28876847e-03  4.28876847e-03  1.80000000e+01  9.01940918e+00  9.01938815e+00  1.09529856e+01  1.94095699e-02  1.08255539e-01  9.01598949e+00  1.91550274e+00 -2.85256729e-04 
 4.29876847e-03  4.29876847e-03  1.80000000e+01  9.01906797e+00  9.01904725e+00  1.09253230e+01  1.90683835e-02  1.07916817e-01  9.01448776e+00  1.88309507e+00 -3.61374406e-04 
 4.30876847e-03  4.30876847e-03  1.80000000e+01  9.01865151e+00  9.01863119e+00  1.08900302e+01  1.86519430e-02  1.07503555e-01  9.01292885e+00  1.84314848e+00 -4.36063652e-04 
 4.31876847e-03  4.31876847e-03  1.80000000e+01  9.01816144e+00  9.01814160e+00  1.08472466e+01  1.81618918e-02  1.07017382e-01  9.01131890e+00  1.79582084e+00 -5.09029827e-04 
 4.32876847e-03  4.32876847e-03  1.80000000e+01  9.01759969e+00  9.01758041e+00  1.07971408e+01  1.76001639e-02  1.06460216e-01  9.00966428e+00  1.74129914e+00 -5.79985029e-04 
 4.33876847e-03  4.33876847e-03  1.80000000e+01  9.01696849e+00  9.01694985e+00  1.07399107e+01  1.69689761e-02  1.05834256e-01  9.00797151e+00  1.67979876e+00 -6.48649334e-04 
 4.34876847e-03  4.34876847e-03  1.80000000e+01  9.01627032e+00  9.01625238e+00  1.06757819e+01  1.62708196e-02  1.05141972e-01  9.00624726e+00  1.61156260e+00 -7.14751757e-04 
 4.35876847e-03  4.35876847e-03  1.80000000e+01  9.01550793e+00  9.01549078e+00  1.06050075e+01  1.55084496e-02  1.04386094e-01  9.00449835e+00  1.53686016e+00 -7.78031459e-04 
 4.36876847e-03  4.36876847e-03  1.80000000e+01  9.01468434e+00  9.01466803e+00  1.05278668e+01  1.46848748e-02  1.03569606e-01  9.00273167e+00  1.45598645e+00 -8.38238663e-04 
 4.37876847e-03  4.37876847e-03  1.80000000e+01  9.01380280e+00  9.01378740e+00  1.04446640e+01  1.38033455e-02  1.02695729e-01  9.00095420e+00  1.36926083e+00 -8.95135754e-04 
 4.38876847e-03  4.38876847e-03  1.80000000e+01  9.01286678e+00  9.01285235e+00  1.03557276e+01  1.28673408e-02  1.01767910e-01  8.99917295e+00  1.27702577e+00 -9.48498085e-04 
 4.39876847e-03  4.39876847e-03  1.80000000e+01  9.01187998e+00  9.01186657e+00  1.02614085e+01  1.18805545e-02  1.00789812e-01  8.99739495e+00  1.17964550e+00 -9.98115004e-04 
 4.40876847e-03  4.40876847e-03  1.80000000e+01  9.01084630e+00  9.01083396e+00  1.01620787e+01  1.08468811e-02  9.97652946e-02  8.99562722e+00  1.07750455e+00 -1.04379058e-03 
 4.41876847e-03  4.41876847e-03  1.80000000e+01  9.00976980e+00  9.00975858e+00  1.00581304e+01  9.77039997e-03  9.86984000e-02  8.99387674e+00  9.71006243e-01 -1.08534444e-03 
 4.42876847e-03  4.42876847e-03  1.80000000e+01  9.00865475e+00  9.00864469e+00  9.94997374e+00  8.65535957e-03  9.75933389e-02  8.99215042e+00  8.60571128e-01 -1.12261249e-03 
 4.43876847e-03  4.43876847e-03  1.80000000e+01  9.00750555e+00  9.00749668e+00  9.83803553e+00  7.50616043e-03  9.64544726e-02  8.99045507e+00  7.46635293e-01 -1.15544751e-03 
 4.44876847e-03  4.44876847e-03  1.80000000e+01  9.00632672e+00  9.00631907e+00  9.72275755e+00  6.32733789e-03  9.52862958e-02  8.98879739e+00  6.29648655e-01 -1.18371980e-03 
 4.45876847e-03  4.45876847e-03  1.80000000e+01  9.00512292e+00  9.00511652e+00  9.60459477e+00  5.12354425e-03  9.40934191e-02  8.98718391e+00  5.10073183e-01 -1.20731769e-03 
 4.46876847e-03  4.46876847e-03  1.80000000e+01  9.00389890e+00  9.00389378e+00  9.48401356e+00  3.89953031e-03  9.28805505e-02  8.98562102e+00  3.88381073e-01 -1.22614789e-03 
 4.47876847e-03  4.47876847e-03  1.80000000e+01  9.00265949e+00  9.00265566e+00  9.36148984e+00  2.66012672e-03  9.16524772e-02  8.98411488e+00  2.65052888e-01 -1.24013606e-03 
 4.48876847e-03  4.48876847e-03  1.80000000e+01  9.00140959e+00  9.00140706e+00  9.23750719e+00  1.41022481e-03  9.04140463e-02  8.98267143e+00  1.40575651e-01 -1.24922686e-03 
 4.49876847e-03  4.49876847e-03  1.80000000e+01  9.00015412e+00  9.00015291e+00  9.11255498e+00  1.54757396e-04  8.91701460e-02  8.98129637e+00  1.54409299e-02 -1.25338440e-03 
 4.50876847e-03  4.50876847e-03  1.80000000e+01  8.99889804e+00  8.99889815e+00  8.98712639e+00 -1.10132078e-03  8.79256860e-02  8.97999514e+00 -1.09857107e-01 -1.25259219e-03 
 4.51876847e-03  4.51876847e-03  1.80000000e+01  8.99764631e+00  8.99764774e+00  8.86171650e+00 -2.35305254e-03  8.66855784e-02  8.97877287e+00 -2.34823646e-01 -1.24685337e-03 
 4.52876847e-03  4.52876847e-03  1.80000000e+01  8.99640387e+00  8.99640661e+00  8.73682032e+00 -3.59549788e-03  8.54547179e-02  8.97763438e+00 -3.58965180e-01 -1.23619056e-03 
 4.53876847e-03  4.53876847e-03  1.80000000e+01  8.99517562e+00  8.99517966e+00  8.61293081e+00 -4.82375343e-03  8.42379628e-02  8.97658417e+00 -4.81791458e-01 -1.22064590e-03 
 4.54876847e-03  4.54876847e-03  1.80000000e+01  8.99396641e+00  8.99397174e+00  8.49053698e+00 -6.03297183e-03  8.30401157e-02  8.97562638e+00 -6.02817425e-01 -1.20028075e-03 
 4.55876847e-03  4.55876847e-03  1.80000000e+01  8.99278100e+00  8.99278760e+00  8.37012191e+00 -7.21838085e-03  8.18659045e-02  8.97476479e+00 -7.21565136e-01 -1.17517556e-03 
 4.56876847e-03  4.56876847e-03  1.80000000e+01  8.99162409e+00  8.99163194e+00  8.25216089e+00 -8.37530222e-03  8.07199636e-02  8.97400280e+00 -8.37565643e-01 -1.14542951e-03 
 4.57876847e-03  4.57876847e-03  1.80000000e+01  8.99050023e+00  8.99050930e+00  8.13711949e+00 -9.49917009e-03  7.96068161e-02  8.97334342e+00 -9.50360852e-01 -1.11116006e-03 
 4.58876847e-03  4.58876847e-03  1.80000000e+01  8.98941386e+00  8.98942412e+00  8.02545176e+00 -1.05855491e-02  7.85308552e-02  8.97278925e+00 -1.05950533e+00 -1.07250260e-03 
 4.59876847e-03  4.59876847e-03  1.80000000e+01  8.98836927e+00  8.98838068e+00  7.91759843e+00 -1.16301517e-02  7.74963273e-02  8.97234247e+00 -1.16456805e+00 -1.02960979e-03 
 4.60876847e-03  4.60876847e-03  1.80000000e+01  8.98737058e+00  8.98738310e+00  7.81398516e+00 -1.26288555e-02  7.65073153e-02  8.97200485e+00 -1.26513414e+00 -9.82651067e-04 
 4.61876847e-03  4.61876847e-03  1.80000000e+01  8.98642173e+00  8.98643531e+00  7.71502085e+00 -1.35777190e-02  7.55677222e-02  8.97177771e+00 -1.36080645e+00 -9.31811863e-04 
 4.62876847e-03  4.62876847e-03  1.80000000e+01  8.98552646e+00  8.98554106e+00  7.62109607e+00 -1.44729973e-02  7.46812559e-02  8.97166195e+00 -1.45120717e+00 -8.77292976e-04 
 4.63876847e-03  4.63876847e-03  1.80000000e+01  8.98468832e+00  8.98470388e+00  7.53258145e+00 -1.53111574e-02  7.38514146e-02  8.97165803e+00 -1.53597932e+00 -8.19309667e-04 
 4.64876847e-03  4.64876847e-03  1.80000000e+01  8.98391060e+00  8.98392706e+00  7.44982630e+00 -1.60888914e-02  7.30814726e-02  8.97176595e+00 -1.61478813e+00 -7.58090913e-04 
 4.65876847e-03  4.65876847e-03  1.80000000e+01  8.98319638e+00  8.98321367e+00  7.37315714e+00 -1.68031298e-02  7.23744681e-02  8.97198530e+00 -1.68732238e+00 -6.93878401e-04 
 4.66876847e-03  4.66876847e-03  1.80000000e+01  8.98254847e+00  8.98256654e+00  7.30287652e+00 -1.74510540e-02  7.17331907e-02  8.97231519e+00 -1.75329563e+00 -6.26925633e-04 
 4.67876847e-03  4.67876847e-03  1.80000000e+01  8.98196944e+00  8.98198820e+00  7.23926172e+00 -1.80301068e-02  7.11601704e-02  8.97275434e+00 -1.81244733e+00 -5.57496916e-04 
 4.68876847e-03  4.68876847e-03  1.80000000e+01  8.98146156e+00  8.98148095e+00  7.18256373e+00 -1.85380030e-02  7.06576680e-02  8.97330100e+00 -1.86454386e+00 -4.85866286e-04 
 4.69876847e-03  4.69876847e-03  1.80000000e+01  8.98102684e+00  8.98104678e+00  7.13300625e+00 -1.89727382e-02  7.02276660e-02  8.97395301e+00 -1.90937944e+00 -4.12316441e-04 
 4.70876847e-03  4.70876847e-03  1.80000000e+01  8.98066700e+00  8.98068741e+00  7.09078478e+00 -1.93325967e-02  6.98718606e-02  8.97470781e+00 -1.94677697e+00 -3.37137652e-04 
 4.71876847e-03  4.71876847e-03  1.80000000e+01  8.98038346e+00  8.98040426e+00  7.05606589e+00 -1.96161582e-02  6.95916554e-02  8.97556240e+00 -1.97658867e+00 -2.60626554e-04 
 4.72876847e-03  4.72876847e-03  1.80000000e+01  8.98017734e+00  8.98019843e+00  7.02898652e+00 -1.98223037e-02  6.93881557e-02  8.97651344e+00 -1.99869671e+00 -1.83085056e-04 
 4.73876847e-03  4.73876847e-03  1.80000000e+01  8.98004944e+00  8.98007075e+00  7.00965351e+00 -1.99502197e-02  6.92621642e-02  8.97755714e+00 -2.01301365e+00 -1.04819077e-04 
 4.74876847e-03  4.74876847e-03  1.80000000e+01  8.98000028e+00  8.98002171e+00  6.99814309e+00 -1.99994012e-02  6.92141777e-02  8.97868941e+00 -2.01948279e+00 -2.61373742e-05 
 4.75876847e-03  4.75876847e-03  1.80000000e+01  8.98003005e+00  8.98005152e+00  6.99450067e+00 -1.99696543e-02  6.92443854e-02  8.97990578e+00 -2.01807839e+00  5.26496163e-05 
 4.76876847e-03  4.76876847e-03  1.80000000e+01  8.98013862e+00  8.98016005e+00  6.99874060e+00 -1.98610962e-02  6.93526681e-02  8.98120144e+00 -2.00880577e+00  1.31231138e-04 
 4.77876847e-03  4.77876847e-03  1.80000000e+01  8.98032558e+00  8.98034687e+00  7.01084615e+00 -1.96741555e-02  6.95385984e-02  8.98257128e+00 -1.99170129e+00  2.09297166e-04 
 4.78876847e-03  4.78876847e-03  1.80000000e+01  8.98059019e+00  8.98061125e+00  7.03076956e+00 -1.94095699e-02  6.98014429e-02  8.98400990e+00 -1.96683220e+00  2.86539776e-04 
 4.79876847e-03  4.79876847e-03  1.80000000e+01  8.98093139e+00  8.98095214e+00  7.05843221e+00 -1.90683835e-02  7.01401646e-02  8.98551163e+00 -1.93429639e+00  3.62654219e-04 
 4.80876847e-03  4.80876847e-03  1.80000000e+01  8.98134785e+00  8.98136820e+00  7.09372497e+00 -1.86519430e-02  7.05534271e-02  8.98707054e+00 -1.89422198e+00  4.37340278e-04 
 4.81876847e-03  4.81876847e-03  1.80000000e+01  8.98183792e+00  8.98185779e+00  7.13650861e+00 -1.81618918e-02  7.10396000e-02  8.98868049e+00 -1.84676684e+00  5.10303228e-04 
 4.82876847e-03  4.82876847e-03  1.80000000e+01  8.98239967e+00  8.98241898e+00  7.18661434e+00 -1.76001639e-02  7.15967654e-02  8.99033511e+00 -1.79211796e+00  5.81255264e-04 
 4.83876847e-03  4.83876847e-03  1.80000000e+01  8.98303087e+00  8.98304955e+00  7.24384448e+00 -1.69689761e-02  7.22227250e-02  8.99202788e+00 -1.73049072e+00  6.49916371e-04 
 4.84876847e-03  4.84876847e-03  1.80000000e+01  8.98372905e+00  8.98374701e+00  7.30797323e+00 -1.62708196e-02  7.29150092e-02  8.99375213e+00 -1.66212802e+00  7.16015640e-04 
 4.85876847e-03  4.85876847e-03  1.80000000e+01  8.98449143e+00  8.98450861e+00  7.37874759e+00 -1.55084496e-02  7.36708866e-02  8.99550104e+00 -1.58729935e+00  7.79292159e-04 
 4.86876847e-03  4.86876847e-03  1.80000000e+01  8.98531502e+00  8.98533136e+00  7.45588831e+00 -1.46848748e-02  7.44873747e-02  8.99726772e+00 -1.50629973e+00  8.39496241e-04 
 4.87876847e-03  4.87876847e-03  1.80000000e+01  8.98619657e+00  8.98621199e+00  7.53909102e+00 -1.38033455e-02  7.53612520e-02  8.99904519e+00 -1.41944851e+00  8.96390168e-04 
 4.88876847e-03  4.88876847e-03  1.80000000e+01  8.98713258e+00  8.98714704e+00  7.62802741e+00 -1.28673408e-02  7.62890701e-02  9.00082644e+00 -1.32708818e+00  9.49749381e-04 
 4.89876847e-03  4.89876847e-03  1.80000000e+01  8.98811938e+00  8.98813282e+00  7.72234656e+00 -1.18805545e-02  7.72671678e-02  9.00260444e+00 -1.22958294e+00  9.99363167e-04 
 4.90876847e-03  4.90876847e-03  1.80000000e+01  8.98915307e+00  8.98916543e+00  7.82167627e+00 -1.08468811e-02  7.82916855e-02  9.00437217e+00 -1.12731732e+00  1.04503564e-03 
 4.91876847e-03  4.91876847e-03  1.80000000e+01  8.99022956e+00  8.99024081e+00  7.92562457e+00 -9.77039997e-03  7.93585800e-02  9.00612265e+00 -1.02069467e+00  1.08658639e-03 
 4.92876847e-03  4.92876847e-03  1.80000000e+01  8.99134461e+00  8.99135470e+00  8.03378123e+00 -8.65535957e-03  8.04636410e-02  9.00784897e+00 -9.10135518e-01  1.12385136e-03 
 4.93876847e-03  4.93876847e-03  1.80000000e+01  8.99249382e+00  8.99250271e+00  8.14571944e+00 -7.50616043e-03  8.16025071e-02  9.00954432e+00 -7.96075955e-01  1.15668328e-03 
 4.94876847e-03  4.94876847e-03  1.80000000e+01  8.99367265e+00  8.99368032e+00  8.26099740e+00 -6.32733789e-03  8.27706838e-02  9.01120200e+00 -6.78965896e-01  1.18495251e-03 
 4.95876847e-03  4.95876847e-03  1.80000000e+01  8.99487645e+00  8.99488287e+00  8.37916016e+00 -5.12354425e-03  8.39635604e-02  9.01281548e+00 -5.59267311e-01  1.20854731e-03 
 4.96876847e-03  4.96876847e-03  1.80000000e+01  8.99610046e+00  8.99610561e+00  8.49974136e+00 -3.89953031e-03  8.51764288e-02  9.01437837e+00 -4.37452394e-01  1.22737448e-03 
 4.97876847e-03  4.97876847e-03  1.80000000e+01  8.99733987e+00  8.99734373e+00  8.62226507e+00 -2.66012672e-03  8.64045021e-02  9.01588451e+00 -3.14001707e-01  1.24135957e-03 
 4.98876847e-03  4.98876847e-03  1.80000000e+01  8.99858977e+00  8.99859232e+00  8.74624771e+00 -1.41022481e-03  8.76429328e-02  9.01732796e+00 -1.89402273e-01  1.25044736e-03 
 4.99876847e-03  4.99876847e-03  1.80000000e+01  8.99984524e+00  8.99984648e+00  8.87119991e+00 -1.54757396e-04  8.88868331e-02  9.01870301e+00 -6.41456590e-02  1.25460182e-03 
 5.00876847e-03  5.00876847e-03  1.80000000e+01  9.00110132e+00  9.00110124e+00  8.99662849e+00  1.10132078e-03  9.01312930e-02  9.02000424e+00  6.12739679e-02  1.25380662e-03 
 5.01876847e-03  5.01876847e-03  1.80000000e+01  9.00235305e+00  9.00235165e+00  9.12203837e+00  2.35305254e-03  9.13714005e-02  9.02122652e+00  1.86361795e-01  1.24806475e-03 
 5.02876847e-03  5.02876847e-03  1.80000000e+01  9.00359549e+00  9.00359278e+00  9.24693455e+00  3.59549788e-03  9.26022610e-02  9.02236501e+00  3.10624315e-01  1.23739896e-03 
 5.03876847e-03  5.03876847e-03  1.80000000e+01  9.00482374e+00  9.00481973e+00  9.37082406e+00  4.82375343e-03  9.38190161e-02  9.02341522e+00  4.33571279e-01  1.22185127e-03 
 5.04876847e-03  5.04876847e-03  1.80000000e+01  9.00603296e+00  9.00602765e+00  9.49321789e+00  6.03297183e-03  9.50168632e-02  9.02437301e+00  5.54717631e-01  1.20148314e-03 
 5.05876847e-03  5.05876847e-03  1.80000000e+01  9.00721836e+00  9.00721178e+00  9.61363295e+00  7.21838085e-03  9.61910744e-02  9.02523460e+00  6.73585427e-01  1.17637495e-03 
 5.06876847e-03  5.06876847e-03  1.80000000e+01  9.00837527e+00  9.00836745e+00  9.73159398e+00  8.37530222e-03  9.73370152e-02  9.02599658e+00  7.89705722e-01  1.14662593e-03 
 5.07876847e-03  5.07876847e-03  1.80000000e+01  9.00949913e+00  9.00949009e+00  9.84663538e+00  9.49917009e-03  9.84501627e-02  9.02665596e+00  9.02620420e-01  1.11235349e-03 
 5.08876847e-03  5.08876847e-03  1.80000000e+01  9.01058550e+00  9.01057527e+00  9.95830311e+00  1.05855491e-02  9.95261237e-02  9.02721014e+00  1.01188409e+00  1.07369306e-03 
 5.09876847e-03  5.09876847e-03  1.80000000e+01  9.01163009e+00  9.01161871e+00  1.00661564e+01  1.16301517e-02  1.00560652e-01  9.02765692e+00  1.11706571e+00  1.03079728e-03 
 5.10876847e-03  5.10876847e-03  1.80000000e+01  9.01262878e+00  9.01261629e+00  1.01697697e+01  1.26288555e-02  1.01549664e-01  9.02799454e+00  1.21775039e+00  9.83835610e-04 
 5.11876847e-03  5.11876847e-03  1.80000000e+01  9.01357763e+00  9.01356408e+00  1.02687340e+01  1.35777190e-02  1.02489257e-01  9.02822168e+00  1.31354100e+00  9.32993448e-04 
 5.12876847e-03  5.12876847e-03  1.80000000e+01  9.01447290e+00  9.01445833e+00  1.03626588e+01  1.44729973e-02  1.03375723e-01  9.02833743e+00  1.40405973e+00  8.78471622e-04 
 5.13876847e-03  5.13876847e-03  1.80000000e+01  9.01531104e+00  9.01529551e+00  1.04511734e+01  1.53111574e-02  1.04205565e-01  9.02834136e+00  1.48894960e+00  8.20485359e-04 
 5.14876847e-03  5.14876847e-03  1.80000000e+01  9.01608876e+00  9.01607233e+00  1.05339286e+01  1.60888914e-02  1.04975507e-01  9.02823343e+00  1.56787583e+00  7.59263686e-04 
 5.15876847e-03  5.15876847e-03  1.80000000e+01  9.01680298e+00  9.01678571e+00  1.06105977e+01  1.68031298e-02  1.05682511e-01  9.02801409e+00  1.64052721e+00  6.95048220e-04 
 5.16876847e-03  5.16876847e-03  1.80000000e+01  9.01745089e+00  9.01743285e+00  1.06808784e+01  1.74510540e-02  1.06323789e-01  9.02768420e+00  1.70661729e+00  6.28092554e-04 
 5.17876847e-03  5.17876847e-03  1.80000000e+01  9.01802993e+00  9.01801119e+00  1.07444932e+01  1.80301068e-02  1.06896809e-01  9.02724505e+00  1.76588553e+00  5.58660899e-04 
 5.18876847e-03  5.18876847e-03  1.80000000e+01  9.01853780e+00  9.01851844e+00  1.08011912e+01  1.85380030e-02  1.07399311e-01  9.02669839e+00  1.81809831e+00  4.87027373e-04 
 5.19876847e-03  5.19876847e-03  1.80000000e+01  9.01897252e+00  9.01895261e+00  1.08507487e+01  1.89727382e-02  1.07829313e-01  9.02604638e+00  1.86304986e+00  4.13474608e-04 
 5.20876847e-03  5.20876847e-03  1.80000000e+01  9.01933236e+00  9.01931198e+00  1.08929701e+01  1.93325967e-02  1.08185119e-01  9.02529158e+00  1.90056305e+00  3.38292934e-04 
 5.21876847e-03  5.21876847e-03  1.80000000e+01  9.01961590e+00  9.01959513e+00  1.09276890e+01  1.96161582e-02  1.08465324e-01  9.02443698e+00  1.93049013e+00  2.61778925e-04 
 5.22876847e-03  5.22876847e-03  1.80000000e+01  9.01982203e+00  9.01980096e+00  1.09547684e+01  1.98223037e-02  1.08668824e-01  9.02348595e+00  1.95271326e+00  1.84234557e-04 
 5.23876847e-03  5.23876847e-03  1.80000000e+01  9.01994992e+00  9.01992864e+00  1.09741014e+01  1.99502197e-02  1.08794815e-01  9.02244225e+00  1.96714500e+00  1.05965669e-04 
 5.24876847e-03  5.24876847e-03  1.80000000e+01  9.01999909e+00  9.01997768e+00  1.09856118e+01  1.99994012e-02  1.08842802e-01  9.02130998e+00  1.97372866e+00  2.72811186e-05 
 5.25876847e-03  5.25876847e-03  1.80000000e+01  9.01996932e+00  9.01994787e+00  1.09892542e+01  1.99696543e-02  1.08812594e-01  9.02009361e+00  1.97243849e+00 -5.15087665e-05 
 5.26876847e-03  5.26876847e-03  1.80000000e+01  9.01986074e+00  9.01983934e+00  1.09850143e+01  1.98610962e-02  1.08704311e-01  9.01879795e+00  1.96327981e+00 -1.30093131e-04 
 5.27876847e-03  5.27876847e-03  1.80000000e+01  9.01967378e+00  9.01965252e+00  1.09729087e+01  1.96741555e-02  1.08518381e-01  9.01742811e+00  1.94628898e+00 -2.08162023e-04 
 5.28876847e-03  5.28876847e-03  1.80000000e+01  9.01940918e+00  9.01938814e+00  1.09529853e+01  1.94095699e-02  1.08255536e-01  9.01598948e+00  1.92153326e+00 -2.85407465e-04 
 5.29876847e-03  5.29876847e-03  1.80000000e+01  9.01906797e+00  9.01904725e+00  1.09253227e+01  1.90683835e-02  1.07916814e-01  9.01448775e+00  1.88911053e+00 -3.61524774e-04 
 5.30876847e-03  5.30876847e-03  1.80000000e+01  9.01865151e+00  9.01863119e+00  1.08900299e+01  1.86519430e-02  1.07503552e-01  9.01292884e+00  1.84914892e+00 -4.36213634e-04 
 5.31876847e-03  5.31876847e-03  1.80000000e+01  9.01816144e+00  9.01814160e+00  1.08472462e+01  1.81618918e-02  1.07017379e-01  9.01131890e+00  1.80180630e+00 -5.09179438e-04 
 5.32876847e-03  5.32876847e-03  1.80000000e+01  9.01759969e+00  9.01758041e+00  1.07971405e+01  1.76001639e-02  1.06460213e-01  9.00966428e+00  1.74726966e+00 -5.80134261e-04 
 5.33876847e-03  5.33876847e-03  1.80000000e+01  9.01696849e+00  9.01694984e+00  1.07399103e+01  1.69689761e-02  1.05834253e-01  9.00797151e+00  1.68575438e+00 -6.48798196e-04 
 5.34876847e-03  5.34876847e-03  1.80000000e+01  9.01627032e+00  9.01625238e+00  1.06757816e+01  1.62708196e-02  1.05141969e-01  9.00624726e+00  1.61750335e+00 -7.14900240e-04 
 5.35876847e-03  5.35876847e-03  1.80000000e+01  9.01550793e+00  9.01549077e+00  1.06050072e+01  1.55084496e-02  1.04386091e-01  9.00449835e+00  1.54278608e+00 -7.78179578e-04 
 5.36876847e-03  5.36876847e-03  1.80000000e+01  9.01468434e+00  9.01466803e+00  1.05278665e+01  1.46848748e-02  1.03569603e-01  9.00273167e+00  1.46189758e+00 -8.38386413e-04 
 5.37876847e-03  5.37876847e-03  1.80000000e+01  9.01380280e+00  9.01378740e+00  1.04446637e+01  1.38033455e-02  1.02695726e-01  9.00095420e+00  1.37515720e+00 -8.95283137e-04 
 5.38876847e-03  5.38876847e-03  1.80000000e+01  9.01286678e+00  9.01285235e+00  1.03557273e+01  1.28673408e-02  1.01767907e-01  8.99917295e+00  1.28290743e+00 -9.48645089e-04 
 5.39876847e-03  5.39876847e-03  1.80000000e+01  9.01187998e+00  9.01186657e+00  1.02614082e+01  1.18805545e-02  1.00789810e-01  8.99739495e+00  1.18551247e+00 -9.98261651e-04 
 5.40876847e-03  5.40876847e-03  1.80000000e+01  9.01084630e+00  9.01083396e+00  1.01620784e+01  1.08468811e-02  9.97652917e-02  8.99562722e+00  1.08335687e+00 -1.04393685e-03 
 5.41876847e-03  5.41876847e-03  1.80000000e+01  9.00976980e+00  9.00975858e+00  1.00581301e+01  9.77039997e-03  9.86983970e-02  8.99387674e+00  9.76843961e-01 -1.08549037e-03 
 5.42876847e-03  5.42876847e-03  1.80000000e+01  9.00865475e+00  9.00864469e+00  9.94997345e+00  8.65535957e-03  9.75933360e-02  8.99215042e+00  8.66394273e-01 -1.12275803e-03 
 5.43876847e-03  5.43876847e-03  1.80000000e+01  9.00750555e+00  9.00749667e+00  9.83803523e+00  7.50616043e-03  9.64544697e-02  8.99045507e+00  7.52443902e-01 -1.15559270e-03 
 5.44876847e-03  5.44876847e-03  1.80000000e+01  9.00632672e+00  9.00631907e+00  9.72275726e+00  6.32733789e-03  9.52862929e-02  8.98879738e+00  6.35442763e-01 -1.18386463e-03 
 5.45876847e-03  5.45876847e-03  1.80000000e+01  9.00512292e+00  9.00511652e+00  9.60459448e+00  5.12354425e-03  9.40934162e-02  8.98718391e+00  5.15852827e-01 -1.20746215e-03 
 5.46876847e-03  5.46876847e-03  1.80000000e+01  9.00389890e+00  9.00389378e+00  9.48401328e+00  3.89953031e-03  9.28805476e-02  8.98562102e+00  3.94146290e-01 -1.22629200e-03 
 5.47876847e-03  5.47876847e-03  1.80000000e+01  9.00265949e+00  9.00265566e+00  9.36148955e+00  2.66012672e-03  9.16524743e-02  8.98411487e+00  2.70803711e-01 -1.24027981e-03 
 5.48876847e-03  5.48876847e-03  1.80000000e+01  9.00140959e+00  9.00140706e+00  9.23750691e+00  1.41022481e-03  9.04140435e-02  8.98267142e+00  1.46312118e-01 -1.24937026e-03 
 5.49876847e-03  5.49876847e-03  1.80000000e+01  9.00015412e+00  9.00015291e+00  9.11255469e+00  1.54757396e-04  8.91701432e-02  8.98129637e+00  2.11630764e-02 -1.25352743e-03 
 5.50876847e-03  5.50876847e-03  1.80000000e+01  8.99889804e+00  8.99889815e+00  8.98712611e+00 -1.10132078e-03  8.79256832e-02  8.97999514e+00 -1.04149246e-01 -1.25273487e-03 
 5.51876847e-03  5.51876847e-03  1.80000000e+01  8.99764631e+00  8.99764773e+00  8.86171622e+00 -2.35305254e-03  8.66855756e-02  8.97877287e+00 -2.29130035e-01 -1.24699568e-03 
 5.52876847e-03  5.52876847e-03  1.80000000e+01  8.99640387e+00  8.99640660e+00  8.73682004e+00 -3.59549788e-03  8.54547151e-02  8.97763438e+00 -3.53285783e-01 -1.23633254e-03 
 5.53876847e-03  5.53876847e-03  1.80000000e+01  8.99517562e+00  8.99517966e+00  8.61293053e+00 -4.82375343e-03  8.42379600e-02  8.97658417e+00 -4.76126240e-01 -1.22078750e-03 
 5.54876847e-03  5.54876847e-03  1.80000000e+01  8.99396641e+00  8.99397173e+00  8.49053670e+00 -6.03297183e-03  8.30401129e-02  8.97562638e+00 -5.97166350e-01 -1.20042202e-03 
 5.55876847e-03  5.55876847e-03  1.80000000e+01  8.99278100e+00  8.99278760e+00  8.37012163e+00 -7.21838085e-03  8.18659017e-02  8.97476479e+00 -7.15928169e-01 -1.17531647e-03 
 5.56876847e-03  5.56876847e-03  1.80000000e+01  8.99162409e+00  8.99163194e+00  8.25216061e+00 -8.37530222e-03  8.07199609e-02  8.97400280e+00 -8.31942750e-01 -1.14557007e-03 
