 time            time            v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         v(N006)         v(N007)         v(N008)         v(N009)         v(N010)         v(N011)        
 8.30449917e-04  8.30449917e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -1.23847542e-02 -1.26397275e-02 -3.51248239e-01 -1.67192224e-02  4.17244182e-03 -3.51492526e-01 -1.74988261e-02 
 8.40449917e-04  8.40449917e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -1.17634962e-02 -1.20222792e-02 -3.39502094e-01 -1.61054520e-02  4.17169168e-03 -3.39773446e-01 -1.68561964e-02 
 8.50449917e-04  8.50449917e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -1.10789511e-02 -1.13414528e-02 -3.26552263e-01 -1.54280978e-02  4.17097108e-03 -3.26849561e-01 -1.61470429e-02 
 8.60449917e-04  8.60449917e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -1.03338208e-02 -1.05999219e-02 -3.12449759e-01 -1.46898332e-02  4.17028284e-03 -3.12771879e-01 -1.53741645e-02 
 8.70449917e-04  8.70449917e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -9.53104518e-03 -9.80062581e-03 -2.97250323e-01 -1.38935715e-02  4.16962965e-03 -2.97595945e-01 -1.45406112e-02 
 8.80449917e-04  8.80449917e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -8.67379270e-03 -8.94670579e-03 -2.81013847e-01 -1.30424557e-02  4.16901406e-03 -2.81381654e-01 -1.36496728e-02 
 8.90449917e-04  8.90449917e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -7.76544597e-03 -8.04154459e-03 -2.63804492e-01 -1.21398442e-02  4.16843847e-03 -2.64192986e-01 -1.27048654e-02 
 9.00449917e-04  9.00449917e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -6.80958992e-03 -7.08870138e-03 -2.45690084e-01 -1.11892997e-02  4.16790514e-03 -2.46097779e-01 -1.17099177e-02 
 9.10449917e-04  9.10449917e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -5.80999632e-03 -6.09194915e-03 -2.26742194e-01 -1.01945732e-02  4.16741614e-03 -2.27167435e-01 -1.06687563e-02 
 9.20449917e-04  9.20449917e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -4.77061024e-03 -5.05520874e-03 -2.07035511e-01 -9.15959076e-03  4.16697338e-03 -2.07476664e-01 -9.58549019e-03 
 9.30449917e-04  9.30449917e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -3.69553311e-03 -3.98258404e-03 -1.86647887e-01 -8.08843667e-03  4.16657858e-03 -1.87103167e-01 -8.46439452e-03 
 9.40449917e-04  9.40449917e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -2.58900787e-03 -2.87829552e-03 -1.65659695e-01 -6.98533863e-03  4.16623327e-03 -1.66127351e-01 -7.30989376e-03 
 9.50449917e-04  9.50449917e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -1.45540093e-03 -1.74671347e-03 -1.44153845e-01 -5.85464974e-03  4.16593879e-03 -1.44631985e-01 -6.12654418e-03 
 9.60449917e-04  9.60449917e-04 -2.49999300e+01 -2.50000000e+01  2.49999300e+01  2.50000000e+01 -2.99186235e-04 -5.92291198e-04 -1.22215122e-01 -4.70083265e-03  4.16569627e-03 -1.22701906e-01 -4.91901593e-03 
