time,v(N001),v(N002),v(N003),v(N004),v(N005),v(N006),v(N007),v(N008),@dled12_1[id],@dled12_2[id]
0.0854121446,0.0,9.0,7.83897146,7.27905675,-1.37650673,7.83634742,0.710406306,0.176300801,5.58305038e-06,0.0151122467
0.0864121446,0.0,9.0,7.92227272,7.27805433,-1.19379903,7.92174792,0.792456824,0.140177303,1.11659714e-06,0.0151869725
0.0874121446,0.0,9.0,7.84499299,7.27906523,-0.943149716,7.84265702,0.710322088,0.17660631,4.97015173e-06,0.0151116148
0.0884121446,0.0,9.0,7.92821163,7.27805381,-0.769886237,7.92774374,0.792425838,0.140158524,9.95513073e-07,0.0151870114
0.0894121446,0.0,9.0,7.85040966,7.2790718,-0.527908979,7.84830572,0.710251367,0.176842746,4.47647122e-06,0.0151111257
0.0904121446,0.0,9.0,7.93356153,7.27805324,-0.363642005,7.9331396,0.792398029,0.14013774,8.97719121e-07,0.0151870545
0.0914121446,0.0,9.0,7.85533015,7.27907694,-0.130013652,7.85341696,0.71019077,0.177027911,4.0706165e-06,0.0151107426
0.0924121446,0.0,9.0,7.9384268,7.27805362,0.0257066793,7.93804274,0.792372548,0.140151361,8.17148938e-07,0.0151870261
0.0934121446,0.0,9.0,7.85983644,7.27908101,0.251269267,7.85808275,0.710137976,0.177174317,3.73126781e-06,0.0151104398
0.0944121446,0.0,9.0,7.94283767,7.27805235,0.398772064,7.942485,0.792340916,0.14010574,7.50370398e-07,0.0151871207
0.0945371446,0.0,9.0,7.90228085,7.27838961,0.433712862,7.90150855,0.75118874,0.152264504,1.6432081e-06,0.0151619692
0.0947328143,0.0,9.0,7.9024234,7.27839765,0.469589769,7.90165322,0.751120169,0.152554048,1.63868781e-06,0.0151613694
0.094878546,0.0,9.0,7.90227314,7.27840717,0.496340292,7.90150074,0.750963351,0.152897255,1.64345294e-06,0.0151606594
0.0950419376,0.0,9.0,7.9009508,7.27845346,0.527513296,7.90015843,0.750274042,0.154565742,1.68599131e-06,0.015157208
0.095045901,0.0,9.0,7.89113684,7.28016245,0.589749192,7.89017895,0.740678382,0.216094966,2.03806581e-06,0.0150299308
0.0950538278,0.0,9.0,7.89074699,7.28009646,0.588791934,7.88978188,0.741035653,0.213721656,2.05347724e-06,0.0150348408
0.0950579367,0.0,9.0,7.89011284,7.28009682,0.589538559,7.88913581,0.740778848,0.213734283,2.07879524e-06,0.0150348139
0.0950619361,0.0,9.0,7.89007287,7.2800511,0.58860872,7.88909508,0.741115649,0.212089947,2.08040135e-06,0.0150382156
0.095069935,0.0,9.0,7.88911152,7.28003095,0.589312849,7.88811557,0.740887478,0.211365104,2.11940923e-06,0.0150397146
0.0950859327,0.0,9.0,7.88811037,7.27991716,0.588077867,7.88709498,0.741353203,0.207271983,2.16080934e-06,0.0150481836
0.0951179281,0.0,9.0,7.88533513,7.27975831,0.588079703,7.88426509,0.741421507,0.201556939,2.27984866e-06,0.0150600076
0.0951819189,0.0,9.0,7.88202829,7.27929426,0.582815335,7.88088617,0.743280226,0.184853345,2.43027531e-06,0.0150945556
0.0951979166,0.0,9.0,7.88137916,7.27917623,0.58142726,7.88022254,0.743724123,0.180603448,2.46094897e-06,0.0151033467
0.095201916,0.0,9.0,7.88137242,7.27913005,0.58047987,7.88021563,0.743984373,0.178940477,2.4612695e-06,0.0151067863
0.0952099148,0.0,9.0,7.88148001,7.27902728,0.578210143,7.88032562,0.744605452,0.175239314,2.45615843e-06,0.0151144425
0.0952119145,0.0,9.0,7.88160281,7.27899089,0.577257607,7.88045116,0.744848395,0.173928788,2.45033717e-06,0.0151171534
0.0952124145,0.0,9.0,7.88245362,7.27888009,0.573356375,7.88132074,0.745743102,0.169937925,2.41038454e-06,0.0151254089
0.0952134143,0.0,9.0,7.88293694,7.27880273,0.570748598,7.88181459,0.746284661,0.167150962,2.38797935e-06,0.015131174
0.0952150963,0.0,9.0,7.88239402,7.27885945,0.573093148,7.88125984,0.745809677,0.169194213,2.41316199e-06,0.0151269474
0.0952154074,0.0,9.0,7.88226045,7.27887358,0.57365805,7.88112333,0.745688975,0.169703415,2.41939814e-06,0.015125894
0.0952154851,0.0,9.0,7.88222689,7.27887721,0.573802781,7.88108904,0.745658656,0.169834222,2.42096738e-06,0.0151256234
0.0952156406,0.0,9.0,7.88214644,7.27888582,0.57414056,7.88100682,0.745584439,0.170144154,2.4247334e-06,0.0151249823
0.0952159517,0.0,9.0,7.88192267,7.27891109,0.575106383,7.88077812,0.745372163,0.171054294,2.43523996e-06,0.0151230997
0.0952160295,0.0,9.0,7.88183253,7.27892122,0.575485273,7.88068598,0.745284266,0.171419268,2.43948545e-06,0.0151223447
0.095216185,0.0,9.0,7.8815978,7.27894815,0.576483262,7.88044604,0.745052996,0.172389433,2.45057469e-06,0.0151203378
0.0952162239,0.0,9.0,7.88150085,7.27895897,0.576879724,7.88034692,0.744956122,0.172778943,2.45516958e-06,0.015119532
0.0952163016,0.0,9.0,7.88126413,7.2789858,0.577860056,7.88010492,0.744718697,0.173745376,2.46642514e-06,0.0151175329
0.0952163211,0.0,9.0,7.88117261,7.27899562,0.578217125,7.88001134,0.744626299,0.174098973,2.47079042e-06,0.0151168014
0.0952163599,0.0,9.0,7.88096763,7.2790183,0.579040987,7.87980176,0.744419123,0.174915895,2.4805957e-06,0.0151151116
0.0952164377,0.0,9.0,7.88002725,7.27911549,0.582555119,7.87884,0.743462608,0.178416189,2.52607983e-06,0.0151078709
0.0952164433,0.0,9.0,7.87993633,7.2791245,0.58288072,7.87874705,0.743370066,0.1787408,2.5305213e-06,0.0151072
0.0952164544,0.0,9.0,7.87969743,7.2791472,0.583700175,7.87850259,0.743126428,0.179558276,2.5422292e-06,0.0151055085
0.0952164767,0.0,9.0,7.87888993,7.27922206,0.58639939,7.8776763,0.742301899,0.182253557,2.58220435e-06,0.015099933
0.0952164823,0.0,9.0,7.87856283,7.27925062,0.587428705,7.87734151,0.741967592,0.183281897,2.59857568e-06,0.0150978058
0.0952164935,0.0,9.0,7.87776952,7.27931891,0.589889542,7.87652947,0.741156559,0.185740792,2.63871334e-06,0.0150927202
0.0952164963,0.0,9.0,7.8774451,7.27934307,0.590759897,7.87619713,0.740824485,0.186610667,2.65530513e-06,0.01509092
0.0952165019,0.0,9.0,7.87676003,7.27939772,0.592728244,7.87549551,0.740123433,0.188578057,2.69068588e-06,0.0150868509
0.095216513,0.0,9.0,7.87389819,7.27959768,0.59992761,7.87256178,0.737191012,0.195775578,2.84365235e-06,0.0150719621
0.0952165158,0.0,9.0,7.87235357,7.27969646,0.60348318,7.8709766,0.735606243,0.199330719,2.9297935e-06,0.0150646081
0.0952165214,0.0,9.0,7.8661624,7.28005005,0.616205494,7.86461126,0.729241902,0.212052272,3.30204872e-06,0.0150382943
0.0952165266,0.0,9.0,7.39432606,7.30944033,1.65303322,3.94993548,-3.18538871,1.24890293,0.00732948027,0.0128947605
0.0952165306,0.0,9.0,7.27824829,7.31757613,1.93224092,0.147170427,-6.98811011,1.52815131,0.0151725065,0.0123179252
0.0952165341,0.0,9.0,7.27701572,7.31947725,1.99692503,0.102703079,-7.03257141,1.59287741,0.015264495,0.012184255
0.0952165378,0.0,9.0,7.27691324,7.31952872,1.99862954,0.0990028541,-7.03627216,1.59462684,0.01527215,0.0121806425
0.0952165411,0.0,9.0,7.27666364,7.31884568,1.97535927,0.0899888571,-7.0452842,1.57139731,0.0152907974,0.0122286138
0.0952165455,0.0,9.0,7.27652056,7.31977956,2.00705926,0.0848205711,-7.05045126,1.603151,0.0153014894,0.0121630395
0.0952165528,0.0,9.0,7.27632991,7.31885967,1.9756928,0.0779325033,-7.05733661,1.57187338,0.0153157393,0.0122276304
0.0952165674,0.0,9.0,7.27613145,7.31984128,2.00888963,0.0707605935,-7.06450361,1.60524785,0.0153305766,0.0121587094
0.0952165962,0.0,9.0,7.2759434,7.31895643,1.97845592,0.0639634992,-7.07129068,1.57516571,0.0153446384,0.0122208313
0.0952166539,0.0,9.0,7.27583196,7.31994163,2.01124383,0.0599344604,-7.07530007,1.60865653,0.0153529735,0.0121516704
0.0952167143,0.0,9.0,7.27579974,7.31903779,1.97980893,0.058769543,-7.07644424,1.57795681,0.0153553836,0.0122152316
0.0952168027,0.0,9.0,7.27579696,7.31999478,2.01126243,0.0586691191,-7.0765145,1.61048786,0.0153555912,0.0121480724
0.0952169153,0.0,9.0,7.27579262,7.31910181,1.9795375,0.058511937,-7.07663309,1.58013367,0.0153559163,0.0122107316
0.0952171404,0.0,9.0,7.27579742,7.32009353,2.01050675,0.0586854936,-7.07638263,1.61384357,0.0153555573,0.0121411563
