 time            time            v(N001)         v(N002)         v(N003)         v(N004)         v(N005)        
 0.00000000e+00  0.00000000e+00  4.49946297e-28  0.00000000e+00 -5.24852323e-19  3.50958111e-27  1.12203560e-28 
 5.00000000e-06  5.00000000e-06  2.51041646e-06  5.00000000e-02  1.43657698e-03  1.43621972e-03  2.49940965e-02 
 5.42113619e-06  5.42113619e-06  2.73962564e-06  5.42113619e-02  1.48387075e-03  1.48349242e-03  2.70995838e-02 
 6.26340857e-06  6.26340857e-06  3.23353713e-06  6.26340857e-02  1.52325395e-03  1.52283770e-03  3.13107857e-02 
 7.94795333e-06  7.94795333e-06  4.43420511e-06  7.94795333e-02  1.51190703e-03  1.51139277e-03  3.97335616e-02 
 1.13170428e-05  1.13170428e-05  7.68672823e-06  1.13170428e-01  1.51009963e-03  1.50906238e-03  5.65790323e-02 
 1.80552219e-05  1.80552219e-05  1.75964451e-05  1.80552219e-01  1.51268790e-03  1.50130487e-03  9.02700029e-02 
 2.94782730e-05  2.94782730e-05  4.47669130e-05  2.94782730e-01  2.83667607e-03  1.55569320e-03  1.47385367e-01 
 4.17902647e-05  4.17902647e-05  8.86706213e-05  4.17902647e-01  4.13524324e-02  2.89021470e-03  2.08945667e-01 
 5.33666992e-05  5.33666992e-05  1.43794431e-04  5.33666992e-01  1.41209019e-01  4.19694719e-03  2.66827692e-01 
 7.20879081e-05  7.20879081e-05  2.61293178e-04  7.20879081e-01  3.34660214e-01  3.73189981e-03  3.60433784e-01 
 9.04900075e-05  9.04900075e-05  4.10914790e-04  9.04900075e-01  5.17172863e-01  3.94018415e-03  4.52444564e-01 
 1.27294206e-04  1.27294206e-04  8.11640851e-04  1.27294206e+00  8.89158289e-01  4.02109221e-03  6.36465577e-01 
 2.00902604e-04  2.00902604e-04  2.01883590e-03  2.00902604e+00  1.62663913e+00  4.99368157e-03  1.00450810e+00 
 3.48119398e-04  3.48119398e-04  6.05475517e-03  3.48119398e+00  3.10432898e+00  8.61486347e-03  1.74059233e+00 
 6.42552988e-04  6.42552988e-04  2.06009162e-02  6.42552988e+00  6.04934746e+00  2.28504922e-02  3.21276103e+00 
 1.00000000e-03  1.00000000e-03  4.98324244e-02  1.00000000e+01  9.63056375e+00  5.17918547e-02  4.99999625e+00 
 1.05000000e-03  1.05000000e-03  5.48050288e-02  1.00000000e+01  9.68161747e+00  5.49003667e-02  5.00000004e+00 
 1.15000000e-03  1.15000000e-03  6.47452593e-02  1.00000000e+01  9.74151186e+00  6.47264929e-02  5.00000010e+00 
 1.35000000e-03  1.35000000e-03  8.45959138e-02  1.00000000e+01  9.76535049e+00  8.45851714e-02  5.00000005e+00 
 1.75000000e-03  1.75000000e-03  1.24178354e-01  1.00000000e+01  9.79901685e+00  1.24152078e-01  5.00000010e+00 
 2.25000000e-03  2.25000000e-03  1.73434308e-01  1.00000000e+01  9.83657986e+00  1.73421743e-01  5.00000005e+00 
 2.75000000e-03  2.75000000e-03  2.22444598e-01  1.00000000e+01  9.87742019e+00  2.22419995e-01  5.00000010e+00 
 3.25000000e-03  3.25000000e-03  2.71210447e-01  1.00000000e+01  9.91956673e+00  2.71198622e-01  5.00000005e+00 
 3.75000000e-03  3.75000000e-03  3.19733074e-01  1.00000000e+01  9.96189706e+00  3.19708777e-01  5.00000010e+00 
 4.25000000e-03  4.25000000e-03  3.68013694e-01  1.00000000e+01  1.00040947e+01  3.68001975e-01  5.00000005e+00 
 4.75000000e-03  4.75000000e-03  4.16053513e-01  1.00000000e+01  1.00460246e+01  4.16029320e-01  5.00000010e+00 
 5.25000000e-03  5.25000000e-03  4.63853732e-01  1.00000000e+01  1.00877209e+01  4.63842072e-01  5.00000005e+00 
 5.75000000e-03  5.75000000e-03  5.11415545e-01  1.00000000e+01  1.01291319e+01  5.11391447e-01  5.00000010e+00 
 6.25000000e-03  6.25000000e-03  5.58740143e-01  1.00000000e+01  1.01703082e+01  5.58728541e-01  5.00000004e+00 
 6.75000000e-03  6.75000000e-03  6.05828708e-01  1.00000000e+01  1.02112016e+01  6.05804703e-01  5.00000010e+00 
 7.25000000e-03  7.25000000e-03  6.52682417e-01  1.00000000e+01  1.02518629e+01  6.52670870e-01  5.00000004e+00 
 7.75000000e-03  7.75000000e-03  6.99302442e-01  1.00000000e+01  1.02922440e+01  6.99278530e-01  5.00000010e+00 
 8.25000000e-03  8.25000000e-03  7.45689948e-01  1.00000000e+01  1.03323952e+01  7.45678456e-01  5.00000004e+00 
 8.75000000e-03  8.75000000e-03  7.91846095e-01  1.00000000e+01  1.03722684e+01  7.91822274e-01  5.00000010e+00 
 9.25000000e-03  9.25000000e-03  8.37772036e-01  1.00000000e+01  1.04119148e+01  8.37760598e-01  5.00000004e+00 
 9.75000000e-03  9.75000000e-03  8.83468921e-01  1.00000000e+01  1.04512863e+01  8.83445191e-01  5.00000009e+00 
 1.02500000e-02  1.02500000e-02  9.28937891e-01  1.00000000e+01  1.04904332e+01  9.28926506e-01  5.00000004e+00 
 1.07500000e-02  1.07500000e-02  9.74180083e-01  1.00000000e+01  1.05293078e+01  9.74156443e-01  5.00000009e+00 
 1.12500000e-02  1.12500000e-02  1.01919663e+00  1.00000000e+01  1.05679603e+01  1.01918530e+00  5.00000004e+00 
 1.17500000e-02  1.17500000e-02  1.06398865e+00  1.00000000e+01  1.06063432e+01  1.06396510e+00  5.00000009e+00 
 1.22500000e-02  1.22500000e-02  1.10855728e+00  1.00000000e+01  1.06445070e+01  1.10854599e+00  5.00000004e+00 
 1.27500000e-02  1.27500000e-02  1.15290361e+00  1.00000000e+01  1.06824039e+01  1.15288015e+00  5.00000009e+00 
 1.32500000e-02  1.32500000e-02  1.19702877e+00  1.00000000e+01  1.07200838e+01  1.19701753e+00  5.00000004e+00 
 1.37500000e-02  1.37500000e-02  1.24093385e+00  1.00000000e+01  1.07574992e+01  1.24091047e+00  5.00000009e+00 
 1.42500000e-02  1.42500000e-02  1.28461995e+00  1.00000000e+01  1.07947002e+01  1.28460877e+00  5.00000004e+00 
 1.47500000e-02  1.47500000e-02  1.32808817e+00  1.00000000e+01  1.08316397e+01  1.32806488e+00  5.00000009e+00 
 1.52500000e-02  1.52500000e-02  1.37133958e+00  1.00000000e+01  1.08683672e+01  1.37132845e+00  5.00000004e+00 
 1.57500000e-02  1.57500000e-02  1.41437529e+00  1.00000000e+01  1.09048356e+01  1.41435208e+00  5.00000009e+00 
 1.62500000e-02  1.62500000e-02  1.45719634e+00  1.00000000e+01  1.09410942e+01  1.45718525e+00  5.00000004e+00 
 1.67500000e-02  1.67500000e-02  1.49980383e+00  1.00000000e+01  1.09770962e+01  1.49978071e+00  5.00000009e+00 
 1.72500000e-02  1.72500000e-02  1.54219881e+00  1.00000000e+01  1.10128913e+01  1.54218777e+00  5.00000004e+00 
